BidangUsaha,JumlahAset,Lokasi,MataUang,Nama,Persentase,Satuan,StatusOperasi,TahunKomersil,KodeEmiten,NamaEmiten
PABRIK KELAPA SAWIT,549,JAKARTA,IDR,PT KARYA SERASI JAYA ABADI,100.0,JUTAAN,OPERASI,2014,STAA,PT SUMBER TANI AGUNG RESOURCES TBK
PERKEBUNAN DAN PABRIK KELAPA SAWIT,703905,JAKARTA,IDR,PT KARYASUKSES UTAMAPRIMA,100.0,JUTAAN,OPERASI,2013,STAA,PT SUMBER TANI AGUNG RESOURCES TBK
PERKEBUNAN DAN PABRIK KELAPA SAWIT,668401,MEDAN,IDR,PT MADINA AGROLESTARI,99.9,JUTAAN,OPERASI,2012,STAA,PT SUMBER TANI AGUNG RESOURCES TBK
PERKEBUNAN KELAPA SAWIT,176781,MEDAN,IDR,PT PATEN ALAM LESTARI,50.0,JUTAAN,OPERASI,2012,STAA,PT SUMBER TANI AGUNG RESOURCES TBK
PERKEBUNAN,661,MEDAN,IDR,PT PUTRA BORNEO SEJATI,72.36,JUTAAN,BELUM BEROPERASI,0,STAA,PT SUMBER TANI AGUNG RESOURCES TBK
PERKEBUNAN KELAPA SAWIT,337131,JAKARTA,IDR,PT PUTRA MAKMUR LESTARI,100.0,JUTAAN,OPERASI,2012,STAA,PT SUMBER TANI AGUNG RESOURCES TBK
PERKEBUNAN KELAPA SAWIT,55821,PALEMBANG,IDR,PT SAWIT AGRO LESTARI,100.0,JUTAAN,OPERASI,2008,STAA,PT SUMBER TANI AGUNG RESOURCES TBK
PERKEBUNAN KELAPA SAWIT,288668,PALEMBANG,IDR,PT SUMATERA CANDI KENCANA,100.0,JUTAAN,OPERASI,1986,STAA,PT SUMBER TANI AGUNG RESOURCES TBK
PERKEBUNAN,45419,MEDAN,IDR,PT SUMBER AGRI ANDALAN,100.0,JUTAAN,BELUM BEROPERASI,0,STAA,PT SUMBER TANI AGUNG RESOURCES TBK
PERKEBUNAN DAN PABRIK KELAPA SAWIT,1240691,JAKARTA,IDR,PT SUMBER TANI AGUNG,72.33,JUTAAN,OPERASI,1996,STAA,PT SUMBER TANI AGUNG RESOURCES TBK
PERDAGANGAN DAN INDUSTRI PENGOLAHAN KELAPA SAWIT,1279717,JAKARTA,IDR,PT SUMBER TANI AGUNG OILS AND FATS,100.0,JUTAAN,BELUM BEROPERASI,0,STAA,PT SUMBER TANI AGUNG RESOURCES TBK
PERKEBUNAN DAN PABRIK KELAPA SAWIT,389617,KALIMANTAN TENGAH,IDR,PT TANTAHAN PANDUHUP ASI,72.61,JUTAAN,OPERASI,2011,STAA,PT SUMBER TANI AGUNG RESOURCES TBK
PERKEBUNAN DAN PABRIK KELAPA SAWIT,874781,PALEMBANG,IDR,PT TRANSPACIFIC AGRO INDUSTRY,100.0,JUTAAN,OPERASI,2007,STAA,PT SUMBER TANI AGUNG RESOURCES TBK
PERDAGANGAN,158464,SINGAPURA,IDR,STA62 TRADING PTE LTD,100.0,JUTAAN,OPERASI,2020,STAA,PT SUMBER TANI AGUNG RESOURCES TBK
MANAJER INVESTASI,70749631831,JAKARTA,IDR,PT FOSTER ASSET MANAGEMENT,100.0,PENUH,OPERASI,2009,STAR,PT BUANA ARTHA ANUGERAH TBK
PERDAGANGAN UMUM DAN JASA,197742408238,TANGERANG,IDR,PT STAR SEMESTA SEJAHTERA,100.0,PENUH,BELUM BEROPERASI,0,STAR,PT BUANA ARTHA ANUGERAH TBK
PERDAGANGAN UMUM DAN JASA,1000000000,TANGERANG,IDR,PT TUNAS SURYA ABADI,100.0,PENUH,BELUM BEROPERASI,0,STAR,PT BUANA ARTHA ANUGERAH TBK
PERDAGANGAN,600915608969,SURABAYA,IDR,PT SIANTAR MEGAH JAYA,99.9,PENUH,BELUM BEROPERASI,2010,STTP,PT SIANTAR TOP TBK
PERUSAHAAN INVESTASI,196473482692,HONGKONG,IDR,SIANTAR INTERNATIONAL HOLDING CO LTD,98.0,PENUH,BELUM BEROPERASI,2013,STTP,PT SIANTAR TOP TBK
PENGELOLAAN DAN PENYEWAAN MENARA BTS,94813,KUDUS,IDR,PT GLOBAL INDONESIA KOMUNIKATAMA,99.99,JUTAAN,NAN,2010,SUPR,SOLUSI TUNAS PRATAMA TBK
PENGELOLAAN DAN PENYEWAAN MENARA BTS,115416,BANDUNG,IDR,PT SARANA INTI PERSADA,99.87,JUTAAN,NAN,2005,SUPR,SOLUSI TUNAS PRATAMA TBK
PERDAGANGAN GAS,157270653571,TUBAN JAWA TIMUR,IDR,PT BAHTERA ABADI GAS,99.99,PENUH,BEROPERASI,2012,SURE,PT SUPER ENERGY TBK
PERDAGANGAN GAS,77243393734,RANDUGUNTING JAWA TENGAH,IDR,PT BAHTERA ANDALAN GAS,99.99,PENUH,BEROPREASI,2020,SURE,PT SUPER ENERGY TBK
PERDAGANGAN GAS,83758357875,SUBANG JAWA BARAT,IDR,PT ENERGI SUBANG ABADI,99.99,PENUH,BEROPERASI,2020,SURE,PT SUPER ENERGY TBK
PERDAGANGAN GAS,1135441077177,JAKARTA,IDR,PT ENERGY MINA ABADI,81.5,PENUH,BEROPERASI,2012,SURE,PT SUPER ENERGY TBK
PERDAGANGAN GAS,253578717685,TUBAN JAWA TIMUR,IDR,PT GASUMA FEDERAL INDONESIA,99.93,PENUH,BEROPERASI,2012,SURE,PT SUPER ENERGY TBK
PERDAGANGAN GAS,618962485112,TUBAN JAWA TIMUR,IDR,PT SUMBER ANEKA GAS,74.99,PENUH,BELUM BEROPERASI,0,SURE,PT SUPER ENERGY TBK
"PERCETAKAN, PERINDUSTRIAN, PERDAGANGAN, PENGANGKUTAN DARAT, JASA DAN PEMBANGUNAN",472341012932,SURABAYA,IDR,PT DHARMA ANUGERAH INDAH,90.0,PENUH,BEROPERASI PENUH,1986,TALF,PT TUNAS ALFIN TBK
"AKTIVITAS PROFESIONAL, ILMIAH DAN TEKNIS LAINNYA SERTA PERDAGANGAN BESAR",12500000000,JAKARTA PUSAT,IDR,PT SAMUDRA SUKSES GEMILANG,99.99,PENUH,BELUM BEROPERASI,2019,TAMU,PT PELAYARAN TAMARIN SAMUDRA TBK
"AKTIVITAS PROFESIONAL, ILMIAH DAN TEKNIS LAINNYA SERTA PERDAGANGAN BESAR",12500000000,JAKARTA PUSAT,IDR,PT SENTRA TAMARIN SAMUDRA,99.99,PENUH,BELUM BEROPERASI,2019,TAMU,PT PELAYARAN TAMARIN SAMUDRA TBK
PERUSAHAAN INDUK,8772245,JAKARTA SELATAN,IDR,PT AGRO MULTI PERSADA,94.93,JUTAAN,BEROPERASI,2005,TAPG,PT TRIPUTRA AGRO PERSADA TBK
"PERDAGANGAN, PEMBANGUNAN, PERINDUSTRIAN, PERTANIAN",33517415854,JAKARTA,IDR,PT BINA KARNADA,99.9,PENUH,OPERASIONAL,2012,TARA,PT AGUNG SEMESTA SEJAHTERA TBK
"PERDAGANGAN, PENGANGKUTAN, PEMBANGUNAN, PERINDUSTRIAN, JASA, PERCETAKAN, PERBENGKELAN, PERTANIAN DAN KEHUTANAN",595105000,JAKARTA,IDR,PT BUMI TARA PERDANA,99.83,PENUH,PRA-OPERASIONAL,0,TARA,PT AGUNG SEMESTA SEJAHTERA TBK
"PERDAGANGAN, PENGANGKUTAN, PEMBANGUNAN, PERINDUSTRIAN, JASA, PERCETAKAN, PERBENGKELAN, PERTANIAN DAN KEHUTANAN",600000000,JAKARTA,IDR,PT BUMI TARA PERKASA,99.83,PENUH,PRA-OPERASIONAL,0,TARA,PT AGUNG SEMESTA SEJAHTERA TBK
"PERDAGANGAN, PENGANGKUTAN, PEMBANGUNAN, PERINDUSTRIAN, JASA, PERCETAKAN, PERBENGKELAN, PERTANIAN DAN KEHUTANAN",595710000,JAKARTA,IDR,PT BUMI TARA PRATAMA,99.83,PENUH,PRA-OPERASIONAL,0,TARA,PT AGUNG SEMESTA SEJAHTERA TBK
"REAL ESTAT, PERDAGANGAN BESAR, KONSULTASI MANAJEMEN, AKTIVITAS KANTOR PUSAT MENCAKUP KEGIATAN PENGAWASAN DAN PENGELOLAAN UNIT-UNIT PERUSAHAAN",1870078800,JAKARTA,IDR,PT BUMI TARA SINERGI,99.99,PENUH,PRA-OPERASIONAL,0,TARA,PT AGUNG SEMESTA SEJAHTERA TBK
PEMBANGUNAN DAN JASA KONSULTASI MANAJEMEN,15994340739,JAKARTA,IDR,PT CISADANE RIVER PARK,99.0,PENUH,OPERASIONAL,2006,TARA,PT AGUNG SEMESTA SEJAHTERA TBK
"REAL ESTAT, PERDAGANGAN BESAR, KONSULTASI MANAJEMEN, AKTIVITAS KANTOR PUSAT MENCAKUP KEGIATAN PENGAWASAN DAN PENGELOLAAN UNIT-UNIT PERUSAHAAN",753922968823,JAKARTA,IDR,PT GEMILANG INTERNATIONAL,99.0,PENUH,PRA-OPERASIONAL,0,TARA,PT AGUNG SEMESTA SEJAHTERA TBK
"PEMBANGUNAN, JASA PENGELOLA GEDUNG, JASA KONSULTASI MANAJEMEN",1085300560235,JAKARTA,IDR,PT GRIYA CIPTA BERDIKARI,99.0,PENUH,PRA-OPERASIONAL,0,TARA,PT AGUNG SEMESTA SEJAHTERA TBK
"PEMBANGUNAN, JASA PENGELOLA GEDUNG, JASA KONSULTASI MANAJEMEN",154685708,JAKARTA,IDR,PT MANDIRI GITA PERTIWI,99.0,PENUH,PRA-OPERASIONAL,0,TARA,PT AGUNG SEMESTA SEJAHTERA TBK
"PERDAGANGAN, PENGANGKUTAN, PEMBANGUNAN, PERINDUSTRIAN, JASA, PERCETAKAN, PERBENGKELAN, PERTANIAN DAN KEHUTANAN",11851000000,JAKARTA,IDR,PT MENTARI DAYA SELARAS,99.8,PENUH,PRA-OPERASIONAL,0,TARA,PT AGUNG SEMESTA SEJAHTERA TBK
"REAL ESTAT, PERDAGANGAN BESAR, KONSULTASI MANAJEMEN, AKTIVITAS KANTOR PUSAT MENCAKUP KEGIATAN PENGAWASAN DAN PENGELOLAAN UNIT-UNIT PERUSAHAAN",250349533333,JAKARTA,IDR,PT PRATAMA KENCANA PERKASA,99.0,PENUH,PRA-OPERASIONAL,0,TARA,PT AGUNG SEMESTA SEJAHTERA TBK
"PEMBANGUNAN, JASA PENGELOLA GEDUNG, JASA KONSULTASI MANAJEMEN",100893200,JAKARTA,IDR,PT PROPERTINDO LINE SEMESTA,99.0,PENUH,PRA-OPERASIONAL,0,TARA,PT AGUNG SEMESTA SEJAHTERA TBK
"REAL ESTAT, PERDAGANGAN BESAR, KONSULTASI MANAJEMEN, AKTIVITAS KANTOR PUSAT MENCAKUP KEGIATAN PENGAWASAN DAN PENGELOLAAN UNIT-UNIT PERUSAHAAN",64405950934,JAKARTA,IDR,PT RAFFLES GRAHA PERSADA,99.99,PENUH,PRA-OPERASIONAL,0,TARA,PT AGUNG SEMESTA SEJAHTERA TBK
"REAL ESTAT, PERDAGANGAN BESAR, KONSULTASI MANAJEMEN, AKTIVITAS KANTOR PUSAT MENCAKUP KEGIATAN PENGAWASAN DAN PENGELOLAAN UNIT-UNIT PERUSAHAAN",818896295650,JAKARTA,IDR,PT RAFFLES GRIYA PERKASA,99.99,PENUH,PRA-OPERASIONAL,0,TARA,PT AGUNG SEMESTA SEJAHTERA TBK
"REAL ESTAT, PERDAGANGAN BESAR, KONSULTASI MANAJEMEN, AKTIVITAS KANTOR PUSAT MENCAKUP KEGIATAN PENGAWASAN DAN PENGELOLAAN UNIT-UNIT PERUSAHAAN",359524361701,JAKARTA,IDR,PT RAFFLES NIAGA KENCANA,99.99,PENUH,PRA-OPERASIONAL,0,TARA,PT AGUNG SEMESTA SEJAHTERA TBK
PEMBANGUNAN,252455525589,JAKARTA,IDR,PT USAHA MANDIRI SUKSES ABADI,99.0,PENUH,OPERASIONAL,2015,TARA,PT AGUNG SEMESTA SEJAHTERA TBK
TRANSPORTASI DARAT,10577075,JAKARTA,IDR,PT EKSPRES JAKARTA JAYA,99.9998,RIBUAN,TIDAK BEROPERASI,2014,TAXI,EXPRESS TRANSINDO UTAMA TBK
TRANSPORTASI DARAT,2225206,BEKASI,IDR,PT EKSPRES MULIA KENCANA,99.8857,RIBUAN,TIDAK BEROPERASI,2013,TAXI,EXPRESS TRANSINDO UTAMA TBK
TRANSPORTASI DARAT,1876446,JAKARTA,IDR,PT EKSPRES MULIA PERDANA,99.6,RIBUAN,BEROPERASI,1997,TAXI,EXPRESS TRANSINDO UTAMA TBK
TRANSPORTASI DARAT,0,PADANG,IDR,PT EKSPRES SABANA UTAMA,99.99,RIBUAN,TIDAK BEROPERASI,2014,TAXI,EXPRESS TRANSINDO UTAMA TBK
TRANSPORTASI DARAT,39352152,BEKASI,IDR,PT EKSPRESS SARANA BATU CEPER,99.9967,RIBUAN,BEROPERASI,2011,TAXI,EXPRESS TRANSINDO UTAMA TBK
TRANSPORTASI DARAT,179090,SURABAYA,IDR,PT EXPRESS KARTIKA PERDANA,99.9,RIBUAN,TIDAK BEROPERASI,2005,TAXI,EXPRESS TRANSINDO UTAMA TBK
TRANSPORTASI DARAT,155939,DEPOK,IDR,PT EXPRESS KENCANA LESTARI,99.6,RIBUAN,TIDAK BEROPERASI,2010,TAXI,EXPRESS TRANSINDO UTAMA TBK
TRANSPORTASI DARAT,0,MEDAN,IDR,PT EXPRESS LIMO NUSANTARA,99.6,RIBUAN,TIDAK BEROPERASI,2005,TAXI,EXPRESS TRANSINDO UTAMA TBK
TRANSPORTASI DARAT,90784,TANGERANG,IDR,PT FAJAR MUTIARA TIMUR,99.8,RIBUAN,BEROPERASI,2010,TAXI,EXPRESS TRANSINDO UTAMA TBK
TRANSPORTASI DARAT,240528,SURABAYA,IDR,PT INDO SEMESTA LUHUR,99.996,RIBUAN,TIDAK BEROPERASI,2002,TAXI,EXPRESS TRANSINDO UTAMA TBK
TRANSPORTASI DARAT,74999,BEKASI,IDR,PT MUTIARA EXPRESS PERDANA,99.6,RIBUAN,TIDAK BEROPERASI,2007,TAXI,EXPRESS TRANSINDO UTAMA TBK
TRANSPORTASI DARAT,38446612,JAKARTA,IDR,PT MUTIARA KENCANA SEJAHTERA,99.8,RIBUAN,BEROPERASI,2010,TAXI,EXPRESS TRANSINDO UTAMA TBK
TRANSPORTASI DARAT,2018520,SEMARANG,IDR,PT SATRIA EXPRESS PERDANA,99.0,RIBUAN,TIDAK BEROPERASI,2006,TAXI,EXPRESS TRANSINDO UTAMA TBK
TRANSPORTASI DARAT,50316,JAKARTA,IDR,PT SEMESTA INDO PRIMA,99.9996,RIBUAN,TIDAK BEROPERASI,2004,TAXI,EXPRESS TRANSINDO UTAMA TBK
TRANSPORTASI DARAT,86735,JAKARTA,IDR,PT TULUS SINAR SELATAN,99.9,RIBUAN,TIDAK BEROPERASI,2005,TAXI,EXPRESS TRANSINDO UTAMA TBK
TRANSPORTASI DARAT,26343,TANGERANG,IDR,PT WAHYU MUSTIKA KINASIH,99.96,RIBUAN,TIDAK BEROPERASI,2002,TAXI,EXPRESS TRANSINDO UTAMA TBK
PERDAGANGAN,25300076279,JAKARTA PUSAT,IDR,PT ALUNO FOOD INDONESIA,99.98,PENUH,BEROPERASI,2010,TAYS,PT JAYA SWARASA AGUNG TBK
PERDAGANGAN,51113852946,JAKARTA SELATAN,IDR,PT TAYS BOGAINTI SELARAS,99.84,PENUH,BEROPERASI,2014,TAYS,PT JAYA SWARASA AGUNG TBK
TELEKOMUNIKASI,1350546,JAKARTA,IDR,PT GIHON TELEKOMUNIKASI INDONESIA TBK,50.43,JUTAAN,OPERASI,2001,TBIG,PT TOWER BERSAMA INFRASTRUCTURE TBK
TELEKOMUNIKASI,10046,JAKARTA,IDR,PT MENARA BERSAMA TERPADU,100.0,JUTAAN,OPERASI,2013,TBIG,PT TOWER BERSAMA INFRASTRUCTURE TBK
TELEKOMUNIKASI,9533464,JAKARTA,IDR,PT METRIC SOLUSI INTEGRASI,100.0,JUTAAN,OPERASI,2010,TBIG,PT TOWER BERSAMA INFRASTRUCTURE TBK
TELEKOMUNIKASI,4764690,JAKARTA,IDR,PT SOLUSI MENARA INDONESIA,70.03,JUTAAN,OPERASI,2011,TBIG,PT TOWER BERSAMA INFRASTRUCTURE TBK
TELEKOMUNIKASI,259530,JAKARTA,IDR,PT TELENET INTERNUSA,99.5,JUTAAN,OPERASI,1999,TBIG,PT TOWER BERSAMA INFRASTRUCTURE TBK
TELEKOMUNIKASI,30539692,JAKARTA,IDR,PT TOWER BERSAMA,100.0,JUTAAN,OPERASI,2006,TBIG,PT TOWER BERSAMA INFRASTRUCTURE TBK
TELEKOMUNIKASI,413159,JAKARTA,IDR,PT TOWER ONE,99.9,JUTAAN,OPERASI,2006,TBIG,PT TOWER BERSAMA INFRASTRUCTURE TBK
TELEKOMUNIKASI,110655,JAKARTA,IDR,PT TRIAKA BERSAMA,100.0,JUTAAN,OPERASI,2010,TBIG,PT TOWER BERSAMA INFRASTRUCTURE TBK
TELEKOMUNIKASI,1361972,JAKARTA,IDR,PT UNITED TOWERINDO,100.0,JUTAAN,OPERASI,2004,TBIG,PT TOWER BERSAMA INFRASTRUCTURE TBK
TELEKOMUNIKASI,446543,JAKARTA,IDR,PT VISI TELEKOMUNIKASI INFRASTRUKTUR TBK,51.09,JUTAAN,OPERASI,1995,TBIG,PT TOWER BERSAMA INFRASTRUCTURE TBK
NAN,0,SINGAPURA,IDR,TBG GLOBAL PTE LTD,100.0,JUTAAN,OPERASI,2013,TBIG,PT TOWER BERSAMA INFRASTRUCTURE TBK
"PERKEBUNAN SAWIT,TEBU DAN GULA",4015675,JAKARTA,IDR,PT ADIKARYA GEMILANG,99.80000305,JUTAAN,AKTIF,1995,TBLA,TUNAS BARU LAMPUNG TBK
PENGOLAHAN MINYAK SAWIT,229463,LAMPUNG,IDR,PT AGRO BUMI MAS,99.9,JUTAAN,AKTIF,2002,TBLA,TUNAS BARU LAMPUNG TBK
PERKEBUNAN TEBU,578815,LAMPUNG,IDR,PT BANGUN NUSA INDAH LAMPUNG,99.98999786,JUTAAN,AKTIF,1981,TBLA,TUNAS BARU LAMPUNG TBK
PERKEBUNAN KELAPA SAWIT DAN REAL ESTAT,756711,LAMPUNG,IDR,PT BANGUN TATALAMPUNG ASRI,99.71,JUTAAN,AKTIF,1991,TBLA,TUNAS BARU LAMPUNG TBK
DERMAGA,22488,LAMPUNG,IDR,PT BUDI DERMAGA PERKASA,99.9,JUTAAN,BELUM BEROPERASI,2018,TBLA,TUNAS BARU LAMPUNG TBK
PERKEBUNAN KELAPA SAWIT,569832,LAMPUNG,IDR,PT BUDI DWIYASA PERKASA,99.99,JUTAAN,AKTIF,1988,TBLA,TUNAS BARU LAMPUNG TBK
PERKEBUNAN KELAPA SAWIT DAN HOLTIKULTURA,194505,LAMPUNG,IDR,PT BUDINUSA CIPTAWAHANA,99.98999786,JUTAAN,AKTIF,1992,TBLA,TUNAS BARU LAMPUNG TBK
PERKEBUNAN KELAPA SAWIT,1192375,KALIMANTAN BARAT,IDR,PT BUMI PERKASA GEMILANG,85.0,JUTAAN,AKTIF,2003,TBLA,TUNAS BARU LAMPUNG TBK
PERKEBUNAN KELAPA SAWIT,44433,LAMPUNG,IDR,PT BUMI SENTOSA ABADI,99.97000122,JUTAAN,AKTIF,1972,TBLA,TUNAS BARU LAMPUNG TBK
PERKEBUNAN TEBU,174443,SUMATERA SELATAN,IDR,PT DINAMIKA GRAHA SARANA,29.40999985,JUTAAN,TAHAP PENGEMBANGAN,2005,TBLA,TUNAS BARU LAMPUNG TBK
PERKEBUNAN KELAPA SAWIT,1218065,SUMATERA SELATAN,IDR,PT SAMORA USAHA JAYA,99.23000336,JUTAAN,TAHAP PENGEMBANGAN,2013,TBLA,TUNAS BARU LAMPUNG TBK
PENGOLAHAN KELAPA SAWIT,166792,KALIMANTAN BARAT,IDR,PT SOLUSI JAYA PERKASA,99.9,JUTAAN,AKTIF,2009,TBLA,TUNAS BARU LAMPUNG TBK
INDUK PERUSAHAAN,1877655,SINGAPURA,IDR,TBLA INTERNATIONAL PTE LTD,100.0,JUTAAN,AKTIF,2017,TBLA,TUNAS BARU LAMPUNG TBK
PERDAGANGAN BESAR KOSMETIK,15782992471,"WISMA 46 KOTA BNI, SUITE 7.01, 7TH FLOOR, JL. JEND. SUDIRMAN KAV. 1, JAKARTA PUSAT 10220",IDR,PT ALLIANCE COSMETICS,99.996,PENUH,AKTIF,2024,TCID,MANDOM INDONESIA TBK
PELAYARAN,24998,JAKARTA,IDR,PT BAHARI MARITIM ENERGI,100.0,JUTAAN,0,0,TCPI,PT TRANSCOAL PACIFIC TBK
PELAYARAN,24958,JAKARTA,IDR,PT ENERGI LAUTAN KENCANA,100.0,JUTAAN,0,0,TCPI,PT TRANSCOAL PACIFIC TBK
BELUM BEROPERASI,84436,JAKARTA,IDR,PT ENERGY GEMILANG KENCANA,99.57,JUTAAN,0,0,TCPI,PT TRANSCOAL PACIFIC TBK
PELAYARAN,1503134,KALIMANTAN SELATAN,IDR,PT ENERGY TRANSPORTER INDONESIA,86.0,JUTAAN,2009,2009,TCPI,PT TRANSCOAL PACIFIC TBK
SUB-PERUSAHAAN INDUK,907625,JAKARTA,IDR,PT KANZ GEMILANG UTAMA,99.92,JUTAAN,2009,2009,TCPI,PT TRANSCOAL PACIFIC TBK
PELAYARAN,308481,JAKARTA,IDR,PT KARYA SAMUDERA INSANI,100.0,JUTAAN,2024,2024,TCPI,PT TRANSCOAL PACIFIC TBK
PELAYARAN,1041870,KALIMANTAN SELATAN,IDR,PT SENTRA MAKMUR LINES,99.64,JUTAAN,2004,2004,TCPI,PT TRANSCOAL PACIFIC TBK
PELAYARAN,24998,JAKARTA,IDR,PT TRANSPORTASI LAUTAN ENERGI,100.0,JUTAAN,0,0,TCPI,PT TRANSCOAL PACIFIC TBK
BERUSAHA DALAM BIDANG JASA PENGOLAHAN PELABUHAN BATUBARA,55065768,JAKARTA SELATAN,IDR,PT PELABUHAN TALENTA BUMI,99.96,RIBUAN,BELUM BEROPERASI,0,TEBE,PT DANA BRATA LUHUR TBK
BERUSAHA DALAM BIDANG PENYEDIAAN JASA PENGANGKUTAN DAN PELABUHAN BATUBARA,913736204,KALIMANTAN SELATAN,IDR,PT TALENTA BUMI,99.21,RIBUAN,BEROPERASI,2013,TEBE,PT DANA BRATA LUHUR TBK
BERUSAHA DALAM BIDANG PERDAGANGAN BATUBARA,447049,JAKARTA SELATAN,IDR,PT TALENTA BUMI ENERGI,99.96,RIBUAN,BELUM BEROPERASI,0,TEBE,PT DANA BRATA LUHUR TBK
PERDAGANGAN,1728,JAKARTA,IDR,PT MITRA TELEKOMUNIKASI SELULAR,99.99,JUTAAN,OPERASIONAL,2009,TELE,PT OMNI INOVASI INDONESIA TBK
PERDAGANGAN,37294,JAKARTA,IDR,PT PERDANA MULIA MAKMUR,99.99,JUTAAN,OPERASIONAL,2010,TELE,PT OMNI INOVASI INDONESIA TBK
PERDAGANGAN,29141,BANDUNG,IDR,PT POIN MULTI MEDIA,99.99,JUTAAN,OPERASIONAL,2013,TELE,PT OMNI INOVASI INDONESIA TBK
PERDAGANGAN,25852,"ISTANA PASTEUR REGENCY CRA NO. 33, BANDUNG",IDR,PT POIN MULTI MEDIA NUSANTARA,99.99,JUTAAN,OPERASIONAL,2013,TELE,PT OMNI INOVASI INDONESIA TBK
CONTENT PROVIDER,2494,JAKARTA,IDR,PT SETIA UTAMA MEDIA APLIKASI,99.9,JUTAAN,OPERASIONAL,2011,TELE,PT OMNI INOVASI INDONESIA TBK
JASA SERVICE,231,"JLN. SUKARJO WIRYOPRANOTO NO. 1C, JAKARTA, 10120",IDR,PT SETIA UTAMA SERVICES,99.0,JUTAAN,OPERASIONAL,2010,TELE,PT OMNI INOVASI INDONESIA TBK
PERDAGANGAN,171302,JAKARTA,IDR,PT SIMPATINDO MULTI MEDIA,99.5,JUTAAN,OPERASIONAL,2002,TELE,PT OMNI INOVASI INDONESIA TBK
PERDAGANGAN,35750,"JLN. SUKARJO WIRYOPRANOTO NO. 2D, JAKARTA, 10120",IDR,PT TELE UTAMA NUSANTARA,99.9,JUTAAN,OPERASIONAL,2008,TELE,PT OMNI INOVASI INDONESIA TBK
PERDAGANGAN,203395,JAKARTA,IDR,PT TELESINDO SHOP,99.95,JUTAAN,OPERASIONAL,2001,TELE,PT OMNI INOVASI INDONESIA TBK
PENYEDIA JASA PRODUK DIGITAL,276941785,JAKARTA,IDR,PT ANUGERAH ASET DIGITAL,41.0,PENUH,BEROPERASI,2021,TFAS,PT TELEFAST INDONESIA TBK
PENYEDIA JASA PRODUK DIGITAL,2955077990,JAKARTA,IDR,PT BILIK SINERGI INDONESIA,51.0,PENUH,BEROPERASI,2018,TFAS,PT TELEFAST INDONESIA TBK
PENYEDIA JASA PRODUK DIGITAL,894281497,JAKARTA,IDR,PT EMITAMA WAHANA MANDIRI,70.0,PENUH,BEROPERASI,2017,TFAS,PT TELEFAST INDONESIA TBK
PENYEDIA JASA PRODUK DIGITAL,505015000,JAKARTA,IDR,PT TFAS DIGITAL INDONESIA,51.0,PENUH,BELUM BEROPERASI,2021,TFAS,PT TELEFAST INDONESIA TBK
INDUSTRI ALAT-ALAT DAPUR DARI LOGAM DAN JASA PERAWATAN DAN PENGISIAN GAS LPG,267883,JAKARTA,IDR,PT BLUE GAS INDONESIA,99.99,JUTAAN,AKTIF,1991,TGKA,TIGARAKSA SATRIA TBK
INDUSTRI ALAT-ALAT DAPUR DARI LOGAM,11185,JAKARTA,IDR,PT GAZENTA NIAGA,99.9,JUTAAN,AKTIF,2013,TGKA,TIGARAKSA SATRIA TBK
"PERDAGANGAN ECERAN, PENERBITAN BUKU, , AKTIVITAS PEMOGRAMAN KOMPUTER, AKTIVITAS HOSTING, PORTAL WEB DAN/ATAU PLATFORM DIGITAL TANPA DAN DENGAN TUJUAN KOMERSIAL, AKTIVITAS KONSULTASI MANAJEMEN, PERIKLANAN, PENELITIAN PASAR, JASA PENYELENGGARA EVENT KHUSUS",0,JAKARTA,IDR,PT GRAMEDIA DIGITAL NUSANTARA,0.0,JUTAAN,TIDAK AKTIF,2019,TGKA,TIGARAKSA SATRIA TBK
"KEGIATAN PENYIMPANAN BARANG SEMENTARA SEBELUM BARANG TERSEBUT DIKIRIM KE TUJUAN AKHIR -LOGISTIK, GUDANG PENYIMPANAN BEKU DAN PEMBEKUAN CEPAT",398607,JAKARTA,IDR,PT TIRA CIPTA LOGISTIK,60.0,JUTAAN,AKTIF,2022,TGKA,TIGARAKSA SATRIA TBK
AKTIVITAS PENUNJANG ANGKUTAN,22855,JAKARTA,IDR,PT TIRA CIPTA TRANSPORTASI,98.0,JUTAAN,AKTIF,2023,TGKA,TIGARAKSA SATRIA TBK
"PERDAGANGAN ECERAN, JASA INFORMASI, PERGUDANGAN, DAN PENUNJANG ANGKUTAN, PEMOGRAMAN DAN KONSULTASI KOMPUTER, DAN KONSULTASI PERIKLANAN DAN PENELITIAN, PASAR, KONSULTAN MANAJEMEN",93012,JAKARTA,IDR,PT TIRA SATRIA NIAGA,99.98,JUTAAN,AKTIF,2021,TGKA,TIGARAKSA SATRIA TBK
PEMBANGKIT LISTRIK TENAGA MINI HIDRO,121420666787,JAKARTA,IDR,PT BERKAH ALAM LESTARI ENERGI,80.25,PENUH,PRA-OPERASI,2022,TGRA,PT TERREGRA ASIA ENERGY
PEMBANGKIT LISTRIK TENAGA MINI HIDRO,911500000,KALIMANTAN,IDR,PT BORNEO HYDRO ELECTRIC,70.0,PENUH,BELUM,0,TGRA,PT TERREGRA ASIA ENERGY
PEMBANGKIT LISTRIK TENAGA MINI HIDRO,4905485360,SUMATERA UTARA,IDR,PT CAHAYA ABADI LESTARI ENERGI,85.21,PENUH,BELUM,0,TGRA,PT TERREGRA ASIA ENERGY
