BidangUsaha,JumlahAset,Lokasi,MataUang,Nama,Persentase,Satuan,StatusOperasi,TahunKomersil,KodeEmiten,NamaEmiten
PERIKANAN,10836637826,TANJUNG PRIOK,IDR,PT KELOLA BIRU HARMONI,96.04,PENUH,AKTIF,2008,DSFI,DHARMA SAMUDERA FISHING IND TBK
PERKEBUNAN KELAPA SAWIT TERPADU DENGAN UNIT PENGOLAHANNYA MENJADI MINYAK SAWIT DAN,714022,"SEKADAU, KALIMANTAN BARAT",IDR,PT AGRO ANDALAN,100.0,JUTAAN,SUDAH BEROPERASI,2012,DSNG,PT DHARMA SATYA NUSANTARA TBK
"PERDAGANGAN, PERINDUSTRIAN, PENGANGKUTANDAN PERTANIAN",1641609,JAKARTA,IDR,PT AGRO PRATAMA,99.97,JUTAAN,SUDAH BEROPERASI,2012,DSNG,PT DHARMA SATYA NUSANTARA TBK
"PERDAGANGAN, PENGANGKUTAN, PERTANIAN,PERINDUSTRIAN DAN JASA",666921,JAKARTA,IDR,PT BIMA AGRI SAWIT,100.0,JUTAAN,SUDAH BEROPERASI,2005,DSNG,PT DHARMA SATYA NUSANTARA TBK
"PERDAGANGAN,PENGANGKUTAN,PERTANIAN,PERINDUSTRIAN DAN JASA",1515694,JAKARTA,IDR,PT BIMA PALMA NUGRAHA,100.0,JUTAAN,SUDAH BEROPERASI,2005,DSNG,PT DHARMA SATYA NUSANTARA TBK
PERDAGANGAN DAN INDUSTRIAN,210916,JAKARTA,IDR,PT BIOMASSA LESTARI NUSANTARA,51.0,JUTAAN,BELUM BEROPERASI,0,DSNG,PT DHARMA SATYA NUSANTARA TBK
"PERDAGANGAN, PEMBANGUNAN, PENGANGKUTAN, PERTANIAN, PERINDUSTRIAN, PERBENGKELAN DAN JASA",250,JAKARTA,IDR,PT CAHAYA UTAMA NUSANTARA,99.83,JUTAAN,SUDAH BEROPERASI,2017,DSNG,PT DHARMA SATYA NUSANTARA TBK
"INDUSTRI,PERDAGANGAN, ENERGI,PENGELOLAAN AIR",91,JAKARTA,IDR,PT CIPTA UTAMA ANDALAN NUSANTARA,100.0,JUTAAN,BELUM BEROPERASI,0,DSNG,PT DHARMA SATYA NUSANTARA TBK
"PETERNAKAN, PERDAGANGAN, PERGUDANGAN DAN PENYIMPANAN",7562,JAKARTA,IDR,PT CITRA HARAPAN INTI CEMERLANG,99.96,JUTAAN,BELUM BEROPERASI,0,DSNG,PT DHARMA SATYA NUSANTARA TBK
"PERDAGANGAN, PENGANGKUTAN DARAT, PERTANIAN, DAN PERINDUSTRIAN",2234892,"KUTAI TIMUR, KALIMANTAN TIMUR",IDR,PT DEWATA SAWIT NUSANTARA,99.94,JUTAAN,SUDAH BEROPERASI,2011,DSNG,PT DHARMA SATYA NUSANTARA TBK
"PERTANIAN,PERKEBUNAN,PETERNAKAN,PERDAGANGAN,JASA,INDUSTRI,TRANSPORTASI DAN PERGUDANGAN",63439,"LOMBOK TIMUR, NTB",IDR,PT DHANYA PERBAWA PRADHIKASA,91.0,JUTAAN,SUDAH BEROPERASI,2020,DSNG,PT DHARMA SATYA NUSANTARA TBK
PERKEBUNAN KELAPA SAWIT TERPADU DENGAN UNIT PENGOLAHANNYA MENJADI MINYAK SAWIT DAN,1118522,"KUTAI TIMUR, KALIMANTAN TIMUR",IDR,PT DHARMA AGROTAMA NUSANTARA,100.0,JUTAAN,SUDAH BEROPERASI,2008,DSNG,PT DHARMA SATYA NUSANTARA TBK
"INDUSTRI, PERDAGANGAN, ENERGI, PENGELOLAAN AIR",54299,JAKARTA,IDR,PT DHARMA ENERGI INVESTAMA,100.0,JUTAAN,SUDAH BEROPERASI,2020,DSNG,PT DHARMA SATYA NUSANTARA TBK
"PERTANIAN,PERIKANAN,INDUSTRI PENGOLAHAN PERDAGANGAN",267627,JAKARTA,IDR,PT DHARMA INTI INVESTAMA,100.0,JUTAAN,SUDAH BEROPERASI,2020,DSNG,PT DHARMA SATYA NUSANTARA TBK
"PERDAGANGAN, PERINDUSTRIAN, PENGANGKUTAN DARAT DAN PERTANIAN",400856,"BULUNGAN, KALIMANTAN TIMUR",IDR,PT DHARMA INTISAWIT LESTARI,99.99,JUTAAN,SUDAH BEROPERASI,2016,DSNG,PT DHARMA SATYA NUSANTARA TBK
"PERDAGANGAN, PEMBANGUNAN, PENGANGKUTAN, PERTANIAN, PERINDUSTRIAN, PERBENGKELAN, JASA DAN PERTAMBANGAN",1753539,"KUTAI TIMUR, KALIMANTAN TIMUR",IDR,PT DHARMA INTISAWIT NUGRAHA,100.0,JUTAAN,SUDAH BEROPERASI,2008,DSNG,PT DHARMA SATYA NUSANTARA TBK
"PERDAGANGAN, PERINDUTRIAN, PENGANGUTAN, DAN PERTANIAN",9339,JAKARTA,IDR,PT DHARMA LANGGENG LESTARI,99.99,JUTAAN,SUDAH BEROPERASIUM BEROPERASI,2024,DSNG,PT DHARMA SATYA NUSANTARA TBK
"PERDAGANGAN, PEMBANGUNAN, PENGANGKUTAN, PERTANIAN, PERINDUSTRIAN, PERBENGKELAN, JASA DAN PERTAMBANGAN",1,JAKARTA,IDR,PT DHARMA NUGRAHA SEJAHTERA,90.0,JUTAAN,BELUM BEROPERASI,0,DSNG,PT DHARMA SATYA NUSANTARA TBK
"PERDAGANGAN, PEMBANGUNAN, PENGANGKUTAN, PERTANIAN, PERINDUSTRIAN, PERBENGKELAN, JASA DAN PERTAMBANGAN",166011,JAKARTA,IDR,PT DHARMA PERSADA SEJAHTERA,99.99,JUTAAN,SUDAH BEROPERASIM BEROPERASI,2018,DSNG,PT DHARMA SATYA NUSANTARA TBK
"PERDAGANGAN, PERINDUSTRIAN, PENGANGKUTAN DAN PERTANIAN",8,JAKARTA,IDR,PT DHARMA SAWIT NUSANTARA,90.0,JUTAAN,BELUM BEROPERASI,0,DSNG,PT DHARMA SATYA NUSANTARA TBK
"PERDAGANGAN, PERINDUSTRIAN, PENGANGKUTANDAN PERTANIAN",97675,JAKARTA,IDR,PT DHARMA SEJAHTERA NUSANTARA,100.0,JUTAAN,SUDAH BEROPERASI,2015,DSNG,PT DHARMA SATYA NUSANTARA TBK
PERDAGANGAN,76191,JAKARTA,IDR,PT DHARMA SUKSES NUSANTARA,100.0,JUTAAN,BELUM BEROPERASI,0,DSNG,PT DHARMA SATYA NUSANTARA TBK
PERDAGANGAN DAN INDUSTRIAN,78013,JAKARTA,IDR,PT DHARMA SUMBER ENERGI,67.0,JUTAAN,SUDAH BEROPERASII,2022,DSNG,PT DHARMA SATYA NUSANTARA TBK
PERDAGANGAN,86286,JAKARTA,IDR,PT DHARMA SUMBER NUSANTARA,100.0,JUTAAN,SUDAH BEROPERASI,2019,DSNG,PT DHARMA SATYA NUSANTARA TBK
AKTIVITAS INDUSTRI PENGOLAHAN DAN PERDAGANGAN,100,JAKARTA,IDR,PT DHARMA UTAMA INTI TUNAS,100.0,JUTAAN,BELUM BEROPERASI,0,DSNG,PT DHARMA SATYA NUSANTARA TBK
"PERDAGANGAN, PEMBANGUNAN, PENGANGKUTAN, PERTANIAN, PERINDUSTRIAN, PERBENGKELAN, JASA DAN PERTAMBANGAN",0,JAKARTA,IDR,PT DHARMA UTAMA LESTARI,90.0,JUTAAN,BELUM BEROPERASI,0,DSNG,PT DHARMA SATYA NUSANTARA TBK
"PERDAGANGAN, PEMBANGUNAN, PENGANGKUTAN, PERTANIAN, PERINDUSTRIAN, PERBENGKELAN DAN JASA",950476,JAKARTA,IDR,PT GEMILANG UTAMA NUSANTARA,99.99,JUTAAN,SUDAH BEROPERASI,2012,DSNG,PT DHARMA SATYA NUSANTARA TBK
"PERTANIAN/PERKEBUNAN, PERINDUSTRIAN DAN PERDAGANGAN",605643,"KUTAI TIMUR, KALIMANTAN TIMUR",IDR,PT KARYA PRIMA AGRO SEJAHTERA,100.0,JUTAAN,SUDAH BEROPERASI,2012,DSNG,PT DHARMA SATYA NUSANTARA TBK
"PERDAGANGAN, PEMBANGUNAN, PENGANGKUTAN, PERTANIAN, PERINDUSTRIAN, PERBENGKELAN, JASA DAN PERTAMBANGAN",522916,"SINTANG, KALIMANTAN BARAT",IDR,PT KENCANA ALAM PERMAI,99.96,JUTAAN,SUDAH BEROPERASI,2017,DSNG,PT DHARMA SATYA NUSANTARA TBK
"PERDAGANGAN, PERINDUSTRIAN, PENGANGKUTAN DAN PERTANIAN",41,JAKARTA,IDR,PT MANDIRI AGROTAMA LESTARI,99.98,JUTAAN,BELUM BEROPERASI,0,DSNG,PT DHARMA SATYA NUSANTARA TBK
"PERDAGANGAN, PEMBANGUNAN, PENGANGKUTAN, PERTANIAN, PERINDUSTRIAN, PERBENGKELAN, JASA DAN PERTAMBANGAN",116,JAKARTA,IDR,PT MANDIRI CAHAYA ABADI,97.33,JUTAAN,BELUM BEROPERASI,0,DSNG,PT DHARMA SATYA NUSANTARA TBK
"INDUSTRI, PERDAGANGAN, PEMBANGUNAN, TRANSPORTASI DARAT DAN JASA",730011,JAKARTA,IDR,PT MITRA NUSA SARANA,99.99,JUTAAN,SUDAH BEROPERASI,2022,DSNG,PT DHARMA SATYA NUSANTARA TBK
"INDUSTRI, KEHUTANAN, PERKEBUNAN, PENGANGKUTAN, PEMBANGUNAN, JASA, PERDAGANGAN DAN PERTAMBANGAN",7,"LANDAK DAN BENGKAYANG, KALIMANTAN BARAT",IDR,PT NITYASA IDOLA,92.5,JUTAAN,BELUM BEROPERASI,0,DSNG,PT DHARMA SATYA NUSANTARA TBK
"PERDAGANGAN, PEMBANGUNAN, PENGANGKUTAN, PERTANIAN, PERINDUSTRIAN, PERBENGKELAN DAN JASA",13405,JAKARTA,IDR,PT NUSA BUANA LESTARI,100.0,JUTAAN,BELUM BEROPERASI,0,DSNG,PT DHARMA SATYA NUSANTARA TBK
"INDUSTRI, PERDAGANGAN, PEMBANGUNAN, TRANSPORTASI DARAT DAN JASA",2,JAKARTA,IDR,PT NUSA MANDIRI MAKMUR,95.83,JUTAAN,BELUM BEROPERASI,0,DSNG,PT DHARMA SATYA NUSANTARA TBK
"PERDAGANGAN, PEMBANGUNAN, PENGANGKUTAN, PERTANIAN, PERINDUSTRIAN, PERBENGKELAN, JASA DAN PERTAMBANGAN",224128,JAKARTA,IDR,PT PANYINDANGAN,100.0,JUTAAN,BELUM BEROPERASI,0,DSNG,PT DHARMA SATYA NUSANTARA TBK
"PERDAGANGAN, PERINDUSTRIAN, PENGANGKUTAN DAN PERTANIAN",1065,JAKARTA,IDR,PT PERMATA SAWIT NUSANTARA,100.0,JUTAAN,BELUM BEROPERASI,0,DSNG,PT DHARMA SATYA NUSANTARA TBK
"PERINDUSTRI, PENGANGKUTAN,PERTANIAN, PEMBANGUNAN, PERBENGKELAN, JASA, PERDAGANGAN DAN PERTAMBANGAN",1955417,"LAMANDAU, KALTENG",IDR,PT PILAR WANAPERSADA,99.86,JUTAAN,SUDAH BEROPERASI,2011,DSNG,PT DHARMA SATYA NUSANTARA TBK
"PERTANIAN, PERDAGANGAN, DAN PERINDUSTRIAN",196665,JAKARTA,IDR,PT PRIMA SAWIT ANDALAN,99.99,JUTAAN,SUDAH BEROPERASIUM BEROPERASI,2018,DSNG,PT DHARMA SATYA NUSANTARA TBK
"PERDAGANGAN, PEMBANGUNAN, PENGANGKUTAN, PERTANIAN, PERINDUSTRIAN, PERBENGKELAN DAN JASA",237403,JAKARTA,IDR,PT PUTRA UTAMA LESTARI,99.99,JUTAAN,BELUM BEROPERASI,0,DSNG,PT DHARMA SATYA NUSANTARA TBK
"PEMBANGUNAN, PERDAGANGAN, PERINDUSTRIAN, PERTAMBANGAN, PENGANGKUTAN DARAT, PERTANIAN, PERCETAKAN DAN JASA",36,JAKARTA,IDR,PT RIMBA UTARA,99.9,JUTAAN,BELUM BEROPERASI,0,DSNG,PT DHARMA SATYA NUSANTARA TBK
"PERDAGANGAN, PERINDUSTRIAN, PENGANGKUTANDAN PERTANIAN",16,JAKARTA,IDR,PT SAWIT UTAMA LESTARI,99.83,JUTAAN,BELUM BEROPERASI,0,DSNG,PT DHARMA SATYA NUSANTARA TBK
PERKEBUNAN KELAPA SAWIT TERPADU DENGAN UNIT PENGOLAHAN MENJADI MINYAK SAWIT DAN PK,3933662,"KUTAI TIMUR, KALIMANTAN TIMUR",IDR,PT SWAKARSA SINARSENTOSA,100.0,JUTAAN,SUDAH BEROPERASI,2002,DSNG,PT DHARMA SATYA NUSANTARA TBK
INDUSTRI DAN PERDAGANGAN,694783,"TEMANGGUNG, JAWA TENGAH",IDR,PT TANJUNG KREASI PARQUET INDUSTRY,65.0,JUTAAN,SUDAH BEROPERASI,1995,DSNG,PT DHARMA SATYA NUSANTARA TBK
PENYERTAAN SAHAM,99471,SINGAPURA,USD,ALPHA PRIME SERVICES PTE LTD,99.99,PENUH,TIDAK,0,DSSA,DIAN SWASTATIKA SENTOSA TBK
PENELITI ILMIAH DAN JASA TEKNOLOGI,945601,BEIJING,USD,BEIJING SHUZHIFANG TECHNOLOGY CO LTD,56.71,PENUH,YA,2020,DSSA,DIAN SWASTATIKA SENTOSA TBK
PENYERTAAN SAHAM,2332383,SINGAPURA,USD,CELESTA PRIME TECHNOLOGY PTE LTD,99.99,PENUH,TIDAK,0,DSSA,DIAN SWASTATIKA SENTOSA TBK
PENYERTAAN SAHAM,8842162,SINGAPURA,USD,DALLIGENT SOLUTIONS PTE LTD,56.71,PENUH,TIDAK,0,DSSA,DIAN SWASTATIKA SENTOSA TBK
PERDAGANGAN BESAR,9675768,SINGAPURA,USD,GEMS TRADING RESOURCES PTE LTD,51.0,PENUH,YA,2012,DSSA,DIAN SWASTATIKA SENTOSA TBK
PENYERTAAN SAHAM,29034043,SINGAPURA,USD,GOLDEN MULTIMEDIA HOLDINGS PTE LTD,99.99,PENUH,TIDAK,0,DSSA,DIAN SWASTATIKA SENTOSA TBK
PENYERTAAN SAHAM,124895,SINGAPURA,USD,GOLDEN PRIME POWER PTE LTD,99.99,PENUH,TIDAK,0,DSSA,DIAN SWASTATIKA SENTOSA TBK
PENYERTAAN SAHAM,7566002,SINGAPURA,USD,HILLMAS COAL PTE LTD,99.99,PENUH,TIDAK,0,DSSA,DIAN SWASTATIKA SENTOSA TBK
PENYERTAAN SAHAM,581375,SINGAPURA,USD,KALTENG INVESTMENT PTE LTD,99.99,PENUH,TIDAK,0,DSSA,DIAN SWASTATIKA SENTOSA TBK
PENYERTAAN SAHAM,44104303,JAKARTA,USD,PT ANDALAN MAS SEJAHTERA,99.99,PENUH,YA,2023,DSSA,DIAN SWASTATIKA SENTOSA TBK
PERTAMBANGAN BATUBARA,850826,JAKARTA,USD,PT ANDALAN SATRIA ABADI,99.99,PENUH,TIDAK,0,DSSA,DIAN SWASTATIKA SENTOSA TBK
PERTAMBANGAN BATUBARA,37431363,JAKARTA,USD,PT ANDALAN SATRIA LESTARI,99.99,PENUH,YA,2015,DSSA,DIAN SWASTATIKA SENTOSA TBK
JASA MANAJEMEN KONSULTASI TEKNOLOGI DAN TRANSFORMASI DIGITAL BERBASIS AI,793607,JAKARTA,USD,PT ASIX INDONESIA CERDAS,99.99,PENUH,TIDAK,0,DSSA,DIAN SWASTATIKA SENTOSA TBK
PERTAMBANGAN BATUBARA,1541499,JAMBI,USD,PT BARA HARMONIS BATANG ASAM,51.0,PENUH,YA,2010,DSSA,DIAN SWASTATIKA SENTOSA TBK
PERTAMBANGAN BATUBARA DAN PENGEMBANGAN PEMBANGKIT LISTRIK MULUT TAMBANG,132590047,JAKARTA,USD,PT BARASENTOSA LESTARI,51.0,PENUH,YA,2015,DSSA,DIAN SWASTATIKA SENTOSA TBK
PERTAMBANGAN BATUBARA,19964443,JAMBI,USD,PT BERKAT NUSANTARA PERMAI,51.0,PENUH,TIDAK,0,DSSA,DIAN SWASTATIKA SENTOSA TBK
PERTAMBANGAN BATUBARA,172133,JAKARTA,USD,PT BERKAT SATRIA ABADI,51.0,PENUH,TIDAK,0,DSSA,DIAN SWASTATIKA SENTOSA TBK
PERTAMBANGAN BATUBARA,788431146,JAKARTA,USD,PT BORNEO INDOBARA,51.0,PENUH,YA,2005,DSSA,DIAN SWASTATIKA SENTOSA TBK
PERTAMBANGAN BATUBARA,15156125,JAKARTA,USD,PT BUANA BARA EKAPRATAMA,99.99,PENUH,YA,2017,DSSA,DIAN SWASTATIKA SENTOSA TBK
PENYERTAAN SAHAM,12059607,JAKARTA,USD,PT BUANA BUMI ENERGI,99.99,PENUH,TIDAK,0,DSSA,DIAN SWASTATIKA SENTOSA TBK
PERTAMBANGAN BATUBARA,935705,JAKARTA,USD,PT BUANA INTI CITRAPRIMA,99.99,PENUH,TIDAK,0,DSSA,DIAN SWASTATIKA SENTOSA TBK
PENYERTAAN SAHAM,2947608,JAKARTA,USD,PT BUANA MAS SEJAHTERA,99.99,PENUH,TIDAK,0,DSSA,DIAN SWASTATIKA SENTOSA TBK
PENYERTAAN SAHAM,34760404,JAKARTA,USD,PT BUMI KENCANA EKA SEJAHTERA,99.99,PENUH,TIDAK,0,DSSA,DIAN SWASTATIKA SENTOSA TBK
PERTAMBANGAN BATUBARA,15728184,JAMBI,USD,PT BUNGO BARA MAKMUR,51.0,PENUH,YA,2019,DSSA,DIAN SWASTATIKA SENTOSA TBK
PERTAMBANGAN BATUBARA,47037443,JAMBI,USD,PT BUNGO BARA UTAMA,51.0,PENUH,YA,2017,DSSA,DIAN SWASTATIKA SENTOSA TBK
PERTAMBANGAN BATUBARA,42908,JAKARTA,USD,PT CAHAYA AMANAH SENTOSA,99.99,PENUH,TIDAK,0,DSSA,DIAN SWASTATIKA SENTOSA TBK
PERTAMBANGAN BATUBARA,194147,JAKARTA,USD,PT CAHAYA BARA PRATAMA,99.99,PENUH,TIDAK,0,DSSA,DIAN SWASTATIKA SENTOSA TBK
PERTAMBANGAN BATUBARA,692703,JAKARTA,USD,PT CAHAYA NUSA PRATAMA,99.99,PENUH,TIDAK,0,DSSA,DIAN SWASTATIKA SENTOSA TBK
PERTAMBANGAN BATUBARA,443743,JAKARTA,USD,PT CITRA ALAM CAHAYA,99.99,PENUH,TIDAK,0,DSSA,DIAN SWASTATIKA SENTOSA TBK
AKTIVITAS PENYEWAAN ALAT TRANSPORTASI DARAT,6361822,JAKARTA,USD,PT CITRA ALAM INDAH,99.99,PENUH,TIDAK,0,DSSA,DIAN SWASTATIKA SENTOSA TBK
INFORMASI DAN KOMUNIKASI,487546,JAKARTA,USD,PT DALLIGENT SOLUSI INDONESIA,56.71,PENUH,YA,2020,DSSA,DIAN SWASTATIKA SENTOSA TBK
JASA PENUNJANG TENAGA LISTRIK UNTUK PLTS,1399937,JAKARTA,USD,PT DAYA MAS AGRA SEJAHTERA,99.99,PENUH,TIDAK,2024,DSSA,DIAN SWASTATIKA SENTOSA TBK
PENYERTAAN SAHAM,7781,JAKARTA,USD,PT DAYA MAS CISOLOK ENERGI,99.99,PENUH,TIDAK,0,DSSA,DIAN SWASTATIKA SENTOSA TBK
PENGUSAHAAN TENAGA PANAS BUMI,95940,JAKARTA,USD,PT DAYA MAS CISOLOK GEOTHERMAL,99.99,PENUH,TIDAK,0,DSSA,DIAN SWASTATIKA SENTOSA TBK
PENYERTAAN SAHAM,10709865,JAKARTA,USD,PT DAYA MAS GEOPATRA ENERGI,99.01,PENUH,TIDAK,0,DSSA,DIAN SWASTATIKA SENTOSA TBK
PENGUSAHAAN TENAGA PANAS BUMI,4878489,JAKARTA,USD,PT DAYA MAS GEOPATRA PANGRANGO,99.01,PENUH,TIDAK,0,DSSA,DIAN SWASTATIKA SENTOSA TBK
PENYERTAAN SAHAM,8585,JAKARTA,USD,PT DAYA MAS NAGE ENERGI,99.99,PENUH,TIDAK,0,DSSA,DIAN SWASTATIKA SENTOSA TBK
PENGUSAHAAN TENAGA PANAS BUMI,111326,JAKARTA,USD,PT DAYA MAS NAGE GEOTHERMAL,99.99,PENUH,TIDAK,0,DSSA,DIAN SWASTATIKA SENTOSA TBK
PENYERTAAN SAHAM,21666520,JAKARTA,USD,PT DAYA SENTOSA SAKTI RENEWABLES,99.99,PENUH,TIDAK,0,DSSA,DIAN SWASTATIKA SENTOSA TBK
PENYERTAAN SAHAM,8719156,JAKARTA,USD,PT DAYA SUKSES MAKMUR SELARAS,99.99,PENUH,TIDAK,0,DSSA,DIAN SWASTATIKA SENTOSA TBK
PENYERTAAN SAHAM,1401055,JAKARTA,USD,PT DAYA SURYA MAS MAKMUR,99.99,PENUH,TIDAK,0,DSSA,DIAN SWASTATIKA SENTOSA TBK
PENYERTAAN SAHAM,10749036,JAKARTA,USD,PT DIAN SEMESTA INVESTASI,99.99,PENUH,TIDAK,0,DSSA,DIAN SWASTATIKA SENTOSA TBK
PENYERTAAN SAHAM,36889706,JAKARTA,USD,PT DIAN SEMESTA SENTOSA,99.99,PENUH,TIDAK,0,DSSA,DIAN SWASTATIKA SENTOSA TBK
PENYERTAAN SAHAM,14320572,JAKARTA,USD,PT DSSA MAS INFRASTRUKTUR,99.99,PENUH,TIDAK,0,DSSA,DIAN SWASTATIKA SENTOSA TBK
PENYERTAAN SAHAM,113587121,JAKARTA,USD,PT DSSE ENERGI MAS UTAMA,99.99,PENUH,YA,2020,DSSA,DIAN SWASTATIKA SENTOSA TBK
JASA PENUNJANG TENAGA LISTRIK,644973,JAKARTA,USD,PT DSSP POWER SENTOSA,99.99,PENUH,TIDAK,0,DSSA,DIAN SWASTATIKA SENTOSA TBK
PENYERTAAN SAHAM,10327358,JAKARTA,USD,PT DSSR DAYA MAS SAKTI,99.99,PENUH,TIDAK,0,DSSA,DIAN SWASTATIKA SENTOSA TBK
PENYERTAAN SAHAM,256031724,JAKARTA,USD,PT DSST DANA GEMILANG,99.99,PENUH,TIDAK,0,DSSA,DIAN SWASTATIKA SENTOSA TBK
PENYERTAAN SAHAM,1194568082,JAKARTA,USD,PT DSST MAS GEMILANG,99.99,PENUH,TIDAK,0,DSSA,DIAN SWASTATIKA SENTOSA TBK
PENYERTAAN SAHAM,22700809,JAKARTA,USD,PT DSST VIDEO GEMILANG,99.99,PENUH,TIDAK,0,DSSA,DIAN SWASTATIKA SENTOSA TBK
PERTAMBANGAN BATUBARA,642283,JAKARTA,USD,PT DUTA ALAM EKAPRATAMA,99.99,PENUH,TIDAK,0,DSSA,DIAN SWASTATIKA SENTOSA TBK
PERTAMBANGAN BATUBARA,479661,JAKARTA,USD,PT DUTA ALAM JAYA,99.99,PENUH,TIDAK,0,DSSA,DIAN SWASTATIKA SENTOSA TBK
JASA KONSULTASI MANAJEMEN,132654956,JAKARTA,USD,PT DUTA SARANA INTERNUSA,51.0,PENUH,TIDAK,0,DSSA,DIAN SWASTATIKA SENTOSA TBK
MODAL VENTURA DAN MANAJEMEN KONSULTASI,132659934,JAKARTA,USD,PT DWIKARYA SEJATI UTAMA,51.0,PENUH,TIDAK,0,DSSA,DIAN SWASTATIKA SENTOSA TBK
PENYEDIA JASA INTERNET,657425117,JAKARTA,USD,PT EKA MAS REPUBLIK,99.99,PENUH,YA,2011,DSSA,DIAN SWASTATIKA SENTOSA TBK
TEKNOLOGI,2416339,JAKARTA,USD,PT EKA NUSANTARA GEMILANG,99.99,PENUH,YA,2023,DSSA,DIAN SWASTATIKA SENTOSA TBK
PENYERTAAN SAHAM,1252391,TANGERANG,USD,PT ENERGI MAS ANUGERAH SEMESTA,99.99,PENUH,TIDAK,0,DSSA,DIAN SWASTATIKA SENTOSA TBK
PENYERTAAN SAHAM,980893,JAKARTA,USD,PT ERA MITRA SELARAS,51.0,PENUH,TIDAK,0,DSSA,DIAN SWASTATIKA SENTOSA TBK
PERDAGANGAN BESAR,125698,JAKARTA,USD,PT GEMS ENERGY INDONESIA,51.01,PENUH,TIDAK,0,DSSA,DIAN SWASTATIKA SENTOSA TBK
PERDAGANGAN BATUBARA,1239571887,JAKARTA,USD,GOLDEN ENERGY MINES TBK,51.0,PENUH,YA,2010,DSSA,DIAN SWASTATIKA SENTOSA TBK
PENYERTAAN SAHAM,2195711,JAKARTA,USD,PT GWS ERA MEDIKA,99.99,PENUH,TIDAK,0,DSSA,DIAN SWASTATIKA SENTOSA TBK
MEDIS,1454785,JAKARTA,USD,PT GWS MEDIKA PRIMA,99.99,PENUH,YA,2023,DSSA,DIAN SWASTATIKA SENTOSA TBK
MEDIS,13577,JAKARTA,USD,PT GWS MEDIKA SEJAHTERA,99.99,PENUH,TIDAK,0,DSSA,DIAN SWASTATIKA SENTOSA TBK
PERDAGANGAN BESAR,455965,JAKARTA,USD,PT GWS PRIMA SENTOSA,99.99,PENUH,TIDAK,0,DSSA,DIAN SWASTATIKA SENTOSA TBK
TV BERBAYAR,90861539,JAKARTA,USD,PT INNOVATE MAS INDONESIA,99.99,PENUH,YA,2011,DSSA,DIAN SWASTATIKA SENTOSA TBK
PENYERTAAN SAHAM,658937890,JAKARTA,USD,PT INNOVATE MAS UTAMA,99.99,PENUH,TIDAK,0,DSSA,DIAN SWASTATIKA SENTOSA TBK
PERTAMBANGAN BATUBARA,7742554,JAMBI,USD,PT KARYA CEMERLANG PERSADA,51.0,PENUH,YA,2011,DSSA,DIAN SWASTATIKA SENTOSA TBK
JASA PERTAMBANGAN,19370783,JAKARTA,USD,PT KARYA MINING SOLUTIONS,51.0,PENUH,TIDAK,0,DSSA,DIAN SWASTATIKA SENTOSA TBK
PERTAMBANGAN BATUBARA,97869039,JAMBI,USD,PT KUANSING INTI MAKMUR,51.0,PENUH,YA,2005,DSSA,DIAN SWASTATIKA SENTOSA TBK
PERTAMBANGAN BATUBARA,373053,JAMBI,USD,PT KUANSING INTI SEJAHTERA,51.0,PENUH,TIDAK,0,DSSA,DIAN SWASTATIKA SENTOSA TBK
AKTIVITAS HOSTING,5961207,JAKARTA,USD,PT KUNINGAN MAS GEMILANG,99.99,PENUH,TIDAK,0,DSSA,DIAN SWASTATIKA SENTOSA TBK
PERTAMBANGAN BATUBARA,23737019,JAKARTA,USD,PT MANGGALA ALAM LESTARI,99.99,PENUH,YA,2015,DSSA,DIAN SWASTATIKA SENTOSA TBK
PERTAMBANGAN BATUBARA,1344052,SUMATERA SELATAN,USD,PT NUSA INDAH PERMAI,99.99,PENUH,TIDAK,0,DSSA,DIAN SWASTATIKA SENTOSA TBK
PERTAMBANGAN BATUBARA,3181,JAKARTA,USD,PT NUSANTARA INDAH LESTARI,99.99,PENUH,TIDAK,0,DSSA,DIAN SWASTATIKA SENTOSA TBK
PERTAMBANGAN BATUBARA,1779528,JAKARTA,USD,PT PERSADA MAKMUR SEJAHTERA,99.99,PENUH,TIDAK,0,DSSA,DIAN SWASTATIKA SENTOSA TBK
PERTAMBANGAN BATUBARA,299699,JAKARTA,USD,PT PERSADA MAKMUR SELARAS DUA,99.99,PENUH,TIDAK,0,DSSA,DIAN SWASTATIKA SENTOSA TBK
PERTAMBANGAN BATUBARA,632421,SUMATERA SELATAN,USD,PT RIMBA SUBUR LESTARI,99.99,PENUH,TIDAK,0,DSSA,DIAN SWASTATIKA SENTOSA TBK
PERDAGANGAN,58513420,JAKARTA,USD,PT ROLIMEX KIMIA NUSAMAS,99.5,PENUH,YA,1989,DSSA,DIAN SWASTATIKA SENTOSA TBK
PERDAGANGAN PUPUK,25932,JAKARTA,USD,PT ROLIMEX SUBURIN HUTANI PERSADA,69.65,PENUH,TIDAK,0,DSSA,DIAN SWASTATIKA SENTOSA TBK
PENYERTAAN SAHAM DAN PERDAGANGAN BESAR,790237063,JAKARTA,USD,PT ROUNDHILL CAPITAL INDONESIA,51.48,PENUH,YA,2014,DSSA,DIAN SWASTATIKA SENTOSA TBK
PENYERTAAN SAHAM,79461,JAKARTA,USD,PT SARANA PIRANTI INFORMATIKA,99.99,PENUH,TIDAK,0,DSSA,DIAN SWASTATIKA SENTOSA TBK
