kodeEmiten,NamaEmiten,field,year,contextRef,id,name,NamaPemilik,AlamatPemilik
ACES,PT ASPIRASI HIDUP INDONESIA TBK,idx-cor:PartyName,2022,CurrentYearDuration_ThirdParty9Member,IX02_1373_00356_00_0001,PT LION SUPER INDO,DELHAIZE THE LION NEDERLAND BV,"Gedung Perkantoran Bidakara 2 Lt.19-22, Jl. Jend. Gatot Subroto Kav.71-73, Kelurahan/Desa Menteng, Jakarta Selatan, Provinsi Dki Jakarta"
ACES,PT ASPIRASI HIDUP INDONESIA TBK,idx-cor:PartyName,2022,CurrentYearDuration_RelatedParty8Member,IX02_1373_00313_00_0001,PT SAHABAT KOTA WISATA,PT INTI GEMILANG BANGUN PERKASA,"Ruko Sentra Eropa Blok F No 23-24 Kota Wisata Jl Transyogi Km 6 - Cibubur - Bogor, Kelurahan/Desa Nagrak, Kecamatan Gunung Putri, Kabupaten Bogor, Provinsi Jawa Barat"
ACES,PT ASPIRASI HIDUP INDONESIA TBK,idx-cor:PartyName,2022,CurrentYearDuration_ThirdParty8Member,IX02_1373_00355_00_0001,PT SICEPAT EKSPRES INDONESIA,PT SINERGI CEPAT INDONESIA,"Jalan Ir. H. Juanda Nomor 17-19, RT 008, RW 002, Kelurahan/Desa Kebon Kelapa, Kecamatan Gambir, Jakarta Pusat, Provinsi Dki Jakarta"
ACES,PT ASPIRASI HIDUP INDONESIA TBK,idx-cor:PartyName,2022,CurrentYearDuration_RelatedParty1Member,IX02_1373_00306_00_0001,PT TIGA DUA DELAPAN,PT KAWAN LAMA SEJAHTERA,"Gedung Kawan Lama, Jl. Puri Kencana No. 1, Kembangan Selatan, Jakarta Barat, Provinsi Dki Jakarta"
ACST,PT ACSET INDONUSA TBK,idx-cor:CounterpartyName,2022,CurrentYearDuration_Rank7CounterpartyMember_RelatedPartyMember,IX02_1363_04293_00_0001,PT ASTRA HONDA MOTOR,SHANTOU MARIA INVESTMENT CO LTD,"Jl. Yos Sudarso, Sunter I, Jakarta Utara, Provinsi Dki Jakarta"
ACST,PT ACSET INDONUSA TBK,idx-cor:CounterpartyName,2022,CurrentYearDuration_Rank7CounterpartyMember_ThirdPartyMember,IX02_1363_04294_00_0001,PT DJASA UBERSAKTI TBK,PT TEKNINDO GEOSISTEM UNGGUL,"Jl. Kemang Raya No. 101 Bangka Rt. 01, Rw. 02, Jakarta Selatan, Provinsi Dki Jakarta"
ACST,PT ACSET INDONUSA TBK,idx-cor:CounterpartyName,2022,CurrentYearDuration_Rank6CounterpartyMember_RelatedPartyMember,IX02_1363_04291_00_0001,UNITED TRACTORS TBK,SHANTOU MARIA INVESTMENT CO LTD,"Jalan Raya Bekasi Km. 22,, Jakarta Timur, Provinsi Dki Jakarta"
ACST,PT ACSET INDONUSA TBK,idx-cor:CounterpartyNameTradePayable,2022,CurrentYearDuration_Rank3CounterpartyMember_RelatedPartyMember_1,IX02_1446_20428_00_0001,PT ALFA STILINDO,PT BANK NEGARA INDONESIA (PERSERO) TBK,"Graha Ppi, Jalan Abdul Muis Nomor 8, Kelurahan/Desa Petojo Selatan, Kecamatan Gambir, Jakarta Pusat, Provinsi Dki Jakarta"
ACST,PT ACSET INDONUSA TBK,idx-cor:CounterpartyNameTradePayable,2022,CurrentYearDuration_Rank2CounterpartyMember_RelatedPartyMember_1,IX02_1446_20418_00_0001,PT UNIVERSAL TEKNO REKSAJAYA,SHANTOU MARIA INVESTMENT CO LTD,"Jl.raya Bekasi Km.22 Cakung Barat, Jakarta Timur, Provinsi Dki Jakarta"
ACST,PT ACSET INDONUSA TBK,idx-cor:CounterpartyNameTradePayable,2022,CurrentYearDuration_Rank1CounterpartyMember_RelatedPartyMember_1,IX02_1446_20408_00_0001,UNITED TRACTORS TBK,SHANTOU MARIA INVESTMENT CO LTD,"Jalan Raya Bekasi Km. 22,, Jakarta Timur, Provinsi Dki Jakarta"
ADHI,PT ADHI KARYA (PERSERO) TBK,idx-cor:CounterpartyName,2022,CurrentYearDuration_Rank1CounterpartyMember_RelatedPartyMember,IX02_1363_04281_00_0002,PT SEMESTA MARGA RAYA,INDONESIA INVESTMENT AUTHORITY,"Gedung Hotel-kantor Dafam Teraskita 3a, Jalan Mas Tirtodarmo Haryono, Kaveling 10 A, , Kelurahan/Desa Cipinang Cempedak, Jakarta Timur, Provinsi Dki Jakarta"
ADHI,PT ADHI KARYA (PERSERO) TBK,idx-cor:CounterpartyNameTradePayable,2022,CurrentYearDuration_Rank3CounterpartyMember_ThirdPartyMember_1,IX02_1446_20433_00_0002,PT ADHIMIX RMC INDONESIA,PT ADHIMIX PRECAST INDONESIA,"L`avenue Office Building Lantai 25, Jalan Raya Pasar Minggu Kavling 16 Jakarta Selatan, RT 007, RW 009, Kelurahan/Desa Pancoran, Kecamatan Pancoran, Jakarta Selatan, Provinsi Dki Jakarta"
ADHI,PT ADHI KARYA (PERSERO) TBK,idx-cor:CounterpartyNameTradePayable,2022,CurrentYearDuration_Rank1CounterpartyMember_ThirdPartyMember_1,IX02_1446_20413_00_0002,PT INDOSAT TBK,OOREDOO HUTCHISON ASIA PTE LTD,"Jl. Medan Merdeka Barat No. 21, Gambir, Jakarta Pusat, Provinsi Dki Jakarta"
ADMG,POLYCHEM INDONESIA TBK,idx-cor:CounterpartyName,2022,CurrentYearDuration_Rank1CounterpartyMember_RelatedPartyMember,IX02_1363_04281_00_0001,PT FILAMENDO SAKTI,SHANTOU MARIA INVESTMENT CO LTD,"Jl. Hayam Wuruk Nomor 8 Lt. 14, Jakarta Pusat, Provinsi Dki Jakarta"
ADMG,POLYCHEM INDONESIA TBK,idx-cor:CounterpartyNameTradePayable,2022,CurrentYearDuration_Rank1CounterpartyMember_ThirdPartyMember_1,IX02_1446_20413_00_0001,PT ECOGREEN OLEOCHEMICALS,SHANTOU MARIA INVESTMENT CO LTD,"Jl.raya Pelabuhan Kabil.kav.no.1, Nongsa - Kabil, Kota Batam, Provinsi Kepulauan Riau"
ADMG,POLYCHEM INDONESIA TBK,idx-cor:PartyName,2022,CurrentYearDuration_RelatedParty1Member,IX02_1373_00306_00_0001,PT FILAMENDO SAKTI,SHANTOU MARIA INVESTMENT CO LTD,"Jl. Hayam Wuruk Nomor 8 Lt. 14, Jakarta Pusat, Provinsi Dki Jakarta"
AGAR,PT ASIA SEJAHTERA MINA TBK,idx-cor:PartyName,2022,CurrentYearDuration_ThirdParty2Member,IX02_1373_00349_00_0001,PT HONGXIN ALGAE INTERNATIONAL,HUNG TAI SHUN INTERNATIONAL TRADING LIMITED,"Jl. Raya Surabaya Situbondo Km.183, RT 001, RW 001, Kelurahan/Desa Klatakan, Kecamatan Kendit, Kabupaten Situbondo, Provinsi Jawa Timur"
AISA,PT FKS FOOD SEJAHTERA TBK,idx-cor:CounterpartyName,2022,CurrentYearDuration_Rank1CounterpartyMember_RelatedPartyMember,IX02_1363_04281_00_0001,PT FKS PANGAN NUSANTARA,FKS MULTI AGRO TBK,"Menara Astra, Lt. 28, Jl. Jend. Sudirman Kav. 5-6 , RT 10, RW 11, Kelurahan/Desa Karet Tengsin, Kecamatan Tanah Abang, Jakarta Pusat, Provinsi Dki Jakarta"
AISA,PT FKS FOOD SEJAHTERA TBK,idx-cor:CounterpartyNameTradePayable,2022,CurrentYearDuration_Rank5CounterpartyMember_RelatedPartyMember_1,IX02_1446_20448_00_0001,PT FKS PANGAN NUSANTARA,FKS MULTI AGRO TBK,"Menara Astra, Lt. 28, Jl. Jend. Sudirman Kav. 5-6 , RT 10, RW 11, Kelurahan/Desa Karet Tengsin, Kecamatan Tanah Abang, Jakarta Pusat, Provinsi Dki Jakarta"
AISA,PT FKS FOOD SEJAHTERA TBK,idx-cor:CounterpartyNameTradePayable,2022,CurrentYearDuration_Rank7CounterpartyMember_ThirdPartyMember_1,IX02_1446_20473_00_0001,SRIBOGA FLOUR MILL,PT SRIBOGA RATURAYA,"Gedung Daniprisma Plaza Lt.3 Jl. Sultan Hasanuddin No.47-48, Melawai, Jakarta Selatan, Provinsi Dki Jakarta"
AISA,PT FKS FOOD SEJAHTERA TBK,idx-cor:PartyName,2022,CurrentYearDuration_RelatedParty1Member,IX02_1373_00306_00_0001,PT FKS PANGAN NUSANTARA,FKS MULTI AGRO TBK,"Menara Astra, Lt. 28, Jl. Jend. Sudirman Kav. 5-6 , RT 10, RW 11, Kelurahan/Desa Karet Tengsin, Kecamatan Tanah Abang, Jakarta Pusat, Provinsi Dki Jakarta"
AISA,PT FKS FOOD SEJAHTERA TBK,idx-cor:PartyName,2022,CurrentYearDuration_Party1Member,IX02_1373_00282_00_0001,PT FKS PANGAN NUSANTARA,FKS MULTI AGRO TBK,"Menara Astra, Lt. 28, Jl. Jend. Sudirman Kav. 5-6 , RT 10, RW 11, Kelurahan/Desa Karet Tengsin, Kecamatan Tanah Abang, Jakarta Pusat, Provinsi Dki Jakarta"
AKSI,PT MINERAL SUMBERDAYA MANDIRI TBK,idx-cor:CounterpartyNameTradePayable,2022,CurrentYearDuration_Rank1CounterpartyMember_ThirdPartyMember_1,IX02_1446_20413_00_0001,PT RASITA KERINA MULIA,PT KARISMA LANGIT KHATULISTIWA,"Perumahan Graha Padma Jl. Padma Boulevard B5 No. 12 Lantai 1 - Kota Semarang, RT 002, RW 004, Kelurahan/Desa Tambakharjo, Kota Semarang, Provinsi Jawa Tengah"
ALMI,ALUMINDO LIGHT METAL INDUSTRY TBK,idx-cor:CounterpartyNameTradePayable,2022,CurrentYearDuration_Rank1CounterpartyMember_RelatedPartyMember_1,IX02_1446_20408_00_0001,INDAL ALUMINIUM INDUSTRY TBK,SHANTOU MARIA INVESTMENT CO LTD,"Kompleks Maspion Unit 1, Jl. Sawotratap - Sidoarjo., Kabupaten Sidoarjo, Provinsi Jawa Timur"
ALMI,ALUMINDO LIGHT METAL INDUSTRY TBK,idx-cor:CounterpartyNameTradePayable,2022,CurrentYearDuration_Rank2CounterpartyMember_RelatedPartyMember_1,IX02_1446_20418_00_0001,PT MASPION,SHANTOU JINJIA TRADING CO LTD,"Desa Sawotratap No.23 Rt.02 Rw.05, Kabupaten Sidoarjo, Provinsi Jawa Timur"
AMIN,PT ATELIERS MECANIQUES D INDONESIE TBK,idx-cor:CounterpartyName,2022,CurrentYearDuration_Rank4CounterpartyMember_ThirdPartyMember,IX02_1363_04288_00_0003,PT PERKEBUNAN NUSANTARA XIII,PT PERKEBUNAN NUSANTARA III,"Jl. Sultan Abdurachman No.11, Kota Pontianak, Provinsi Kalimantan Barat"
ANDI,PT ANDIRA AGRO TBK,idx-cor:PartyName,2022,CurrentYearDuration_ThirdParty1Member,IX02_1373_00348_00_0001,PT SINAR ALAM PERMAI,WILMAR INTERNATIONAL LIMITED,"Jl. Blabak No. 18, RT 00, RW 00, Kelurahan/Desa 3 Ilir, Kecamatan Ilir Timur Ii, Kota Palembang, Provinsi Sumatera Selatan"
ARCI,PT ARCHI INDONESIA TBK,idx-cor:PartyName,2022,CurrentYearDuration_ThirdParty1Member,IX02_1373_00348_00_0001,PT BHUMI SATU INTI,PT GOLDRUSH INTERNATIONAL,"Jl. Gajahmada, Nomor 49, Pontianak, Kelurahan/Desa Parit Tokaya, Kecamatan Pontianak Selatan, Kota Pontianak, Provinsi Kalimantan Barat"
ASII,ASTRA INTERNATIONAL TBK,idx-cor:PartyName,2022,CurrentYearDuration_RelatedParty5Member,IX02_1373_00310_00_0001,PT ASTRA DAIHATSU MOTOR,SHANTOU JINJIA TRADING CO LTD,"Jl. Gaya Motor Iii No.5, Jakarta Utara, Kelurahan/Desa Sungai Bambu, Jakarta Utara, Provinsi Dki Jakarta"
ASII,ASTRA INTERNATIONAL TBK,idx-cor:PartyName,2022,CurrentYearDuration_RelatedParty3Member,IX02_1373_00308_00_0001,PT ASTRA HONDA MOTOR,SHANTOU MARIA INVESTMENT CO LTD,"Jl. Yos Sudarso, Sunter I, Jakarta Utara, Provinsi Dki Jakarta"
ASII,ASTRA INTERNATIONAL TBK,idx-cor:PartyName,2022,CurrentYearDuration_RelatedParty8Member,IX02_1373_00313_00_0001,PT BHUMI JATI POWER,SUMI ENERGY VENTURES LLC,"Summitmas I, Lantai 15, Jalan Jend. Sudirman Kaveling 61-62, Kelurahan Senayan, Kecamatan Kebayoran Baru, Jakarta Selatan 12190., Jakarta Selatan, Provinsi Dki Jakarta"
ASRI,ALAM SUTERA REALTY TBK,idx-cor:PartyName,2022,CurrentYearDuration_Party2Member,IX02_1373_00283_00_0002,PT PEMBANGUNAN PROPERTY NUSANTARA,PT NUSANTARA MANAGEMENT INDONESIA,"Dbs Tower 15th Floor, Ciputra World I, Jl. Prof. Dr. Satrio Kav.3-5, RT 000, RW 000, Kelurahan/Desa Karet Kuningan, Kecamatan Setiabudi, Jakarta Selatan, Provinsi Dki Jakarta"
AUTO,ASTRA OTOPARTS TBK,idx-cor:CounterpartyName,2022,CurrentYearDuration_Rank2CounterpartyMember_RelatedPartyMember,IX02_1363_04283_00_0001,PT ASTRA DAIHATSU MOTOR,SHANTOU JINJIA TRADING CO LTD,"Jl. Gaya Motor Iii No.5, Jakarta Utara, Kelurahan/Desa Sungai Bambu, Jakarta Utara, Provinsi Dki Jakarta"
AUTO,ASTRA OTOPARTS TBK,idx-cor:CounterpartyName,2022,CurrentYearDuration_Rank1CounterpartyMember_RelatedPartyMember,IX02_1363_04281_00_0001,PT ASTRA HONDA MOTOR,SHANTOU MARIA INVESTMENT CO LTD,"Jl. Yos Sudarso, Sunter I, Jakarta Utara, Provinsi Dki Jakarta"
AUTO,ASTRA OTOPARTS TBK,idx-cor:CounterpartyName,2022,CurrentYearDuration_Rank3CounterpartyMember_RelatedPartyMember,IX02_1363_04285_00_0001,PT INTI GANDA PERDANA,SPECIAL OLYMPICS INDONESIA,"Jalan Raya Pegangsaan Dua Blok A3 Km. 1,6 Kelapa Gading, Jakarta Utara, Provinsi Dki Jakarta"
AUTO,ASTRA OTOPARTS TBK,idx-cor:CounterpartyName,2022,CurrentYearDuration_Rank5CounterpartyMember_RelatedPartyMember,IX02_1363_04289_00_0001,PT KAYABA INDONESIA,SHANTOU MARIA INVESTMENT CO LTD,"Jl.jawa Blok Ii No.4,kawasan Industri Mm2100, Kabupaten Bekasi, Provinsi Jawa Barat"
AUTO,ASTRA OTOPARTS TBK,idx-cor:CounterpartyNameTradePayable,2022,CurrentYearDuration_Rank5CounterpartyMember_RelatedPartyMember_1,IX02_1446_20448_00_0001,PT ASTRA JUOKU INDONESIA,SHANTOU MARIA INVESTMENT CO LTD,"Kawasan Industri Mitra Karawang, Jl. Mitra Timur Ii Bllok D. No.4,5,6,51,52,53, Kelurahan/Desa Parung Mulya Ciampel, Kabupaten Karawang, Provinsi Jawa Barat"
AUTO,ASTRA OTOPARTS TBK,idx-cor:CounterpartyNameTradePayable,2022,CurrentYearDuration_Rank2CounterpartyMember_RelatedPartyMember_1,IX02_1446_20418_00_0001,PT EVOLUZIONE TYRES,ASTRA OTOPARTS TBK,"Jl.raya Purwadadi-kalijati Dusun Kaliangbawang, RT 17, RW 08, Kelurahan/Desa Wanakerta, Kabupaten Subang, Provinsi Jawa Barat"
AUTO,ASTRA OTOPARTS TBK,idx-cor:PartyName,2022,CurrentYearDuration_RelatedParty2Member,IX02_1373_00307_00_0001,PT ASTRA DAIHATSU MOTOR,SHANTOU JINJIA TRADING CO LTD,"Jl. Gaya Motor Iii No.5, Jakarta Utara, Kelurahan/Desa Sungai Bambu, Jakarta Utara, Provinsi Dki Jakarta"
AUTO,ASTRA OTOPARTS TBK,idx-cor:PartyName,2022,CurrentYearDuration_RelatedParty1Member,IX02_1373_00306_00_0001,PT ASTRA HONDA MOTOR,SHANTOU MARIA INVESTMENT CO LTD,"Jl. Yos Sudarso, Sunter I, Jakarta Utara, Provinsi Dki Jakarta"
AUTO,ASTRA OTOPARTS TBK,idx-cor:PartyName,2022,CurrentYearDuration_RelatedParty8Member,IX02_1373_00313_00_0001,PT ASTRA VISTEON INDONESIA,SHANTOU MARIA INVESTMENT CO LTD,"Jl. Lanbau, RT 005, RW 010, Kelurahan/Desa Karangasem Barat, Kabupaten Bogor, Provinsi Jawa Barat"
AUTO,ASTRA OTOPARTS TBK,idx-cor:PartyName,2022,CurrentYearDuration_RelatedParty3Member,IX02_1373_00308_00_0001,PT INTI GANDA PERDANA,SPECIAL OLYMPICS INDONESIA,"Jalan Raya Pegangsaan Dua Blok A3 Km. 1,6 Kelapa Gading, Jakarta Utara, Provinsi Dki Jakarta"
AUTO,ASTRA OTOPARTS TBK,idx-cor:PartyName,2022,CurrentYearDuration_RelatedParty6Member,IX02_1373_00311_00_0001,PT KAYABA INDONESIA,SHANTOU MARIA INVESTMENT CO LTD,"Jl.jawa Blok Ii No.4,kawasan Industri Mm2100, Kabupaten Bekasi, Provinsi Jawa Barat"
AVIA,PT AVIA AVIAN TBK,idx-cor:PartyName,2022,CurrentYearDuration_RelatedParty1Member,IX02_1373_00306_00_0001,PT CATURKARDA DEPO BANGUNAN TBK,PT MARGO PRATAMA PERKASA,"Jl. Raya Serpong, Kp.baru Utara, Pakulonan, Serpong, Kota Tangerang Selatan, Provinsi Banten"
BALI,PT BALI TOWERINDO SENTRA TBK,idx-cor:CounterpartyName,2022,CurrentYearDuration_Rank10CounterpartyMember_ThirdPartyMember,IX02_1363_04280_00_0003,PT INDOSAT TBK,HUTCHISON ASIA TELECOMMUNICATIONS LIMITED,"Capital Place Building, Level 31-33, Jl. Jend. Gatot Subroto Kav. 18, RT 06, RW 01, Kelurahan/Desa Kuningan Barat, Kecamatan Mampang Prapatan, Jakarta Selatan, Provinsi Dki Jakarta"
BALI,PT BALI TOWERINDO SENTRA TBK,idx-cor:CounterpartyName,2022,CurrentYearDuration_Rank1CounterpartyMember_ThirdPartyMember,IX02_1363_04282_00_0003,PT INDOSAT TBK,OOREDOO HUTCHISON ASIA PTE LTD,"Jl. Medan Merdeka Barat No. 21, Gambir, Jakarta Pusat, Provinsi Dki Jakarta"
BALI,PT BALI TOWERINDO SENTRA TBK,idx-cor:PartyName,2022,CurrentYearDuration_ThirdParty9Member,IX02_1373_00356_00_0003,PT INDOSAT TBK,HUTCHISON ASIA TELECOMMUNICATIONS LIMITED,"Capital Place Building, Level 31-33, Jl. Jend. Gatot Subroto Kav. 18, RT 06, RW 01, Kelurahan/Desa Kuningan Barat, Kecamatan Mampang Prapatan, Jakarta Selatan, Provinsi Dki Jakarta"
BALI,PT BALI TOWERINDO SENTRA TBK,idx-cor:PartyName,2022,CurrentYearDuration_ThirdParty1Member,IX02_1373_00348_00_0003,PT INDOSAT TBK,OOREDOO HUTCHISON ASIA PTE LTD,"Jl. Medan Merdeka Barat No. 21, Gambir, Jakarta Pusat, Provinsi Dki Jakarta"
BCIP,BUMI CITRA PERMAI TBK,idx-cor:CounterpartyName,2022,CurrentYearDuration_Rank6CounterpartyMember_ThirdPartyMember,IX02_1363_04292_00_0002,PT MATAHARI SUKSES SEJAHTERA,PT MATAHARI SAKTI,"Jalan Millenium Raya Blok I-2 Nomor : 2 , Kelurahan/Desa Peusar, Kecamatan Panongan, Kabupaten Tangerang, Provinsi Banten"
BELL,PT TRISULA TEXTILE INDUSTRIES TBK,idx-cor:CounterpartyName,2022,CurrentYearDuration_Rank4CounterpartyMember_RelatedPartyMember,IX02_1363_04287_00_0001,PT CHITOSE INTERNASIONAL TBK,PT TRITIRTA INTI MANDIRI,"Jl. Industri Iii No. 5, RT 01, RW 08, Kelurahan/Desa Cimahi Selatan, Kota Cimahi, Provinsi Jawa Barat"
BELL,PT TRISULA TEXTILE INDUSTRIES TBK,idx-cor:CounterpartyName,2022,CurrentYearDuration_Rank5CounterpartyMember_RelatedPartyMember,IX02_1363_04289_00_0001,PT INDOFASHION CIPTAKREASI BUSANA,PT KARYA DWIMANUNGGAL SEJAHTERA,"Jl Lingkar Luar Barat Blok A No. 1, RT 014, RW 004, Kelurahan/Desa Rawa Buaya, Kecamatan Cengkareng, Jakarta Barat, Provinsi Dki Jakarta"
BELL,PT TRISULA TEXTILE INDUSTRIES TBK,idx-cor:CounterpartyName,2022,CurrentYearDuration_Rank2CounterpartyMember_RelatedPartyMember,IX02_1363_04283_00_0001,PT JUST JAIT INDONESIA,PT INTI NUSA DAMAI,"Jl. Pasirkaliki Hyper Square Ruko A-20, Kelurahan/Desa Kebon Jeruk, Kecamatan Andir, Kota Bandung, Provinsi Jawa Barat"
BELL,PT TRISULA TEXTILE INDUSTRIES TBK,idx-cor:CounterpartyNameTradePayable,2022,CurrentYearDuration_Rank4CounterpartyMember_RelatedPartyMember_1,IX02_1446_20438_00_0001,PT INDOFASHION CIPTAKREASI BUSANA,PT KARYA DWIMANUNGGAL SEJAHTERA,"Jl Lingkar Luar Barat Blok A No. 1, RT 014, RW 004, Kelurahan/Desa Rawa Buaya, Kecamatan Cengkareng, Jakarta Barat, Provinsi Dki Jakarta"
BELL,PT TRISULA TEXTILE INDUSTRIES TBK,idx-cor:CounterpartyNameTradePayable,2022,CurrentYearDuration_Rank1CounterpartyMember_RelatedPartyMember_1,IX02_1446_20408_00_0001,TRISULA INTERNATIONAL TBK,PT INTI NUSA DAMAI,"Trisula Center, Jl. Lingkar Luar Barat Blok A No. 1, RT 014, RW 004, Kelurahan/Desa Rawa Buaya, Jakarta Barat, Provinsi Dki Jakarta"
BELL,PT TRISULA TEXTILE INDUSTRIES TBK,idx-cor:PartyName,2022,CurrentYearDuration_RelatedParty5Member,IX02_1373_00310_00_0001,PT CHITOSE INTERNASIONAL TBK,PT TRITIRTA INTI MANDIRI,"Jl. Industri Iii No. 5, RT 01, RW 08, Kelurahan/Desa Cimahi Selatan, Kota Cimahi, Provinsi Jawa Barat"
BELL,PT TRISULA TEXTILE INDUSTRIES TBK,idx-cor:PartyName,2022,CurrentYearDuration_RelatedParty4Member,IX02_1373_00309_00_0001,PT INDOFASHION CIPTAKREASI BUSANA,PT KARYA DWIMANUNGGAL SEJAHTERA,"Jl Lingkar Luar Barat Blok A No. 1, RT 014, RW 004, Kelurahan/Desa Rawa Buaya, Kecamatan Cengkareng, Jakarta Barat, Provinsi Dki Jakarta"
BELL,PT TRISULA TEXTILE INDUSTRIES TBK,idx-cor:PartyName,2022,CurrentYearDuration_RelatedParty3Member,IX02_1373_00308_00_0001,PT JUST JAIT INDONESIA,PT INTI NUSA DAMAI,"Jl. Pasirkaliki Hyper Square Ruko A-20, Kelurahan/Desa Kebon Jeruk, Kecamatan Andir, Kota Bandung, Provinsi Jawa Barat"
BELL,PT TRISULA TEXTILE INDUSTRIES TBK,idx-cor:PartyName,2022,CurrentYearDuration_RelatedParty6Member,IX02_1373_00311_00_0001,TRISULA INTERNATIONAL TBK,PT INTI NUSA DAMAI,"Trisula Center, Jl. Lingkar Luar Barat Blok A No. 1, RT 014, RW 004, Kelurahan/Desa Rawa Buaya, Jakarta Barat, Provinsi Dki Jakarta"
BESS,PT BATULICIN NUSANTARA MARITIM TBK,idx-cor:CounterpartyName,2022,CurrentYearDuration_Rank3CounterpartyMember_ThirdPartyMember,IX02_1363_04286_00_0001,PT ANGSANA JAYA ENERGI,PT AUTUM PRIMA INDONESIA,"Sebamban Ii Blok F No. 21, RT 12, Kelurahan/Desa Karang Indah, Kabupaten Tanah Bumbu, Provinsi Kalimantan Selatan"
BESS,PT BATULICIN NUSANTARA MARITIM TBK,idx-cor:CounterpartyName,2022,CurrentYearDuration_Rank2CounterpartyMember_ThirdPartyMember,IX02_1363_04284_00_0001,PT SUNGAI DANAU JAYA,PT KARUNIA MITRA BERKAT,"Ruko Grand Like, Jl. Danau Sunter Selatan Tb-s Blok E, Sunter Agung, Tanjung Priok"
