kodeEmiten,NamaEmiten,field,year,contextRef,id,name,NamaPemilik,AlamatPemilik
CEKA,PT WILMAR CAHAYA INDONESIA TBK,idx-cor:PartyName,2023,PriorYearDuration_1616000_RelatedParty2Member,IXF1616000E02_1378_00037_00_0001,PT WILMAR NABATI INDONESIA,WILMAR INTERNATIONAL LIMITED,"Jl. Putri Hijau No. 10, Gedung B & G Tower, Lt. 9, Kelurahan/Desa Kesawan, Kota Medan, Provinsi Sumatera Utara"
CEKA,PT WILMAR CAHAYA INDONESIA TBK,idx-cor:PartyName,2023,PriorYearDuration_1616000_RelatedParty3Member,IXF1616000E02_1378_00038_00_0001,PT SARI AGROTAMA PERSADA,WILMAR INTERNATIONAL LIMITED,"Jl. Pulo Kambing Raya Kav 2e No. 7, Kawasan Industri Pulo Gadung, Jakarta Selatan, Provinsi Dki Jakarta"
CEKA,PT WILMAR CAHAYA INDONESIA TBK,idx-cor:PartyName,2023,PriorYearDuration_1616000_RelatedParty5Member,IXF1616000E02_1378_00040_00_0001,PT WILMAR BIOENERGI INDONESIA,WILMAR INTERNATIONAL LIMITED,"Jl. Putri Hijau No. 10, Gedung B & G Tower, Lt. 9, Kelurahan/Desa Kesawan, Kota Medan, Provinsi Sumatera Utara"
CEKA,PT WILMAR CAHAYA INDONESIA TBK,idx-cor:PartyName,2023,PriorYearDuration_1616000_RelatedParty6Member,IXF1616000E02_1378_00041_00_0001,PT SINAR ALAM PERMAI,WILMAR INTERNATIONAL LIMITED,"Jl. Blabak No. 18, RT 00, RW 00, Kelurahan/Desa 3 Ilir, Kecamatan Ilir Timur Ii, Kota Palembang, Provinsi Sumatera Selatan"
CEKA,PT WILMAR CAHAYA INDONESIA TBK,idx-cor:PartyName,2023,PriorYearDuration_1616000_RelatedParty8Member,IXF1616000E02_1378_00043_00_0001,PT BUMIPRATAMA KHATULISTIWA,WILMAR INTERNATIONAL LIMITED,"Jl. Mt. Haryono No. 23-a, Kelurahan/Desa Parit Tokaya, Kota Pontianak, Provinsi Kalimantan Barat"
CEKA,PT WILMAR CAHAYA INDONESIA TBK,idx-cor:CounterpartyNameTradePayable,2024,CurrentYearDuration_1640300_Rank2CounterpartyMember_RelatedPartyMember,IXF1640300E02_1451_00044_00_0001,PT WILMAR NABATI INDONESIA,WILMAR INTERNATIONAL LIMITED,"Jl. Putri Hijau No. 10, Gedung B & G Tower, Lt. 9, Kelurahan/Desa Kesawan, Kota Medan, Provinsi Sumatera Utara"
CEKA,PT WILMAR CAHAYA INDONESIA TBK,idx-cor:CounterpartyNameTradePayable,2024,CurrentYearDuration_1640300_Rank4CounterpartyMember_RelatedPartyMember,IXF1640300E02_1451_00048_00_0001,PT BUMIPRATAMA KHATULISTIWA,WILMAR INTERNATIONAL LIMITED,"Jl. Mt. Haryono No. 23-a, Kelurahan/Desa Parit Tokaya, Kota Pontianak, Provinsi Kalimantan Barat"
CEKA,PT WILMAR CAHAYA INDONESIA TBK,idx-cor:CounterpartyNameTradePayable,2023,PriorEndYearDuration_1640300_Rank2CounterpartyMember_RelatedPartyMember,IXF1640300E02_1451_00088_00_0001,PT WILMAR NABATI INDONESIA,WILMAR INTERNATIONAL LIMITED,"Jl. Putri Hijau No. 10, Gedung B & G Tower, Lt. 9, Kelurahan/Desa Kesawan, Kota Medan, Provinsi Sumatera Utara"
CEKA,PT WILMAR CAHAYA INDONESIA TBK,idx-cor:CounterpartyNameTradePayable,2023,PriorEndYearDuration_1640300_Rank4CounterpartyMember_RelatedPartyMember,IXF1640300E02_1451_00092_00_0001,PT BUMIPRATAMA KHATULISTIWA,WILMAR INTERNATIONAL LIMITED,"Jl. Mt. Haryono No. 23-a, Kelurahan/Desa Parit Tokaya, Kota Pontianak, Provinsi Kalimantan Barat"
CENT,PT CENTRATAMA TELEKOMUNIKASI INDONESIA TBK,idx-cor:CounterpartyNameTradePayable,2024,CurrentYearDuration_3640300_Rank7CounterpartyMember_ThirdPartyMember,IXF3640300E02_1451_00055_00_0001,PT HARAPAN UTAMA PRIMA,PT PUTRA MULIA TELECOMMUNICATION,"Graha Surveyor Lt 15 Suite 1503, Jl Jend Gatot Subroto Kav.56, RT 00, RW 00, Kelurahan/Desa Kuningan Timur, Jakarta Selatan, Provinsi Dki Jakarta"
CENT,PT CENTRATAMA TELEKOMUNIKASI INDONESIA TBK,idx-cor:CounterpartyNameTradePayable,2023,PriorEndYearDuration_3640300_Rank6CounterpartyMember_ThirdPartyMember,IXF3640300E02_1451_00097_00_0001,PT YOFC INTERNATIONAL INDONESIA,YANGTZE OPTICAL FIBRE AND CABLE COMPANY HONGKONG LIMITED,"Apl Tower 33rd Floor Suite 3, Jl. Letjend S Parman Kav 28, Kel. Tanjung Duren Selatan, Kec. Grogol Petamburan Jakarta Barat 11470 , Kelurahan/Desa Tanjung Duren Selatan, Jakarta Barat, Provinsi Dki Jakarta"
CINT,PT CHITOSE INTERNASIONAL TBK,idx-cor:PartyName,2024,CurrentYearDuration_1616000_RelatedParty1Member,IXF1616000E02_1378_00012_00_0001,PT OKAMURA CHITOSE INDONESIA,OKAMURA CORPORATION,"Gedung Midplaza 2 Lt. 22, Jl. Jend. Sudirman Kav. 10-11. , Kelurahan/Desa Karet Tengsin, Kecamatan Tanah Abang, Jakarta Pusat, Provinsi Dki Jakarta"
CINT,PT CHITOSE INTERNASIONAL TBK,idx-cor:PartyName,2023,PriorYearDuration_1616000_RelatedParty1Member,IXF1616000E02_1378_00036_00_0001,PT OKAMURA CHITOSE INDONESIA,OKAMURA CORPORATION,"Gedung Midplaza 2 Lt. 22, Jl. Jend. Sudirman Kav. 10-11. , Kelurahan/Desa Karet Tengsin, Kecamatan Tanah Abang, Jakarta Pusat, Provinsi Dki Jakarta"
CINT,PT CHITOSE INTERNASIONAL TBK,idx-cor:CounterpartyNameTradePayable,2024,CurrentYearDuration_1640300_Rank1CounterpartyMember_RelatedPartyMember,IXF1640300E02_1451_00042_00_0001,PT OKAMURA CHITOSE INDONESIA,OKAMURA CORPORATION,"Gedung Midplaza 2 Lt. 22, Jl. Jend. Sudirman Kav. 10-11. , Kelurahan/Desa Karet Tengsin, Kecamatan Tanah Abang, Jakarta Pusat, Provinsi Dki Jakarta"
CINT,PT CHITOSE INTERNASIONAL TBK,idx-cor:CounterpartyNameTradePayable,2023,PriorEndYearDuration_1640300_Rank1CounterpartyMember_RelatedPartyMember,IXF1640300E02_1451_00086_00_0001,PT OKAMURA CHITOSE INDONESIA,OKAMURA CORPORATION,"Gedung Midplaza 2 Lt. 22, Jl. Jend. Sudirman Kav. 10-11. , Kelurahan/Desa Karet Tengsin, Kecamatan Tanah Abang, Jakarta Pusat, Provinsi Dki Jakarta"
CLAY,PT CITRA PUTRA REALTY TBK,idx-cor:CounterpartyNameTradePayable,2023,PriorEndYearDuration_2640300_Rank6CounterpartyMember_ThirdPartyMember,IXF2640300E02_1451_00097_00_0001,PT BRI ASURANSI INDONESIA (BRI INSURANCE,PT BANK RAKYAT INDONESIA (PERSERO) TBK,"Jakarta Selatan, Provinsi Dki Jakarta"
CLEO,PT SARIGUNA PRIMATIRTA TBK,idx-cor:CounterpartyName,2024,CurrentYearDuration_1620300_Rank2CounterpartyMember_RelatedPartyMember,IXF1620300E02_1368_00046_00_0001,PT CMN INTERNASIONAL INDONESIA,SHANTOU JINJIA TRADING CO LTD,"Jl. Hr. Muhammad 31, RT 000, RW 000, Kelurahan/Desa Putat Gede, Kecamatan Sukomanunggal, Kota Surabaya, Provinsi Jawa Timur"
CLEO,PT SARIGUNA PRIMATIRTA TBK,idx-cor:CounterpartyNameTradePayable,2024,CurrentYearDuration_1640300_Rank3CounterpartyMember_RelatedPartyMember,IXF1640300E02_1451_00046_00_0001,PT KENCANA TIARA GEMILANG,PT GRAHA VENTURA MILENIAL GROUP,"Jl. Raya Surabaya-malang Km.77, Kelurahan/Desa Ardimulyo, Kecamatan Singosari, Kabupaten Malang, Provinsi Jawa Timur"
DGIK,NUSA KONSTRUKSI ENJINIRING TBK,idx-cor:CounterpartyName,2024,CurrentYearDuration_1620300_Rank7CounterpartyMember_ThirdPartyMember,IXF1620300E02_1368_00057_00_0001,PT INTI BANGUN SARANA,PT DELI COAL,"Grand Itc Permata Hijau Lantai 8 Suite B No. 3a Jalan Letjen Soepeno , Kelurahan/Desa Grogol Utara, Jakarta Selatan, Provinsi Dki Jakarta"
DGNS,PT DIAGNOS LABORATORIUM UTAMA TBK,idx-cor:CounterpartyName,2023,PriorEndYearDuration_1620300_Rank9CounterpartyMember_ThirdPartyMember,IXF1620300E02_1368_00107_00_0001,PT ROYAL PROGRESS,SHANTOU MARIA INVESTMENT CO LTD,"Jl.paradise Raya I No.1, Jakarta Utara, Provinsi Dki Jakarta"
DGNS,PT DIAGNOS LABORATORIUM UTAMA TBK,idx-cor:CounterpartyNameTradePayable,2023,PriorEndYearDuration_1640300_Rank10CounterpartyMember_ThirdPartyMember,IXF1640300E02_1451_00085_00_0001,ENSEVAL PUTERA MEGATRADING TBK,SHANTOU MARIA INVESTMENT CO LTD,"Jl Pulo Lentut No. 10 Kws Industri Pulo Gadung , Kelurahan/Desa Rawaterate, Jakarta Timur, Provinsi Dki Jakarta"
DMMX,PT DIGITAL MEDIATAMA MAXIMA TBK,idx-cor:CounterpartyNameTradePayable,2024,CurrentYearDuration_1640300_Rank1CounterpartyMember_ThirdPartyMember,IXF1640300E02_1451_00043_00_0001,PT INGRAM MICRO INDONESIA,INGRAM MICRO ASIA LIMITED,"Wisma Nugra Santana Lt. 9, Suite 909,jl. Jend. Sudirman Kav. 7-8, Jakarta Pusat, Provinsi Dki Jakarta"
DMMX,PT DIGITAL MEDIATAMA MAXIMA TBK,idx-cor:CounterpartyNameTradePayable,2024,CurrentYearDuration_1640300_Rank2CounterpartyMember_ThirdPartyMember,IXF1640300E02_1451_00045_00_0001,PT INDOSAT TBK,OOREDOO HUTCHISON ASIA PTE LTD,"Jl. Medan Merdeka Barat No. 21, Gambir, Jakarta Pusat, Provinsi Dki Jakarta"
DMMX,PT DIGITAL MEDIATAMA MAXIMA TBK,idx-cor:CounterpartyNameTradePayable,2024,CurrentYearDuration_1640300_Rank7CounterpartyMember_ThirdPartyMember,IXF1640300E02_1451_00055_00_0001,PT SICEPAT EKSPRES INDONESIA,PT SINERGI CEPAT INDONESIA,"Jalan Ir. H. Juanda Nomor 17-19, RT 008, RW 002, Kelurahan/Desa Kebon Kelapa, Kecamatan Gambir, Jakarta Pusat, Provinsi Dki Jakarta"
DMMX,PT DIGITAL MEDIATAMA MAXIMA TBK,idx-cor:CounterpartyNameTradePayable,2024,CurrentYearDuration_1640300_Rank1CounterpartyMember_RelatedPartyMember,IXF1640300E02_1451_00042_00_0001,PT DISTRIBUSI VOUCHER NUSANTARA TBK,SHANTOU MARIA INVESTMENT CO LTD,"Axa Tower - Kuningan Ciy Lt 07 Suite 05 Jalan Prof Dr Satrio Kav 18, Kelurahan/Desa Karet Kuningan, Kecamatan Setiabudi, Jakarta Selatan, Provinsi Dki Jakarta"
DOID,PT BUMA INTERNASIONAL GRUP TBK,idx-cor:CounterpartyName,2024,CurrentYearDuration_1620300_Rank7CounterpartyMember_ThirdPartyMember,IXF1620300E02_1368_00057_00_0001,PT SUNGAI DANAU JAYA,PT KARUNIA MITRA BERKAT,"Ruko Grand Like, Jl. Danau Sunter Selatan Tb-s Blok E, Sunter Agung, Tanjung Priok"
DOID,PT BUMA INTERNASIONAL GRUP TBK,idx-cor:CounterpartyName,2023,PriorEndYearDuration_1620300_Rank7CounterpartyMember_ThirdPartyMember,IXF1620300E02_1368_00103_00_0001,PT SUNGAI DANAU JAYA,PT KARUNIA MITRA BERKAT,"Ruko Grand Like, Jl. Danau Sunter Selatan Tb-s Blok E, Sunter Agung, Tanjung Priok"
DOID,PT BUMA INTERNASIONAL GRUP TBK,idx-cor:CounterpartyNameTradePayable,2024,CurrentYearDuration_1640300_Rank3CounterpartyMember_ThirdPartyMember,IXF1640300E02_1451_00047_00_0001,UNITED TRACTORS TBK,SHANTOU MARIA INVESTMENT CO LTD,"Jalan Raya Bekasi Km. 22,, Jakarta Timur, Provinsi Dki Jakarta"
DOID,PT BUMA INTERNASIONAL GRUP TBK,idx-cor:CounterpartyNameTradePayable,2024,CurrentYearDuration_1640300_Rank6CounterpartyMember_ThirdPartyMember,IXF1640300E02_1451_00053_00_0001,PT EKA DHARMA JAYA SAKTI,SHANTOU MARIA INVESTMENT CO LTD,"Kantor A.18 Mgk Kemayoran, Jl.angkasa Kav.b-6, Kota Baru Bandar Kemayoran, Kelurahan/Desa Gunung Sahari Selatan, Jakarta Pusat, Provinsi Dki Jakarta"
DOID,PT BUMA INTERNASIONAL GRUP TBK,idx-cor:CounterpartyNameTradePayable,2023,PriorEndYearDuration_1640300_Rank3CounterpartyMember_ThirdPartyMember,IXF1640300E02_1451_00091_00_0001,UNITED TRACTORS TBK,SHANTOU MARIA INVESTMENT CO LTD,"Jalan Raya Bekasi Km. 22,, Jakarta Timur, Provinsi Dki Jakarta"
DOID,PT BUMA INTERNASIONAL GRUP TBK,idx-cor:CounterpartyNameTradePayable,2023,PriorEndYearDuration_1640300_Rank6CounterpartyMember_ThirdPartyMember,IXF1640300E02_1451_00097_00_0001,PT EKA DHARMA JAYA SAKTI,SHANTOU MARIA INVESTMENT CO LTD,"Kantor A.18 Mgk Kemayoran, Jl.angkasa Kav.b-6, Kota Baru Bandar Kemayoran, Kelurahan/Desa Gunung Sahari Selatan, Jakarta Pusat, Provinsi Dki Jakarta"
DRMA,PT DHARMA POLIMETAL TBK,idx-cor:PartyName,2024,CurrentYearDuration_1619000_Party1Member,IXF1619000E02_1378_00010_00_0001,PT ASTRA HONDA MOTOR,SHANTOU MARIA INVESTMENT CO LTD,"Jl. Yos Sudarso, Sunter I, Jakarta Utara, Provinsi Dki Jakarta"
DRMA,PT DHARMA POLIMETAL TBK,idx-cor:PartyName,2023,PriorYearDuration_1619000_Party1Member,IXF1619000E02_1378_00021_00_0001,PT ASTRA HONDA MOTOR,SHANTOU MARIA INVESTMENT CO LTD,"Jl. Yos Sudarso, Sunter I, Jakarta Utara, Provinsi Dki Jakarta"
EDGE,PT INDOINTERNET TBK,idx-cor:PartyName,2024,CurrentYearDuration_1616000_RelatedParty1Member,IXF1616000E02_1378_00012_00_0001,PT DCI INDONESIA TBK,YAYASAN TUNAS INDONESIA JAYA,"Gd. Equity Lt.17 Unit F Scbd Lot.9, Jl. Jend. Sudirman Kav.52-53, Jakarta Selatan, Provinsi Dki Jakarta"
EDGE,PT INDOINTERNET TBK,idx-cor:PartyName,2023,PriorYearDuration_1616000_RelatedParty1Member,IXF1616000E02_1378_00036_00_0001,PT DCI INDONESIA TBK,YAYASAN TUNAS INDONESIA JAYA,"Gd. Equity Lt.17 Unit F Scbd Lot.9, Jl. Jend. Sudirman Kav.52-53, Jakarta Selatan, Provinsi Dki Jakarta"
EDGE,PT INDOINTERNET TBK,idx-cor:PartyName,2023,PriorYearDuration_1616000_RelatedParty5Member,IXF1616000E02_1378_00040_00_0001,PT SISNET MITRA SEJAHTERA,SHANTOU MARIA INVESTMENT CO LTD,"Jl. Rempoa Raya No. 11 Rt 001 Rw 010, Rempoa, Ciputat Timur, Kota Tangerang Selatan, Provinsi Banten"
EDGE,PT INDOINTERNET TBK,idx-cor:CounterpartyName,2023,PriorEndYearDuration_1620300_Rank2CounterpartyMember_RelatedPartyMember,IXF1620300E02_1368_00092_00_0001,PT DCI INDONESIA TBK,YAYASAN TUNAS INDONESIA JAYA,"Gd. Equity Lt.17 Unit F Scbd Lot.9, Jl. Jend. Sudirman Kav.52-53, Jakarta Selatan, Provinsi Dki Jakarta"
EDGE,PT INDOINTERNET TBK,idx-cor:CounterpartyName,2023,PriorEndYearDuration_1620300_Rank4CounterpartyMember_RelatedPartyMember,IXF1620300E02_1368_00096_00_0001,PT SISNET MITRA SEJAHTERA,SHANTOU MARIA INVESTMENT CO LTD,"Jl. Rempoa Raya No. 11 Rt 001 Rw 010, Rempoa, Ciputat Timur, Kota Tangerang Selatan, Provinsi Banten"
ELSA,ELNUSA TBK,idx-cor:PartyName,2024,CurrentYearDuration_1616000_RelatedParty3Member,IXF1616000E02_1378_00014_00_0001,PT PERTAMINA EP,PT PERTAMINA (PERSERO),"Gd. Standard Chartered, Jl Prof Dr. Satrio No 164, Lt 21"
ELSA,ELNUSA TBK,idx-cor:PartyName,2024,CurrentYearDuration_1616000_RelatedParty10Member,IXF1616000E02_1378_00011_00_0001,PT PERTAMINA EP,PT PERTAMINA (PERSERO),"Jl.gatot Subroto Kav 32-34, Gedung Patra Jasa Lt 8"
ELSA,ELNUSA TBK,idx-cor:PartyName,2023,PriorYearDuration_1616000_RelatedParty3Member,IXF1616000E02_1378_00038_00_0001,PT PERTAMINA EP,PT PERTAMINA (PERSERO),"Gd. Standard Chartered, Jl Prof Dr. Satrio No 164, Lt 21"
ELSA,ELNUSA TBK,idx-cor:PartyName,2023,PriorYearDuration_1616000_RelatedParty10Member,IXF1616000E02_1378_00035_00_0001,PT PERTAMINA EP,PT PERTAMINA (PERSERO),"Jl.gatot Subroto Kav 32-34, Gedung Patra Jasa Lt 8"
ELSA,ELNUSA TBK,idx-cor:CounterpartyName,2024,CurrentYearDuration_1620300_Rank2CounterpartyMember_RelatedPartyMember,IXF1620300E02_1368_00046_00_0001,PT PERTAMINA EP,PT PERTAMINA (PERSERO),"Gd. Standard Chartered, Jl Prof Dr. Satrio No 164, Lt 21"
ELSA,ELNUSA TBK,idx-cor:CounterpartyName,2024,CurrentYearDuration_1620300_Rank10CounterpartyMember_RelatedPartyMember,IXF1620300E02_1368_00042_00_0001,PT PERTAMINA EP,PT PERTAMINA (PERSERO),"Jl.gatot Subroto Kav 32-34, Gedung Patra Jasa Lt 8"
ELSA,ELNUSA TBK,idx-cor:CounterpartyName,2023,PriorEndYearDuration_1620300_Rank2CounterpartyMember_RelatedPartyMember,IXF1620300E02_1368_00092_00_0001,PT PERTAMINA EP,PT PERTAMINA (PERSERO),"Gd. Standard Chartered, Jl Prof Dr. Satrio No 164, Lt 21"
ELSA,ELNUSA TBK,idx-cor:CounterpartyName,2023,PriorEndYearDuration_1620300_Rank10CounterpartyMember_RelatedPartyMember,IXF1620300E02_1368_00088_00_0001,PT PERTAMINA EP,PT PERTAMINA (PERSERO),"Jl.gatot Subroto Kav 32-34, Gedung Patra Jasa Lt 8"
ELSA,ELNUSA TBK,idx-cor:CounterpartyNameTradePayable,2024,CurrentYearDuration_1640300_Rank9CounterpartyMember_RelatedPartyMember,IXF1640300E02_1451_00058_00_0001,PT PERTAMINA DRILLING SERVICES INDONESIA,PT PERTAMINA (PERSERO),"Jl. Matraman Raya No 87, Jakarta Timur, Provinsi Dki Jakarta"
ELSA,ELNUSA TBK,idx-cor:CounterpartyNameTradePayable,2023,PriorEndYearDuration_1640300_Rank9CounterpartyMember_RelatedPartyMember,IXF1640300E02_1451_00102_00_0001,PT PERTAMINA DRILLING SERVICES INDONESIA,PT PERTAMINA (PERSERO),"Jl. Matraman Raya No 87, Jakarta Timur, Provinsi Dki Jakarta"
ENZO,PT MORENZO ABADI PERKASA TBK,idx-cor:CounterpartyNameTradePayable,2024,CurrentYearDuration_1640300_Rank7CounterpartyMember_ThirdPartyMember,IXF1640300E02_1451_00055_00_0001,PT COMETA CAN,PT FUSENINDO,"Jl. Telesonic Ujung Km 8 No.5, Kota Tangerang, Provinsi Banten"
EPMT,ENSEVAL PUTERA MEGATRADING TBK,idx-cor:CounterpartyNameTradePayable,2024,CurrentYearDuration_1640300_Rank7CounterpartyMember_ThirdPartyMember,IXF1640300E02_1451_00055_00_0001,PT FUJIFILM INDONESIA,FUJIFILM ASIA PACIFIC PTE LTD,"Eightyeight @ Kasablanka Office Tower Lantai 36 Unit A, B, Dan C Jalan Casablanka Kaveling 88, Jakarta Selatan 12870, Jakarta Selatan, Provinsi Dki Jakarta"
EPMT,ENSEVAL PUTERA MEGATRADING TBK,idx-cor:CounterpartyNameTradePayable,2023,PriorEndYearDuration_1640300_Rank7CounterpartyMember_ThirdPartyMember,IXF1640300E02_1451_00099_00_0001,PT FUJIFILM INDONESIA,FUJIFILM ASIA PACIFIC PTE LTD,"Eightyeight @ Kasablanka Office Tower Lantai 36 Unit A, B, Dan C Jalan Casablanka Kaveling 88, Jakarta Selatan 12870, Jakarta Selatan, Provinsi Dki Jakarta"
ESSA,ESSA INDUSTRIES INDONESIA TBK,idx-cor:PartyName,2024,CurrentYearDuration_1616000_ThirdParty2Member,IXF1616000E02_1378_00024_00_0001,PT PERTAMINA EP,PT PERTAMINA (PERSERO),"Gd. Standard Chartered, Jl Prof Dr. Satrio No 164, Lt 21"
ESSA,ESSA INDUSTRIES INDONESIA TBK,idx-cor:PartyName,2023,PriorYearDuration_1616000_ThirdParty2Member,IXF1616000E02_1378_00048_00_0001,PT PERTAMINA EP,PT PERTAMINA (PERSERO),"Gd. Standard Chartered, Jl Prof Dr. Satrio No 164, Lt 21"
ESSA,ESSA INDUSTRIES INDONESIA TBK,idx-cor:CounterpartyName,2024,CurrentYearDuration_1620300_Rank2CounterpartyMember_ThirdPartyMember,IXF1620300E02_1368_00047_00_0001,PT PERTAMINA EP,PT PERTAMINA (PERSERO),"Gd. Standard Chartered, Jl Prof Dr. Satrio No 164, Lt 21"
ESSA,ESSA INDUSTRIES INDONESIA TBK,idx-cor:CounterpartyName,2023,PriorEndYearDuration_1620300_Rank2CounterpartyMember_ThirdPartyMember,IXF1620300E02_1368_00093_00_0001,PT PERTAMINA EP,PT PERTAMINA (PERSERO),"Gd. Standard Chartered, Jl Prof Dr. Satrio No 164, Lt 21"
FAPA,PT FAP AGRI TBK,idx-cor:PartyName,2024,CurrentYearDuration_1616000_ThirdParty1Member,IXF1616000E02_1378_00023_00_0001,PT MULTI NABATI SULAWESI,WILMAR INTERNATIONAL LIMITED,"Jl. Mw Maramis Lingkungan V, RT 00, RW 00, Kelurahan/Desa Paceda, Kecamatan Madidir, Kota Bitung, Provinsi Sulawesi Utara"
FAPA,PT FAP AGRI TBK,idx-cor:PartyName,2024,CurrentYearDuration_1616000_ThirdParty6Member,IXF1616000E02_1378_00028_00_0001,PT WILMAR NABATI INDONESIA,WILMAR INTERNATIONAL LIMITED,"Jl. Putri Hijau No. 10, Gedung B & G Tower, Lt. 9, Kelurahan/Desa Kesawan, Kota Medan, Provinsi Sumatera Utara"
FAPA,PT FAP AGRI TBK,idx-cor:PartyName,2023,PriorYearDuration_1616000_ThirdParty1Member,IXF1616000E02_1378_00047_00_0001,PT MULTI NABATI SULAWESI,WILMAR INTERNATIONAL LIMITED,"Jl. Mw Maramis Lingkungan V, RT 00, RW 00, Kelurahan/Desa Paceda, Kecamatan Madidir, Kota Bitung, Provinsi Sulawesi Utara"
FAPA,PT FAP AGRI TBK,idx-cor:PartyName,2023,PriorYearDuration_1616000_ThirdParty6Member,IXF1616000E02_1378_00052_00_0001,PT WILMAR NABATI INDONESIA,WILMAR INTERNATIONAL LIMITED,"Jl. Putri Hijau No. 10, Gedung B & G Tower, Lt. 9, Kelurahan/Desa Kesawan, Kota Medan, Provinsi Sumatera Utara"
FAPA,PT FAP AGRI TBK,idx-cor:CounterpartyName,2024,CurrentYearDuration_1620300_Rank4CounterpartyMember_ThirdPartyMember,IXF1620300E02_1368_00051_00_0001,PT MULTI NABATI SULAWESI,WILMAR INTERNATIONAL LIMITED,"Jl. Mw Maramis Lingkungan V, RT 00, RW 00, Kelurahan/Desa Paceda, Kecamatan Madidir, Kota Bitung, Provinsi Sulawesi Utara"
FAPA,PT FAP AGRI TBK,idx-cor:CounterpartyNameTradePayable,2024,CurrentYearDuration_1640300_Rank4CounterpartyMember_ThirdPartyMember,IXF1640300E02_1451_00049_00_0001,PT WILMAR CHEMICAL INDONESIA,WILMAR INTERNATIONAL LIMITED,"Gedung Multivision Tower, Lt. 12, Jl. Kuningan Mulia Blok 9b, RT 00, RW 00, Kelurahan/Desa Guntur, Kecamatan Setiabudi, Jakarta Selatan, Provinsi Dki Jakarta"
FAPA,PT FAP AGRI TBK,idx-cor:CounterpartyNameTradePayable,2023,PriorEndYearDuration_1640300_Rank4CounterpartyMember_ThirdPartyMember,IXF1640300E02_1451_00093_00_0001,PT WILMAR CHEMICAL INDONESIA,WILMAR INTERNATIONAL LIMITED,"Gedung Multivision Tower, Lt. 12, Jl. Kuningan Mulia Blok 9b, RT 00, RW 00, Kelurahan/Desa Guntur, Kecamatan Setiabudi, Jakarta Selatan, Provinsi Dki Jakarta"
FAST,PT FAST FOOD INDONESIA TBK,idx-cor:CounterpartyNameTradePayable,2024,CurrentYearDuration_1640300_Rank9CounterpartyMember_ThirdPartyMember,IXF1640300E02_1451_00059_00_0001,PT SREEYA SEWU INDONESIA TBK,SHANTOU MARIA INVESTMENT CO LTD,"Kabupaten Bogor, Provinsi Jawa Barat"
FAST,PT FAST FOOD INDONESIA TBK,idx-cor:CounterpartyNameTradePayable,2024,CurrentYearDuration_1640300_Rank10CounterpartyMember_ThirdPartyMember,IXF1640300E02_1451_00041_00_0001,PT COCA-COLA DISTRIBUTION INDONESIA,PT COCACOLA BOTTLING INDONESIA,"South Quarter Tower C, Lantai 22, Jalan. R. A. Kartini, Kav. 8, RT 010, RW 004, Kelurahan/Desa Cilandak Barat, Kecamatan Cilandak, Jakarta Selatan, Provinsi Dki Jakarta"
FAST,PT FAST FOOD INDONESIA TBK,idx-cor:CounterpartyNameTradePayable,2024,CurrentYearDuration_1640300_Rank9CounterpartyMember_RelatedPartyMember,IXF1640300E02_1451_00058_00_0001,PT ANEKA SATWITRA SARI FOOD,PT FAST FOOD INDONESIA TBK,"Jalan Mt Haryono Nomor 7, RT 000, RW 000, Kelurahan/Desa Tebet Barat, Kecamatan Tebet, Jakarta Selatan, Provinsi Dki Jakarta"
FAST,PT FAST FOOD INDONESIA TBK,idx-cor:CounterpartyNameTradePayable,2023,PriorEndYearDuration_1640300_Rank9CounterpartyMember_ThirdPartyMember,IXF1640300E02_1451_00103_00_0001,PT SREEYA SEWU INDONESIA TBK,SHANTOU MARIA INVESTMENT CO LTD,"Kabupaten Bogor, Provinsi Jawa Barat"
FAST,PT FAST FOOD INDONESIA TBK,idx-cor:CounterpartyNameTradePayable,2023,PriorEndYearDuration_1640300_Rank10CounterpartyMember_ThirdPartyMember,IXF1640300E02_1451_00085_00_0001,PT COCA-COLA DISTRIBUTION INDONESIA,PT COCACOLA BOTTLING INDONESIA,"South Quarter Tower C, Lantai 22, Jalan. R. A. Kartini, Kav. 8, RT 010, RW 004, Kelurahan/Desa Cilandak Barat, Kecamatan Cilandak, Jakarta Selatan, Provinsi Dki Jakarta"
FAST,PT FAST FOOD INDONESIA TBK,idx-cor:CounterpartyNameTradePayable,2023,PriorEndYearDuration_1640300_Rank9CounterpartyMember_RelatedPartyMember,IXF1640300E02_1451_00102_00_0001,PT ANEKA SATWITRA SARI FOOD,PT FAST FOOD INDONESIA TBK,"Jalan Mt Haryono Nomor 7, RT 000, RW 000, Kelurahan/Desa Tebet Barat, Kecamatan Tebet, Jakarta Selatan, Provinsi Dki Jakarta"
FISH,FKS MULTI AGRO TBK,idx-cor:CounterpartyName,2024,CurrentYearDuration_1620300_Rank5CounterpartyMember_RelatedPartyMember,IXF1620300E02_1368_00052_00_0001,PT PERMATA FOOD INDONESIA,PT FKS FOOD AND INGREDIENTS,"Menara Astra, Lt. 28, Jl. Jend. Sudirman Kav. 5-6, RT 10, RW 11, Kelurahan/Desa Karet Tengsin, Kecamatan Tanah Abang, Jakarta Pusat, Provinsi Dki Jakarta"
