Nama,Closeness
PT FAJAR SAKTI PRIMA,0.33
PT NIRMALA MATRANUSA,0.33
SIDHARTA UTAMA,0.33
ARYA NARAYANA SOEMALI,0.33
GUNAWAN GENIUSAHARDJA,0.33
HENDRIX PRAMANA,0.33
PT ENERGI UNGGUL PERSADA,0.33
VINCE ERLINGTON INDIGO,0.33
BENNY MAKULAWU WIDJAJA,0.32
THUNG HOEN NIO,0.32
FEROLINE KURNIAWAN,0.32
PT MARIN MITRA NUSANTARA,0.32
PT TSINGKUN DUA DELAPAN,0.32
PT KYARA SUKSES MANDIRI,0.32
HANSEN SETIAWAN,0.32
KURNADI SETIAWAN,0.32
MULYO SETIAWAN,0.32
JOKO SETIAWAN,0.32
ALWI SETIAWAN,0.32
SYAMSINAR AR,0.32
WISNU HENDRANINGRAT,0.32
SENDY GRETI,0.32
PT GREENWOOD SEJAHTERA TBK,0.32
SURJA HARTONO,0.32
PT SARASWANTI JAYA PRIMA,0.32
PT SARASWANTI SAWIT MAKMUR,0.32
FITRIA YUSUF,0.32
FEISAL HAMKA,0.32
PT BANK QNB INDONESIA TBK,0.32
ANUVAT CHALERMCHAI,0.32
KRISANA EAMVORASOMBAT,0.32
BOONYARIT JAIYA,0.32
SUSALAK KHIEW ORN,0.32
GUNARSO,0.32
RAISA ANDRIANA,0.32
NUMPOL MALICHAI,0.32
YENTORO,0.32
HANANTO AJI,0.32
HARUM AKHMAD ZUHDI,0.32
HADJAR SETI ADJI,0.32
SUMADI,0.32
FACHMY ACHMAD,0.32
DWIYONO BAYU WINANTIO,0.32
KEMAL AZIS STAMBOEL,0.32
DEWI PELITAWATI,0.32
ONGKI WANADJATI DANA,0.32
HADI WIBOWO,0.32
DEWI NUZULIANTI,0.32
MULYA EFFENDI SIREGAR,0.32
ARIEF ISMAIL,0.32
HARIJADI SUPRAPTO,0.32
VINCENTIUS PARNINGOTAN BATUBARA,0.32
ANDRI HIMAWAN SANTOSO,0.32
YUSUF,0.32
ARIEF SUGIANTO,0.32
EKA ROSITA KASIH,0.32
ERIC ADITYA DALIMARTA,0.32
MUHAMMAD ABRAHAMSYAH,0.32
EKA KHENDRY KASIH,0.32
YENNY HAMIDAH KOEAN,0.32
PT STELLARWAY INDONESIA,0.32
EMIYANTI,0.32
SIVAKUMAR THANGARAJA,0.32
PT SARANA SURYA SAKTI,0.32
PT SARASWANTI AGRO ESTATE,0.32
PT TRANSKON JAYA TBK,0.32
GHAN DJOE HIANG,0.31
PT INDONESIA FIBREBOARD INDUSTRY TBK,0.31
PT SURYA INTI SARANA,0.31
DJOJO HARTONO,0.31
RONI KUNTO,0.31
SUMARNI,0.31
PT TRICOM MITRA MANDIRI,0.31
GANDA,0.31
ABY ABDULLAH GANIS,0.31
ZAKI MAULANA,0.31
MISYAL ABDULLAH BAHWAL,0.31
NINO FEDIAWAN KUSMEDI,0.31
SOEHARTO NURCAHYONO,0.31
AMIRA GANIS,0.31
INDRAJAYA WARDHANA,0.31
RUDDY,0.31
OEI ALLAN WIBISONO,0.31
GITA TIFFANI BOER,0.31
PT DIAGNOS LABORATORIUM UTAMA TBK,0.31
I GEDE UPEKSA NEGARA,0.31
PT MITSUBISHI MOTORS KRAMA YUDHA INDONESIA,0.3
PT GS BATTERY,0.3
SAMSUDIN ANDI ARSYAD,0.3
BUDIARTO HALIM,0.3
CHANDRALEIKA M MULIA,0.3
UJANG SUPARMAN,0.3
PRIM GALAWIRA ATMAJA,0.3
EDY KURNIAWAN,0.3
HAN GALAPUTRA ATMAJA,0.3
MARRITA ERHAR,0.3
PT KRIDA CIPTA SATYA,0.3
PT NUTRI BOGA SUKSES,0.3
HENRY ANGKASA,0.3
PT SATRIA PERKASA AGUNG,0.3
PT WIRAKARYA SAKTI,0.3
PT WANAKASITA NUSANTARA,0.3
PT CAKRAWALA MEGA INDAH,0.3
PT ARARA ABADI,0.3
PT LONTAR PAPYRUS PULP & PAPER INDUSTRY,0.3
PT PINDO DELI PULP AND PAPER MILLS,0.3
PABRIK KERTAS TJIWI KIMIA TBK,0.3
TAKASHI KAN,0.3
YOSHIYUKI IWASE,0.3
UBAIDILLAH NUGRAHA,0.3
SURYAMIN HALIM,0.3
TAKUMI TERAKAWA,0.3
TAKEYUKI MATSUURA,0.3
SRI HARYANI,0.3
KURNIAWAN YUWONO,0.3
ANDREAS HARUN DJUMADI,0.3
HASAN AULA,0.3
SINTAWATI HALIM,0.3
SIM CHEE PING,0.3
DJOHAN SUTANTO,0.3
PATRICK ADHIATMADJA,0.3
PT RUBBERINDO UNGGUL PERKASA,0.3
PT MANGATUR DHARMA,0.3
DEDIE SUHERLAN,0.3
PT PULAU KENCANA RAYA,0.29
FERDINAND ADITYA BUDHIHARTANTO,0.29
HANDAJA SUSANTO,0.29
PANDJI SURYA SOERJOPRAHONO,0.29
LAKSMONO TIRTO KUSUMO,0.29
ANTON SEBASTIAN,0.29
BENJAMIN JIARAVANON,0.29
PEI YI LIU TAMMY LIU,0.29
DEWI IRIANTY WIJAYA,0.29
PT AKTIF INDONESIA INDAH,0.29
RATU TATU CHASANAH,0.29
KIKY SUHERLAN,0.29
ANDRIJANTO,0.29
KARTIKA,0.29
SOFYAN BASIR,0.29
M IRFAN,0.29
ALASTAIR GORDON CHRISTOPHER MCLEOD,0.29
LIM CHAI HOCK,0.29
MERLIN,0.29
ULINA FITRIANI,0.29
JENNY QUANTERO,0.29
ELAINE LOW,0.29
RUSSELL JOHN NEIL,0.29
ALEXANDER ERY WIBOWO,0.29
OLIVER KHAW KAR HENG,0.29
LOW YI NGO,0.29
PT GOLDEN HARVEST COCOA INDONESIA,0.29
OEI MICHELE SUNOGO,0.28
R NURWULAN KUSUMAWATI,0.28
ADE ARIFIN,0.28
V ROY SUNARJA,0.28
KAZUHIKO AMINAKA,0.28
HARTONO HONORIS,0.28
NITA TANAWIDJAJA,0.28
SUNGKONO HONORIS,0.28
LINA SUWARLY,0.28
YO ANGELA SOEDJANA,0.28
PT TOYOTA ASTRA FINANCIAL SERVICES,0.28
PT SERASI AUTORAYA,0.28
HENRY LOHANATA,0.28
PT JAYA SWARASA AGUNG TBK,0.28
PT SURYA PERTIWI NUSANTARA,0.28
PT SUMATERA ANUGERAH TEKNINDO PERKASA,0.28
PT KARYA PALMALINDO ANUGERAH,0.28
SANTOSO WIDJOJO,0.28
PT SEA BRIDGE SHIPPING,0.27
PT GERAK BANGUN UTAMA,0.27
PT BERKAT NUSANTARA INDAH,0.27
LAREINA KUSUMA,0.27
LUVENA KATHERINE HALIM,0.27
RIO GOZAL,0.27
PT KARYA AGUNG RETAIL,0.27
EDDY SUGIANTO,0.27
JOHANNES LOMAN,0.27
SUPARNO DJASMIN,0.27
LITTA INDRIYA ARIESCA,0.27
WILLIAM HONORIS,0.27
PT KUKUH MANDIRI LESTARI,0.27
PT WAHANA YASA INTERNATIONAL SHIPPING,0.27
NICHOLAS JONES,0.27
HANDAKA SANTOSA,0.27
SJENIWATI GUSMAN,0.27
SAMEER PRASAD,0.27
MIQUEL RODRIGO STAAL,0.27
PRIJONO SUGIARTO,0.26
BAMBANG WIDJANARKO E S,0.26
ABYASA KAMDANI,0.26
RUDIANTO DARMAWAN SANTOSO,0.26
SELO WINARDI,0.26
ELY,0.26
TOTOK INDRATNO,0.26
SOESENO ADI,0.26
STEPHEN TEN,0.26
PT DHARMALANCAR SEJAHTERA,0.26
EASTERN PEARL FLOUR MILLS,0.26
CHIKAATSU MOCHIDA,0.26
PT ASTRA GRAPHIA INFORMATION TECHNOLOGY,0.26
MINTARJO,0.26
DELLA BINTARI PRATIWI,0.26
PT JASNITA TELEKOMINDO TBK,0.26
PT LESTARI MITRA SEMBADA,0.26
ERITA KASIH TJIA,0.26
LIU CHEN ZHI,0.26
PATTA SOFYAN,0.26
SENDANG PANGGANJAR,0.26
SAPTO BUDIYANTO SANTOSO,0.26
TJOE TJOE PENG LAWER SUPENDI,0.26
ANITA,0.25
PT PANCARAN SAMUDERA TRANSPORT,0.25
DESKA YUDA PRATAMA,0.25
HARTAWAN SETIAWAN,0.25
JOHNNY WONGSONEGORO,0.25
DRIYO PALWOKO AMD,0.25
ANGGORO KASIH DALI SUTRESNO,0.25
LOUDY IRWANTO ELLIAS,0.25
IWAN HADIANTORO,0.25
WIDJAJA KARTIKA,0.25
VILIHATI SURYA,0.25
ARI SUTRISNO,0.25
HENDRA HUTAHEAN,0.25
IDOT SUPRIADI,0.25
PT GEMILANG MULIA SENTOSA,0.25
PT ANUGERAH ANEKA INDUSTRI,0.25
ARIE KUSUMASTUTI MARIA,0.25
PAULUS INDRA INTAN,0.25
DEDY ISMUNANDAR SOETIARTO,0.25
HEFFY HARTONO,0.25
GEDE SHANTA WIGUNA,0.25
MARIO ALBERT UTAMA MARIO UTAMA,0.25
WINDIARTONO TABINGIN,0.25
FATMA ABDULLA AL SUWAIDI FATMA AL SUWAIDI,0.25
NICOLAS ALIX GROENE,0.25
KHALID AHMED AL SADA KHALID AL SADA,0.25
MUHAMMAD ANAS MALLA,0.25
PT SARANA KELOLA SEJAHTERA,0.24
R HESTHI SAMBODO,0.24
KIM JOONSEOK,0.24
REX ALEXANDER JOSEPH SYAUTA,0.24
KIM TAEJAE,0.24
JACKSON CHOEWANDY,0.24
GO ABIDIN CHANDRA,0.24
PT TRISULA INSAN TIARA,0.23
PT JHONLIN AGRO RAYA TBK,0.23
PT DANA BRATA LUHUR TBK,0.23
PT ERA FIT INDONESIA,0.23
TUJUH MARTOGI SIAHAAN,0.23
RONNY KUSGIANTA,0.23
SOPHIE HANDILI,0.23
ABUN GUNAWAN,0.23
PRIHATANTO AGUNG LESMONO,0.23
YUSAK KRISTIAN SOLAEMAN,0.23
ANDI GUNANTO,0.23
BERNARD THEDYARDI,0.23
PT CHITOSE C-ENGINEERING INDONESIA,0.23
PT ARACORD NUSANTARA GROUP TBK,0.23
PT MANAMBANG MUARA ENIM,0.23
JULIUS WAHYU KALAIJ,0.22
ANDREW SANUSI,0.22
HARNO HASJIM,0.22
LIDYA ANWAR,0.22
ANWAR TAY,0.22
ALEXANDER ANWAR,0.22
PT TRISULA TEXTILE INDUSTRIES TBK,0.22
PT TRISCO TAILORED APPAREL MANUFACTURING,0.22
PT TRIMAS SARANA GARMENT INDUSTRY,0.22
PT MANDIRI HERINDO ADIPERKASA TBK,0.22
PT GLOBAL MINING SERVICES,0.22
PT PETRO NIAGA MANDIRI,0.22
WAYAN YOGA SEGARA,0.22
HENDRIX PERMANA,0.21
FARIZ HUTAMA PUTRA,0.21
SAMSUL EFFENDI,0.21
DAVID YAMANTO,0.21
KENNARD JR S KURNIA,0.21
PT SLJ GLOBAL TBK,0.21
PT MEDIKALOKA HERMINA TBK,0.21
PT PATRA JASA,0.21
PT LINGKAR ALAM SENTOSA,0.21
ANEKA TAMBANG TBK,0.2
PT RAY DELTA MANDIRI,0.2
INDO KORDSA TBK,0.2
DANIEL WAHYU KALAIY,0.2
PT PERTAMINA GEOTHERMAL ENERGY TBK,0.2
PT WAHANA LESTARI MAKMUR SUKSES,0.2
BUMI RESOURCES MINERALS TBK,0.2
PT INTI ANUGERAH PRATAMA,0.2
TEMPO SCAN PACIFIC TBK,0.2
KEDAWUNG SETIA INDUSTRIAL TBK,0.2
TUNAS BARU LAMPUNG TBK,0.2
PT SENTRAL MITRA INFORMATIKA TBK,0.2
ARGHA KARYA PRIMA IND. TBK,0.2
PT SUNGAI BUDI,0.2
PT YAMAZAKI INDONESIA,0.2
PT KIDECO JAYA AGUNG,0.2
PT GARUDA METALINDO TBK,0.19
WILLEM MATHIAS NATIGOR KALAIJ,0.19
JAYA REAL PROPERTY TBK,0.19
PT LENOX PASIFIK INVESTAMA TBK,0.19
INDOFOOD CBP SUKSES MAKMUR TBK,0.19
PT CAHAYAPUTRA ASA KERAMIK TBK,0.19
PT SARANA KENCANA MULYA,0.19
PT PERUSAHAAN GAS NEGARA TBK,0.19
POLYCHEM INDONESIA TBK,0.19
PT VISI TELEKOMUNIKASI INFRASTRUKTUR TBK,0.19
PT TOURINDO GUIDE INDONESIA TBK,0.19
PT MITRABARA ADIPERDANA TBK,0.19
PT ASURANSI JIWA INHEALTH INDONESIA,0.19
PT BCA MULTI FINANCE,0.19
PT BOGAMULIA NAGADI,0.19
PT CIPUTRA PURI TRISULA,0.19
PT PHILIP MORRIS INDONESIA,0.19
SALIM IVOMAS PRATAMA TBK,0.19
PT GARUDAFOOD PUTRA PUTRI JAYA TBK,0.19
PT GOTO GOJEK TOKOPEDIA TBK,0.19
SURONO SALEM,0.19
CHEN GUANG,0.19
YU CUNFEI,0.19
ASURANSI HARTA AMAN PRATAMA TBK,0.19
INDOFOOD SUKSES MAKMUR TBK,0.19
TIGARAKSA SATRIA TBK,0.19
PT IMC PELITA LOGISTIK TBK,0.19
JAYA KONSTRUKSI MANGGALA PRATAMA TBK,0.19
PT TUNAS ALFIN TBK,0.19
PT SUPRABARI MAPANINDO MINERAL,0.19
PT PURA BARUTAMA,0.19
PT NUSA HALMAHERA MINERALS,0.19
PT MOBILITAS DIGITAL INDONESIA,0.19
PT BRAHMAYASA BAHTERA,0.19
PT JAYA SUKSES MAKMUR SENTOSA TBK,0.19
PT ASURANSI TUGU PRATAMA INDONESIA TBK,0.19
PLAZA INDONESIA REALTY TBK,0.19
GAJAH TUNGGAL TBK,0.19
METROPOLITAN KENTJANA TBK,0.19
PT CHANDRA ASRI PACIFIC TBK,0.18
PT BANK MAYAPADA INTERNASIONAL TBK,0.18
PT DHARMA SATYA NUSANTARA TBK,0.18
KAWASAN INDUSTRI JABABEKA TBK,0.18
PT VICTORIA INVESTAMA TBK,0.18
PT AGUNG PODOMORO LAND TBK,0.18
PT DMS PROPERTINDO TBK,0.18
PT SURYA SEMESTA INTERNUSA TBK,0.18
PT BANK IBK INDONESIA TBK,0.18
PT SARIGUNA PRIMATIRTA TBK,0.18
EXPRESS TRANSINDO UTAMA TBK,0.18
JAPFA COMFEED INDONESIA TBK,0.18
PT BUANA LINTAS LAUTAN TBK,0.18
PT WEHA TRANSPORTASI INDONESIA TBK,0.18
PT ROCKFIELDS PROPERTI INDONESIA TBK,0.18
PT EKA DHARMA JAYA SAKTI,0.18
PP LONDON SUMATRA INDONESIA TBK,0.18
ISLAND CONCEPTS INDONESIA TBK,0.18
PT PHAPROS TBK,0.18
SIMP,0.18
PT PANORAMA HOSPITALITY MANAGEMENT,0.18
PT KEVA COSMETICS INTERNASIONAL,0.18
PT TRUBAINDO COAL MINING,0.18
PT KALTIM PRIMA COAL,0.18
PT PETROKIMIA GRESIK,0.18
PT CHITRA PARATAMA,0.18
PT BUMI MINERAL SULAWESI,0.18
PT MANDIRI BANGUN MAKMUR,0.18
PT PUSAKA BUANA UTAMA,0.18
PT ARUTMIN INDONESIA,0.18
PT LAZULI KARYA SARANA,0.18
PT ELNUSA PETROFIN,0.18
PT FURUKAWA INDOMOBIL BATTERY MANUFACTURING,0.18
PT PERMATA BIRAMA SAKTI,0.18
PT BANK MULTIARTA SENTOSA TBK,0.18
PT MORA TELEMATIKA INDONESIA TBK,0.18
GOWA MAKASSAR TOURISM DEVELOPMENT TBK,0.18
PT ASURANSI MAXIMUS GRAHA PERSADA TBK,0.18
YULIANA SETIADI,0.18
BANK MEGA TBK,0.18
PT CINEMAXX GLOBAL PASIFIK,0.18
TRULI NATASCHA WILHELMINA KALAIJ,0.18
LO KHENG HONG,0.18
THOMAS CHRISTIAN,0.18
ANTHONI SALIM,0.18
PT MEGAPOWER MAKMUR TBK,0.18
SRI WAHYUNING,0.18
HILMAN HERMAWAN,0.18
ELANG MAHKOTA TEKNOLOGI TBK,0.17
PT GLOBAL TIKET NETWORK,0.17
PT ALLO BANK INDONESIA TBK,0.17
PT PERTAMINA PATRA NIAGA,0.17
ESSA INDUSTRIES INDONESIA TBK,0.17
WILLEM LOUIS CHAREL KALAIJ,0.17
INTILAND DEVELOPMENT TBK,0.17
MERI HERAWATI K,0.17
SAUD USMAN NASUTION,0.17
DAVID,0.17
RUDY GUNAWAN,0.17
AMIR SUNARKO,0.17
AMIRUDDIN ARRIS,0.17
BUBUN HASBULLAH,0.17
SIENNY MURNIAWANTI,0.17
UUN ROUDHOTUL JANNAH,0.17
HASMORO,0.17
BINSAR PARASIAN SIMORANGKIR,0.17
YULISAR KHIAT,0.17
LYDIA IMMANUEL,0.17
MEIJANI WIBOWO,0.17
JIMMY,0.17
ZAENAL,0.17
NUSA KONSTRUKSI ENJINIRING TBK,0.17
PT MITRA SOLUSI TELEMATIKA,0.17
RIDWAN,0.17
HARTONO,0.17
ASURANSI MULTI ARTHA GUNA TBK,0.17
RAUF PURNAMA,0.17
IRWANDY ARIF,0.17
ELEN SETIADI,0.17
RUDY SUFAHRIADI,0.17
M RUDY SALAHUDDIN RAMTO,0.17
PIUS LUSTRILANANG,0.17
ACHMAD ARDIANTO,0.17
I DEWA WIRANTAYA,0.17
HANDI SUTANTO,0.17
ARIANTO SABTONUGROHO RUDJITO,0.17
RATIH DEWIHANDAJANI L,0.17
ISMAIL,0.17
ADHIKA ANDRAYUDHA BAKRIE,0.17
PT MAHKOTA GROUP TBK,0.17
ADRIAN KALAIJ,0.17
PT PRIMA CAKRAWALA ABADI TBK,0.17
ENDANG LESTARI PUJIASTUTI,0.17
PT BINTANG OTO GLOBAL TBK,0.17
PT KALIMANTAN CITRA BARA,0.17
PT SPINMILL INDAH INDUSTRY,0.17
PT PRESTISIUS INDONESIA,0.17
PT ERHA CLINIC INDONESIA,0.17
PT KING HALIM JEWELRY,0.17
PT INTERMEDIA CAPITAL TBK,0.17
TRIKOMSEL OKE TBK,0.17
PT GLOBE KITA TERANG TBK,0.17
PT VISI MEDIA ASIA TBK,0.17
PT HIMALAYA ENERGI PERKASA TBK,0.17
PT VODA INDONESIA,0.17
PT SURYA CITRA TELEVISI,0.17
PT ESTIKA CIPTA ABADI,0.17
PT PERTAMINA GAS,0.17
PT SUMBERDAYA SEWATAMA,0.17
PT SATRIA BAHANA SARANA,0.17
PT SEMESTANUSTRA DISTRINDO,0.17
PT AGUNG AUTOMALL,0.17
PT ANUGERAH INDOFOOD BAROKAH MAKMUR,0.17
PT JAYA DISTRIBUSI RITEL,0.17
PT ZKDIGIMAX EXCEL NOBLE,0.17
ABM INVESTAMA TBK,0.17
AGUNG PRABOWO,0.17
PT DCI INDONESIA TBK,0.17
NALINKANT AMRATLAL RATHOD,0.17
TEGUH BOENTORO,0.17
KANAKA PURADIREDJA,0.17
GORIES MERE,0.17
AGOES PROJOSASMITO,0.17
ADRIAN WICAKSONO,0.17
CHARLES DANIEL GOBEL,0.17
ADIKA NURAGA BAKRIE,0.17
SUGIMAN HALIM,0.17
FUAD HELMY,0.17
MUHAMMAD SULTHON,0.17
HERWIN WAHYU HIDAYAT,0.17
ADIKA ARYASTHANA BAKRIE,0.17
SETIAWAN ALUWI,0.17
INDAH PUSPITA SARI,0.17
KARTIKA HAMAMI,0.17
IMELDA TIO,0.17
TINAH,0.17
YOSE RIZAL,0.17
SOETIKNO SOEDARJO,0.17
DIANA WIRAWAN,0.17
LIZA PRASODJO,0.17
HARTATY SUSANTO,0.17
LINDA LUKITASARI,0.17
I MADE DHARMA WIJAYA,0.17
SHANIA,0.17
RORITA LIM,0.17
JOSEP ISMANTO,0.17
AVIASKA DIAH RESPATI H,0.17
RUTH DEWI ROSILA WIDJAJA,0.17
ADRIANA PIO,0.17
THOMAS KALAIJ,0.17
JOSEPHINE HANDAYANI HIDAJAT,0.17
CHRISTINE HERAWATI,0.17
CAROLINE HIMAWATI HIDAJAT,0.17
PERMADI AL SUHARTO,0.17
ADRIANUS PIO,0.17
ADRIANUS NOE,0.17
HENRY LIEM,0.17
AMIRSYAH RISJAD,0.17
PT AGUNG SEMESTA SEJAHTERA TBK,0.16
BAMBANG HARTONO,0.16
JOHN LOPULISA,0.16
JAKARTA INTERNATIONAL HOTELS & DEVELOPMENT TBK,0.16
AGUS DW MARTOWARDOJO,0.16
PT ISPAT BUKIT BAJA,0.16
OWEN PETRO BITUMEN,0.16
STAR PACIFIC TBK,0.16
PT VIDIO DOT COM,0.16
PT ELECTRONIC CITY INDONESIA TBK,0.16
BUMI TEKNOKULTURA UNGGUL TBK,0.16
PT MSIG LIFE INSURANCE INDONESIA TBK,0.16
PT CHAKRA JAWARA,0.16
PT GLOBAL DIGITAL NIAGA,0.16
PT LIPPO MALLS INDONESIA,0.16
PT PERTAMINA TRANS KONTINENTAL,0.16
PT BENTOEL PRIMA,0.16
MUHAMMAD IQBAL,0.16
TAUFIK WIRAATMADJA,0.16
PT SINAR MAS MULTIARTHA TBK,0.16
SANDERAWATI JOESOEF,0.16
HELMY YUSMAN SANTOSO,0.16
SUMIHAR MANURUNG,0.16
SOLIHIN,0.16
PT HOTEL FITRA INTERNATIONAL TBK,0.16
HERMAN WIJAYA,0.16
ERVIN WIJAYA,0.16
BUDI WIJAYA,0.16
SUSENO WIJAYA,0.16
MUHAMAD NURHADI,0.16
SALMAN FAISOL,0.16
PUTU IRIN GENTA MARUNG,0.16
PT SINAR DIGITAL TERDEPAN,0.16
SONDANG EKA RAHMAWATI,0.16
APEXINDO PRATAMA DUTA TBK,0.16
ADHI INDRAWAN,0.16
PT BLUE BIRD TBK,0.16
PT GRAHA ANDRASENTRA PROPERTINDO TBK,0.16
ASURANSI BINA DANA ARTA TBK,0.16
PT ARCHI INDONESIA TBK,0.16
JOEDIANTO SOEJONOPOETRO,0.16
PT GARUDA MAINTENANCE FACILITY AERO ASIA TBK,0.16
PT CHARNIC CAPITAL TBK,0.16
FRANCISCUS WELIRANG,0.16
PAULUS MOLEONOTO,0.16
ALAMSYAH,0.16
AXTON SALIM,0.16
TJHIE TJE FIE THOMAS TJHIE,0.16
HENDRA WIDJAJA,0.16
PT RUBY KARYA SEJAHTERA,0.16
PT INDOPRIMA INVESTAMA,0.16
PT ISPAT INDO,0.16
PT GRAHA INVESTAMA MANDIRI,0.16
PT PANORAMA MEDIA,0.16
PT ARYADUTA INTERNATIONAL MANAGEMENT,0.16
PT PRODIA STEMCELL INDONESIA,0.16
PT PELITA SAMUDERA SHIPPING,0.16
PT PERTAMINA INTERNATIONAL SHIPPING,0.16
PT PROINVESTINDO,0.16
PT JUARA INDONESIA,0.16
FENDI SANTOSO,0.16
GANESH CHANDER GROVER,0.16
CHRYSOLOGUS RN SINULINGGA,0.16
MERRY MARYATI,0.16
BACELIUS RURU,0.16
FG WINARNO,0.16
ADI PRANOTO LEMAN,0.16
SUAIMI SURIADY,0.16
MARK JULIAN WAKEFORD,0.16
SULIANTO PRATAMA,0.16
TIO EDDY HARIYANTO,0.16
IN SHE,0.16
CHANDRA ARIF SANTOSO,0.16
JOHAN SILITONGA,0.16
LUCIANA SUTANTO,0.16
ANTHONY SOEHARTONO,0.16
HERMAWAN SUTANTIO,0.16
IYAN PERMANA,0.16
GAUTAMA HARTARTO,0.16
AMIEN SUNARYADI,0.16
CHRISTIAN H SIBORO,0.16
RACHMAT HUTAMA,0.16
ARIEF KURNIA RISDIANTO,0.16
TONY SETIA BOEDI HOESODO,0.16
DINI SHANTI PURWONO,0.16
ABDULLAH AUFA FUAD,0.16
WARIH SADONO,0.16
ARIEF SETIAWAN HANDOKO,0.16
ROSA PERMATA SARI,0.16
FADJAR HARIANTO WIDODO,0.16
RATIH ESTI PRIHATINI,0.16
HARRY BUDI SIDHARTA,0.16
DJALI HALIM,0.16
GUNAWAN HALIM,0.16
DJUNALI DJUWATI,0.16
WIJI SANTOSO,0.16
H ROSIHAN ARSYAD,0.16
JOHAN SETIAWAN,0.16
BAMBANG HUSODO,0.16
ILHAM,0.16
PAULUS RIDWAN PURAWINATA,0.16
ALEXANDRA YOTA DINARWANTI,0.16
THEIGNATIUS AGUS SALIM,0.16
CLAUDIA INGKIRIWANG,0.16
ING ING CINDY EVA,0.16
ELLEN YANURY LUASSA,0.16
HENRI WIDODO,0.16
ADI PUTERA WIDJAJA,0.16
KHOIRUDIN,0.16
YULIUS LEONARDO,0.16
HELMY PARAMADITYA,0.16
DANI PRASTIADI,0.16
SUGITO WALUJO,0.16
WISNU SETIADI,0.16
FERDI GUNAWAN,0.16
TAN AGUSTINUS DERMAWAN,0.16
SUDHAMEK AGOENG WASPODO SOENJOTO,0.16
HARTONO ATMADJA,0.16
RAHAJOE DEWININGROEM SOENJOTO,0.16
UNTUNG RAHARDJO,0.16
HARDIANTO ATMADJA,0.16
PANGAYOMAN ADI SOENJOTO,0.16
KUSUMO DEWININGRUM SUNJOTO,0.16
FRANSISKUS JOHNY SOEGIARTO,0.16
JOHANNES SETIADHARMA,0.16
PAULUS TEDJOSUTIKNO,0.16
BAKRIE SUMATERA PLANTATIONS TBK,0.16
MANUEL VELEZ PANGILINAN,0.16
EKA SUSANTO WIDADI SUNARSO,0.16
SUSIANIWATY,0.16
SOEHARTO SUNJOTO,0.16
ANDRE SOELISTYO,0.16
WILLIAM TANUWIJAYA,0.16
MELISSA SISKA JUMINTO,0.16
KEVIN BRYAN ALUWI,0.16
SUDHANSHU RAHEJA,0.16
MONICA LYNN MULYANTO,0.16
CATHERINE HINDRA SUTJAHYO,0.16
HANS PATUWO,0.16
OWEN STRATEGIK MEDIA,0.16
NAPAK TILAS SENI,0.16
SANIA MAKKI,0.16
HAPPY SALMA,0.16
MULIA INDUSTRINDO TBK,0.16
IWAN PUTRA BRASALI,0.16
INDRADI PRASODJO,0.16
JOSEF GUNAWAN SETYO,0.16
TREESJE HALIM,0.16
SUTJIANTA,0.16
PRAMONO MARGONO,0.16
ADIE POERNOMO WIDJAYA,0.16
SENDRA GUNAWAN,0.16
YULIANTO PIETTOJO,0.16
NOTARIZA TAHER,0.16
BENNY S SANTOSO,0.16
CHRISTOPHER H YOUNG,0.16
JOSEPH HON PONG NG,0.16
JOHN WILLIAM RYAN,0.16
HANS KARTIKAHADI,0.16
SULAIMAN ARIF ARIANTO,0.16
TAN SUZI INDRIANI,0.16
TAN ELLY,0.16
CHANDRA NATALIE WIDJAJA,0.16
HASBULLAH MUIS,0.16
MEITY TJIPTOBIANTORO,0.16
CHARISE N SOEMARNO W,0.16
PATRICK RUDIANTO WIIDJAJA,0.16
FRANKY OESMAN WIDJAJA,0.16
VALE INDONESIA TBK,0.16
TRI WIBOWO,0.16
MASAGOES ISMAIL NING,0.16
AGUS SETIADI LUKITA,0.16
ADI HARSONO,0.16
TITTO DEVIANTO,0.16
SAMUEL SOFYAN TIKA,0.16
BELINDA NATALIA,0.16
T PERMADI RACHMAT,0.16
HERMANTO TANOKO,0.16
ELEAZAR LESLIE SAJOGO,0.16
GO HERLIANI PRAYOGO,0.16
GO IE TIONG,0.16
THOMAS WAHYU KALAIJ,0.16
FRANSISKUS RULY ARYAWAN,0.16
MICHAEL J P WIDJAJA,0.16
SINTONG PANJAITAN,0.16
PT BALI BINTANG SEJAHTERA TBK,0.16
PT TUNAS RIDEAN TBK,0.16
AMELIA GOZALI,0.16
PRAJOGO PANGESTU,0.16
ROSANO BARACK,0.16
ANTHONY PRABOWO SUSILO,0.16
EVY TIRTASUDIRA,0.16
LILIK ENDAH HARIATI,0.16
SUNARYO,0.16
ERWIN CIPUTRA,0.16
KISYUWONO,0.16
HUSIN WIDJAJAKUSUMA,0.16
PT MEGALESTARI EPACK SENTOSARAYA TBK,0.16
LIM CHONG THIAN,0.16
JONATHAN TAHIR,0.16
TJENDRAWATI GUNADI,0.16
BARITONO PRAJOGO PANGESTU,0.16
EDI RIVA I,0.16
RAYMOND,0.16
ANDRE KHOR KAH HIN,0.16
DAVID DESANAN,0.16
TAHIR,0.16
DATO SRI TAHIR,0.16
SUZANNA TANOJO,0.16
INDRAWATI NURSALIM,0.16
KRISTIANI HERRAWATI,0.16
