Nama,Closeness
ERICK THOHIR,1.0
PT RADIO MERPATI DHARMAWANGSA,1.0
MOHAMMAD SOPHI DJUDZMAN,1.0
PT REDCANDLE,1.0
RAMESH LALCHAND PRIDHNANI RAM SORAYA,1.0
PT SORAYA INTERCINE FILMS,1.0
RAJESH KEWALRAM JAGTIANI,1.0
PT SPECTRUM FILM,1.0
DAVID SURTANDI,1.0
PT BHINEKA CIPTABAHANA PURA,1.0
HANS SUNYOTO TJANDRA,1.0
PT MITRA GLOBAL HOLIDAY,1.0
SUSWANTO,1.0
PT SISTEMATIS BANGUN INDONESIA,1.0
IRWAN ADRIANSYAH,1.0
PT GREENSTAR ARTEK INDONESIA,1.0
MICHAEL ALFONSUS,1.0
PT MITRA GARDA PERKASA,1.0
ALI TARIGAN,1.0
PT MITRA TATA ABADI BERSAMA,1.0
BENNI CHRISTOPHER R SITANGGANG,1.0
PT PAGAR BATU LESTARI,1.0
SURYA SYAMSUARDI,1.0
PT TANGGUH KARYA UNGGUL,1.0
LUKI THETA HANDAYANI,1.0
PT WASKITA MODERN REALTI,1.0
WERNER ALOYS BAUMANN,1.0
PT BAYER INDONESIA,1.0
PUDJI ASTUTI,1.0
PT GLOBAL SATRIA AJI,1.0
BIANTORO WANANDI,1.0
DAVID JUNUS,1.0
PT SETIAJAYA ERA UNGGUL,1.0
CV JASA SAHABAT ABADI,1.0
SUMIATI,1.0
CV SRI REZEKI,1.0
LESMANA DJASA,1.0
PT SUKSES SENTOSA,1.0
DEDI RIZAL,1.0
PT SUROPATI JAYA ABADI,1.0
TIURMA HUTAGALUNG,1.0
PT WIRA JAYA MANDIRI,1.0
TARUNA WIDJAJA,1.0
PT ENSEVAL MEDIKA PRIMA,1.0
PARAJUGO GUNAWAN,1.0
PT MERAPI UTAMA PHARMA,1.0
HANAFIA HOSEN,1.0
PT REKAMILENIUMINDO SELARAS,1.0
DJONNY HARTONO TJAHYADI,1.0
PT TRI SAPTA JAYA,1.0
JONATHAN LIMBONG PARAPAK,1.0
YAYASAN UNIVERSITAS PELITA HARAPAN,1.0
SENDY DANIEL C SOPACUA,1.0
PT LF SERVICES INDONESIA,1.0
PAMITRA WINEKA,1.0
PT TANI SUPPLY INDONESIA,1.0
LIANTO SUWANDY,1.0
PT GLITTERINDO PRATAMA,1.0
LIM ARIEF HANDOKO,1.0
PT INTINUSA TEKNIK SEJAHTERA,1.0
ADRIANUS DARYANTO,1.0
PT TATAMETRIKA NUSANTARA,1.0
STEVEN FINK,1.0
PT DHL SUPPLY CHAIN INDONESIA,1.0
OURANIA SOTOS,1.0
PT HAVI INDONESIA,1.0
CHUN MING LI,1.0
PT LASTANA EXPRESS INDONESIA,1.0
YOSHIHIRO HIDAKA,1.0
PT YAMAHA INDONESIA MOTOR MANUFACTURING,1.0
TJETJEP TEDDY HADI,1.0
PT HADI PUTRA JAYA,1.0
DONNA KURNIAWAN,1.0
PT SARI MICHANG CONCORD,1.0
PRAMASALEH HARYO UTOMO,1.0
DIDIT SULISTYO,1.0
PT GRAHA SARANA DUTA,1.0
HERI SUPRIADI,1.0
DJONET HARTONO,1.0
PT TELKOM AKSES,1.0
SURATMAN,1.0
PT TELKOM LANDMARK TOWER,1.0
ANNISA MAHARANI,1.0
PT IWACO JAYA ABADI,1.0
SUWANDY TASLIM,1.0
DIAN YUNIARTI,1.0
PT SEDERHANA MANDIRI,1.0
SYAHRANI,1.0
CV LANCAR MARITIM JAYA,1.0
RAFII HAMDI,1.0
PT LANCARJAYA ENERGI NUSANTARA,1.0
HONG KAH ING,1.0
PT TEKNIK ALUM SERVICE,1.0
VICTOR ARIYANTO,1.0
PT KAPUK PANGAN SENTOSA,1.0
CHEN XUEHUA,1.0
XIANG BINGXUE,1.0
HEYNCE WONGKAR,1.0
PT ANUGERAH SAKTI KONSTRUKSI UTAMA,1.0
HERSAN,1.0
PT HILLCONJAYA SAKTI TBK,1.0
CHARLY TJAKRA,1.0
PT PELAYARAN MERAH PUTIH,1.0
FRANKY LIMANTO SIAUW,1.0
PT SENTOSA LAJU MARITIME,1.0
HE CONGZHEN,1.0
PT INDONESIA GUANG CHING NICKEL AND STAINLESS STEEL INDUSTRY,1.0
SOFIAN SULISTIO,1.0
CV SUMBER KARYA LOGAM,1.0
JOHAN BUNTORO,1.0
PT ARTHAWENASAKTI GEMILANG,1.0
PANJI SANJAYA,1.0
PT CENTRAL SAHABAT BARU,1.0
HIDAJAT WANGSAWIDJAJA,1.0
PT INDONESIA MULTI COLOUR PRINTING,1.0
TOSHIYUKI HIGUCHI,1.0
PT NIPPON STEEL TEXENG INDONESIA,1.0
AMIRUL MUTAMAR,1.0
PT KRAKATAU INFORMATION TECHNOLOGY,1.0
LINGGO WIJAYA LIN,1.0
PT SINAR POWERINDO UTAMA,1.0
TSENG HUANCHIH,1.0
PT POU YUEN INDONESIA,1.0
WIHYANDI NURDIN,1.0
PT ASIA PETROCOM SERVICES,1.0
TIMOTHY MICHAEL MCKEON,1.0
PIN HARRIS,1.0
PT MATRA UNIKATAMA,1.0
STEVANUS,1.0
PT BIRU PERSADA UTAMA,1.0
PT SAHATI HAMPARAN TANGGUH,1.0
PT BARCO,1.0
ADHIE NUGROHO GAUTAMA,1.0
PT BONANZA MEGAH,1.0
SUGENG MULYONO MUKTIWIJAYA,1.0
PT KUSUMA MUKTI REMAJA,1.0
TRESS SUWARSA,1.0
PT PALKO SARI EKA,1.0
PT SIONCHEM GLOBAL INDO,1.0
DIMAS HARRY PRIAWAN,1.0
PT DEKORUMA INOVASI LESTARI,1.0
SANDY PERMADI,1.0
PT RITEL BERSAMA NASIONAL,1.0
DJAJA AGUSTINA,1.0
PT BESAR INTI GLOBAL,1.0
TIANDY TIANG,1.0
PT GARUDA SEJAHTERA FURINTRACO,1.0
ENDANG HARIANTO,1.0
PT PUNGUT PERMAI PERKASA,1.0
PT QUANTUM TOSAN INTERNASIONAL,1.0
DAMLI TANDI,1.0
PT TANDITAMA MANDIRI,1.0
SUITO PURNAMA,1.0
PT PRIMA BETON BANGUN PERSADA,1.0
WILLYS SOEMITRO TEH,1.0
PT CAHAYA PLASTINDO SEJAHTERA,1.0
INDRA ANDREAS BENYAMIN,1.0
PT GUNADAYA INTI SEJATI,1.0
TO EDY,1.0
PT MULTI GLOBAL PLASINDO,1.0
ZHANG YONGTAI,1.0
PT NAN YANG TECHNOLOGY INDONESIA,1.0
PT PURA MAYUNGAN,1.0
SUWIYONO,1.0
PT ROFINDO JAYATAMA,1.0
LERSAN MISITSAKUL LUZI ANDREA MATZIG,1.0
PT ASIAN TRAILS INDONESIA,1.0
ARIEF PRAMUHANTO,1.0
PT INDOFARMA GLOBAL MEDIKA,1.0
VERDI BUDIDARMO,1.0
HUTOMO WIYONO,1.0
PT PODO MEKAR JAYA SENTOSA,1.0
STEVANUS HADI CHANDRA TJAN,1.0
PT SEHAT INTI PERKASA,1.0
PT WITA LARAS KIRANA,1.0
WIDURI INDAH KESUMA,1.0
PT SAWITA ANTARIS MAKMUR,1.0
PT LANGGAI AGRINDO AGUNG,1.0
ALBERTUS HARIONO,1.0
PT SINAR BINTANG MULIA,1.0
ARIEF WISNU PUTRO,1.0
PT CAHAYA SOLUSINDO PERKASA,1.0
YANG JINGHUI,1.0
PT YALI CONSTRUCTION INDONESIA,1.0
EIRO TANIGUCHI,1.0
PT ARTHAASIA FINANCE,1.0
PT ADHIKARISMA PRATAMA,1.0
BENGAWAN CIANG,1.0
PT BENGAWAN KARYA SAKTI,1.0
TOMMY GUNAWAN,1.0
PT ARKHA JAYANTI PERSADA TBK,1.0
ARWANA CITRAMULIA TBK,1.0
LUCAS,1.0
ARTHAVEST TBK,1.0
PT TRIMITRA PRAWARA GOLDLAND TBK,1.0
PT AVIA AVIAN TBK,1.0
PT AGRO YASA LESTARI TBK,1.0
PT MITRA ANGKASA SEJAHTERA TBK,1.0
PT BANK MASPION INDONESIA TBK,1.0
BANK BUMI ARTA TBK,1.0
PT BANK CIMB NIAGA TBK,1.0
PT WOORI FINANCE INDONESIA TBK,1.0
OKI WIDJAJA,1.0
PERDANA GAPURA PRIMA TBK,1.0
PT GEOPRIMA SOLUSI TBK,1.0
GARDA TUJUH BUANA TBK,1.0
PT HENSEL DAVEST INDONESIA TBK,1.0
PT JAYA TRISHINDO TBK,1.0
HUTOMO MANDALA PUTRA,1.0
HM SAMPOERNA TBK,1.0
PT TERREGRA ASIA ENERGY,1.0
PT TEMAS TBK,1.0
TEMPO INTI MEDIA TBK,1.0
TOTAL BANGUN PERSADA TBK,1.0
MARCUS HARIANTO B,1.0
TRISULA INTERNATIONAL TBK,1.0
KINDARTO KOHAR,1.0
TRIAS SENTOSA TBK,1.0
PT GUNA TIMUR RAYA TBK,1.0
PT SURYAMAS TRANSPORT NUSANTARA,1.0
SALIK SOETEMO,1.0
PT SALAM PACIFIC INDONESIA LINES,1.0
SUTARYA,1.0
PT TRANSINDO INTERDWIPANTARA,1.0
MUHAMMAD BAYU AFFANDI,1.0
PT BAYU SINERGI SAKTI,1.0
REBECCA BRIONY SCOTT,1.0
PT HOWDEN INSURANCE BROKERS INDONESIA,1.0
BILLY SANTOSO LIE,1.0
PT KINDO RITEL PRIMA,1.0
JASON J LAMUDA,1.0
PT LOE CUAN DULUAN,1.0
LIU SUNG PHIN,1.0
PT PILOFICE,1.0
YENNY SETIA WIDJAJA,1.0
PT TOP FOOD INDONESIA,1.0
ISHAK RACHMAT TJAHYONO,1.0
PT BLACKSTEEL PROPERTIES,1.0
CHARLES,1.0
PT CAREFASTINDO,1.0
PANDU PATRIA SJAHRIR,1.0
PT CENTREPARK CITRA CORPORA,1.0
RAHMAT ZUHRI,1.0
PT HARAFIEL TRI JAYA,1.0
JOHAN ERAWAN,1.0
CV BANGUN BERKAH MAJU BERSAMA,1.0
PT ERARESIK HUNIAN,1.0
GUNADI WIDJAJA,1.0
PT EVERGREEN SHIPPING AGENCY INDONESIA,1.0
SAMSUL MAARIF,1.0
PT PRATAMA LOGISTIC SYSTEM,1.0
ANTONIUS SETIAWAN,1.0
PT BAUER PRATAMA INDONESIA,1.0
MINTONO SUGIHARTO,1.0
PT CASA PRIMA INDONESIA,1.0
NAWA GULARSO IR,1.0
PT DELIMA KREASI NUSA,1.0
GERY NYOTO,1.0
PT DINAMIKA SOLUSI OPTIMA,1.0
EKO SETYAWAN,1.0
PT FARMEL CAHAYA MANDIRI,1.0
KHURNIATI,1.0
PT PERSADA MANDIRI SUKSES,1.0
THAKURDAS PURSANI WADHUMAL,1.0
PT SHIVA SAKTI STEEL,1.0
DIAN PRAMBINI,1.0
CRISTINA SANDJAJA,1.0
PT PRODIA DIAGNOSTIC LINE,1.0
LINARDO LIE,1.0
PT ANUGRAH SOLIDINDO PRATAMA,1.0
OLAV HUGO POOT,1.0
PT OMEGA DRILLING SERVICES,1.0
FAJAR SASONGKO,1.0
PT TRUBA JAGA CITA,1.0
EDWARD TIRTANATA,1.0
PT BUMI CIPTA RASA,1.0
LI CHUO PIN,1.0
PT HON CHUAN INDONESIA,1.0
SOEDOMO MERGONOTO,1.0
PT SANTOS JAYA ABADI,1.0
HANDY,1.0
CV SUDIRA UTAMA LESTARI,1.0
GEORGE SANTOS,1.0
PT BUKIT BATU MULIA,1.0
SITI SURYANI,1.0
PT BUKIT PEMBANGKIT INNOVATIVE,1.0
ASTUTI,1.0
PT BUMI ALAM RAYA,1.0
WIDIANTA,1.0
PT MARAJA MASOGI,1.0
ARISTYO RAHADIYAN,1.0
PT CT ADVANCE TECHNOLOGY,1.0
SALIM SALOMO,1.0
PT IVORY FORTUNER MAS,1.0
MARCHO IBRAHIM,1.0
PT MEGAH ADHI KARYA,1.0
JOHANES KENNEDY ARITONANG,1.0
PT PERKASA BETON BATAM,1.0
YOSEPH WIKATAMA,1.0
ZHANG ZHAOQIANG,1.0
PT SANY PERKASA,1.0
PT SARANA RUSEL VICTORY,1.0
TJANDRA SARI,1.0
PT KARTIKA SELABUMI MINING,1.0
BOYKE POERBAYA ABAIDIN,1.0
PT MASMINDO DWI AREA,1.0
TUNG TZUHSIEN,1.0
PT PEGAUNIHAN TECHNOLOGY INDONESIA,1.0
PT SAPTA SARI TAMA,1.0
PT PUTRA REJEKI GARMINDO,1.0
ANDRIAN GUNAWAN,1.0
TOMOYA SETO,1.0
PT GUNZE SOCKS INDONESIA,1.0
GUNAWAN,1.0
PT GARDATAMA MULIA KENCANA,1.0
SUCIPTO,1.0
PT GOLDEN GREAT BORNEO,1.0
SELAMAT BUDIMAN,1.0
PT BAHTERA PERMATA SARANA LANCAR,1.0
SAULUS ERWIN PAMUNGKAS,1.0
PT BANYAN KOALINDO LESTARI,1.0
WARDONO ASNIM,1.0
M SURI,1.0
PT USAHA MAJU MAKMUR,1.0
HERMAN SETIADY,1.0
PT GEMA KARYA ABADI,1.0
ANTTI JUHANI HERLIN,1.0
PT KONE INDO ELEVATOR,1.0
AMRITA RANDHAWA,1.0
PT STAR REACHERS INDONESIA,1.0
ANANT MADHUKAR YARDI,1.0
PT WEWORK SERVICES INTERNATIONAL,1.0
MATA UANG ASING,1.0
MARIA THERESIA YULITA,1.0
PT SARANA MEDITAMA INTERNATIONAL,1.0
YOGI ROSENO,1.0
PT BEYOND MEDICAL INDONESIA,1.0
TJOA INDRA KURNIAWAN,1.0
PT MEDEV INDO MAKMUR,1.0
IDIN MUKHIDIN,1.0
PT PARAMOUNT BED INDONESIA,1.0
TJANDRA MUNANTO,1.0
PT PERUSAHAAN DAGANG MENDJANGAN,1.0
JAYANTHI,1.0
PT WORCKHARDT PHARMA INDO,1.0
PT PRATITA PRAMA NUGRAHA,1.0
LINDAWATI TERTA,1.0
PT VALIENT SYNERGY INDONESIA,1.0
WIDOWATI HARTONO,1.0
PT GOLDEN BLOSSOM SUMATRA,1.0
CHRISTIAN HANDOKO,1.0
PT INDOGRAHA NUSASARANA,1.0
SOEGWANTO,1.0
PT KAYAN PLANTATION,1.0
LU YINGJIE,1.0
PT KEZA LINTAS BUANA,1.0
EUNICE MERIATI SATYONO,1.0
PT NUSANTARA SAWIT PERSADA,1.0
HADI SAGIMIN,1.0
PT SAWIT KALTIM LESTARI,1.0
RAMESH VELOO,1.0
PT SAWIT SUKSES SEJAHTERA,1.0
SUSANTO TANUWIDJAJA,1.0
PT WONDERFUL INDAH JAYA,1.0
PT ESE HAKUNA MATATA,1.0
ARDIANSYAH,1.0
PT FIRETECH PERKASA,1.0
MICHELE GRITTI,1.0
PT AIR LIQUIDE INDONESIA TEKNOLOGI,1.0
CHARLES GEORGE STINNER,1.0
PT AIR PRODUCTS INDONESIA,1.0
YULIA MAGDALENA,1.0
SHIERNY NATALIA,1.0
PT HIDUP BARU PERDANA ABADI,1.0
PT KALBA INDO JAYA SEMESTA,1.0
DARWATI,1.0
PT LARASHATIKU ENVIRONMENTAL,1.0
PT SINAR BORNEO METALINDO,1.0
LEO KHOE JANG AGUSTINUS WIJAYA,1.0
CV INDO GAS MERAUKE,1.0
MASSIMILIANA LANDINI,1.0
PT TRANSFARMA MEDICA INDAH,1.0
RESTU PRIBADI,1.0
PT PETRONIKA,1.0
CHENBIN XU,1.0
PT TRINSEO MATERIALS INDONESIA,1.0
KIM CHANG SOO,1.0
PT CORE RESOURCE INDONESIA,1.0
WONG JOHN JUADI,1.0
PT BARA INDAH SINERGI,1.0
MUHAMMAD FADLI,1.0
PT SAMULOS RAMBUTI MAKMUR,1.0
SILVIA ROSBIANA,1.0
PT SINERGI KENCANA MULIA,1.0
CAHYADI LIE,1.0
PT GAYA MAKMUR TRACTORS,1.0
LENNY DEWITA PUTRI,1.0
PT MITRA BARITO GEMILANG,1.0
KOON YAT KUEN,1.0
PT RLK DEVELOPMENT INDONESIA,1.0
S UMAR AL HASNI,1.0
PT SUNGAI BERLIAN MAHAKAM,1.0
ABDULLAH MAKHMUD HENDROPRIYONO,1.0
PT AEROSEA NIRWANA INDONESIA,1.0
JIN QINGYONG,1.0
PT COSL INDO,1.0
SHARLEEN VALERIE WIDAGDO,1.0
PT GHS MARITIM INDONESIA,1.0
FRANKIE WELLY LONAN,1.0
PT TRITUNGGAL MITRA SAMUDERA,1.0
ARDHYANTO BUDIRACHMAN,1.0
PT ADONAI PIALANG ASURANSI,1.0
LIU CHAO,1.0
PT SAMUDRA TIMUR SANTOSA,1.0
MELVIN LEE,1.0
PT SENTRAL ANUGRAH MULIA,1.0
BUDI PURNOMO SUDIRO,1.0
PT SURYA BUANA LESTARIJAYA,1.0
IRENE HIDAYAT,1.0
PT MUNCUL ANUGERAH SAKTI,1.0
VERDY SETIAWAN,1.0
PT ASIATECH ANUGRAH SETIA,1.0
DENNY HARTANTO ABIDIN,1.0
PT JASA PUTERA PERKASA,1.0
BONG TJI DJUNG,1.0
PT WIRATAMA INTI SENTOSA,1.0
KIM WONJUNG,1.0
PT CJ CHEILJEDANG LESTARI,1.0
IWI SUMBADA,1.0
PT SEKAR GOLDEN HARVESTA INDONESIA,1.0
LAM TAN YING,1.0
PT KONUSA DWITAMA KARYA,1.0
ALBERTO LENI,1.0
PT SAIPEM INDONESIA,1.0
XU QINGWEI,1.0
SOFYAN SALIM,1.0
PT BERDIKARI INTI GEMILANG,1.0
LEONARD WIJAYA,1.0
PT GANDA JAYA ABADI,1.0
ROSMEITYNA,1.0
PT HUA HONG ELECTRICAL INDONESIA,1.0
LIN JIN YING,1.0
PT PANCARAN INDONESIA,1.0
TJOA KING HOKHARTONO,1.0
PT SUMA ARTHA PERKASA,1.0
PT PAKUAN TBK,1.0
PT DAMAI SEJAHTERA ABADI TBK,1.0
UNILEVER INDONESIA TBK,1.0
PT WIRA GLOBAL SOLUSI TBK,1.0
WISMILAK INTI MAKMUR TBK,1.0
TUMIYANA,1.0
ROBBY ADIJAYA,1.0
PT GINTING JAYA ENERGI TBK,1.0
SUHARDI SUTIJONO,1.0
PT SUMBER KARYA SUKSES,1.0
AFFANDI,1.0
PT TIGA TEKNOLOGI PERSADA,1.0
ALAN JULIAN JIANG,1.0
PT BEAM MOBILITY INDONESIA,1.0
DJIE A LIE ALIYANTO,1.0
PT KAPUAS MUSI MADELYN,1.0
JOHN HENRY,1.0
PT MAJU MIX BERSAMA ABADI,1.0
HERWANDY TAHER YASIN,1.0
PT MATRA AGUNG PERSADA,1.0
MUFTI ARIMURTI,1.0
PT VARIA USAHA BETON,1.0
YUDIYANSYAH PRANATA,1.0
PT ZAZA ANUGERAH MANDIRI,1.0
FREDI FIRMANSYAH,1.0
PT KERETA API LOGISTIK,1.0
GINANJAR,1.0
CV SAMUDRA PANCA JAYA,1.0
DONNY ARSAL,1.0
TINO DARUSMAN,1.0
PT SEMEN INDONESIA BETON,1.0
HENDRA BAYU,1.0
KOPERASI KELUARGA BESAR SEMEN PADANG,1.0
SUMARTO,1.0
PT TIGA DAYA ENERGI,1.0
DJI GOK JIEN,1.0
PT DERMAGA SUKSES JAYA ABADI,1.0
PT DNX INDONESIA,1.0
JONNY WONG,1.0
PT LINDA HANTA WIJAYA,1.0
AWALUDIN BASRIYANTO GANTO,1.0
PT MEXIS,1.0
TJIA BOEN YIN ABDUL HADI,1.0
PT TRI ANANDA PRATAMA,1.0
HISAO OCHIAI,1.0
PT TOKYO RADIATOR SELAMAT SEMPURNA,1.0
PT KURNIA BUMIINDAH CEMERLANG,1.0
LINA NGABDI,1.0
PT ARTHAMAS SEJAHTERA MULIA,1.0
SUBUR KUSWORO,1.0
PT BERKAH SAMUDRA KHATULISTIWA,1.0
MARYONO,1.0
PT KARYA LAUTAN ABADI,1.0
GHO SAN SAN SUZANNA,1.0
PT MULTI TEKNIK MARITIM,1.0
NI LUH SUDI ANTARINI,1.0
CV CLIK,1.0
SUSANNA PERINI,1.0
PT BALIBIASA INDAHKOLEKSI,1.0
PT CLAVISINDO BERJAYA,1.0
RONNY LUKITO,1.0
PT EIGERINDO MULTI PRODUK INDUSTRI,1.0
AVI LEVIN,1.0
PT TRAVEL BLUE INDONESIA,1.0
LIOE THA NEN,1.0
PT BUMI ANDALAS PERMAI,1.0
MULIADI SUTJITRO,1.0
HURA KAMADJAJA,1.0
PT KAMADJAJA LOGISTICS,1.0
REZA NIA SAFAVI,1.0
PT MOWILEX INDONESIA,1.0
PT AINO INDONESIA,1.0
HERMAN JULIANTO,1.0
PT INLIFE,1.0
DANDY CAHYADI GUNAWAN,1.0
PT INTI PRATAMA PERMAI,1.0
PT LAKONE KOMUNIKA JAYA ABADI,1.0
MICHAEL LIMMARGA,1.0
PT NARASI DIGITAL INDONESIA,1.0
PT PASIFIC PRIMA MENTARI,1.0
SYESYA MANDAGIE,1.0
PT PLASTIK KARAWANG FLEXINDO,1.0
FITRIANI PUTRIADI BB,1.0
PT GLOBAL SYSTECH MEDIKA,1.0
RADEN MOHAMAD KARTOBI,1.0
RUMAH SAKIT PELNI,1.0
LIE VONNY SUSANTO,1.0
PT CIKARANG PRIMATEX,1.0
UNGGUL SANTIKA,1.0
PT ELO KARSA UTAMA,1.0
LIM CHI JEOW,1.0
PT GE OPERATIONS INDONESIA,1.0
SUHERMAN,1.0
PT PIONIR ELEKTRIK INDONESIA,1.0
SATRIJA SUMARKHO,1.0
PT TAWADA HEALTHCARE,1.0
GIGI ZULKARNAIN SYARIEF,1.0
PT UTAMA SARANA MEDIKA,1.0
JERRY HERMAWAN LO,1.0
PT JAYA BUMI CAKRAWALA,1.0
DENNY SURIADINATA,1.0
PT GEMA ALAM LESTARI,1.0
ANDY WILLIAM,1.0
PT MANDIRI TIMBER PRATAMA,1.0
RINA BUDHI ARYANI,1.0
PT DANUSARI MITRA SEJAHTERA,1.0
HENDRAWAN HARYONO,1.0
PT SEKAWAN ABADI PRIMA,1.0
PT KALDU SARI NABATI INDONESIA,1.0
MUNANDAR,1.0
PT MUTIARA SANJAYA,1.0
PT OMYA INDONESIA,1.0
HARRY BUNTORO SUNANDAR,1.0
PT SINAR SAKTI KIMIA,1.0
MUHAMMAD HARDIANSYAH,1.0
PT GAGAS ENERGI INDONESIA,1.0
LUSIDA AFTIARTI,1.0
PT SWABINA GATRA,1.0
WAHYU RAHARDJO,1.0
PT WIRA RAGNA CIPTA,1.0
BAMBANG BUDIARTO,1.0
PT DINA BANGUN NUSANTARA,1.0
EDY WIRANTO,1.0
PT SAMUDRA MARINE INDONESIA,1.0
MUSTIKA LAUTAN PULUNGAN,1.0
PT INDRA ANGKOLA ENERGY,1.0
RISWANDA GINTING,1.0
PT BERKAT BERSAMA TEKNIK,1.0
HANDOKO,1.0
PT JAYA ENGINEERING TECHNOLOGY,1.0
GEDE MADALILA MERADA,1.0
PT MANDIRA INFRA TRIPAKARTI,1.0
SUKAMAT KARTA MIHARJA,1.0
PT SANGGAR JAYA ABADI,1.0
ROY BUDIJANTO TJONDROWIDJOJO,1.0
PT TRITAMA AJI LAKSANA,1.0
WIDYA ROSMALINA,1.0
PT TUNAS CAHAYA MANDIRI WIDYATAMA,1.0
LUCIA ARIANI,1.0
PT WAHANA INFRASTRUKTUR NUSANTARA,1.0
MIAO BING,1.0
PT ZTT CABLE INDONESIA,1.0
TATSUYA MATSUSHITA,1.0
PT EDS MANUFACTURING INDONESIA,1.0
SHUICHI OISHI,1.0
SENAYAN TRIKARYA SEMPANA,1.0
AGUS PUJIANTO,1.0
PT ANUGRAH SUKSES MINING,1.0
H ABDULLAH POPO PARULIAN,1.0
PT BERKAH DAYA MANDIRI,1.0
GUTOMO,1.0
PT QUADRA SAMUDRA PERKASA,1.0
IRHAM,1.0
PT ARDISAL JASA UTAMA,1.0
MUHAMMAD HATIBI,1.0
PT CITRA BAHARI SHIPYARD,1.0
MUARIP SANTOSO,1.0
PT GAMATARA TRANS OCEAN SHIPYARD,1.0
CHARLES MENARO,1.0
PT TANJUNG HARAPAN SELATAN,1.0
YUNARKO,1.0
PT DWI MUTIARA SEJAHTERA,1.0
MARSUM,1.0
PT SINERGI BANGUN UTAMA,1.0
HANIF IQBAL,1.0
PT PELABUHAN BUKIT PRIMA,1.0
ANDREW PUTRA SUNARKO,1.0
PT KALIMANTAN FERRO INDUSTRY,1.0
FAIDAH,1.0
PT SURYA INTAN SENTANA JAYA,1.0
HADIJAYA KHUSUMO,1.0
STEVEN ANDREW FINCH,1.0
PT ASURANSI JIWA MANULIFE INDONESIA,1.0
PT GUNUNGMAS SUKSES MAKMUR,1.0
ANDREAS CHUNGDRIYANTO,1.0
PT MULTINDO PRIMA TEKNIK,1.0
SOHAT CHAIRIL,1.0
PT RPP CONTRACTORS INDONESIA,1.0
LEE MON LUN,1.0
PT FAJAR SURYA SWADAYA,1.0
SUCIPTO KOKADIR,1.0
PT ANEKA CAHAYA SURYA,1.0
M FAIZ KURNIAWAN,1.0
PT ARTHANUSA KARYA PERSADA,1.0
IDA ISNAENI SIKOM,1.0
PT TECHNOLOGY KARYA MANDIRI,1.0
LIANG WEIQI,1.0
PT ZTE INDONESIA,1.0
HILSINTON HASSAN,1.0
PT TIRTA SURYA RAYA,1.0
PATRICIA PRATIWI SUWATI PRASATYA,1.0
EUN HO SEUNG,1.0
PT KORINTIGA HUTANI,1.0
PHOENG HADI SYAPUTRA,1.0
PT ANDIKA TEGUHSETYA,1.0
MIN FU,1.0
PT ARGHANIAGA PANCATUNGGAL,1.0
CHRISTINE CHANDRA,1.0
PT DUTABAHARI MENARA LINE,1.0
DESAK MADE SEPTIANAH DEWI,1.0
PT SAUNG BERDIKARI SENTOSA,1.0
TEDDY NG,1.0
PT ESTETIKA JAYA PERKASA,1.0
HANDY FRANDINATA,1.0
PT PANGKAL MULTIKARYA,1.0
ALOYSIUS HENRY WIBISONO,1.0
PT SPECTRUM UNITEC,1.0
I MADE BUDI ATMIKA,1.0
PT TUNAS JAYA SANUR,1.0
PT HUAWEI TECH INVESTMENT,1.0
LI JIE,1.0
PT KARUNIA BERLIAN MAKMUR,1.0
PT LENOVO INDONESIA,1.0
KAWIRO SUSILO,1.0
PT SURYA CITRA MULTIMEDIA,1.0
CV ANEKA AUTO PART,1.0
I KETUT SEMADI,1.0
PT ANEKA RAYA KONSTRUKSI MESINDO,1.0
TOMMY ERTANTO,1.0
PT ELLIGHT PRIMA INDONESIA,1.0
MAIMUNAH ALKAF,1.0
PT KURNIA JUNJUNG PERKASA,1.0
DEDI TEDJA,1.0
PT MANDAU BERLIAN SEJATI,1.0
RUSDIANTO,1.0
PT MANDAYA INDO PRATAMA,1.0
HARDJA WANDHIRA,1.0
PT SUMBER BERLIAN MOTORS,1.0
SANTOLI,1.0
PT TOPSY TEHNIK PRATAMA,1.0
CHANG JUI FANG,1.0
TETSUYA HARADA,1.0
PT STANDARD TOYO POLYMER,1.0
ZHANG YING,1.0
PT CHANGHONG ELECTRIC INDONESIA,1.0
PT HARTADINATA ABADI TBK,1.0
FERRY SUDJONO,1.0
PT INTAN BARU PRANA TBK,1.0
EKO DESRIYANTO,1.0
PT IDEA INDONESIA AKADEMI TBK,1.0
JOHAN ROSE,1.0
PT ERA MANDIRI CEMERLANG TBK,1.0
SUMI INDO KABEL TBK,1.0
INDOFARMA TBK,1.0
HARTO,1.0
PT INDO KOMODITI KORPORA TBK,1.0
PT ROYALINDO INVESTA WIJAYA TBK,1.0
YANAPRIMA HASTAPERSADA TBK,1.0
OKE SETIAWAN,1.0
YULIE SEKURITAS INDONESIA TBK,1.0
PT MEGA PERINTIS TBK,1.0
DJAP TET FA,1.0
SOEHARSONO TJATUR NUGROHO,1.0
PT PATRIA MARITIM PERKASA,1.0
PT BANGUN BERSAMA SOLUSINDO,1.0
SEPATU BATA TBK,1.0
FELIX SOESANTO,1.0
PT BUMI BENOWO SUKSES SEJAHTERA TBK,1.0
MEDIA NUSANTARA CITRA TBK,1.0
STEFFANO RIDWAN,1.0
