Nama,Degree
BHARA ENERGY INTERNATIONAL,0.0
HINENI HIJAU ENERGY PTE LTD,0.0
HINENI RESOURCE PTE LTD,0.0
HINENI SEVEN RESOURCES DMCC,0.0
MONTIS COMMODITIES PTE LTD,0.0
PT ANGKASA NUSAGRAHA,0.0
PT JASATAMA MANDIRI SUKSES,0.0
PT SUMBER BIOMASSA INDONESIA,0.0
PT SUMBER MINERAL GLOBAL ABADI TBK,0.0
PT TRANSMARINA PELABUHAN INDONESIA,0.0
PT AEK TARUM,0.0
PT AGRO PLANINDO UTAMA,0.0
PT ANUGERAH PALM INDONESIA,0.0
PT BINASAWIT MAKMUR,0.0
PT GADING JAYA AGRO,0.0
PT GUNUNG TUA ABADI,0.0
PT HUTAN KETAPANG INDUSTRI,0.0
PT KEDURANG PRAKARSA NABATI,0.0
PT KUSUMA MENTARI MAKMUR,0.0
PT LANANG AGRO BERSATU,0.0
PT MUTIARA BUNDA JAYA,0.0
PT NATIONAL SAGO PRIMA,0.0
PT NUSANTARA SARANA ALAM,0.0
PT PALMA TIMUR SEJAHTERA,0.0
PT PERTIWI AGRO SEJAHTERA,0.0
PT SAMPOERNA BIO FUELS,0.0
PT SAWIT SELATAN,0.0
PT SELATANJAYA PERMAI,0.0
PT SUGIH AMERTA BERLABUH,0.0
PT SUNGAI MENANG,0.0
PT SUNGAI RANGIT,0.0
PT TEBAR TANDAN TENERAH,0.0
PT TELAGA HIKMAH,0.0
PT USAHA AGRO INDONESIA,0.0
SAMPOERNA PALMA PTE LTD,0.0
PT GOLDEN PRIMA MARITIM,0.0
PT NIAGA MARITIM INDONESIA,0.0
PT PRATAMA UNGGUL LESTARI,0.0
PT SUASA BENUA SUKSES,0.0
PT SIGMA NIAGA GAS,0.0
MUNCUL NIGERIA LIMITED,0.0
PT BERLICO MULIA FARMA,0.0
PT MUNCUL MEKAR,0.0
PT SEMARANG HERBAL INDO PLANT,0.0
AIDO HEALTH PTE LTD,0.0
PT ABADI SELARAS CENDRAWASIH,0.0
PT ACEH HARAPAN MEDIKA,0.0
PT ADAMANISA KARYA SEJAHTERA,0.0
PT ADIJAYA BUANA SAKTI,0.0
PT AGUNG CIPTA RAYA,0.0
PT AMBON BANGUN NUSA,0.0
PT ANUGERAH SENTRA MEDIKA,0.0
PT ARITASINDO PERMAISEMESTA,0.0
PT ARYAMEDIKA TEGUH TUNGGAL,0.0
PT BALI ORION CITRA,0.0
PT BALIKPAPAN DAMAI HUSADA,0.0
PT BANJAR DINAMIKA MULIA,0.0
PT BANJAR JAYA MEDIKA,0.0
PT BEKASI KARYA BANGSA,0.0
PT BEKASI MEDIKA INSAN,0.0
PT BERLIAN CAHAYA INDAH,0.0
PT BINA BAHTERA SEJATI,0.0
PT BINA CIPTA SEMESTA,0.0
PT BINJAI JAYA INDAH,0.0
PT BITHEALTH TEKNOLOGI PINTAR,0.0
PT BUANA DIGDAYA SEJAHTERA,0.0
PT BUMI UNGGUL PERSADA,0.0
PT CAHAYA GEMPITA UTAMA,0.0
PT CIPTAKARYA TIRTA CEMERLANG,0.0
PT DIAGRAM HEALTHCARE INDONESIA,0.0
PT EAST JAKARTA MEDIKA,0.0
PT EMEDICAL CENTER INDONESIA,0.0
PT GAMMA KNIFE CENTER INDONESIA,0.0
PT GEMILANG MULIA BEKASI,0.0
PT GEMPITA NUSA SEJAHTERA,0.0
PT GENTA RAYA INTERNUSA,0.0
PT GOLDEN FIRST ATLANTA,0.0
PT GORONTALO GRAHA TUNAS,0.0
PT GRAMARI PRIMA NUSA,0.0
PT GRHA ULTIMA MEDIKA,0.0
PT GUCHI KENCANA EMAS,0.0
PT HARAPAN KUSUMA TUNGGAL,0.0
PT INDAH KEMILAU ABADI,0.0
PT INOVASI TELEMEDIA INDONESIA,0.0
PT INTI PRATAMA MEDIKA,0.0
PT JAKARTA DINAMIKA SENTOSA,0.0
PT JAKARTA KUSUMA NUSANTARA,0.0
PT JAKARTA PANCA BAHARI,0.0
PT JAKARTA PRISMA VISINDO,0.0
PT JANGKAR VISINDO ABADI,0.0
PT JANGKAR VISINDO BERLIAN,0.0
PT JAYAPURA PERKASA RAYA,0.0
PT KEMITRAAN SYUBBANUL WATHON SILOAM,0.0
PT KIRANA PUSPA CEMERLANG,0.0
PT KORIDOR USAHA MAJU,0.0
PT KRISOLIS JAYA MANDIRI,0.0
PT KUSUMA PRIMADANA,0.0
PT LINTANG LAKSANA UTAMA,0.0
PT LINTAS BUANA JAYA,0.0
PT LISHAR SENTOSA PRATAMA,0.0
PT MAHKOTA BUANA SELARAS,0.0
PT MANAJEMEN PERKASA MAKMUR,0.0
PT MEDIKA HARAPAN CEMERLANG INDONESIA,0.0
PT MEDIKA INTAN NUSA,0.0
PT MEDIKA RESCUE INTERNATIONAL,0.0
PT MEDIKA SARANA TRALIANSIA,0.0
PT MEDITEK INOVASI GLOBAL,0.0
PT MEGA BUANA BHAKTI,0.0
PT MEGAPRATAMA KARYA BERSAMA,0.0
PT MULIA PRATAMA CEMERLANG,0.0
PT MULTISELARAS ANUGERAH,0.0
PT NUSA HARAPAN ABADI,0.0
PT NUSA HARAPAN BERLIAN,0.0
AKASHA WIRA INTERNATIONAL TBK,0.0
PT BANK IBK INDONESIA TBK,0.0
ASURANSI HARTA AMAN PRATAMA TBK,0.0
ASURANSI MULTI ARTHA GUNA TBK,0.0
PT BANK AMAR INDONESIA TBK,0.0
PT ALLO BANK INDONESIA TBK,0.0
BUANA FINANCE TBK,0.0
PT BANK MESTIKA DHARMA TBK,0.0
PT KROM BANK INDONESIA TBK,0.0
PT BANK TABUNGAN NEGARA (PERSERO) TBK,0.0
PT BANK NEO COMMERCE TBK,0.0
PT BANK JTRUST INDONESIA TBK,0.0
PT BANK PEMBANGUNAN DAERAH BANTEN TBK,0.0
PT BANK GANESHA TBK,0.0
PRIMARINDO ASIA INFRASTRUCTURE TBK,0.0
PT BANK INA PERDANA TBK,0.0
BANK PEMBANGUNAN DAERAH JAWA TIMUR TBK,0.0
PT BANK QNB INDONESIA TBK,0.0
PT SIBALEC POWEL CABLE & ELECTRICAL SUPPLY,0.0
PT ZTT CABLE INDONESIA,0.0
FUJIAN FUHUI,0.0
GUANGDONG ZHONGDE CABLE,0.0
PT CAHAYA BERLIAN TEKNIK,0.0
PT CIPTA SOLUSI ELEKTRINDO,0.0
PT DJAKARTA GLOBAL SOLUSINDO,0.0
PT ERA PERDANA DINAMIKA,0.0
PT GLOBAL MANDIRI PRIMATECH,0.0
PT GLOBAL PRIMATECH,0.0
PT JATIMULYA INDONESIA,0.0
PT MAGNAKABEL NUSANTARA,0.0
PT PRIMA ARTHA UTAMA,0.0
PT SANTOSA AJ,0.0
PT SIBALEC BANDENGAN,0.0
PT WALSIN LIPPO INDUSTRI,0.0
TAIHAN ELECTRIC,0.0
TONGDING INTERCONNECTION INFORMATION CO LTD,0.0
PT BICC CABLE,0.0
PT HARIFF POWER SERVICES,0.0
PT INDONESIA COMNETS PLUS,0.0
PT INTI KARYA PERSADA TEKNIK,0.0
PT KAWASAN BERKAH MANYAR SEJAHTERA,0.0
PT KEP INDONESIA,0.0
PT LSAG CABLE INDONESIA,0.0
PT MEIDEN ENGINEERING,0.0
PT MEIDEN ENGINEERING INDONESIA,0.0
PT MITRA PRATAMA REKAYASA,0.0
PT SUPREME POWER,0.0
PT CITRA KREASI MAKMUR,0.0
PT VERSUNI HOMELIFE INDONESIA,0.0
MERCK SHARP & DOHME ASIA PACIFIC SERVICES PTE LTD,0.0
ORGANON ASIA PACIFIC SERVICES PTE LTD,0.0
PT MERCK SHARP DOHME PHARMA TBK,0.0
PT TRANSFARMA MEDICA INDAH,0.0
ORGANON INTERNATIONAL SERVICES GMBH,0.0
PT DOW INDONESIA,0.0
PT ETERINDO NUSA GRAHA,0.0
PT ETERNAL BUANA CHEMICAL INDUSTRIES,0.0
PT PETRONIKA,0.0
PT TRINSEO MATERIALS INDONESIA,0.0
PT BUANA KONTENINDO EXPRESS,0.0
PT KARYA CAKRA MANDIRI,0.0
PT MAHKOTA FLAP,0.0
UD MANDIRI DIESEL,0.0
COMETPELL SRL,0.0
DANKA MINERALS JOINT STOCK COMPANY,0.0
EXIM MINERALS DMCC,0.0
MOHIT MINERALS LIMITED,0.0
PT BARA INDAH SINERGI,0.0
PT CORE RESOURCE INDONESIA,0.0
PT SAMULOS RAMBUTI MAKMUR,0.0
VIET PHAT IMPORT TRADING INVESTMENT,0.0
FORTUNE BAY RESOURCES PTE LTD,0.0
LOGUS TRADING FZCO,0.0
PT GAYA MAKMUR TRACTORS,0.0
PT PELAYARAN MARINDO PACIFIC SMD,0.0
PT RLK DEVELOPMENT INDONESIA,0.0
PT SUNGAI BERLIAN MAHAKAM,0.0
RLK CORPORATION PTE LTD,0.0
TOP INTERNATIONAL HOLDING PTE LTD,0.0
BARY CHEMICAL PTE LTD,0.0
DIC INVESTMENT AND TRADING JOINT STOCK COMPANY,0.0
HTK SHIPPING AND IMPORT EKSPORT COMPANY LIMITED,0.0
PT LDC INDONESIA,0.0
PT SINO ZONE INDUSTRY INDONESIA,0.0
PT WAHANA CITRA NABATI,0.0
MEDCO E&P GRISSIK LTD,0.0
PC KETAPANG II LTD,0.0
PETROGAS (BASIN) LTD,0.0
PT AEROSEA NIRWANA INDONESIA,0.0
PT GHS MARITIM INDONESIA,0.0
PT TRITUNGGAL MITRA SAMUDERA,0.0
SAKA INDONESIA PANGKAH LIMITED,0.0
EDGE INSURANCE BROKERS LLC,0.0
PD TIGA SAUDARA,0.0
PT ADONAI PIALANG ASURANSI,0.0
PT CAKRA MANUNGGAL SEMESTA,0.0
PT INDOINSURANCE BROKER UTAMA,0.0
PT SAMUDRA TIMUR SANTOSA,0.0
PT SENTRAL ANUGRAH MULIA,0.0
PT SURYA BUANA LESTARIJAYA,0.0
THOME SHIP MANAGEMENT PTE LTD,0.0
LAPINDO BRANTAS INC,0.0
PT MUNCUL ANUGERAH SAKTI,0.0
CLG ENTERPRISES INC,0.0
DEKKER HOUT BV,0.0
ENNO ROGGEMANN GMBH & CO KG,0.0
GRAS WOOD WIDE BV,0.0
HABRAKEN HOUTIMPORT,0.0
HOUTHANDEL LAMBERT VAN DEN BOSCH BV,0.0
HOUTIMPORT BEST,0.0
HOUTPLEX BV,0.0
KNAPE HOUT BV,0.0
PROPEX TIMBER BV,0.0
PT GEO MINERAL TRADING,0.0
ROSENFELD KIDSON & CO LTD,0.0
SAN INDUSTRIES LTD,0.0
SOMEX,0.0
V-WOOD INTERNATIONAL BV,0.0
WORLD TIMBER PRODUCTS BV,0.0
BYTTEBIER HOUT NV,0.0
CNH INDUSTRIAL NV,0.0
CNH PRODUCTS INC,0.0
PD SANJAYA,0.0
PT ASIATECH ANUGRAH SETIA,0.0
PT DACHSER INDONESIA,0.0
PT JASA POETRA PERKASA,0.0
PT JASA PUTERA PERKASA,0.0
PT KORMAN INDO EXPRESS,0.0
PT PANAH PERDANA LOGISINDO,0.0
PT PETRO PUTRA PERKASA,0.0
PT SINAR ALAM DUTA PERDANA,0.0
PT WARNA MAKMUR ABADI,0.0
PT WIRATAMA INTI SENTOSA,0.0
RALPH ZEE EXPLOITATIE BV,0.0
STANDARD WOOD PRODUCTS SDN BHD,0.0
TECHNO WOOD,0.0
PT SEKAR FUJI FOODS,0.0
PT SEKAR GOLDEN HARVESTA INDONESIA,0.0
BEAVER STREET FISHERIES INC,0.0
PT MEDIA SEMESTA BANGKA,0.0
PT MEDIA SEMESTA JABAR,0.0
PT MEDIA SEMESTA JAKARTA,0.0
PT MEDIA SEMESTA KALIMANTAN,0.0
PT MEDIA SEMESTA LAMPUNG,0.0
PT MEDIA SEMESTA MAKASSAR,0.0
PT MEDIA SEMESTA MATAHARI,0.0
PT MEDIA SEMESTA NUSA,0.0
PT MEDIA SEMESTA PERMATA,0.0
PT MEDIA SEMESTA SULAWESI,0.0
PT MEDIA SEMESTA SUMATERA,0.0
PT MEDIATE INDONESIA,0.0
PT MEDIAWISATA SARIASIH,0.0
PT MNC ANIMASI INDONESIA,0.0
PT MNC DIGITAL INDONESIA,0.0
PT MNC INFOTAINMENT INDONESIA,0.0
PT MNC LISENSI INTERNASIONAL,0.0
PT MNC MEDIA INVESTASI,0.0
PT MNC METUBE INDONESIA,0.0
PT MNC MOVIELAND INDONESIA,0.0
PT MNC MULTIMEDIA NETWORKS,0.0
PT MNC OKEZONE NETWORK,0.0
PT MNC OTT NETWORK,0.0
PT MNC PICTURES,0.0
PT MNC PORTAL INDONESIA,0.0
PT MNC TELEVISI INDONESIA,0.0
PT MNC TELEVISI NETWORK,0.0
PT MULTI MEDIA INTEGRASI,0.0
PT RADIO ARIEF RAHMAN HAKIM,0.0
PT RADIO EFKINDO,0.0
PT RADIO MANCASUARA,0.0
PT RADIO PRAPANCA BUANA SUARA,0.0
PT RADIO SABDA SOSOK SOHOR,0.0
PT RADIO SUARA MONALISA,0.0
PT RADIO SWARA CARAKA RIA,0.0
PT RADIO TJAKRA AWIGRA,0.0
PT RADIO TRIDJAYA SHAKTI,0.0
PT RAJAWALI CITRA TELEVISI INDONESIA,0.0
PT SINDONEWS PORTAL INDONESIA,0.0
PT STAR CIPTA MUSIKINDO,0.0
PT STAR MEDIA NUSANTARA,0.0
PT SUARA MAS ABADI,0.0
PT SWARA BINTANG ABADI,0.0
PT TIVI BURSA INDONESIA,0.0
PT MOLINDO INTI GAS,0.0
PT MOLINDO RAYA INDUSTRIAL,0.0
PT SUMBER KITA INDAH,0.0
MORATEL INTERNATIONAL PTE LTD,0.0
PT INDO PRATAMA TELEGLOBAL,0.0
PT OXYGEN INFRASTRUKTUR INDONESIA,0.0
PT OXYGEN MULTIMEDIA INDONESIA,0.0
PT PALAPA RING BARAT,0.0
PT PALAPA TIMUR TELEMATIKA,0.0
PT ARMADA MAHA KARYA,0.0
PT ASURANSI MITRA PELINDUNG MUSTIKA,0.0
PT MITRA PERTAMA MULIA,0.0
PT MITRA PINASTHIKA MULIA,0.0
PT MITRA PINASTHIKA MUSTIKA AUTO,0.0
PT PUTRA MUSTIKA PRIMA,0.0
PT MATAHARI SUPER EKONOMI,0.0
PT BINTANG DWI LESTARI,0.0
PT CREATIVE SOFTHOUSE,0.0
PT TRIXINDO SELARAS,0.0
PT MUSTIKA INTERNATIONAL LABORATORIES,0.0
PT MUSTIKA RATU ENTERTAINMENT,0.0
PT MUSTIKA RATU SDN BHD,0.0
PT MUSTIKA RATUBUANA INTERNATIONAL,0.0
PT PARAS CANTIK KENANGA,0.0
PT ANEKA TEKNOLOGI UTAMA,0.0
PT MITRA INTEGRASI INFORMATIKA,0.0
PT MY ICON TECHNOLOGY,0.0
PT SENTRA MODAL MANDIRI,0.0
PT SINERGI TRANSFORMASI DIGITAL,0.0
PT SOLTIUS INDONESIA,0.0
PT SYNNEX METRODATA INDONESIA,0.0
PT SYNNEX METRODATA TECHNOLOGY AND SERVICES,0.0
PT PERSADA SOKKA TAMA,0.0
PT AGUS NUSA PENIDA,0.0
PT BANGUN SUBANG SEJAHTERA,0.0
PT FAJARPUTERA DINASTI,0.0
PT KEMBANG GRIYA CAHAYA,0.0
PT METROPOLITAN DETA GRAHA,0.0
PT METROPOLITAN GLOBAL MANAGEMENT,0.0
PT METROPOLITAN GRAHA KERTAJATI,0.0
PT METROPOLITAN GRAHA MANAGEMENT,0.0
PT METROPOLITAN KARYADEKA DEVELOPMENT,0.0
PT METROPOLITAN KERTAJATI DEVELOPMENT,0.0
PT METROPOLITAN LAMPUNG GRAHA,0.0
PT METROPOLITAN MANAJEMEN,0.0
PT METROPOLITAN PERMATA DEVELOPMENT,0.0
PT PERMATA KEMBANG SENTOSA,0.0
PT SUMBER SELERA INDONESIA,0.0
PT SUMBER TATA LESTARI,0.0
PT SUMBERSENTOSA GUNA LESTARI,0.0
PT ANUGERAH CAKRAWALA FARMAKA,0.0
PT GAMALIEL ELIA TUA,0.0
PT HORAS INSANI ABADI,0.0
PT MEDIKARYA AMINAH UTAMA,0.0
PT MURNI SADAR KASIH ABADI,0.0
PT RIAU SARANA MEDIKA,0.0
PT RUMAH SAKIT IBU DAN ANAK ROSIVA,0.0
PT SAHID SAHIRMAN MEMORIAL HOSPITAL,0.0
PT SETIA UTAMA REALTI,0.0
PT BORNEO SENTANA GEMILANG,0.0
PT MINTEC ABADI,0.0
PT MULTI PERKASA INDONESIA,0.0
PT SAMINDO UTAMA KALTIM,0.0
PT SIMS JAYA KALTIM,0.0
PT TRASINDO MURNI PERKASA,0.0
PT APAC INTI CORPORA,0.0
PT AKASA LEGIAN KARYA,0.0
PT ANDARA INDONESIA,0.0
PT AYANA HOTEL INDONESIA,0.0
PT AYANA PROPERTI INTERNASIONAL,0.0
PT DUTA NUSANTARA UTAMA KARYA,0.0
PT DUTA NUSANTARA UTAMARAYA,0.0
PT GALUH KENCANA UTAMARAYA,0.0
PT MANDIRI BERDIKARI JAYARAYA,0.0
PT ANEKA DIAN PERKASA,0.0
PT CITRA MULTI JAYA,0.0
PT MIMPI DESIGN,0.0
PT MITRA GRAHA TANGGUHPERKASA,0.0
PT NUSANTARA JAYA REALTI,0.0
PT NUSANTARA MANDALA PRIMA,0.0
PT PELANGI ANUGERAH BUANA,0.0
PT ROKU BALI INTERNASIONAL INDONESIA,0.0
PT NEL;LY GAYA KREASI,0.0
PATUM VEGETABLE OILS CO LTD,0.0
PREMIUM VEGETABLE OILS SDN BHD,0.0
SENA MILLS REFINERIES PVT LTD,0.0
SOMAPRO MADAGASCAR,0.0
CV GOLDEN MONKEY,0.0
PT BIRU PERSADA UTAMA,0.0
PT PANCA MAKMUR BARU,0.0
PT SAHATI HAMPARAN TANGGUH,0.0
PT SIONCHEM GLOBAL INDO,0.0
PT TRIJAYA TANGGUH,0.0
PT WISMAYA ONKAR NUSANTARA,0.0
AGRI OILS PACKAGING SDN BHD,0.0
PT ASIAN AGRO AGUNG JAYA,0.0
PT ASIANAGRO AGUNGJAYA,0.0
PT BARCO,0.0
PT BONANZA MEGAH,0.0
PT KUSUMA MUKTI REMAJA,0.0
PT PABRIK MINYAK PERNIAGAAN DAN INDUSTRI IKAN DORANG,0.0
PT PALKO SARI EKA,0.0
PT SARI MAS PERMAI,0.0
PT SILK CHAINS INDONESIA,0.0
PT BERKAT MANUNGGAL ENERGI,0.0
PT CLARIANT KUJANG CATALYSTS,0.0
DNX AUSTRALIA PTY LIMITED,0.0
PT KALTIM NITRATE INDONESIA,0.0
PT WAHANA LOGISTIK SEMESTA,0.0
PT WAHANABHARA BHAKTI,0.0
SOLAR INDUSTRIES INDIA LTD,0.0
TAMAN BUKIT MAS,0.0
PT ALAM JAYABARA PRATAMA,0.0
PT ASMIN BARA BRONANG,0.0
PT GANDA ALAM MAKMUR,0.0
PT HASNUR RIUNG SINERGI,0.0
PT MEXIS,0.0
PT SUPRABARI MAPANINDO MINERAL,0.0
PT DEKORUMA INOVASI LESTARI,0.0
PT LAZADA INDONESIA,0.0
PT RITEL BERSAMA NASIONAL,0.0
PT YAMAHA MOTOR INDONESIA,0.0
CV DELLA SUKSES,0.0
PT BAGUS INDAH LESTARI,0.0
PT BESAR INTI GLOBAL,0.0
PT BINTANG INTERINDO GEMILANG INTERNASIONAL,0.0
PT GADING MAS WIRAJAYA,0.0
PT GARUDA SEJAHTERA FURINTRACO,0.0
PT GRAHA SERIBUSATU JAYA,0.0
PT HALIM JAYA PRATAMA,0.0
PT MULTI NUGRAHA KENCANA,0.0
PT PUNGUT PERMAI PERKASA,0.0
PT QUANTUM TOSAN INTERNASIONAL,0.0
PT SINAR KIRANA MULIA,0.0
PT SUKSES TEKNIK INOVASI,0.0
PT TANDITAMA MANDIRI,0.0
PT UNIVERSAL FURNITECH INDUSTRI,0.0
PT INDONESIA VODA STEEL,0.0
PT DAYA RADAR HAURA,0.0
PT EVERAGE VALVES METAL,0.0
PT ISPAT INDO,0.0
PT JATIM TAMAN STEEL,0.0
PT LUCKY TOP METALS,0.0
PT PRIMA BETON BANGUN PERSADA,0.0
PT BAHAGIA SUKSES LESTARI,0.0
PT FAJAR UTAMA NUANSA,0.0
PT JATRA MANDIRI INDONESIA,0.0
PT KERTA JAYA UTAMA,0.0
PT MEGA DEPARTMENT STORE,0.0
PT SECURINDO PACKATAMA,0.0
PT CAHAYA PLASTINDO SEJAHTERA,0.0
PT GUNADAYA INTI SEJATI,0.0
PT INOVASI RITEL INDONESIA,0.0
PT MULTI GLOBAL PLASINDO,0.0
PT PLASTMART RITEL PRATAMA,0.0
CV MAHKOTA MAS PRATAMA,0.0
PT RENDAPLAS ANDIKA,0.0
CV ADIPURA MAS PLASTINDO,0.0
PT STELLARWAY INDONESIA,0.0
CV GOLDEN LEAF,0.0
MUAR BAN LEE,0.0
NANJING HAICHUAN INTERNATIONAL TRADE CO LTD,0.0
PT ANDALAN TEKNIK PERKASA,0.0
PT ARTHA SUKSES LANCAR,0.0
PT KARYAWAJA EKAMULIA,0.0
PT MANORIAN ENGINEERING PERKASA,0.0
PT NAN YANG TECHNOLOGY INDONESIA,0.0
PT PURA MAYUNGAN,0.0
PT ROFINDO JAYATAMA,0.0
PT UNGGUL PRAKARSA PRISMA,0.0
PT SUMBER INDAH PERKASA,0.0
PT UNILEVER OLEOCHEMICAL INDONESIA,0.0
CRUSTACEA SEAFOOD COMPANY INC,0.0
NEWPORT INTERNATIONAL OF TIERRA VERDE INC,0.0
PT KARYA MINA PUTRA,0.0
PT ASIAN TRAILS INDONESIA,0.0
PT PANORAMA EVENINDO,0.0
PT PANORAMA HOSPITALITY MANAGEMENT,0.0
PT PANORAMA MEDIA,0.0
HIKMAT HANIFI CO LTD,0.0
PACIFIC PHARMACHEUTICAL PTE LTD,0.0
PBF MENJANGAN ENAM,0.0
PT PODO MEKAR JAYA SENTOSA,0.0
PT PROMEDRAHARDJO FARMASI INDUSTRI,0.0
PT SEHAT INTI PERKASA,0.0
PT WITA LARAS KIRANA,0.0
SEKRETARIAT DITJEN KESEHATAN,0.0
PT KIMIA FARMA DIAGNOSTIK,0.0
PT SINKONA INDAH LESTARI,0.0
KPI OCEAN CONNECT PTE LTD,0.0
PT PATRA DRILLING CONTRACTOR,0.0
PT KEUMALA SARANA WISATA,0.0
PT MARECO PRIMA MANDIRI,0.0
PT ANEKA CIPTA,0.0
PT SEMPANA JAYA AGUNG,0.0
PT TAPANULI INVESTASI AGRO,0.0
UNIVERSAL GRAFINDO,0.0
PT JHONLIN AGRO RAYA TBK,0.0
PT KODECO AGROJAYA MANDIRI,0.0
PT SAWITA ANTARIS MAKMUR,0.0
KOPERASI LANGGAI BERSAMA,0.0
KOPERASI LANGGAI JAYA MAKMUR,0.0
KOPERASI PLASMA MAHAMAYA,0.0
KOPERASI PLASMA SUKSES PERTIWI,0.0
PALMITECO ENGINEERING (M) SDN BHD,0.0
PLASMA SUKSES PERTIWI,0.0
PT AGRITAMA MULTI SARANA,0.0
PT PERMATA BUSANA MAS,0.0
PT PRIMA MODA KREASINDO,0.0
PT SAVANA LESTARI,0.0
PT SINAR ABADI CITRANUSA,0.0
PT TRICITRA BUSANAMAS,0.0
PT TRIMAS BELLINDO APAREL MANUFAKTUR,0.0
PT ENAM SEMBILAN GEO ENERGI,0.0
PT BEKASI MATRA INDUSTRIAL ESTATE,0.0
PT BEKASI SURYA PRATAMA,0.0
PT BEST SINAR NUSANTARA,0.0
PT FINANSIAL INTEGRASI TEKNOLOGI,0.0
PT ASURANSI JIWA NASIONAL,0.0
PT BHAKTI CAHAYA UTAMA,0.0
PT BHAKTI FINTEK INDONESIA,0.0
PT NASIONAL INVESTINDO PERKASA,0.0
BINO DIGITAL SOLUTION PTE LTD,0.0
PT ANUGRAHA KARSA SOLUSI INDUSTRIA,0.0
PT APLI STATIONERY,0.0
PT BATARA INDAH,0.0
PT BATARA INDAH MULIA,0.0
PT BINO DIGITAL SOLUSI,0.0
PT BINO MITRA SEJATI,0.0
BIP HOLDINGS INTERNATIONAL PTE LTD,0.0
PT ASRI KENCANA GEMILANG,0.0
PT BIP BOGA PERMAI,0.0
PT BIP LOKAKENCANA,0.0
PT BIP PROPERTI PERMAI,0.0
PT MAGNA INVESTAMA MANDIRI TBK,0.0
PT PUTRA ASIH LAKSANA,0.0
PT TRI DAYA INVESTINDO,0.0
PT UDYANA RAYJA SENTOSA,0.0
PT BALAI LELANG CAREADY,0.0
PT BIG BIRD PUSAKA,0.0
PT BLUE BIRD PUSAKA,0.0
PT CENDRAWASIH PERTIWIJAYA,0.0
PT CENTRAL NAGA EUROPINDO,0.0
PT IRDAWAN MULTITRANS,0.0
PT LAYANAN PUSAKA PRIMA,0.0
PT LINTAS BUANA TAKSI,0.0
PT LOMBOK TAKSI UTAMA,0.0
PT LUHUR SATRIA SEJATI KENCANA,0.0
PT MORANTE JAYA,0.0
PT PRAJA BALI TRANSPORTASI,0.0
PT PRIMA SARIJATI AGUNG,0.0
PT PUSAKA MITRA MOBILINDO,0.0
PT PUSAKA NURI UTAMA,0.0
PT PUSAKA PRIMA TRANSPORT,0.0
PT PUSAKA SATRIA UTAMA,0.0
PT SILVER BIRD,0.0
PT TRANS ANTAR NUSABIRD,0.0
PT BINA CIPTA TEKNOLOGI,0.0
PT MULTI SARANA INDOTANI,0.0
PT TANINDO INTERTRACO,0.0
PT BANK JABAR BANTEN SYARIAH,0.0
PT BANK PEMBANGUNAN DAERAH BENGKULU,0.0
PT BANK PEMBANGUNAN DAERAH JAMBI,0.0
PT BJB SEKURITAS JAWA BARAT,0.0
PT BPR INTAN JABAR,0.0
PT AFTANESIA RAYA,0.0
PT BINTANG PERDANA MULIA,0.0
PT BUKIT JONGGOL ASRI,0.0
PT CENTERRA MANAJEMEN PROPERTI,0.0
PT FAUNA LAND,0.0
PT FAUNA LAND SENTUL,0.0
PT GAZELLE INDONESIA,0.0
PT GRAHA SEJAHTERA ABADI,0.0
PT GUNUNG GEULIS ELOK ABADI,0.0
PT JASA SELARAS GEMILANG,0.0
PT JASA SELARAS UTAMA,0.0
PT JAYA SELARAS GEMILANG,0.0
PT JAYA SELARAS UTAMA,0.0
PT KARYA MEGAH SUKSES,0.0
PT KENCANA PONDOK ABADI,0.0
PT KENCANA PONDOK SEJAHTERA,0.0
PT LANGGENG SAKTI MANDIRI,0.0
PT MULYA CAHAYA PERMATA,0.0
PT NATURA NIAGA BERJAYA,0.0
PT PONDOK GEMILANG SEJAHTERA,0.0
PT SENTUL AIR NUSANTARA,0.0
PT SENTUL CITY PROPERTI,0.0
PT SENTUL GRAHA SEJAHTERA,0.0
PT SENTUL PP PROPERTI,0.0
PT SERPONG NATURA HIJAU SENTOSA,0.0
PT SUKAPUTRA GRAHA CEMERLANG,0.0
ASEAN MARITIME CORPORATION,0.0
BERLIAN LAJU TANKER CORPORATION,0.0
BLT FINANCE B.V,0.0
BLT LNG TANGGUH CORPORATION,0.0
DIAMOND PACIFIC INTERNATIONAL CORPORATION,0.0
FAST MARINE TRADING LIMITED,0.0
FREESIA NAVIGATION S.A,0.0
GOLD BRIDGE SHIPPING LTD,0.0
HOPEWAY MARINE INC,0.0
INDIGO PACIFIC CORPORATION,0.0
IRIS MARITIME INTERNATIONAL S.A,0.0
PT ASWATAMA SAMUDERA NUSANTARA,0.0
PT BERLIAN LIMATAMA,0.0
PT BROTOJOYO MARITIME,0.0
PT CENDANAWATI LOGISTIK INDONESIA,0.0
PT DEWI SRI MARITIM,0.0
PT NIAGA GLOBAL MODERN INDONESIA,0.0
PT PULAU KELAPA PERKASA,0.0
PT SEBATIK MARIN SERVIS,0.0
QUIMERA MARITIME S.A,0.0
SEAPEAK BLT CORPORATION,0.0
THAI PETRA TRANSPORT CO LTD,0.0
PT GRAHA LAYAR MITRA,0.0
PT BMHS DIKLAT INDONESIA,0.0
