Nama,Degree
PT JAYA SARANA PRATAMA,1.0
PT JEJARING OPTIK BINTARO JAYA,1.0
PT PRIMAINTI PERMATA,1.0
PT CINERE SERPONG JAYA,1.0
PT JALANTOL LINGKARLUAR JAKARTA,1.0
PT JASAMARGA AKSES PATIMBAN,1.0
PT JASAMARGA BALI TOL,1.0
PT JASAMARGA BALIKPAPAN SAMARINDA,1.0
PT JASAMARGA KUALANAMU TOL,1.0
PT JASAMARGA KUNCIRAN CENGKARENG,1.0
PT JASAMARGA MANADO BITUNG,1.0
PT JASAMARGA TRANSJAWA TOL,1.0
PT MARGA TRANS NUSANTARA,1.0
PT ANTILOPE MADJU,1.0
PT BALI NUSADEWATA VILLAGE,1.0
PT BELITUNG RESOR INTERNASIONAL,1.0
PT HOTEL CIKINI REALTY,1.0
PT HOTEL INVESTAMA REALTY,1.0
PT METROPOLITAN REALTY INTERNATIONAL,1.0
PT PURI PRIMA DEVELOPMENT,1.0
PT SKYLINE BUILDING,1.0
PT WYNNCOR BALI,1.0
PT INDIKA ADIDAYA MANDIRI,1.0
PT JASUINDO HID SECURITY,1.0
PT SOLUSI ANAK MILENIAL,1.0
PT SOLUSI IDENTITAS GLOBAL NET,1.0
KIMIA FARMA DAWAA CO LTD,1.0
PT KIMIA FARMA SUNGWUN PHARMACOPIA,1.0
PT SINKONA INDONESIA LESTARI,1.0
PT KARINWASHINDO CENTRALGRAHA,1.0
PT KARYA INVESTAMA INDONESIA,1.0
PT PBM OLAH JASA ANDAL,1.0
PT PERUSAHAAN BONGKAR MUAT OLAH JASA ANDAL,1.0
PT KMI ELECTRIC SOLUTION,1.0
PT LANGGENG BAJA PRATAMA,1.0
PT BINTANG MERAH PERKASA ABADI,1.0
PT DAYA SARANA MANTAP,1.0
PT GRAHA INVESTAMA ANDALAN TERPADU,1.0
PT MITRA MANDIRI MANTAP,1.0
PT KEDAWUNG SETIA CORRUGATED CARTON BOX INDUSTRIAL,1.0
PT ALAM ENERGI PRATAMA,1.0
PT BANGUN HIDRO ENERGI,1.0
PT BANGUN TIRTA LESTARI,1.0
PT CELEBES ENERGI LESTARI,1.0
PT CITRA ENERGI BORNEO,1.0
PT ENERGI ANGIN INDONESIA,1.0
PT ENERGI ANGIN MANDIRI,1.0
PT ENERGY SAKTI SENTOSA,1.0
PT KENCANA BORNEO ENERGI,1.0
PT KENCANA ENERGI MATAHARI,1.0
PT KENCANA ENERGI SEJAHTERA,1.0
PT KENCANA ENERGI SOLAR,1.0
PT MODAL KHAS INDONESIA,1.0
PT MODERN KENCANA MAKMUR,1.0
PT NAGATA DINAMIKA HIDRO MADONG,1.0
PT NUSA ENERGI LESTARI,1.0
PT NUSANTARA ENERGI SAKTI,1.0
PT PARATAMA INVESTAMA JAYA,1.0
PT PARTOGI DAYA TIRTA,1.0
PT PARTOGI TIRTA ENERGI,1.0
PT PERSADA HIDRO LESTARI,1.0
PT SUMATRA ENERGI LESTARI,1.0
PT SUMBER BANGUN PERTIWI,1.0
PT SUMBER HIDRO SENTOSA,1.0
PT SUMBER TIRTA ENERGI,1.0
PT TIARA TIRTA ENERGI,1.0
PT TIARA TIRTA SENTOSA,1.0
PT JEJARING MITRA PERSADA,1.0
PT TRIASMITRA CORNERSTONE INDONESIA,1.0
PT TRIASMITRA MULTINIAGA INTERNASIONAL,1.0
PT KIA KERAMIK MAS,1.0
PT KIA SERPIH MAS,1.0
PT BANTEN WEST JAVA TOURISM DEVELOPMENT,1.0
PT CIKARANG GERBANG SOLUSI,1.0
PT CIKARANG INLAND PORT,1.0
PT DUTA BANDARA BANTEN,1.0
PT FAUNALAND TANJUNG LESUNG,1.0
PT GERBANG TEKNOLOGI CIKARANG,1.0
PT GRAHABUANA CIKARANG,1.0
PT INDOCARGOMAS PERSADA,1.0
PT INFRASTRUKTUR CAKRAWALA TELEKOMUNIKASI,1.0
PT JABABEKA CREED RESIDENCE,1.0
PT JABABEKA INFRASTRUKTUR,1.0
PT JABABEKA INTERNATIONAL B.V,1.0
PT JABABEKA KEIHAN RESIDENCE,1.0
PT JABABEKA LONGLIFE CITY,1.0
PT JABABEKA MITRAFAMILI RESIDEN,1.0
PT JABABEKA MOROTAI,1.0
PT JABABEKA PLAZA INDONESIA,1.0
PT JABABEKA PP PROPERTI,1.0
PT JAMAGGO NUSANTARA LESTARI,1.0
PT KARYAMAS GRIYA UTAMA,1.0
PT KAWASAN INDUSTRI KENDAL,1.0
PT LIKUID NUSANTARA GAS,1.0
PT MEDIA MEMBANGUN NEGERI,1.0
PT MERCUAGUNG GRAHA REALTY,1.0
PT METROPARK CONDOMINIUM INDAH,1.0
PT WISPER MEDIA,1.0
WHISPER MEDIA PTE LTD,1.0
PT SELARAS TURBO ELEKTRONIK INDONESIA,1.0
PT TURBO ELEKTRO DOMESTICI,1.0
PT ANUGERAH RODA KENCANA,1.0
PT CENTRAL RESIK BANTEN,1.0
PT GREEN ASIA TANKLINER,1.0
PT PETRO NUSA KITA,1.0
PT SIDOMULYO LOGISTIK,1.0
PT GLOBAL SOLUTION ENGINEERING,1.0
PT DIGITALISASI PERANGKAT INDONESIA,1.0
PT SURYA FAJAR INVESTAMA,1.0
PT SURYA FAJAR SEKURITAS,1.0
PT SURYA FAJAR URUN DANA,1.0
BHARA ENERGY INTERNATIONAL,1.0
HINENI HIJAU ENERGY PTE LTD,1.0
HINENI RESOURCE PTE LTD,1.0
HINENI SEVEN RESOURCES DMCC,1.0
MONTIS COMMODITIES PTE LTD,1.0
PT ANGKASA NUSAGRAHA,1.0
PT JASATAMA MANDIRI SUKSES,1.0
PT SUMBER BIOMASSA INDONESIA,1.0
PT SUMBER MINERAL GLOBAL ABADI TBK,1.0
PT TRANSMARINA PELABUHAN INDONESIA,1.0
PT AEK TARUM,1.0
PT AGRO PLANINDO UTAMA,1.0
PT ANUGERAH PALM INDONESIA,1.0
PT BINASAWIT MAKMUR,1.0
PT GADING JAYA AGRO,1.0
PT GUNUNG TUA ABADI,1.0
PT HUTAN KETAPANG INDUSTRI,1.0
PT KEDURANG PRAKARSA NABATI,1.0
PT KUSUMA MENTARI MAKMUR,1.0
PT LANANG AGRO BERSATU,1.0
PT MUTIARA BUNDA JAYA,1.0
PT NATIONAL SAGO PRIMA,1.0
PT NUSANTARA SARANA ALAM,1.0
PT PALMA TIMUR SEJAHTERA,1.0
PT SAMPOERNA BIO FUELS,1.0
PT SAWIT SELATAN,1.0
PT SELATANJAYA PERMAI,1.0
PT SUGIH AMERTA BERLABUH,1.0
PT SUNGAI MENANG,1.0
PT TEBAR TANDAN TENERAH,1.0
PT TELAGA HIKMAH,1.0
SAMPOERNA PALMA PTE LTD,1.0
PT GOLDEN PRIMA MARITIM,1.0
PT NIAGA MARITIM INDONESIA,1.0
PT PRATAMA UNGGUL LESTARI,1.0
PT SUASA BENUA SUKSES,1.0
PT SIGMA NIAGA GAS,1.0
MUNCUL NIGERIA LIMITED,1.0
PT BERLICO MULIA FARMA,1.0
PT MUNCUL MEKAR,1.0
PT SEMARANG HERBAL INDO PLANT,1.0
AIDO HEALTH PTE LTD,1.0
PT ABADI SELARAS CENDRAWASIH,1.0
PT ACEH HARAPAN MEDIKA,1.0
PT ADAMANISA KARYA SEJAHTERA,1.0
PT ADIJAYA BUANA SAKTI,1.0
PT AGUNG CIPTA RAYA,1.0
PT AMBON BANGUN NUSA,1.0
PT ANUGERAH SENTRA MEDIKA,1.0
PT ARITASINDO PERMAISEMESTA,1.0
PT ARYAMEDIKA TEGUH TUNGGAL,1.0
PT BALI ORION CITRA,1.0
PT BALIKPAPAN DAMAI HUSADA,1.0
PT BANJAR DINAMIKA MULIA,1.0
PT BANJAR JAYA MEDIKA,1.0
PT BEKASI KARYA BANGSA,1.0
PT BEKASI MEDIKA INSAN,1.0
PT BERLIAN CAHAYA INDAH,1.0
PT BINA BAHTERA SEJATI,1.0
PT BINA CIPTA SEMESTA,1.0
PT BINJAI JAYA INDAH,1.0
PT BITHEALTH TEKNOLOGI PINTAR,1.0
PT BUANA DIGDAYA SEJAHTERA,1.0
PT BUMI UNGGUL PERSADA,1.0
PT CAHAYA GEMPITA UTAMA,1.0
PT CIPTAKARYA TIRTA CEMERLANG,1.0
PT DIAGRAM HEALTHCARE INDONESIA,1.0
PT EAST JAKARTA MEDIKA,1.0
PT EMEDICAL CENTER INDONESIA,1.0
PT GAMMA KNIFE CENTER INDONESIA,1.0
PT GEMILANG MULIA BEKASI,1.0
PT GEMPITA NUSA SEJAHTERA,1.0
PT GENTA RAYA INTERNUSA,1.0
PT GOLDEN FIRST ATLANTA,1.0
PT GORONTALO GRAHA TUNAS,1.0
PT GRAMARI PRIMA NUSA,1.0
PT GRHA ULTIMA MEDIKA,1.0
PT GUCHI KENCANA EMAS,1.0
PT HARAPAN KUSUMA TUNGGAL,1.0
PT INDAH KEMILAU ABADI,1.0
PT INOVASI TELEMEDIA INDONESIA,1.0
PT INTI PRATAMA MEDIKA,1.0
PT JAKARTA DINAMIKA SENTOSA,1.0
PT JAKARTA KUSUMA NUSANTARA,1.0
PT JAKARTA PANCA BAHARI,1.0
PT JAKARTA PRISMA VISINDO,1.0
PT JANGKAR VISINDO ABADI,1.0
PT JANGKAR VISINDO BERLIAN,1.0
PT JAYAPURA PERKASA RAYA,1.0
PT KEMITRAAN SYUBBANUL WATHON SILOAM,1.0
PT KIRANA PUSPA CEMERLANG,1.0
PT KORIDOR USAHA MAJU,1.0
PT KRISOLIS JAYA MANDIRI,1.0
PT KUSUMA PRIMADANA,1.0
PT LINTANG LAKSANA UTAMA,1.0
PT LINTAS BUANA JAYA,1.0
PT LISHAR SENTOSA PRATAMA,1.0
PT MAHKOTA BUANA SELARAS,1.0
PT MANAJEMEN PERKASA MAKMUR,1.0
PT MEDIKA HARAPAN CEMERLANG INDONESIA,1.0
PT MEDIKA INTAN NUSA,1.0
PT MEDIKA RESCUE INTERNATIONAL,1.0
PT MEDIKA SARANA TRALIANSIA,1.0
PT MEDITEK INOVASI GLOBAL,1.0
PT MEGA BUANA BHAKTI,1.0
PT MEGAPRATAMA KARYA BERSAMA,1.0
PT MULIA PRATAMA CEMERLANG,1.0
PT MULTISELARAS ANUGERAH,1.0
PT NUSA HARAPAN ABADI,1.0
PT NUSA HARAPAN BERLIAN,1.0
PT FUJI TECHNICA INDONESIA,1.0
PT GARDA ERA SEDAYA,1.0
PT GAYA MOTOR,1.0
PT INTI PANTJA PRESS INDUSTRI,1.0
PT MATRA GRAHA SARANA,1.0
PT MENARA ASTRA,1.0
PT PULOGADUNG PAWITRA LAKSANA,1.0
PT SEDAYA PRATAMA,1.0
PT SHARIA MULTIFINANCE ASTRA,1.0
PT SWADHARMA BHAKTI SEDAYA FINANCE,1.0
PT ANDALAN SAKTI NUSA,1.0
PT ASIA MENTARI PROPERTI,1.0
ALAM SYNERGY PRIVATE LIMITED,1.0
CARLISLE VENTURE PTE LTD,1.0
PT DELTA MANUNGGAL RAHARJA,1.0
PT DELTA MEGA PERSADA,1.0
PT DUTA PRAKARSA DEVELOPMENT,1.0
PT DUTA REALTINDO JAYA,1.0
PT GARUDA ADHIMATRA INDONESIA,1.0
PT MERDU GEMILANG MITRATAMA,1.0
PT NUSA CIPTA PRATAMA,1.0
PT NUSA RAYA MITRATAMA,1.0
PT PERMATA INDAH KEDATON,1.0
PT WISMA RAMAYANA,1.0
PT ADI SARANA INVESTINDO,1.0
PT ADI SARANA LELANG,1.0
PT ADI SARANA PROPERTI,1.0
PT ADI SARANA TRANSPORTASI,1.0
PT AUTOPEDIA SUKSES LESTARI TBK,1.0
PT DUTA MITRA SOLUSINDO,1.0
PT ANABATIC DIGITAL RAYA,1.0
PT COMPUTRADE TECHNOLOGY INTENATIONAL,1.0
PT DUNIA KERJA INDONESIA,1.0
PT EMPORIA DIGITAL RAYA,1.0
PT KARYAPUTRA SURYAGEMILANG,1.0
PT PURI AMANI MULIA,1.0
PT ARDENDI JAYA SENTOSA,1.0
PT ASTRA DAIDO STEEL INDONESIA,1.0
PT ASTRA KOMPONEN INDONESIA,1.0
PT AUTOPLASTIK INDONESIA,1.0
PT CENTURY BATTERIES INDONESIA,1.0
PT FEDERAL IZUMI MANUFACTURING,1.0
PT FSCM MANUFACTURING INDONESIA,1.0
PT GEMALA KEMPA DAYA,1.0
PT INDOKARLO PERKASA,1.0
PT MENARA TERUS MAKMUR,1.0
PT NUSA KEIHIN INDONESIA,1.0
PT PAKOAKUINA,1.0
PT SENANTIASA MAKMUR,1.0
PT VELASTO INDONESIA,1.0
PT MULTIPRO PAINT INDONESIA,1.0
PT SOLUSI RUMAH PRAKTIS,1.0
PT PARAMITRA INTIMEGA,1.0
PT PARAMITRA MEDIA INTERAKTIF,1.0
PT SEPATU BATA ONLINE,1.0
PT RANTAI JARINGAN SUKSES,1.0
PT ALFAZ TOUR,1.0
PT BABUSSALAM BUANA MITRA,1.0
PT BAYU BUANA TRANSPORT,1.0
PT BUANA GELAR PARIWICARA,1.0
PT DHARMA BUANA EXPERINDO,1.0
PT DUTA BUANA EXPRESS,1.0
PT HULAA TRAVEL INDONESIA,1.0
PT TRIPUTRA BAYU KENCANA,1.0
BCA FINANCE LIMITED,1.0
PT BANK DIGITAL BCA,1.0
PT BCA SEKURITAS,1.0
PT CENTRAL CAPITAL VENTURA,1.0
PT BANK KB BUKOPIN SYARIAH,1.0
PT KB BUKOPIN FINANCE,1.0
BNI REMITTANCE LTD,1.0
PT BANK HIBANK INDONESIA,1.0
PT BNI MODAL VENTURA,1.0
PT BNI MULTIFINANCE,1.0
PT BNI SEKURITAS,1.0
BRI GLOBAL FINANCIAL SERVICES CO LTD,1.0
PT ASURANSI BRI LIFE (BRI LIFE,1.0
PT BRI DANAREKSA SEKURITAS,1.0
PT BRI MANAJEMEN INVESTASI,1.0
PT BRI MULTIFINANCE INDONESIA,1.0
PT BRI VENTURA INVESTAMA (BRI VENTURES,1.0
PT PEGADAIAN,1.0
PT PERMODALAN NASIONAL MADANI,1.0
BBR SHIPPING BERHAD,1.0
BBR SHIPPING PTE LTD,1.0
LAFITE ASSETS LTD,1.0
MEDAN NUSANTARA PROPERTINDO,1.0
MNC ASSET MANAGEMENT LTD,1.0
MOTION CRYPTO TECHNOLOGY,1.0
MOTION DIGITAL LTD,1.0
PT FM DIGITAL SOLUTION,1.0
PT MNC FINANCE,1.0
PT MNC INSURANCE BROKER,1.0
PT MNC MODAL VENTURA,1.0
PT MNC TEKNOLOGI NUSANTARA,1.0
PT MODAL ANAK BANGSA,1.0
PT MOTION DIGITAL TECHNOLOGY,1.0
PT RIAU NUSANTARA PROPERTINDO,1.0
PT SISTEM INFORMASI APLIKASI PEMBAYARAN,1.0
PT MILWATER PRATAMA MANDIRI,1.0
PT MILLENNIUM POWER,1.0
PT DE GLOW INTERNATIONAL,1.0
PT SUKSES INTERNATIONAL ANUGERAH PRATAMA,1.0
PATUM VEGETABLE OILS CO LTD,1.0
PREMIUM VEGETABLE OILS SDN BHD,1.0
SENA MILLS REFINERIES PVT LTD,1.0
SOMAPRO MADAGASCAR,1.0
CV GOLDEN MONKEY,1.0
PT BIRU PERSADA UTAMA,1.0
PT PANCA MAKMUR BARU,1.0
PT SAHATI HAMPARAN TANGGUH,1.0
PT SIONCHEM GLOBAL INDO,1.0
PT TRIJAYA TANGGUH,1.0
PT WISMAYA ONKAR NUSANTARA,1.0
AGRI OILS PACKAGING SDN BHD,1.0
PT ASIAN AGRO AGUNG JAYA,1.0
PT ASIANAGRO AGUNGJAYA,1.0
PT BARCO,1.0
PT BONANZA MEGAH,1.0
PT KUSUMA MUKTI REMAJA,1.0
PT PABRIK MINYAK PERNIAGAAN DAN INDUSTRI IKAN DORANG,1.0
PT BERKAT MANUNGGAL ENERGI,1.0
DNX AUSTRALIA PTY LIMITED,1.0
PT KALTIM NITRATE INDONESIA,1.0
PT WAHANA LOGISTIK SEMESTA,1.0
PT WAHANABHARA BHAKTI,1.0
SOLAR INDUSTRIES INDIA LTD,1.0
TAMAN BUKIT MAS,1.0
PT ALAM JAYABARA PRATAMA,1.0
PT GANDA ALAM MAKMUR,1.0
PT DEKORUMA INOVASI LESTARI,1.0
PT LAZADA INDONESIA,1.0
PT RITEL BERSAMA NASIONAL,1.0
PT YAMAHA MOTOR INDONESIA,1.0
CV DELLA SUKSES,1.0
PT BAGUS INDAH LESTARI,1.0
PT BESAR INTI GLOBAL,1.0
PT BINTANG INTERINDO GEMILANG INTERNASIONAL,1.0
PT GADING MAS WIRAJAYA,1.0
PT GARUDA SEJAHTERA FURINTRACO,1.0
PT GRAHA SERIBUSATU JAYA,1.0
PT HALIM JAYA PRATAMA,1.0
PT MULTI NUGRAHA KENCANA,1.0
PT PUNGUT PERMAI PERKASA,1.0
PT QUANTUM TOSAN INTERNASIONAL,1.0
PT SINAR KIRANA MULIA,1.0
PT SUKSES TEKNIK INOVASI,1.0
PT TANDITAMA MANDIRI,1.0
PT UNIVERSAL FURNITECH INDUSTRI,1.0
PT INDONESIA VODA STEEL,1.0
PT DAYA RADAR HAURA,1.0
PT EVERAGE VALVES METAL,1.0
PT ISPAT INDO,1.0
PT JATIM TAMAN STEEL,1.0
PT LUCKY TOP METALS,1.0
PT PRIMA BETON BANGUN PERSADA,1.0
PT BAHAGIA SUKSES LESTARI,1.0
PT FAJAR UTAMA NUANSA,1.0
PT JATRA MANDIRI INDONESIA,1.0
PT KERTA JAYA UTAMA,1.0
PT MEGA DEPARTMENT STORE,1.0
PT SECURINDO PACKATAMA,1.0
PT CAHAYA PLASTINDO SEJAHTERA,1.0
PT GUNADAYA INTI SEJATI,1.0
PT INOVASI RITEL INDONESIA,1.0
PT MULTI GLOBAL PLASINDO,1.0
PT PLASTMART RITEL PRATAMA,1.0
CV MAHKOTA MAS PRATAMA,1.0
PT RENDAPLAS ANDIKA,1.0
CV ADIPURA MAS PLASTINDO,1.0
PT STELLARWAY INDONESIA,1.0
CV GOLDEN LEAF,1.0
MUAR BAN LEE,1.0
NANJING HAICHUAN INTERNATIONAL TRADE CO LTD,1.0
PT ANDALAN TEKNIK PERKASA,1.0
PT KARYAWAJA EKAMULIA,1.0
PT MANORIAN ENGINEERING PERKASA,1.0
PT NAN YANG TECHNOLOGY INDONESIA,1.0
PT PURA MAYUNGAN,1.0
PT ROFINDO JAYATAMA,1.0
PT UNGGUL PRAKARSA PRISMA,1.0
CRUSTACEA SEAFOOD COMPANY INC,1.0
NEWPORT INTERNATIONAL OF TIERRA VERDE INC,1.0
PT KARYA MINA PUTRA,1.0
PT ASIAN TRAILS INDONESIA,1.0
HIKMAT HANIFI CO LTD,1.0
PACIFIC PHARMACHEUTICAL PTE LTD,1.0
PBF MENJANGAN ENAM,1.0
PT PODO MEKAR JAYA SENTOSA,1.0
PT PROMEDRAHARDJO FARMASI INDUSTRI,1.0
PT SEHAT INTI PERKASA,1.0
PT WITA LARAS KIRANA,1.0
SEKRETARIAT DITJEN KESEHATAN,1.0
PT KIMIA FARMA DIAGNOSTIK,1.0
PT SINKONA INDAH LESTARI,1.0
PT KEUMALA SARANA WISATA,1.0
PT MARECO PRIMA MANDIRI,1.0
PT ANEKA CIPTA,1.0
PT SEMPANA JAYA AGUNG,1.0
PT TAPANULI INVESTASI AGRO,1.0
UNIVERSAL GRAFINDO,1.0
PT KODECO AGROJAYA MANDIRI,1.0
PT SAWITA ANTARIS MAKMUR,1.0
KOPERASI LANGGAI BERSAMA,1.0
KOPERASI LANGGAI JAYA MAKMUR,1.0
KOPERASI PLASMA MAHAMAYA,1.0
KOPERASI PLASMA SUKSES PERTIWI,1.0
PALMITECO ENGINEERING (M) SDN BHD,1.0
PLASMA SUKSES PERTIWI,1.0
PT AGRITAMA MULTI SARANA,1.0
SINGA MAS INTERNASIONAL,1.0
VISTA GRAIN,1.0
BLUE OCEAN RESOURCES PTE LTD,1.0
CP PRIMA AQUACULTURE PRIVATE LIMITED,1.0
CP PRIMA CORPORATION LIMITED,1.0
CPP INTERTRADE PTE LTD,1.0
PT ANDALAS WINDUMURNI,1.0
PT CENTRAL BALI BAHARI,1.0
PT CENTRALPERTIWI BAHARI,1.0
PT CENTRALWINDU SEJATI,1.0
PT CITRA WINDUPERTALA,1.0
PT MARINDOLAB PRATAMA,1.0
PT SURYAWINDU PERTIWI,1.0
PT WINDUSEJATI PERTIWI,1.0
PT CATUR BERKAT BERSAMA,1.0
PT CATUR KARDA SENTOSA,1.0
PT CATUR LOGAMINDO,1.0
PT CATUR MITRA SEJATI SENTOSA,1.0
PT CATUR SENTOSA BERHASIL,1.0
PT CATURADITYA SENTOSA,1.0
PT ELEGANZA TILE INDONESIA,1.0
PT KUSUMA KEMINDO SENTOSA,1.0
PT BOGORINDO CEMERLANG,1.0
NS CONNECTION TECHNOLOGY PTE LTD,1.0
PT CITRA PEMBINA PENGANGKUTAN INDUSTRIES,1.0
PT CITRAMADYA CARGINDO,1.0
PT SARANA CITRANUSA KABIL,1.0
LONGFIELD ENTERPRISES LIMITED,1.0
PT BUANASARANA SEJATIINDAH,1.0
PT CIPUTRA ADIBUANA,1.0
PT CIPUTRA ADIGRAHA,1.0
PT CIPUTRA CITAKARYA NUSANTARA,1.0
PT CIPUTRA GRAHA MITRA,1.0
PT CIPUTRA MULTI DATA,1.0
PT CIPUTRA NIRVANADWIPA,1.0
PT CIPUTRA RAYA SEJAHTERA,1.0
PT CIPUTRA RESIDENCE,1.0
PT CIPUTRA SEMARANG,1.0
PT CIPUTRA SENTRA,1.0
PT CITRA KARYA KREASI MANDIRI,1.0
PT CITRADIMENSI SERASI,1.0
PT CITRALAND GRAHA REALTY,1.0
PT DIMENSI SERASI,1.0
PT KHARISMASAKA PRATAMA,1.0
PT PENTA OKTONEATAMA,1.0
PT SARANANEKA INDAHPANCAR,1.0
PT SUBURSEJAHTERA AGUNGABADI,1.0
PT BANTEN ENERGY INTERNATIONAL,1.0
PT DUTA BUANA PERMAI DEVELOPMENT,1.0
PT DUTA HOTEL MANAJEMEN,1.0
PT GRAHABAKTI ABADI,1.0
PT PREMIERA ANGGADA,1.0
PT SARANA MEGAHTAMA,1.0
PT CIPTA MULTI PRIMA,1.0
PT DARMA REKA TEKNIK,1.0
PT DH INVESTINDO,1.0
PT DH KONSTRUKSINDO,1.0
PT DH KONTRAKTAMA,1.0
PT DH SERVICES,1.0
PT DH TRADINGCORP,1.0
PT ROCKY INVESTMENTS GROUP,1.0
PT SABINA MAHARDIKA,1.0
PT DAFAM MAJU BERSAMA,1.0
PT DAFAM MAMBO INTERNATIONAL,1.0
PT DUTA BUANA PERMATA,1.0
PT INTI DUTA ENERGI,1.0
PT NUSA SAPTACITRA PERDANA,1.0
PT ARKADIA MEDIA NUSANTARA,1.0
PT INTEGRA ARCHIPELAGO MEDIA,1.0
PT MATA MEDIA NUSANTARA,1.0
PT ABADI CITRA LESTARI,1.0
BADAN KERJASAMA INTILAND STARLIGHT,1.0
PT BUANA BEJANA,1.0
PT DINAMIKA KENCANA MANDIRI,1.0
PT GANDARIA MULIA,1.0
PT GANDARIA PERMAI,1.0
PT GANDARIA PRIMA,1.0
PT GANDARIA SAKTI,1.0
PT GRAHA INTI BOGA,1.0
PT GRANDE FAMILY VIEW,1.0
PT GRANDE IMPERIAL,1.0
PT INTI ALGORITMA PERDANA,1.0
PT INTI GRIA PALAMARTA,1.0
PT INTI GRIA PERDANA,1.0
PT INTI GRIA PERKASA,1.0
PT INTI GRIA PERSADA,1.0
PT INTI GRIA PERWIRA,1.0
PT INTI GRIA PRAMUDYA,1.0
PT INTILAND ALFA RENDITA,1.0
PT INTILAND ESPERTO,1.0
PT INTILAND GRANDE,1.0
PT INTILAND SEJAHTERA,1.0
PT INTISARANA EKARAYA,1.0
PT JATENG INDUSTRI INTILAND,1.0
PT KAWASAN INDUSTRI INTILAND,1.0
PT KAWASAN JOMBANG,1.0
PT KAWASAN PLOSO,1.0
PT KINERJA LANCAR SERASI,1.0
PT MELATI ANUGERAH SEMESTA,1.0
PT MELATI IMPIAN BANGSA,1.0
PT MELATI WAHANA NUSANTARA,1.0
PT MUTIARA RAGA INDAH,1.0
PT PERKASALESTARI PERMAI,1.0
PT PERKASALESTARI UTAMA,1.0
PERKEBUNAN INDUSTRI SEGAJUNG,1.0
PT PRIMA SENTOSA GANDA,1.0
PT PERKEBUNAN INDUTSRI SEGAJUNG,1.0
PT PURISENTOSA UNGGUL,1.0
PT PUTRA SINAR PERMAJA,1.0
PT SELASIH SAFAR,1.0
PT SINAR CEMERLANG GEMILANG,1.0
PT SINAR PUSPA PERSADA,1.0
PT TAMAN HARAPAN INDAH,1.0
PT USAHA GUNA KELOLA,1.0
PT VIDA IRVETTA PENINSULA,1.0
PT WIRASEJATI BINAPERSADA,1.0
PURI SENTOSA UNGGUL,1.0
PT BERKAH OMEGA SUKSES,1.0
PT DISA CITRA DIGITAL,1.0
PT PRODIA DIAGNOSTIC LINE,1.0
PT WEB ARCHITECT TECHNOLOGY,1.0
SPEEDMINER SDN BHD,1.0
BEIJING FUHAIHUA IMPORT EXPORT CORP LTD,1.0
AZMET TECHNOLOGY PROJECTS,1.0
CITIC HEAVY INDUSTRIES CO LTD,1.0
GREAT AIMS RESOURCES SDN BHD,1.0
ORICA SINGAPORE PTE LTD,1.0
PT ANUGRAH SOLIDINDO PRATAMA,1.0
PT INDRAMAS ENVIRO KARYA,1.0
PT MARTON TEKINDO ABADI,1.0
PT OMEGA DRILLING SERVICES,1.0
PT TRUBA JAGA CITA,1.0
SHANGHAI SHIBANG MACHINERY CO LTD,1.0
SHENYANG FLORREA CHEMICALS CO LTD,1.0
UNID GLOBAL CORPORATION,1.0
TRANSAMINE FAR EAST LIMITED,1.0
INNOVATE INSTANT COFFEE SDN BHD,1.0
ITOCHU SINGAPORE PTE LTD,1.0
PT ANUGERAH SEJAHTERA NASIONAL,1.0
PT HON CHUAN INDONESIA,1.0
PT SUMBER KOPI PRIMA,1.0
GREENTECH INGREDIENTS PTE LTD,1.0
CV MUL JAYA,1.0
CV SUDIRA UTAMA LESTARI,1.0
PT SINAR TENGGARONG INTI MULYA,1.0
PT GROWTH JAVA INDUSTRY,1.0
PT MUTIARA TRANS SUMATERA,1.0
PT SAMUDERA NUSA PERKASA,1.0
PT KUKAR MANDIRI SHIPYARD,1.0
PT OIL SHIPPING TRANS INDONESIA,1.0
ADITYAA ENERGY RESOURCES PTE LTD,1.0
ARES ASIA RESOURCES PTE LTD,1.0
CASHIN RESOURCE COMPANY LIMITED,1.0
COSMOS STAR GENERAL TRADING LLC,1.0
DRAGON ENERGY CORPORATION,1.0
FALCON POWER CO LTD,1.0
FAR EAST COMMODITIES SA,1.0
IMR METALLURGICAL RESOURCES AG,1.0
INDOPACIFIC ENERGY PTE LTD,1.0
KNK ENERGY PTE LTD,1.0
KOWA ASIA PACIFIC PTE LTD,1.0
MOTION SHIPPING AND TRADING PTE LTD,1.0
NOBLE RESOURCES INTERNATIONAL PTE LTD,1.0
PT BUKIT BATU MULIA,1.0
REX COMMODITIES PTE LTD,1.0
SUEK AG,1.0
SUNRISE ASIA MINES AND MINERALS,1.0
PT WASKITA BETON,1.0
PT BUMI ALAM RAYA,1.0
PT MARAJA MASOGI,1.0
PT PELAYARAN LAUTAN BERKAT,1.0
NANTONG DAMAI ENGINEERING MACHINERY EQUIPMENT CO LTD,1.0
PT ALIEF PRATAMA TRANSINDO,1.0
PT BALIKPAPAN READY MIX,1.0
PT CT ADVANCE TECHNOLOGY,1.0
PT KRANE PERKASA,1.0
PT MEGAH ADHI KARYA,1.0
PT MULTI GUNA REZEKI,1.0
PT PERKASA BETON BATAM,1.0
PT PRATAMA WIDYA ENGINEERING,1.0
PT ROYAL KRANE PERKASA,1.0
PT ROYAL PRATAMA ENERGI,1.0
