Nama,Degree
PT DANTOSAN PRECON PERKASA,1.0
PT MULTIDAYA TEKNIK PRAKARSA,1.0
PT MITRA SEKAWAN PRIMA,1.0
PT ANDIKA BANGUN NUSANTARA,1.0
PT MAJUKARYA MANDIRI INDONESIA,1.0
PT BAKTI ENERGI SEJAHTERA,1.0
PT BUMIRESIK NUSANTARA RAYA,1.0
PT RASYA UTAMA,1.0
PT TITIAN BINAMIR METAL,1.0
PT REKAYASA ENGINEERING,1.0
GREATWALL DRILLING ASIA PACIFIC,1.0
PT BERKAT MANUNGGAL ENERGI,1.0
TAMAN BUKIT MAS,1.0
PT WAHANA LOGISTIK SEMESTA,1.0
PT WAHANABHARA BHAKTI,1.0
PT KALTIM NITRATE INDONESIA,1.0
PT LUCKY TOP METALS,1.0
PT BINASAWIT ABADI PRATAMA,1.0
PT KARYAWAJA EKAMULIA,1.0
PT UNGGUL PRAKARSA PRISMA,1.0
PT PROMEDRAHARDJO FARMASI INDUSTRI,1.0
PT ANEKA CIPTA,1.0
PT AGRITAMA MULTI SARANA,1.0
PT MAHAKARYA SENTRA ENERGI,1.0
PT RUMAH KARYA ENTERTAINMENT,1.0
PT MEKAR ARMADA JAYA,1.0
CV KARYA INDAH LAKSANA,1.0
PT GIORDANO INDONESIA,1.0
PT DEVOTEAM CLOUD SERVICES,1.0
CV MUL JAYA,1.0
PT SINAR TENGGARONG INTI MULYA,1.0
PT PELAYARAN LAUTAN BERKAT,1.0
PT GRAND OUTLET BALI,1.0
PT SANY MAKMUR PERKASA,1.0
PT SAETI BETON PRACETAK,1.0
PT STRUKTUR PINTAR INDONESIA,1.0
PT ALIEF PRATAMA TRANSINDO,1.0
PT CITRA LAUTAN TEDUH,1.0
PT SINAR GEMILANG SUMBER SEJAHTERA,1.0
PT KEDAP SAYAAQ,1.0
PT SUMBERDAYA ARINDO,1.0
PT OKTASAN BARUNAPERSADA,1.0
PT NEYVA PUTRI SRIWIJAYA,1.0
PT JAMBI SUMBER BARA UTAMA,1.0
PT SRIWIJAYA TEKNIK UTAMA,1.0
PT NISSON INDONESIA,1.0
PT TEGUH PERKASA KARYA PERDANA,1.0
PT PURNABUANA YUDHA,1.0
PT CNTIM CONSTRUCTION INDONESIA,1.0
PT KEP INDONESIA,1.0
PT SCHNEIDER INDONESIA,1.0
PT DJAKARTA GLOBAL SOLUSINDO,1.0
PT BASF INDONESIA,1.0
PT PETRO PUTRA PERKASA,1.0
PT DACHSER INDONESIA,1.0
PT WARNA MAKMUR ABADI,1.0
PT KORMAN INDO EXPRESS,1.0
PT SURYA KENCANA MANUNGGAL,1.0
SMCGC KONSTRUKSI INDONESIA,1.0
PT GUNANUSA UTAMA FABRICATORS,1.0
PT BATURAJA DAYA INSANI,1.0
PT BERHASIL INDONESIA GEMILANG,1.0
PT BUMI GRESIK SUKSES,1.0
PT DUA AGUNG,1.0
PT SUBUR BUANA RAYA,1.0
PT BATU JAYA GEMILANG,1.0
PT KMG LUBRICANTS INTERNATIONAL,1.0
PT JEWELRY DESIGN SERVICES,1.0
PT ANUGRAH BERKAT SOLUSI UTAMA,1.0
PT VISTA PERMATA INDAH,1.0
PT SEIGA PLUS ENERGY,1.0
PT PASKOMNAS NIAGA UTAMA,1.0
PT BYD AUTO INDONESIA,1.0
YAYASAN SETIA BUDI SAMARINDA,1.0
PT KIDS PLAY INDONESIA,1.0
BINTANG JAYA,1.0
KOPERASI MELATA JAYA INDAH,1.0
KOPERASI HARAPAN MAKMUR BERSAMA,1.0
KOPERASI PUSAKA BULAU SAHABUN,1.0
PT KHATULISTIWA SINERGI OMNIDAYA,1.0
PT KAHATEX,1.0
PT ASTER POLYCHEM,1.0
PT PACIFIC INDOPALM INDUSTRIES,1.0
PT YORGO ANUGERAH NUSANTARA,1.0
PT SUMBER SAWIT MAKMUR,1.0
KOPERASI TERAS BALAWAN,1.0
KOPERASI SELIMBAU JAYA,1.0
PT KONSTRUKSI BAJA CIKANDE,1.0
PT FAJAR SEMPURNA DHARMA,1.0
PT BRAGA JAVAS KASTARA,1.0
PT ASIA PACIFIC RAYON,1.0
PT TUNGGAL YUNUS ESTATE,1.0
PT BANGUN ESTETIKA LESTARI,1.0
PT INTI INDOSAWIT SUBUR,1.0
PT SUPRA MATRA ABADI,1.0
PT GUNUNG MELAYU,1.0
PT SAUDARA SEJATI LUHUR,1.0
PT NUSA PUSAKA KENCANA,1.0
PT PRISTINE AFTERMARKET INDONESIA,1.0
CV IMAGO RAYA,1.0
PT MULIA INSPIRA TEKNOLOGI,1.0
PT PASIFIK INTERNUSA,1.0
PT ABADI PRIMA INTI KARYA,1.0
PT ADHIMIX PRECAST INDONESIA,1.0
PT INTINIAGA SUKSES ABADI,1.0
PT SAKA AGUNG ABADI,1.0
PT ENERGI BATU HITAM,1.0
PT MADANI CITRA MANDIRI,1.0
PT PRIMA JAYA PERSADA NUSANTARA,1.0
PT RUNA PERSADA,1.0
PT SINAR NIRWANA SARI,1.0
PT TRIFITA PERKASA,1.0
PT ASIA RUBBERINDO,1.0
PT BITUNG GUNASEJAHTERA,1.0
PT TRIKARYA SEMESTA,1.0
PT WILSON TUNGGAL PERKASA,1.0
PT SEMESTA MANDIRI INDONESIA,1.0
PT DUA KUDA INDONESIA,1.0
PT ARTHA MULIA SEMBADA,1.0
PT NIAGA CITRA ABADI,1.0
PT SAMPURNA MAKMUR SEJAHTERA,1.0
PT TRINUSA TRAVELINDO,1.0
PT DIPAVILION KAMI BERKARYA,1.0
PT INDOMEDIA OUTDOOR,1.0
PT INTI BANGUN BUANA LESTARI,1.0
PT SAKA JAGAD PRATAMA,1.0
PT AGRO BOGA UTAMA,1.0
PT BAKTI ARTHA REKSA SEJAHTERA,1.0
PT DANATEL PRATAMA,1.0
PT HAMANROKO,1.0
PT MUSTIKA MEMADATA,1.0
PT PERKEBUNAN NUSANTARA IV,1.0
PT PERTAMINA BINA MEDIKA,1.0
PT SANBE FARMA,1.0
PT BINA SAN PRIMA,1.0
PT MENJANGAN SAKTI,1.0
PT MEPROFARM,1.0
PT PERKEBUNAN NUSANTARA VIII,1.0
PT ELEKTRISINDO,1.0
PT SUMBERDAYA SINARBARU,1.0
PT BUKIT SURYA MAS,1.0
PT PANCA SURYA GEMILANG,1.0
PT ANHE HYDRO ENGINEERING,1.0
PT AMARIS TIRTA PRATAMA,1.0
PT JARINGAN KOMUNIKASI LINTAS DATA,1.0
PT MEGA AKSES PERSADA,1.0
PT PARSAORAN GLOBAL DATATRANS,1.0
PT BANGUN ADYABAHAN PERKASA,1.0
PT PAKKODIAN,1.0
PT SEATECH MARINE AND OFFSHORE GLOBAL,1.0
PT SUMBER LAWANG PUTRA,1.0
PT CORONET CROWN,1.0
PT KEDAWUNG SUBUR,1.0
PT CROWN INDONESIA TRADING,1.0
PT CROWN BEVERAGE CANS INDONESIA,1.0
PT MANE INDONESIA,1.0
PT BASKARA ASRI GHAS,1.0
PT SUBANG ENERGI ABADI,1.0
PT NAGA BERKAT INDONESIA,1.0
GRAHA KONSTRUKSI PERKASA,1.0
PT KARYA CIPTA KREASI,1.0
PT BERKAT MITRA LESTARI,1.0
PT WEJAS IMANUEL,1.0
PT INOVASI LINTAS MEDIA,1.0
PT SUMBER CEMERLANG KENCANA PERMAI,1.0
PT ORLIE INDONESIA,1.0
PT HYPER DIGITAL ENGINEERING NUSANTARA,1.0
PT CONCH CEMENT INDONESIA,1.0
PT SHA SOLO,1.0
PT TRI CITRA SEJAHTERA,1.0
PT ANTAM RESOURCINDO,1.0
PT PANCAPURI INDOPERKASA,1.0
PT LAUTAN ARTHA INVESTAMA,1.0
PT LIMA PILAR RESOURCES,1.0
PT BATOLA PRIMATAMA,1.0
PT DATASCRIP,1.0
PT JAYA WIRA MANGGALA,1.0
PT NAVATAMA KREASI CEMERLANG,1.0
PT DTUR PESONA INDONESIA,1.0
CV TIRTA ASTRO,1.0
PT LEMATANG JAYA,1.0
PT KALIBAN BANGUN PRAKARSA,1.0
PT SEMPURNA MANDIRI SUKSES,1.0
PT INTERLOCK KARYA BERJAYA,1.0
CV TANJUNG EMAS INDAH,1.0
PT HERAFIKA,1.0
PT PILAR TEGUH UTAMA,1.0
PT INDO FUDONG KONSTRUKSI,1.0
PT MODEREN MULTI GRAHA,1.0
PT INTINIAGA UNGGUL NUSANTARA,1.0
PT NUSA INTI CEMERLANG,1.0
PT NUSACIPTA INDONESIA,1.0
PT SINERGI WAHANA GEMILANG,1.0
PT SISTECH KHARISMA,1.0
PT WAHANA PIRANTI GUNA,1.0
PT DAYA GUNA LAKSANA,1.0
PT OJI INDO MAKMUR PERKASA,1.0
PT BATURONA ADIMULYA,1.0
PT CRODA TRADING INDONESIA,1.0
PT TAMAN WISATA JOGJA,1.0
PT ABADI AGROSINDO PERSADA,1.0
PT TRIKARYA ARTHA ABADI,1.0
PT INDO LOG ONE,1.0
PT WULANDARI BANGUN LAKSANA,1.0
PT PLASTMART RITEL PRATAMA,1.0
PT STELLARWAY INDONESIA,1.0
PT PANCA GLOBAL KAPITAL TBK,1.0
PT NICTYFRANK HUTAMA ARTA,1.0
PT TAPANULI INVESTASI AGRO,1.0
PT BINA SINAR AMITY,1.0
PT SMART TELECOM,1.0
ASURANSI DAYIN MITRA TBK,1.0
PT KHARISMA PLASTIK INDO,1.0
PT PALAPA RING BARAT,1.0
PT INFRASTRUKTUR BISNIS SEJAHTERA,1.0
PT BANK ALADIN SYARIAH TBK,1.0
PIONEERINDO GOURMET INTERNATIONAL TBK,1.0
BAYU BUANA TBK,1.0
PT BANK JTRUST INDONESIA TBK,1.0
PT MULTI BERKAT ENERGI,1.0
ANCORA INDONESIA RESOURCES TBK,1.0
PT BHAKTI MULTI ARTHA TBK,1.0
PT MNC OTT NETWORK,1.0
PT KERETA CEPAT INDONESIA CHINA,1.0
PT BATAVIA PROSPERINDO TRANS TBK,1.0
SURYAMAS DUTAMAKMUR TBK,1.0
DUTA PERTIWI TBK,1.0
PT SARANA KELOLA SEJAHTERA,1.0
PT ABADI ADIMULIA,1.0
PT OBSIDIAN STAINLESS STEEL,1.0
PT JHONLIN GROUP,1.0
PT INDAH JAYA TEXTILE INDUSTRY,1.0
PT BUMI SEKUNDANG ENIM ENERGY,1.0
PT SARANA MEDITAMA ANUGERAH,1.0
KIMIA FARMA TBK,1.0
PT LADANG SAWIT MAS,1.0
PT CEMINDO GEMILANG TBK,1.0
PT PERMATA BINTANG BORNEO,1.0
PT TRANS JAYA PERKASA,1.0
PT SANSAINE EXINDO,1.0
PT TASTI ANUGERAH MANDIRI,1.0
PT JAKSON NIAGATAMA,1.0
PT SAPTA UNGGUL,1.0
PT TRIYASA GEOKOMUNINDO,1.0
PT BUMI MULIA PERKASA,1.0
PT NURMAN ABADI,1.0
PT TEKNIK KONSTRUKSINDO PERKASA,1.0
PT SARANA STEEL,1.0
PT INTERNUX,1.0
PT PRESTASI PIRANTI INFORMASI,1.0
PT TELEKOMUNIKASI SELULAR,1.0
PT HUME SAKTI INDONESIA,1.0
PT PRYSMIAN CABLES INDONESIA,1.0
PT CIPTA MANDIRI INVESTAMA,1.0
PT DUTA LINTAS LAUTAN,1.0
PT GLOBAL HANSTAMA JAYA,1.0
PT BENTENG CIPTA LAKSANA,1.0
PT BINA INFRASTRUKTUR NUSANTARA,1.0
PT GENTA CIPTA ABADI,1.0
PT SAHASSA PRIMA NIAGA,1.0
PT SETIA PRATAMA KONINDO,1.0
PT ARMADA ROCK KARUNIA TRANSSHIPMENT,1.0
PT KERTOPATEN KENCANA,1.0
PT WOO IN,1.0
PT YAMAHA MUSICAL PRODUCTS ASIA,1.0
CV BINO ARSITAMA,1.0
PT JINGGA UNGGUL LOHJINAWI,1.0
PT LYRA AKRELUX,1.0
PT MESTIKA MAKMUR PERSADA JAYA,1.0
PT STARMEDIA INTISARANA SEJATI,1.0
PT BERSAMA LEMINDO ABADI,1.0
SENTOSA TATA MULTI SARANA,1.0
CV ATTHAFOOD,1.0
PT IKAGRIYA DARMAPERSADA,1.0
PT INTAN PERSADA,1.0
PT TRIMATRA BANGUN PERSADA,1.0
PT TIGA SAUDARA PUTRI,1.0
PT GENTING PROPERTI NUSANTARA,1.0
PT GENTING PROPERTI CEMERLANG,1.0
PT ASAHIMAS CHEMICAL,1.0
PT INEOS AROMATICS INDONESIA,1.0
PT PELITA AGUNG AGRINDUSTRI,1.0
PT PERMATA HIJAU,1.0
PT SEBATIK MARIN SERVIS,1.0
PT SHELL INDONESIA,1.0
PT ATOM MEDIA INDONESIA,1.0
PT NUSANTARA ELANG SEJAHTERA,1.0
PT WIRA PAMUNGKAS PARIWARA,1.0
PT OMEGA FILM,1.0
CV DIGITAL JAYA SUMATERA,1.0
PT LUMBANG JAYA MAKMUR,1.0
PT INDO FORMOSA TRADING,1.0
PT BENUA SAMUDERA LOGISTICS,1.0
CV RAYA DIPTA SWASTIKA,1.0
PT SIGMA JAYA PRATAMA,1.0
PT BOSTON CONSULTING INDONESIA,1.0
PT WEB ARCHITECT TECHNOLOGY,1.0
PT INDRAMAS ENVIRO KARYA,1.0
PT GROWTH JAVA INDUSTRY,1.0
PT OIL SHIPPING TRANS INDONESIA,1.0
PT MANYAR MAJU REFINERY,1.0
PT TROPICAL ELECTRONIC,1.0
PT IMCD INDONESIA,1.0
PT KARUNIA MAKMUR SELARAS,1.0
PT SIGNA HUSADA,1.0
PT GPI JABUNG INDONESIA,1.0
PT BINTANG KANGURU,1.0
PT TANTRA TEXTILE INDUSTRY,1.0
PT KEMAL JAYA PERKASA,1.0
PT AMERTHA GRACIA,1.0
PT LINDE INDONESIA,1.0
PT MATESU GOTTY ABADI,1.0
PT MITRA HIJAU ASIA,1.0
CV BATU PERMAI,1.0
PT TRENGGANA SUMAPALA ABADI,1.0
PT MULTI FABRINDO GEMILANG,1.0
PT GLOBAL MANDIRI PRIMATECH,1.0
PT LSAG CABLE INDONESIA,1.0
PT MEIDEN ENGINEERING INDONESIA,1.0
PT MITRA PRATAMA REKAYASA,1.0
PT KARYA CAKRA MANDIRI,1.0
PT PASARAYA INTERNATIONAL HEDONISARANA,1.0
PT WISISCO BAJA PUTRA,1.0
PT AEL INDONESIA,1.0
PT MACMAHON INDONESIA,1.0
PT MACMAHON MINING SERVICES,1.0
PT ORICA MINING SERVICES,1.0
CV GALLERY AUTO SOLUTION,1.0
CV TIGA CAHAYA INTAN,1.0
PT SURABAYA KERAMIK,1.0
PT ELC BEAUTY INDONESIA,1.0
PT JAYA AGRINDO,1.0
PT NUTRICIA INDONESIA SEJAHTERA,1.0
PT BEKO APPLIANCES INDONESIA,1.0
PT DAYA UTAMA TANGGUH AMANAH,1.0
PT GAJAH UNGGUL INTERNASIONAL,1.0
PT TOPINDO ATLAS ASIA,1.0
PT ZULU ALPHA PAPA,1.0
PT SUKSES KARYA AGUNG,1.0
PT JAYATAMA SELARAS,1.0
PT SUMBER KEMAS INDONESIA,1.0
PT FASTRATA BUANA,1.0
PT HOKKAN INDONESIA,1.0
PT INTIM PUTRA PERKASA,1.0
PT MULTI INDO TRADING,1.0
PT WIRYA KRENINDO PERKASA,1.0
PT BASUKI RAHMANTA PUTRA,1.0
PT HIJAU LESTARI RAYA FIBREBOARD,1.0
PT JGC INDONESIA,1.0
PT PROGRESMAX,1.0
PT DUTA MAS INDAH,1.0
PT HAILIANG NOVA MATERIAL INDONESIA,1.0
PT MEKAR MULTI JASA,1.0
PT SAC NUSANTARA,1.0
PT WIRA SADANA LESTARI,1.0
PT TRIDUTA MITRA SEJAHTERA,1.0
CV NUTRINDO PANGAN,1.0
PT INSPIRASI BISNIS NUSANTARA,1.0
PT QUAKER INDONESIA,1.0
PT CATURDAYA SEMBADA,1.0
PT DAYACIPTA KEMASINDO,1.0
PT DBFF BOTON INDONESIA,1.0
PT DKSH INDONESIA,1.0
PT SARANA KEMASINDO PLASTIK,1.0
PT TEGAR INTI SENTOSA,1.0
PT MAHKOTA ANDALAN SAWIT,1.0
PT APLIKASI KARYA ANAK BANGSA,1.0
PT HARRISMA INFORMATIKA JAYA,1.0
PT PUTRA SLEMAN SEMBADA,1.0
PT SOEDALI SEJAHTERA,1.0
PT TRITUNGGAL SUKSES PRATAMA,1.0
PT EKATUNGGAL TUNAS MANDIRI,1.0
PT MASSINDO KARYA PRIMA,1.0
PT MASSINDO SOLARIS NUSANTARA,1.0
PT MITSUBISHI MOTORS KRAMA YUDHA INDONESIA,1.0
PT SARANA UTAMA INDONESIA,1.0
PT ZINUS GLOBAL INDONESIA,1.0
PT HANWA INDONESIA,1.0
PT INDO KIDA PLATING,1.0
PT THREEBOND GARPAN SALES INDONESIA,1.0
PT HONDA PROSPECT MOTOR,1.0
PT TD AUTOMOTIVE COMPRESSOR INDONESIA,1.0
PT ANUGERAH COVINDO INDONESIA,1.0
PT IDEXPRESS LOGISTIK INDONESIA,1.0
PT KOREA TOMORROW & GLOBAL INDONESIA,1.0
PT LUXENA VICTORY INDONESIA,1.0
PT ADIJAYA KARYA MAKMUR,1.0
PT DELTA MUTIARA AMARTA,1.0
PT CAKRA MANUNGGAL SEMESTA,1.0
PT SUMAGUD SAPTA SINAR,1.0
PT PROSIS CHEMINDO NUSANTARA PRIMA,1.0
PT LOTUS MAS,1.0
PT TIRTA INVESTAMA,1.0
PT YASULOR INDONESIA,1.0
PT ASTI INDOGRAPH,1.0
PT RAPID PLAST INDONESIA,1.0
CIKAL JAYA PERMAI,1.0
PT ATLANTIS TRANS LOGISTIK,1.0
PT MAKIN BERKEMBANG TERUS,1.0
PT SURYA STEEL,1.0
PT AL ARES INDONESIA,1.0
PT GLOBAL JET EXPRESS,1.0
PT TINATA SUKSES MANDIRI,1.0
PT AYOPOP TEKNOLOGI INDONESIA,1.0
PT DUTA DAYA DIGITAL,1.0
PT FORMASI AGUNG SELARAS,1.0
PT GOOGLE INDONESIA,1.0
PT GOOGLE CLOUD INDONESIA,1.0
PT FININDO FOODS INDONESIA,1.0
PT GELAEL INDOTIM,1.0
PT MDA JPN KUNINGAN,1.0
PT MDA ABS KUNINGAN,1.0
PT JAKARTA FILM STUDIO,1.0
PT MOX DIGITAL INDONESIA,1.0
PT MDA IRONPLATE KUNINGAN,1.0
PT KARBON KULINER INDONESIA,1.0
PT ANIMALE KULINER INDONESIA,1.0
PT AKIRA BARBEKYU INDONESIA,1.0
PT VALENTINO KULINER INDONESIA,1.0
PT MD MUSIK INDONESIA,1.0
PT FUJI FINANCE INDONESIA TBK,1.0
PT KRAYON KONSULTAN INDO,1.0
PT BANGUN DAYA UTAMA,1.0
PT MAHKOTA SEMESTA NIKELINDO,1.0
PT PERINDUSTRIAN SAWIT SYNERGI,1.0
PT SITEBA ENERGY,1.0
PT TAISEI PULAUINTAN CONSTRUCTION INTERNATIONAL,1.0
PT MOLLINDO CIPTA MANDIRI,1.0
PT PERSADA NUSANTARA STEEL,1.0
PT SIGMA MEGA GENTA ENERGI,1.0
PT TAKENAKA INDONESIA,1.0
PT TIGA OREGON PUTRA,1.0
PT SURYA MEGA ADIPERKASA,1.0
PT ARJUNA UTAMA SAWIT,1.0
PT FOKUS RITEL NUSAPRIMA,1.0
PT FOKUS RITEL INDOPRIMA,1.0
PT BINA KARYA PRIMA,1.0
PT PALM MAS ASRI,1.0
PT BUKIT PALEM,1.0
PT LIMPAH SEJAHTERA,1.0
PT PERKEBUNAN NUSANTARA II,1.0
PT PERKEBUNAN NUSANTARA VI,1.0
PT SINAR MAS AGRO RESOURCES AND TECHNOLOGY TBK,1.0
PT TUNAS PRIMA SEJAHTERA,1.0
KOPERASI SAWIT AGUNG BAYA,1.0
PT AGRIMAS UTAMA INDONESIA,1.0
PT DELTA PAWAN ABADI,1.0
PT GOAUTAMA SINARBATUAH,1.0
PT UNITED SHIPPING INDONESIA,1.0
PT ANEKA SAMUDERA LINTAS,1.0
PT RHINOPUTRA JAYA SEJAHTERA,1.0
PT AVIA JAYA INDAH,1.0
PT CARDIG INTERNATIONAL,1.0
PT AGRONUSA INVESTAMA,1.0
PT MULTIMAS NABATI ASAHAN,1.0
PT AGRO PALINDO SAKTI,1.0
PT AULIA DANARDANA,1.0
PT PILAR GAPURA NUSA,1.0
PT STRUKTURINDO TIFATAMA PASIFIK,1.0
PT TODA PILAR PRATAMA,1.0
PT WELL HARVEST WINNING ALUMINA REFINERY,1.0
PT AULIA JAYA UTAMA,1.0
PT AXIA KONSULTAMA TRUSTINDO,1.0
PT KEMBAR JAYA ABADI,1.0
CV ARTHA PUTRA WARDHANA,1.0
PT BALI KULINA UTAMA,1.0
PT INDOGUNA UTAMA,1.0
PT ANEKA BANGUN USAHA,1.0
PT BHAKTI BUANA MAKMUR DISTRIBUTOR,1.0
PT MURADO TANGKAS ABADI,1.0
PT SINAR GEMILANG PERDANA MANDIRI,1.0
PT RANAR RAYA,1.0
PT TIRTA PERMAI BAHARI,1.0
PT PERMATA AGRO PERSADA,1.0
PT BERAU COAL,1.0
PT ENERGI SINAR BARA,1.0
PT KALIMANTAN PRIMA PERSADA,1.0
PT LUMOSO PRATAMA LINE,1.0
PT KURNIA SEJAHTERA UTAMA,1.0
PT INTERPORT MANDIRI UTAMA,1.0
PT BAHARI KARYA MAKMUR,1.0
PT SHIELD ON SERVICE TBK,1.0
PT CITRA BORNEO GLOBAL FEEDS,1.0
PT CITRA BORNEO INDAH,1.0
PT SAWIT SUMBERMAS SARANA TBK,1.0
PT JHONLIN AGRO RAYA TBK,1.0
PT DANA BRATA LUHUR TBK,1.0
PT TELEFAST INDONESIA TBK,1.0
PT TBS ENERGI UTAMA TBK,1.0
PT SURYA PERTIWI NUSANTARA,1.0
TRANS POWER MARINE TBK,1.0
PT MAJU BERSAMA GEMILANG,1.0
VOKSEL ELECTRIC TBK,1.0
PT PSV INDONESIA,1.0
PT TELEMEDIA KOMUNIKASI PRATAMA,1.0
PT ABDI HARAPAN UNGGUL,1.0
PT KREASIJAYA ADHIKARYA,1.0
PT ASIANAGRO AGUNGJAYA,1.0
PT SARI DUMAI SEJATI,1.0
PT SARI DUMAI OLEO,1.0
PT KUTAI REFINERY NUSANTARA,1.0
PT ISUZU ASTRA MOTOR INDONESIA (DH PT PANTJA MOTOR),1.0
PT TJAHJA SAKTI MOTOR,1.0
PT ISUZU ASTRA MOTOR INDONESIA,1.0
PT SERASI SHIPPING INDONESIA,1.0
PT SWADAYA HARAPAN NUSANTARA,1.0
PT BINUANG MITRA BERSAMA BLOK DUA,1.0
PT DIZAMATRA POWERINDO,1.0
PT ENERGI BATUBARA LESTARI,1.0
PT INTI MURNI KENCANA,1.0
PT ANDAKARA NIAGA BUMI,1.0
PT BINTANG ALAM REJEKI,1.0
PT MITRA MURNI PERKASA,1.0
PT GRAB TEKNOLOGI INDONESIA,1.0
PT VISIONET INTERNASIONAL,1.0
PT MNC GUNA USAHA INDONESIA,1.0
PT MNC INFRASTRUKTUR UTAMA,1.0
PT TUNAS INTI ABADI,1.0
PT GRAND INDONESIA,1.0
SIMP,1.0
PT PANORAMA HOSPITALITY MANAGEMENT,1.0
PT KEVA COSMETICS INTERNASIONAL,1.0
PT TRUBAINDO COAL MINING,1.0
PT KALTIM PRIMA COAL,1.0
PT PETROKIMIA GRESIK,1.0
PT CHITRA PARATAMA,1.0
PT BUMI MINERAL SULAWESI,1.0
PT MANDIRI BANGUN MAKMUR,1.0
PT PUSAKA BUANA UTAMA,1.0
PT ARUTMIN INDONESIA,1.0
PT LAZULI KARYA SARANA,1.0
PT ELNUSA PETROFIN,1.0
PT FURUKAWA INDOMOBIL BATTERY MANUFACTURING,1.0
PT PERMATA BIRAMA SAKTI,1.0
PT BANK MULTIARTA SENTOSA TBK,1.0
PT MORA TELEMATIKA INDONESIA TBK,1.0
GOWA MAKASSAR TOURISM DEVELOPMENT TBK,1.0
PT ASURANSI MAXIMUS GRAHA PERSADA TBK,1.0
PT GLOBAL CHEMINDO MEGATRADING,1.0
PT INDOLAKTO,1.0
PT ALTRAK 1978,1.0
PT SANGHIANG PERKASA,1.0
CHAROEN POKPHAND INDONESIA TBK,1.0
ENSEVAL PUTERA MEGATRADING TBK,1.0
PT ZEBRA ENERGI,1.0
PT ANUGERAH KAGUM KARYA UTAMA TBK,1.0
TRIKOMSEL OKE TBK,1.0
PT GLOBE KITA TERANG TBK,1.0
PT VISI MEDIA ASIA TBK,1.0
PT HIMALAYA ENERGI PERKASA TBK,1.0
PT VODA INDONESIA,1.0
PT SURYA CITRA TELEVISI,1.0
PT ESTIKA CIPTA ABADI,1.0
PT PERTAMINA GAS,1.0
PT SUMBERDAYA SEWATAMA,1.0
PT SATRIA BAHANA SARANA,1.0
PT SEMESTANUSTRA DISTRINDO,1.0
PT AGUNG AUTOMALL,1.0
PT ANUGERAH INDOFOOD BAROKAH MAKMUR,1.0
PT JAYA DISTRIBUSI RITEL,1.0
PT ZKDIGIMAX EXCEL NOBLE,1.0
PT BATULICIN ENAM SEMBILAN SECURITY,1.0
PT BINA MUARA RAYA,1.0
PT SEBAMBAN TERMINAL UMUM,1.0
PT CITRA BERDIKARI BERSAMA,1.0
PT AUTO GLASS INDONESIA,1.0
ASAHIMAS FLAT GLASS TBK,1.0
PT AUSTINDO NUSANTARA JAYA TBK,1.0
EQUITY DEVELOPMENT INVESTMENT TBK,1.0
PT NRZ PRIMA GASKET,1.0
PT INDOPRIMA GEMILANG ENGINEERING,1.0
PT JATIM TAMAN STEEL MANUFACTURING,1.0
PT KHARISMA ARYA PAKSI,1.0
PT INTRACO PENTA WAHANA,1.0
PT SUPERNOVA FLEXIBLE PACKAGING,1.0
PT SUPERNOVA,1.0
PT KALTIM MULTI TRAKTOR,1.0
INDO TAMBANGRAYA MEGAH TBK,1.0
PT SAMKANG INDONESIA,1.0
PT CIOMAS ADISATWA,1.0
PT SANTOSA AGRINDO,1.0
BANK PAN INDONESIA TBK,1.0
CLIPAN FINANCE INDONESIA TBK,1.0
PANINVEST TBK,1.0
PT ARTAV MOBILE INDONESIA,1.0
PT DATANET INDOMEDIA,1.0
PT BARA INDO LAJU PRIMA,1.0
PT CINDARA PRATAMA LINES,1.0
PT PERUSAHAAN PELAYARAN RUSIANTO BERSAUDARA,1.0
PT DWI GUNA LAKSANA,1.0
PT SINERGI LAKSANA BARA MAS,1.0
PT DWI GUNA LAKSANA TBK,1.0
PT TRANS KALIMANTAN PERKASA,1.0
PT JCO DONUT & COFFEE,1.0
PT MITRA DUNIA PANGAN,1.0
PT CAHAYA LESTARI SEJAHTERA,1.0
PT DWITUNGGAL BANGUN PERSADA,1.0
PT FURNIMART MEBELINDO SAKTI,1.0
PT KARYA MULTI SOLUSI,1.0
PT SUMBER JAYATAMA NUSANTARA,1.0
PT WISMA SARANA TEKNIK,1.0
PT CAKRAWALA LANGIT SEJAHTERA,1.0
PT ARYA ENERGI VENTURA,1.0
PT BENUA ETAM JAYA MANDIRI,1.0
PT MADHANI TALATAH NUSANTARA,1.0
PT MANDIANGIN BATUBARA,1.0
PT STAMFORD TYRES DISTRIBUTOR INDONESIA,1.0
PT THIESS CONTRACTORS INDONESIA,1.0
PT WIRA BHUMI SEJATI,1.0
PT ADIPROTEK ENVIRODUNIA,1.0
PT BAHANA UTAMA LINE,1.0
PT GUNUNG SEULAWAH KEMBAR,1.0
PT BIMANTARA CITRA,1.0
PT AIRSINDO MULTI SELARAS,1.0
PT BHAKTI RAJAWALI MANDIRI,1.0
PT HARAPAN JAYA CEMERLANG,1.0
PT INTISUMBER BAJASAKTI,1.0
PT RAYA JAYA ASIA (KIZUNA CLINIC),1.0
PT RAYA JAYA ASIA,1.0
PT ANUGERAH PHARMINDO LESTARI,1.0
PT DIASTIKA BIOTEKINDO,1.0
PT MACROCITRA ARDANASEJATI,1.0
PT LINGKAR ALAM SENTOSA,1.0
