Nama,Degree
NUMPOL MALICHAI,1.0
BAMBANG PRIJONOHADI,1.0
WONCHIL YU,1.0
BUNN KASEMSUP,1.0
BIMO SETIAWAN,1.0
DESMOND KANDIAWAN,1.0
ROBERT TJIANDRA,1.0
TENGKU ALWIN AZIZ,1.0
MASWAR PURNAMA,1.0
CATHERINE KANDIAWAN,1.0
ADRIANSYAH AKBAR,1.0
GEMA PRATAMA,1.0
STEVEN TIRTAWIDJAJA,1.0
SETIA DIARTA,1.0
ADITYO HARYO BIMO,1.0
DAVID PAJUNG,1.0
WILGO ZAINAR,1.0
AGUS NIZAR VIDIANSYAH,1.0
BAMBANG HENDRAJATIN,1.0
ALBERT KANDIAWAN,1.0
IRWIN ALLEN POERNOMO,1.0
WILLY,1.0
BINTAN REGEN SARAGIH,1.0
LEO ANDYANTO,1.0
ELVI FELICIA,1.0
LIM KAH HOCK,1.0
KENNY LIM,1.0
SUSAN LIM MEI PENG,1.0
RAGIL MARZUKI SUMARNO,1.0
MERNA LOGAM,1.0
IKA KUSUMA PUTRI B,1.0
ERLANGGA KSATRIA,1.0
PURNAMAWATI GUMULYA,1.0
ALWI RUBIDIUM SJAAF,1.0
JOHN LUKAS PRAWIROMARUTO,1.0
LIM TAI PONG,1.0
H KRISANT SOPHIAAN,1.0
KOSASIH,1.0
PANGESTU ALIM,1.0
HYACINTUS HENRI DJANTOKO,1.0
CHOI HYUNHEE,1.0
KWON GI HAN,1.0
AGUS BENJAMIN,1.0
GILBERT DEDDY NAIBAHO,1.0
ALI CHENDRA,1.0
KIM DONG WOOK,1.0
GANESH CHANDER GROVER,1.0
CHRYSOLOGUS RN SINULINGGA,1.0
MERRY MARYATI,1.0
INDRAWAN MASRIN,1.0
JOSEPHINE HANDAYANI HIDAJAT,1.0
CHRISTINE HERAWATI,1.0
CAROLINE HIMAWATI HIDAJAT,1.0
HERMANSYAH,1.0
JUNIOR JOHN RORIMPANDEY,1.0
RYAD,1.0
YAN SATYANANDA,1.0
LAU JOO HWA,1.0
TAN LAI KAI,1.0
NICHOLAS JONES,1.0
HANDAKA SANTOSA,1.0
SJENIWATI GUSMAN,1.0
SAMEER PRASAD,1.0
MIQUEL RODRIGO STAAL,1.0
ANTHONY VALENTINE MC EVOY,1.0
LIRYAWATI,1.0
JAP JANTI KUSUMA JAYA,1.0
SUTIYOSO BIN RISMAN,1.0
RIANA,1.0
CAHAYA DEWI BORU SURBAKTI,1.0
CHOW KUN JIAN,1.0
TAN SU HUI,1.0
RITESH KUMAR,1.0
ERIC PASKOFF,1.0
BONIE GUIDO,1.0
ANDY KELANA,1.0
STEPHANE MARIE BERTRAND ROY DE LACHAISE,1.0
IGOR SERGUEEVITCH ZYEMIT,1.0
KHOIRUDIN,1.0
WIYANTO ALAMSYAH,1.0
AGUS,1.0
SANDJAJA DIHARDJA,1.0
TAN TANDJOENG SOEHERU,1.0
WIRAWAN SOELYSTIO,1.0
YERRY SUSANTO,1.0
FINSA NOORCAHYO F,1.0
KRISTANTO,1.0
TJIOE GALUNG PURWANTO HADISAPUTRO,1.0
DENNY ALEXANDER TARIGAN,1.0
ANANG BASRI,1.0
MUHAMMAD SYAHRIL,1.0
AGUS FAUZI,1.0
TOSHIYUKI SATO,1.0
CHRISTIAN DEVI FEBRIANTO P,1.0
CHRIS KOESOEMA ADHIE SR,1.0
SOEMARLI,1.0
JOKO TAMORA,1.0
LUCERIA SIAGIAN,1.0
ALBERT KUSUMA LIM,1.0
HENRY AMIANCO THEE,1.0
WILLIAM THAMRIN,1.0
HIROSHI KURIYA,1.0
IRWAN TJIOE,1.0
KUNAEFI,1.0
PENDY KUMALA KHOE,1.0
HERLINA NATHALIA SITORUS,1.0
DAMAR LATRI SETIAWAN,1.0
IVAN WIBAWA LINGGA,1.0
JOHN SUHANTO,1.0
DIANA BAHTIAR,1.0
TJOKROJONO MULJAWAN,1.0
SOEWANTO,1.0
FEDERICO MICHAVILA HERAS,1.0
SUJONO NURSALIM,1.0
EDDY ANTHONY,1.0
WIRJANTO YUWONO,1.0
RUDYANTO SULIAWAN,1.0
ADRIAN WICAKSONO,1.0
CHARLES DANIEL GOBEL,1.0
ADIKA NURAGA BAKRIE,1.0
SUGIMAN HALIM,1.0
FUAD HELMY,1.0
DAVID I TJIPTOBIANTORO,1.0
ADRIAN KOESNENDAR,1.0
ACHMAD WIDJAJA,1.0
PUJIHASANA WIJAYA,1.0
BENEDIKTA MARITZA,1.0
AGUS SALIM PANGESTU,1.0
DIANA ARSIYANTI,1.0
DAVID KOSASIH,1.0
SYUKUR LAWIGENA,1.0
LIAUW HERRY HENDARTA,1.0
PRAMAYARI HARDIAN D,1.0
ARIYANTI PELITA SARI,1.0
ANDRIANSYAH PRAYITNO,1.0
HENRY ANGKASA,1.0
JENNY TANUJAYA,1.0
EDDO CHANDRA,1.0
CHOW YING HOONG,1.0
NINIK HERLANI MASLI RIDHWAN,1.0
ONNY WIDJANARKO,1.0
KUSUMANINGTUTI SANDRIHARMY SOETIONO,1.0
HENOCH MUNANDAR,1.0
JUN SAITO,1.0
MICHELLINA LAKSMI TRIWARDHANY,1.0
DINI HERDINI,1.0
HANNA TANTANI,1.0
MERISA DARWIS,1.0
ATSUSHI HINO,1.0
YUKI TERAYAMA,1.0
MARITA ALISJAHBANA,1.0
TAKESHI KIMOTO,1.0
FACHMY ACHMAD,1.0
DWIYONO BAYU WINANTIO,1.0
KEMAL AZIS STAMBOEL,1.0
DEWI PELITAWATI,1.0
ONGKI WANADJATI DANA,1.0
HADI WIBOWO,1.0
DEWI NUZULIANTI,1.0
MULYA EFFENDI SIREGAR,1.0
ARIEF ISMAIL,1.0
RD ADI WARDHANA SARIAATMADJA,1.0
ZANNUBA ARIFAH,1.0
WILLIX HALIM,1.0
NATALIA FIRMANSYAH,1.0
VICTOR PUTRA LESMANA,1.0
SUHAELLY KALLA,1.0
NANNY D TIRTAWIDJAJA,1.0
WONG KEVIN,1.0
FAUQI HAPIDEKSO,1.0
EDDY SANUSI,1.0
SATRIO,1.0
HENDRY UTOMO,1.0
CINDY BUDIJONO,1.0
KIM MAENG YOON,1.0
MASAFUMI SENZAKI,1.0
PASTIKA NIRMALA,1.0
AGENG GIRIYONO,1.0
RICKY ROESLI,1.0
SATRIO DARU SASONGKO,1.0
MOHAMMAD AZAN RICKO AFRIANDY,1.0
STEVEN HAURISSA,1.0
AYU PUSPITALENA RTR,1.0
BILLY KURNIAWAN,1.0
ZHANG YIMING,1.0
NICO PURNOMO,1.0
ARSO RIADI,1.0
ALVIN GOZALI,1.0
FIRMAN YOSAFAT SIREGAR,1.0
CHONG YUH MENG,1.0
SUKARYO,1.0
ARY SULISTYO VAMBUDI,1.0
TAN JOHN TANUWIJAYA,1.0
ONG WEN PAUW,1.0
HERRY DJONG,1.0
SUWARDI TANU,1.0
KENTARO FUJIOKA,1.0
JURIST EFRIDA ROBBYANTONO,1.0
SUBAKTI SYUKUR,1.0
DODIK RISTIAWAN,1.0
BUDIMAN RINANDA TJHIN,1.0
AJI PRASETYANTI,1.0
JAHJA TEAR TJAHJANA,1.0
SYAIFULLAH,1.0
PANDAWA LONA SOYAKA,1.0
HERNOWO SKOM,1.0
GOWINDASAMY,1.0
ENDOT ENDRARDONO,1.0
SUKOCO HALIM,1.0
MIRZA NURUL HANDAYANI,1.0
ADRIAN PRIOHUTOMO,1.0
NICKE WIDYAWATI,1.0
KHO CING SIONG,1.0
YASUHIKO MAEDA,1.0
GARY KURNIAWAN,1.0
RAJPAL YADAV,1.0
DAVID BASUKI,1.0
MUHAMAD FATHIR,1.0
IWAN KUSTIO,1.0
GILANG ARDEN PERDANA,1.0
WAHYUDIN KARNADINATA,1.0
RACHMAT SUTIONO,1.0
MUHAMMAD ALI REZA,1.0
SHANTY CHARMAYN,1.0
SUHARJITO,1.0
ICHIHARA KAZUO,1.0
EDWARD SAMUDRO,1.0
MIRINDA IRAWAN,1.0
WIDIANTO KOSWARA,1.0
RADNAH PATINA,1.0
REZA SOEHADI,1.0
KAMILA KATARZYNA KOZIKOWSKA,1.0
SAWAN MALIK,1.0
LILIANA SUSILOWATI,1.0
RIDWAN ONG,1.0
NOTO SUKAMTO,1.0
TUNGHADI INDRA,1.0
ANDREAS SUDARTO SAMIADJI,1.0
SHIGERU UEHARA,1.0
AZIM HASHAM PREMJI,1.0
SUNG JONG YUN,1.0
BUDHIARTO GUNAWAN,1.0
CHEN CHANGLI,1.0
HONG YEUN SEUK,1.0
PETER KASTENMEIER,1.0
ZHANG TINGSONG,1.0
PRANOLO,1.0
HERMAWAN ANDY MARANTA,1.0
KEVEN SUKIRNO,1.0
RAVI KIRAN YELURI,1.0
NAOKI SUZUKI,1.0
FREDDY ISKANDAR,1.0
DJAJENG PRISTIWAN,1.0
THOMAS,1.0
TJIA MEI LIANG,1.0
NAGA WIDJAJA,1.0
FABIAN,1.0
AMAR PARSRAM KALWANI,1.0
MULYADI WITONO,1.0
IVAN WIRASA,1.0
AZIZ ABDUL MALIK,1.0
PERMATA NUSA INDAH,1.0
ANASTASSIA LIEM,1.0
ARIF BUDIMAN,1.0
HENGKY KOESTANTO,1.0
DARMSTATER EDOWARD JOHN RONALDY,1.0
CHARLES RURITAN,1.0
FIKRI NURHOLIS MUHARAM,1.0
NURWATI BROTOLEKSONO,1.0
RINI MARIANI SOEMARNO,1.0
HENDRA SAPUTRA HAWIDJAJA,1.0
SARJIAH,1.0
LIKE BRANDA NG,1.0
MAHENDRA AGAKHAN T,1.0
V CITIZEN SOEGIANTO,1.0
JULIEN PIERRE COMBARET,1.0
LIANI CHANDRA,1.0
ARIEF TARUNAKARYA SUROWIDJOJO,1.0
ACHMAD ANANDA DJAJANEGARA,1.0
MIVIDA HAMAMI,1.0
HARIS MUSTARTO,1.0
MANGGI TARUNA HABIR,1.0
FERIWAN SINATRA,1.0
HANS CHRISTIAN MANOE,1.0
GREGORY SUGYONO WIDJAJA,1.0
TERESA LUCIA WIBOWO,1.0
WENRY ANSHORY PUTRA,1.0
YAN FIRWAN,1.0
ACHMAD WACHID ABDULLAH,1.0
FARID BUDIYANTO,1.0
NANA PUSPA DEWI,1.0
FANY SOEGIARTO,1.0
DJALI HALIM,1.0
GUNAWAN HALIM,1.0
DJUNALI DJUWATI,1.0
WIJI SANTOSO,1.0
H ROSIHAN ARSYAD,1.0
JOHAN SETIAWAN,1.0
BAMBANG HUSODO,1.0
ILHAM,1.0
WITO KRISNAHADI,1.0
ARINI SARASWATY SUBIANTO,1.0
AGNES KRISTINA,1.0
FRANCIS DAYNE HARYONO,1.0
THELLY ROPE,1.0
MUHAMAD SIDIK HERUWIBOWO,1.0
RETNO WAHYUNI WIJAYANTI,1.0
JOHANES KUNTJORO ADISARDJONO,1.0
NYIMAS DEWI RATIH KAMIL,1.0
IDA BAGUS KETUT SUBAGIA,1.0
DANAR WIDYANTORO,1.0
RUSTARTI SURI PERTIWI,1.0
LUKMAN HAKIM,1.0
KICKY ANDRIE DAVETRA,1.0
TAUFIK HAKIM,1.0
ALEXANDER FRANS RORI,1.0
DAMAL BAYU UTAMA,1.0
JONI SWASTANTO,1.0
EDWIN RUDIANTO,1.0
OH IN TAEK,1.0
KO DAE JIN,1.0
PARK JIN JE,1.0
ANDREAS MIKHAEL SUMUAL,1.0
INDRADI PRASODJO,1.0
JOSEF GUNAWAN SETYO,1.0
TREESJE HALIM,1.0
SUTJIANTA,1.0
PRAMONO MARGONO,1.0
ADIE POERNOMO WIDJAYA,1.0
SENDRA GUNAWAN,1.0
YULIANTO PIETTOJO,1.0
EDY KUSUMA,1.0
ADI SUTONO,1.0
ARYANTI,1.0
TJANDRA TJUATJA,1.0
LEE OI HIAN,1.0
ENDANG SRIWIGATININGRUM,1.0
KEIJI HIRANO,1.0
MUHAMMAD MUGHNI,1.0
DJOHAN ARFIAN,1.0
SAMSUL,1.0
ASEP ENDIH NURHIDAYAT,1.0
EPENDI,1.0
YOSHIMASA MITA,1.0
IRALIMUDDIN,1.0
JHONY SAPUTRA,1.0
WILLIAM THASLIM,1.0
LION SANJAYA,1.0
JESSLYNE WIDJAJA,1.0
VIVEKANANDA THAVARAJASINGAM,1.0
KASMIRAN,1.0
SJAUDI DJAPRI,1.0
BENNY YONK,1.0
MICHAEL DJALAL,1.0
HERMAN KWANDY,1.0
ROMY,1.0
FILDA CITRA YUSGIANTORO,1.0
JULI BERLIANA POSMAN,1.0
IRNANA AVIANTINA,1.0
NANO ARYONO,1.0
PETER CHANDRA DJAJADI,1.0
WORO SUPENI,1.0
AMOS DONALD GOTEK HONG,1.0
TONY HARIANJA,1.0
ZANG JINJUN,1.0
NANANG SUHENDI,1.0
RADEYA RANGGASATI,1.0
IMAM MUSTAFA,1.0
IWAN KARTONO,1.0
MARIA FEBRINA KASIM,1.0
ANG TJIU BU,1.0
BAMBANG CAHYADI D,1.0
FRAN WIJAYA,1.0
ANDREW SETIAWAN,1.0
ANDY TANGKAS PARLINGGOMAN,1.0
RIZAL SOERANTIO,1.0
ATANG SUHARDI,1.0
RAPINIS MUTIARA,1.0
HERMAN HARTANTO,1.0
AGUS MULYANTO,1.0
YONATHAN HIMAWAN HENDARTO,1.0
ONG YICK SING,1.0
RICHARD ADISASTRA,1.0
WONG BOON SIEW IVY,1.0
HADIAN ISWARA,1.0
BRATA TARUNA HARDJOSUBROTO,1.0
JEO SASANTO,1.0
BUDI SETIAWAN,1.0
EMIREZA MOHAMMAD ARIFIN,1.0
BOY ARDHITYA LUKITO,1.0
AGUS MAKMUR,1.0
KUSUMO MARTANTO,1.0
RONNY PRASETYA,1.0
HEDY MARIA HELENA LAPIAN,1.0
JOHARTONO SUSILO,1.0
SUHARNO KUSUMODJOJO,1.0
HADY PURNAMA,1.0
ELSA DIAN TRIFANI,1.0
MARIA F TULOLO,1.0
WIRIADY WIDJAJA,1.0
KARTA WIDJAJA,1.0
HERRIJANTO WIDJAJA,1.0
YAHYA ATTAMIMI,1.0
ARIF WACHJUNADI,1.0
IKHWAN ABIDIN,1.0
SJAFARDAMSAH,1.0
ANTON BUDIDJAJA,1.0
INDRA SAFITRI,1.0
AKHABANI,1.0
ANDREW NOVI GUNAWAN,1.0
REZA PRIYAMBADA,1.0
TIRTA HERU CITRA,1.0
ELEAZAR LESLIE SAJOGO,1.0
GO HERLIANI PRAYOGO,1.0
GO IE TIONG,1.0
SURIANI,1.0
WILLIAM SAPUTRA,1.0
LUCIANA,1.0
NIO YANTONY,1.0
CAROLINE DEWI,1.0
KWAN SIOE MOEI,1.0
SICILIA ALEXANDER SETIAWAN,1.0
WIRAWAN CHONDRO,1.0
SURONO SALEM,1.0
CHEN GUANG,1.0
YU CUNFEI,1.0
LIEM KIAN HONG,1.0
MURNIADI CHANDRA,1.0
YANTO SANDY TJANG,1.0
HENDRA MUNANTO,1.0
ABY ABDULLAH GANIS,1.0
ZAKI MAULANA,1.0
MISYAL ABDULLAH BAHWAL,1.0
NINO FEDIAWAN KUSMEDI,1.0
SOEHARTO NURCAHYONO,1.0
AMIRA GANIS,1.0
DWIE KRISTIANTO,1.0
MUHAMMAD AQFIAN MUNTAHA,1.0
SONY RACHMADI PURNOMO,1.0
TAN KIAN GEE,1.0
AHMAD FAHMI,1.0
RD JAMES R SUBEKTI,1.0
JOHN PIETER SEMBIRING,1.0
META DEWI THEDJA,1.0
KUSMIATI,1.0
ZAINAL ABIDIN,1.0
SAMSUL HADI,1.0
AGNES MARTAULINA DWI SARASWANTI HALOHO,1.0
RITA INDRAWATI,1.0
HENRI SETIADI,1.0
ROBERT SUTEJA,1.0
DENI INDRAWAN,1.0
LIE BOEN TIONG,1.0
JUANDA HASURUNGAN SIDABUTAR,1.0
AU BINTORO,1.0
IRFAN MAULANA,1.0
LEGOWO SANDOJO,1.0
TJAHJADI AQUASA,1.0
NUGROHO I PURBOWINOTO,1.0
MUHAMMAD SADIKIN,1.0
JUHARDI,1.0
DAVID RONALDSON,1.0
KARTHIKEYAN BALASUBRAMANIAN,1.0
KWOK WAI YING DAWN,1.0
CRAIG STUART MORTON,1.0
SAWARNO,1.0
IVI SUMARNA SURYANA,1.0
BUDI SANTOSO SAROYO,1.0
MAS HENGKY IRAWAN,1.0
MOHAMAD TACHRIL SAPIIE,1.0
JOHANES PARTA SESANGKA,1.0
CHRISTIAN PHIETRAJAYA,1.0
SONNY KHOESWOYO,1.0
EDWARD THEJASURYA LIM,1.0
TIMOTHY TOIMING HUI,1.0
DIDIK SUDARMADI,1.0
FIRDIANTO,1.0
LAURENTIA HARIADI,1.0
AGUS WIDJAJA RAHAEDJO,1.0
CHANDRA MINARTO,1.0
ANDY GUSENA,1.0
MAYA DEWI ARMANANTY,1.0
DESTIVANO WIBOWO,1.0
IRSAN YAPTO,1.0
LEILANA DARDJOWIDJOJO,1.0
CINDY ANDREANITA,1.0
FIRSAN WAHYU WILY HANDIKA,1.0
MOCHAMAD NAFIUDIN,1.0
DENNY HENDARSYAH,1.0
HENDRO GUNAWAN,1.0
FELIX HAMDANY,1.0
DIAN ANGGRAENI NADA,1.0
MEICKEL ONGKODJOJO,1.0
MOHAMMAD ANIS YUNIANTO,1.0
LIANAWATI SULISTIJONO,1.0
JUNIANA TRANGGONO,1.0
BAYU DANI DANARTO S,1.0
WAHYU JATMIKO,1.0
BAMBANG MUR DIANTO,1.0
CHEN LANJIE,1.0
HAJI SUDIRMAN,1.0
CHRISTIANTO,1.0
IRWAN TIRTARIYADI,1.0
DJONNI GUMULYA,1.0
MALCOLM CLARKE,1.0
MARIA JOSEPHINE OKKY TAYU,1.0
SIMON ALOYSIUS MANTIRI,1.0
ANFARUDIMAN SURYA SUNARDI,1.0
AKAM,1.0
JOHN DHARMA J KUSUMA,1.0
AGUNG HADI TJAHJANTO,1.0
H ABDUL ZAFAR,1.0
ANIRBAN ASIT KUMAR GHOSH,1.0
MUALLIM,1.0
WASITO,1.0
EMIL,1.0
AGUS WIDAGDO,1.0
KARMAN TANDANU,1.0
GAN GIOK LIE,1.0
HENDRA SURYADI,1.0
LUKITO WINARTO,1.0
SASTRO WIJATNO,1.0
AKSHAY GARG,1.0
HU BO,1.0
LI WENBO,1.0
NOBUYOSHI FUJISAWA,1.0
ZULKIFLI HASAN,1.0
MUHAMMAD LUTFI,1.0
ROMO NITIYUDO WACHJO,1.0
ANDRA SONI,1.0
PARIKESIT SUPRAPTO,1.0
JERRY NG,1.0
RUDY PURNOMO,1.0
KHOFIFAH INDAR PARAWANSA,1.0
ALBERTUS YULIAN HERY ERNANTO,1.0
TAN SIEW LAN NANCY,1.0
RAHMAT MULIA S,1.0
ANDERSON SUMARLLI,1.0
MUHAMMAD NOVAN AMIRUDIN,1.0
SJAHRIL SABARUDDIN,1.0
RAFLY TUNGGAL PUTRA,1.0
EVA RACHMAYANI,1.0
BUDI WIJAYA,1.0
SUSENO WIJAYA,1.0
MUHAMAD NURHADI,1.0
SALMAN FAISOL,1.0
SON TAE SEUNG,1.0
KARTINI JUSUP,1.0
SETIAWAN ALUWI,1.0
INDAH PUSPITA SARI,1.0
KARTIKA HAMAMI,1.0
IMELDA TIO,1.0
TINAH,1.0
YOSE RIZAL,1.0
TJENDRAWATI GUNAWAN,1.0
SIS APIK WJAYANTO,1.0
DHARMA MUNTHE,1.0
SOANANTO,1.0
ADRIANA,1.0
OESMAN SAPTA,1.0
MARTUA SITORUS,1.0
TAN SRI ANTHONY FRANCIS FERNANDES,1.0
DATUK KAMARUDIN BIN MERANUN,1.0
DWI CAHYA PUTRANTO ISMAN,1.0
BUDIANTO,1.0
EDWARD SOFIANANDA,1.0
RICCI PAULI SAPUTRA,1.0
GUFRON SYARIF,1.0
BERNARD THEDYARDI,1.0
STEFANUS,1.0
DWI CAHYO NUGROHO,1.0
BISIR,1.0
HENDRIKO WIJAYA,1.0
WANG MINGFAN,1.0
LAURENT ANGELO SIGISMONDI,1.0
FENDY LIEMANA,1.0
HANSEN SETIAWAN,1.0
KARISMA KAMDANI,1.0
SUDIN,1.0
ABDI NEGARA NURDIN,1.0
YANSEN SETIAWAN NOER,1.0
SOEKENO,1.0
DIDIK HARTONO,1.0
GANNYES LUKYTO,1.0
KAGETIN,1.0
JEFFRI MASSIE,1.0
JACKSON MASSIE,1.0
YEN MING LUNG,1.0
SHIM JAE HYUNG,1.0
MITSUHIKO HISATO,1.0
DEDI IRAWAN SINUHAJI,1.0
SEIJI KATSUMOTO,1.0
KUSNADI BUDIMAN,1.0
MASAYA NAKAMURA,1.0
AGUS JAKA PRASAJA,1.0
JULIUS SUGANDHY,1.0
BAEK BOK IN,1.0
TRI KUSNO WIBOWO,1.0
MOHAMAD FERIADI,1.0
ADI GUNAWAN,1.0
IRAWAN SUHUD,1.0
FAJAR SUHENDRA,1.0
ANDEREAS,1.0
WISMIN,1.0
ANTOINE BERNARD DE SAINT AFFRIQUE,1.0
YANNICK CHALME,1.0
YODIJANTO KUSNADI,1.0
JONI TRESNOHADI,1.0
JUANTO HALIM,1.0
KELVIN TEDDY,1.0
LIM THOMAS,1.0
GWAK HENG IL,1.0
ARESDI MAHDI ASYATHRY,1.0
ROBIN LO,1.0
ERLYANI NURHAYATI,1.0
RENA DEWI SATITI,1.0
CHIRAGH MANUHAR KIRPALANI,1.0
DHANA GALINDRA,1.0
BERNHARD AGUS SUBIAKTO,1.0
MELISSA ANN MULHOLLAND,1.0
ROMA ASIANTY,1.0
NATALINA SURJANI SUDARTAN,1.0
TEMMY USTENG HAKIM TENGGANO,1.0
I GUSTI AGUNG AYU METHA TRISNAWATI,1.0
PATRICK CHONG FOOK SENG,1.0
YOON CHUNSUNG,1.0
MARILYN ADIJANTO,1.0
RUDY HARIYADI TJANDRA,1.0
ANTON TIMBANG,1.0
ANGKA JAYADI,1.0
KARYONO,1.0
G M ADI SANJAYA,1.0
ANASTASIA SIWY,1.0
LILI SURIATI TANZIL,1.0
CHOI SEOK HO,1.0
HENGKY SIHOMBING,1.0
HENRY SOETIO,1.0
AHMAD HAKIM,1.0
TOTOK SETIAWAN,1.0
IRWANTONO SENTOSA,1.0
ROBERT VAN NELSON,1.0
SOEJANTO SOEWITO,1.0
ADE TJENDRA,1.0
SYAFIQ HADI,1.0
ANDREAS SURYA NUGRAHA,1.0
AGUS SUPRIYANTO,1.0
RUDI HIDAYAT,1.0
CHRIS ERLANDO TAN,1.0
WISATYA ARAYANA,1.0
BAMBANG WIDIARTO,1.0
SUNARIO YAP,1.0
HUANG LIANG,1.0
SUTARMAN,1.0
STEPHEN VICTORIA IMMANUEL,1.0
ODD GLEDITSCH DY,1.0
WILYANTO,1.0
JANUAR,1.0
SYNTHIA NURSALIM,1.0
ANDRY YUNUS,1.0
LIEN DAH JAYA,1.0
CHANDRA TEO,1.0
ANDY TAMIN,1.0
ONG MADIAN,1.0
TIOPAN,1.0
KAREN LOUISE STOUT,1.0
IAN WONG WAH YAN,1.0
RECKY ARJON,1.0
FAUZAN SUBANDI,1.0
SABAR,1.0
LUKAS YULIANTO SUNARYO,1.0
RUDI JONATHAN,1.0
SUBANDI TANUWIDJAJA,1.0
MEITI IFIANTI,1.0
OKI INDRAWANSYAH,1.0
DIAN ANNISA FITRIANTI,1.0
DODI PARLINDUNGAN PASARIBU,1.0
TITAN TAN,1.0
HALIM MINA,1.0
ZHANG JIANKAN,1.0
SELVINNA,1.0
HARDY SETIADY,1.0
ANDREAS WIHARDJA,1.0
TAKESHI IMAMURA,1.0
DONNY HERVIS,1.0
RUDIANTO,1.0
FIKRI ANDI AKBAR,1.0
TARNO,1.0
TRI PAMINTO BASUKI,1.0
YOHANES J TENDEAN,1.0
WILLSON NICOLAS SASTROAMIJOYO,1.0
IRFAN RAMLI,1.0
SYAH REZA,1.0
TAKASHI MUTO,1.0
KENNETH REILLY,1.0
MARTIN LUNDSTEDT,1.0
HAMID DJOJONEGORO,1.0
ROBIN SETYONO,1.0
GERRY CHRISTOPHER KERTOWIDJOJO,1.0
ARTAWAT UDOMPHOLKUL,1.0
HENRY KOSALA WAHYADIYATMIKA,1.0
DICKY MURSALIE,1.0
SURYA GUNAWAN,1.0
RUDYANTO HARDJANTO,1.0
SETIAWAN SURYA,1.0
LIEM TJIONG KUANG,1.0
RUSMAN K,1.0
ANGGA ANDHOKO,1.0
PHEI FONG RAHIM,1.0
EFFENDI SENTONO,1.0
TAN BUDIMAN,1.0
LAWRENCE REHMAN LEE SENG HOCK,1.0
MINTARJO,1.0
ABDUH SAKUR,1.0
JOKO BUDI SANTOSO,1.0
YOHAN YUSUP HAM,1.0
AKIHISA FUKUDA,1.0
RIKO SETYABUDHY HANDOKO,1.0
DAMSUS ANTAMENG,1.0
MITSUNOBU TAKAGI,1.0
GUNAWAN INDRA JAYA TANOTO,1.0
JEREMIA MANGAPUL SIMANDJUNTAK,1.0
DANNY MULIJADI,1.0
YAN SUHIRMANTO,1.0
ZANDRA KUSMARDHANA,1.0
SHINTA,1.0
MASAHIRO ASO,1.0
HADI KUNCORO,1.0
ZHU JI JEFF ZHU,1.0
SACHIN MALIK,1.0
GOON SWEE KHEONG,1.0
KUOK OON KWONG,1.0
TAN SRI DATUK OH SIEW NAM,1.0
TAN SIOW KOON,1.0
LIM SOON HUAT,1.0
TAN SRI A RAZAK BIN RAMLI,1.0
KUOK KHOON EAN,1.0
CHANDRA KURNIAWAN,1.0
SYAMSINAR ANWAR RASYID,1.0
LOKA BUDIMAN WIDJAJA,1.0
THE SE CHIAN,1.0
SUSILO BING TJAI,1.0
BAGAS DWI CAHYO,1.0
EDWIN UTAMA,1.0
EDRIC MANDAGI,1.0
RUDY KORIS,1.0
MARZUKI WIDJAJA,1.0
ANITA ANG,1.0
SAMIAJI GUNTUR,1.0
IHSAN MULIA PUTRI,1.0
AAN SINANTA,1.0
CHAN CHUN KEUNG,1.0
TEDY HARJANTO,1.0
NOVITA LEONI,1.0
RUSLI TOBING,1.0
HENDI SISWANTO,1.0
BUDI SISWANTO,1.0
DANNY RACHMAD,1.0
ANDI ZULFIKAR,1.0
BENNY WENDRY,1.0
TRI ABDISATRIJO,1.0
TINA T KEMALA INTAN,1.0
ADI MUNANDIR,1.0
DODDY SULASMONO DINIAWAN,1.0
RULY GANANTO,1.0
ANANTO,1.0
KATHLEEN L QUIRK,1.0
RETNAWATI,1.0
EISHI FUYAMA,1.0
TATSUMICHI SATO,1.0
MARCUS CHARLES JORDAN,1.0
RONNY MASSIE,1.0
LOKMAN JAMIL,1.0
RAMLI,1.0
EDDY UMBAS,1.0
BUDIANTO HALIM SAPUTRO,1.0
PAULUS HANS EKAJAYA,1.0
WINSTON KARIM,1.0
HERRY HANAFI,1.0
PAULUS TANUWIJAYA,1.0
NATALIA NAINGGOLAN,1.0
SUGI,1.0
SOLEMAN TABBA,1.0
ELIM,1.0
FAKHRU RIZA,1.0
EVIDIAWATY,1.0
MADARIA SINURAT,1.0
MEINARSIH,1.0
KRISTIYONO MARTA L,1.0
ANDRE WIDJAJA,1.0
VINAYAK SUDHINDRA KEMBHAVI,1.0
LIONG BIE MIN,1.0
RIORY RIVANDY,1.0
RINI FAHRIAL,1.0
LUJENG WIYONO,1.0
ONG TIAUW KIE,1.0
CECEP,1.0
ARIFIN,1.0
BAMBANG SOEGIHARTO,1.0
AGUS SUPIRMAN,1.0
ZHANG HAIYAN,1.0
XIE XU,1.0
JOGA DHARMA SETIAWAN,1.0
TUNING RUDYATI,1.0
ARIFIN PANIGORO,1.0
RAHMAT WINCONO,1.0
SEKARARUM ADIANITA PUTRI,1.0
AMRULLAH,1.0
FELIX EFFENDI,1.0
MASAYUKI INAGI,1.0
CUNG SETIABUDI,1.0
MUTIAWATI DARMADJA,1.0
HADINATA WIDJAJA,1.0
DEDY SUSANTO,1.0
CHANDRA GUNAWAN,1.0
CHU PENGCHENG,1.0
