Nama,cluster_fastrp_256
PETROSEA TBK,1
PEVENSEY PTE LTD,1
PEVENSEY PTE LTD TIONGKOK,1
PHARMANIAGA INTERNATIONAL CORPORATION SDN BHD,2
PHILIP MORRIS (MALAYSIA) SDN BHD,1
PHILIP MORRIS BRASIL INDUSTRIA E COMERCIO LIMITED,1
PHILIP MORRIS CR AS,1
PHILIP MORRIS FORTUNE TOBACCO COMPANY,1
PHILIP MORRIS GLOBAL BRANDS INC,1
PHILIP MORRIS INTERNATIONAL,0
PHILIP MORRIS INTERNATIONAL INC,1
PHILIP MORRIS INTERNATIONAL IT SERVICE CENTER SARL,1
PHILIP MORRIS INTERNATIONAL MANAGEMENT SA,1
PHILIP MORRIS INTERNATIONAL SERVICE CENTER EUROPE SP ZOO,1
PHILIP MORRIS IZHORA ZAO,1
PHILIP MORRIS KOREA INC,1
PHILIP MORRIS MEXICO PRODUCTOS Y SERVICIOS S DE RL DE CV,1
PHILIP MORRIS PAKISTAN LTD,1
PHILIP MORRIS PRODUCTS SA,1
PHILIP MORRIS SERVICE CENTER EUROPE,1
PHILIP MORRIS SERVICES SA,1
PHILIP MORRIS TÜTÜN MAMULLERI SANAYI VE TICARET AŞ.,1
PHILLIP SECURITIES PTE LTD,1
PHILLIPS-VAN HEUSEN CORPORATION,2
PIKKO LAND DEVELOPMENT TBK,1
PINEHILL COMPANY LIMITED,0
PINEHILL INVESTMENT HOLDING LIMITED,0
PIONEERINDO GOURMET INTERNATIONAL TBK,1
PIONIR BETON,0
PIRELLI & C SPA,2
PIRELLI TYRE SPA,1
PIRELLI TYRES ROMANIA SRL,2
PKR OFFSHORE CO LTD,1
PLANET SPORTS INC,2
PLASMA SUKSES PERTIWI,1
PLAZA INDONESIA REALTY TBK,2
PLT KEPALA UNIT PENGELOLA JAKARTA SMART CITY,1
PMI BUSINESS SOLUTIONS (PHILIPPINES) INC,1
PODOMORO CITY,1
POLARIS DEVICE PTE LTD,2
POLARIS LTD,2
POLY PACKAGING INDUSTRY,1
POLYCHEM INDONESIA TBK,1
POLYSINDO INTERNATIONAL FINANCE COMPANY B.V,0
POONGSAN MARU CO LTD,1
PORT SOLUTION CO LTD,1
POSCO INTERNATIONAL CORPORATION,1
PP (PERSERO) TBK,1
PP LONDON SUMATERA INDONESIA,1
PP LONDON SUMATRA INDONESIA TBK,1
PRAIRIE CREEK GRAIN CO INC,0
PRASIDHA ANEKA NIAGA TBK,1
PRATAMA LAUNDRY & DRY CLEANING,2
PRECIOUS METALS GLOBAL MARKETS (HSBC),1
PREMIER MARINE CANADA INC,1
PREMIER OIL ANDAMAN LIMITED,2
PREMIER OIL NATUNA SEA BV,0
PREMIUM VEGETABLE OILS SDN BHD,2
PRIMA BUANA PERKASA VIETNAM CO LTD,2
PRIMA GRAHA HIBURAN,1
PRIMARINDO ASIA INFRASTRUCTURE TBK,1
PRIMAVED SOLUSI PRATAMA,1
PRIME ELECTRONICS & SATELLITICS INC,0
PRIMEX PRODUCT & SERVICE INC,1
PRINSEP MANAGEMENT LIMITED,1
PROCTER & GAMBLE INTERNATIONAL,2
PROPACK JIANGYIN,1
PROPEX TIMBER BV,0
PROSPERITY ENTERPRISE INC,0
PROSPERITY TEXTILE (HK) LIMITED,2
PROVESTMENT LIMITED,1
PROVICIES KARYA MANDIRI,0
PRYSMIAN SPA,0
PT 1 INTI DOT COM,2
PT ABADI ADIMULIA,1
PT ABADI AGROSINDO PERSADA,1
PT ABADI CITRA LESTARI,1
PT ABADI JAVA FOOD,0
PT ABADI PRIMA INTI KARYA,1
PT ABADI ROOF,1
PT ABADI SELARAS CENDRAWASIH,2
PT ABADIMUKTI GUNALESTARI,1
PT ABC BALI LAUT,1
PT ABDI ANUGERAH PERSADA,2
PT ABDI HARAPAN UNGGUL,0
PT ABDI RAHARJA,1
PT ABE JAYA PERKASA,1
PT ABE KOGYO INDONESIA,0
PT ABHIMATA CITRA ABADI,2
PT ABHINAYA BADASA BADI,0
PT ABHRIRAMA KRESNA,2
PT ABIOSO BATARA ALBA,2
PT ACCOLA HOTEL INDONESIA,2
PT ACE DALLE MEGA PROPERTI,0
PT ACE OLDFIELDS TBK,1
PT ACEH HARAPAN MEDIKA,2
PT ACER INDONESIA,2
PT ACSET INDONUSA TBK,1
PT ACSET PONDASI INDONUSA,1
PT ADAKOM INTERNATIONAL TECHNOLOGY,1
PT ADAMANISA KARYA SEJAHTERA,2
PT ADARA PERSADA SEJAHTERA,1
PT ADARO ANDALAN INDONESIA TBK,1
PT ADARO BATERAI INDONESIA,1
PT ADARO CLEAN ENERGY INDONESIA,1
PT ADARO INDO ALUMINIUM,1
PT ADARO INDONESIA,0
PT ADARO POWER,1
PT ADARO SARANA ENERGI TERBARUKAN,1
PT ADARO STRATEGIC INVESTMENT,1
PT ADARO WIND ENERGY,1
PT ADAS,2
PT ADHI COMMUTER PROPERTI TBK,1
PT ADHI GUNA PUTERA,1
PT ADHI KARYA (PERSERO) TBK,1
PT ADHI PERSADA BETON,1
PT ADHI PERSADA GEDUNG,1
PT ADHI PERSADA PROPERTI,1
PT ADHIKA ARNAWAMA AGENSI,0
PT ADHIKARISMA PRATAMA,0
PT ADHIMIX PCI INDONESIA,1
PT ADHIMIX PRECAST INDONESIA,1
PT ADHIMIX RMC INDONESIA,1
PT ADHINATA SANGKARA PRATAMA,0
PT ADHIRAJASA HANASTA PRATAMA,0
PT ADHITAMA CITRA SELARAS,2
PT ADHITYA SERAYAKORITA,1
PT ADHIWANGSA SATATA EKATRA,0
PT ADHIYAKSA TIRTA ABADI,2
PT ADHYAKSA DHARMASATYA,1
PT ADI CITA RASA,1
PT ADI DINAMIKA INVESTINDO,1
PT ADI MARGA MANDIRI,1
PT ADI SARANA INVESTINDO,1
PT ADI SARANA LELANG,1
PT ADI SARANA LOGISTIK,1
PT ADI SARANA PROPERTI,1
PT ADI SARANA TRANSPORTASI,1
PT ADIBRATA CIPTA PERTIWI,1
PT ADICIPTA GRIYA SEJATI,2
PT ADIJAYA BUANA SAKTI,2
PT ADIJAYA KARYA MAKMUR,1
PT ADIJAYA UNINDO PERKASA,0
PT ADIKARSA ALAM RESOURCES,1
PT ADIKARSA SARANA,2
PT ADIKARYA GEMILANG,0
PT ADIL BERKAT SENTOSA,2
PT ADILAKSA MANUNGGAL,1
PT ADIMITRA BARATAMA NIAGA,1
PT ADIMITRA BARATAMA NUSANTARA,1
PT ADIMITRA GALERINDO,1
PT ADIPERKASA CITRA ESEMKA HERO,0
PT ADIPROTEK ENVIRODUNIA,2
PT ADIRAJA ARMADA MARITIM,0
PT ADIRAJA ARMADA MARITIME,0
PT ADIYA GUMILANG NUSANTARA,1
PT ADMINISTRASI MEDIKA,0
PT ADONAI PIALANG ASURANSI,1
PT ADORA MAKMUR SENTOSA,1
PT ADRINDO INTI PERKASA,1
PT ADVANCE MEDICARE CORPORA,2
PT ADYABUANA PERSADA,1
PT AEK SIMONGGO ENERGY,0
PT AEK TARUM,1
PT AEL INDONESIA,1
PT AEON INDONESIA,2
PT AEON MALL INDONESIA,2
PT AERO SYSTEMS INDONESIA,0
PT AERO WISATA,0
PT AERO WISATA DAN ANAK PERUSAHAAN,0
PT AEROSEA NIRWANA INDONESIA,1
PT AFHAM SOLUSI KOMUNIKASI,0
PT AFIT LINTAS JAYA,0
PT AFTANESIA RAYA,1
PT AGATA NUGRAHA NASTARI,1
PT AGENG ADI,1
PT AGRI BUMI SENTOSA,1
PT AGRI HI KAY INDONESIA,2
PT AGRI MULTI MAS SENTOSA,2
PT AGRI WANGI INDONESIA,1
PT AGRIMAS UTAMA INDONESIA,1
PT AGRINDO PRATAMA,2
PT AGRINUSA JAYA SANTOSA,0
PT AGRITAMA MULTI SARANA,1
PT AGRO AFIAT,2
PT AGRO ANDALAN,1
PT AGRO BOGA UTAMA,0
PT AGRO BUMI MAS,0
PT AGRO HARMONI BUMI,0
PT AGRO JAYA,2
PT AGRO MAKMUR RAYA,1
PT AGRO MENARA RACHMAT,2
PT AGRO MITRA MADANI,1
PT AGRO MULTI PERSADA,2
PT AGRO MURNI,1
PT AGRO NUSA ABADI,2
PT AGRO PALINDO SAKTI,1
PT AGRO PLANINDO UTAMA,1
PT AGRO PRATAMA,1
PT AGRO WANA LESTARI,2
PT AGRO YASA LESTARI TBK,1
PT AGRONUSA INVESTAMA,1
PT AGROSUBUR PERMAI,1
PT AGROWIYANA,1
PT AGUNG ALAM ANUGRAH,2
PT AGUNG ANUGRAH INVESTAMA,2
PT AGUNG AUTOMALL,1
PT AGUNG CIPTA RAYA,2
PT AGUNG DEWATA SUKSES,1
PT AGUNG KENCANA SUKSES,1
PT AGUNG MANDIRI LESTARI,2
PT AGUNG PERDANA SAKTI,1
PT AGUNG PERKASA INVESTINDO,0
PT AGUNG PESONA UNGGUL,1
PT AGUNG PODOMORO LAND TBK,1
PT AGUNG SEMESTA SEJAHTERA TBK,1
PT AGUNG SURYA GEMERLAP,1
PT AGUNG SURYA LANGGENG MAKMUR,0
PT AGUS NUSA PENIDA,1
PT AGUS SUTA LINE,0
PT AIDIA INDONESIA PROPERTINDO,0
PT AIMS INDO INVESTAMA,1
PT AINO INDONESIA,1
PT AION INDOMOBIL DISTRIBUTION INDONESIA,1
PT AIR BERKAT CEMERLANG,2
PT AIR LIQUIDE INDONESIA TEKNOLOGI,1
PT AIR MAS PERKASA,1
PT AIR PRODUCTS INDONESIA,1
PT AIRA SUKSES INTERNASIONAL,1
PT AIRA SUKSES INTERNATIONAL,1
PT AIRASIA INDONESIA TBK,1
PT AIRSINDO MULTI SELARAS,1
PT AKASA LEGIAN KARYA,1
PT AKASIA CEPAT INDONESIA,0
PT AKASIA CODE DIGITAL,0
PT AKASIA DAMCORP WABA,2
PT AKEBONO BRAKE ASTRA INDONESIA,1
PT AKINO WAHANAMULIA,0
PT AKIRA BARBEKYU INDONESIA,1
PT AKR CORPORINDO TBK,1
PT AKR LAND DEVELOPMENT,1
PT AKR NIAGA INDONESIA,1
PT AKR SEA TRANSPORT,1
PT AKR TRANSPORTASI INDONESIA,1
PT AKRAYA INTERNATIONAL,0
PT AKSES PELABUHAN INDONESIA,1
PT AKTIF INDONESIA INDAH,1
PT AKULAKU SILVRR INDONESIA,2
PT AKUR PRATAMA (YOGYA GROUP),2
PT AL ARES INDONESIA,2
PT ALADIN GLOBAL VENTURES,2
PT ALAKASA ALUMINA REFINERI,1
PT ALAKASA ANDALAN MITRA SEJATI,1
PT ALAKASA EXTRUSINDO,1
PT ALAM ENERGI PRATAMA,1
PT ALAM HIJAU TEDUH,1
PT ALAM INDAH SELARAS,1
PT ALAM JAYABARA PRATAMA,1
PT ALAM LESTARI NIAGA,2
PT ALAM MAKMUR INDAH,1
PT ALAM MENTARI SEJAHTERA,2
PT ALAM METAL MERCUNIAGA,1
PT ALAM PERMAI,1
PT ALAM TRI BANGUN INDONESIA,1
PT ALAM TRI CAKRA INDONESIA,1
PT ALAM TRI DAYA INDONESIA,1
PT ALAM TULUS ABADI,2
PT ALAMI LESTARI INVESTINDO,0
PT ALAMTRI MINERALS INDONESIA TBK,1
PT ALAT BUMI PERMAI,1
PT ALATAS CRANE SERVICE INDONESIA,2
PT ALATAS MARINE,2
PT ALBA CIPTA RASA,0
PT ALCATEL-LUCENT INDONESIA,1
PT ALCHEMO TEKNOLOGI INDONESIA,2
PT ALDERON PRATAMA INDONESIA,1
PT ALDO INDONESIA ADIPERKASA,2
PT ALDO INDONESIA ADIPERKASA RITEL,2
PT ALERE HEALTH,1
PT ALFA GEMILANG,2
PT ALFA GOLDLAND REALTY,1
PT ALFA GRANITAMA,1
PT ALFA POLIMER INDONESIA,1
PT ALFA RETAILINDO TBK,1
PT ALFA STILINDO,1
PT ALFA TRANS RAYA,1
PT ALFAZ TOUR,1
PT ALFINDO LF MAKMUR,0
PT ALIEF PRATAMA TRANSINDO,1
PT ALIET SAKATHA RAHAYU,2
PT ALIM INVESTINDO,1
PT ALITA DINAMIKA PERSADA,1
PT ALITA PRAYA MITRA,2
PT ALKA NIAGA INDUSTRI,1
PT ALLIANCE COSMETICS,1
PT ALLO BANK INDONESIA TBK,2
PT ALLO FRESH INDONESIA,2
PT ALMINDO JAYA ABADI,0
PT ALPEN AGUNG RAYA,0
PT ALPHA AUSTENITE,0
PT ALPHA BARA ENERGI,2
PT ALPHA ENERGI PRATAMA,2
PT ALPHA NUSA INFRASTRUKTUR,2
PT ALPHANOVATION DIGITAL TEKNINDO,2
PT ALPHEN INTERNASIONAL CORPORINDO,0
PT ALSOK BASS INDONESIA SECURITY SERVICES,1
PT ALSYNITE INDONESIA,1
PT ALTASTRATUS LRDONESIA,0
PT ALTEK TIRTA SARANA,1
PT ALTO NAUTIKA TEKNOLOGI,2
PT ALTO NETWORK,2
PT ALTRA RAYA,1
PT ALTRAK 1978,2
PT ALUMINAMETAL UTAMA,2
PT ALUN ALUN INDONESIA KREASI,2
PT ALUN INDAH,1
PT ALUNO FOOD INDONESIA,2
PT AMAN BAE BERJAYA,1
PT AMAN BAE PERKASA,1
PT AMAN BAE SENTOSA,1
PT AMAN BERKAT CEMERLANG,2
PT AMAN DHITYA INVESTAMA,1
PT AMAN LANGGENG SENTOSA,1
PT AMANAH NUSANTARA SEJAHTERA,1
PT AMANAH PUTRA BORNEO,2
PT AMANDA CIPTA PERSADA,2
PT AMARIS TIRTA PRATAMA,2
PT AMARTHA MANUNGGAL PRIMA,1
PT AMBANG BARITO NUSAPERSADA,2
PT AMBASSADOR GARMINDO,2
PT AMBON BANGUN NUSA,2
PT AMCOR FLEXIBLES INDONESIA,1
PT AMERTHA GRACIA,1
PT AMG KUNDUR VISION,0
PT AMICO PUTERA PERKASA,0
PT AMMAN MINERAL NUSA TENGGARA,1
PT ANABATIC DIGITAL RAYA,1
PT ANABATIC TECHNOLOGIES TBK,1
PT ANAGA ABYUDAYA ANANTA,1
PT ANAGA SHIPPING INDONESIA,0
PT ANAK MUDA GRUP,1
PT ANAK SRIBU PULAU,0
PT ANANTARA BENGAWAN HARJA,0
PT ANCORA INDONESIA MINING,1
PT ANCORA SHIPPING,1
PT AND INDONESIA KAPITAL,2
PT ANDAHANESA ABADI,1
PT ANDAKARA NIAGA BUMI,1
PT ANDALAN ANUGERAH SEKARBUMI,1
PT ANDALAN GROUP POWER,2
PT ANDALAN LEPAS PANTAI,0
PT ANDALAN MAS SEJAHTERA,1
PT ANDALAN MULTI KENCANA,1
PT ANDALAN NUSA PRATAMA,2
PT ANDALAN PERKASA ABADI TBK,1
PT ANDALAN POWER TEKNIKATAMA,2
PT ANDALAN SAKTI INTI,0
PT ANDALAN SAKTI NUSA,0
PT ANDALAN SAKTI PRIMAINDO TBK,0
PT ANDALAN SATRIA ABADI,1
PT ANDALAN SATRIA LESTARI,1
PT ANDALAN SELARAS ABADI,1
PT ANDALAN TEKNIK PERKASA,2
PT ANDALAN UTAMA BINTARA,1
PT ANDALAN WISATA BENUA,1
PT ANDALAS WINDUMURNI,0
PT ANDARA CANDRIA ENERGI,1
PT ANDARA INDONESIA,1
PT ANDERSON UNEDO,1
PT ANDES TEKNIK,1
PT ANDHESTI TUNGKAS PRATAMA,2
PT ANDHIKA GAC,1
PT ANDIARTA MUZIZAT,1
PT ANDIFA PERKASA ENERGI,2
PT ANDIKA BANGUN NUSANTARA,1
PT ANDIKA TEGUHSETYA,1
PT ANDINI RUMBAI,1
PT ANDIRA AGRO TBK,0
PT ANDRA PRIMA JAYA,2
PT ANDRASENTRA PROPERTI SERVICES,0
PT ANEKA AGRO FOOD,0
PT ANEKA AGROPRASIDHA,1
PT ANEKA BANGUN USAHA,2
PT ANEKA BINA LARAS,2
PT ANEKA BUMI CIPTA,1
PT ANEKA BUMI KENCANA,1
PT ANEKA BUMI PRASIDHA,1
PT ANEKA BUMI PRATAMA,2
PT ANEKA CAHAYA SURYA,2
PT ANEKA CIPTA,0
PT ANEKA COFFEE INDUSTRY,1
PT ANEKA DIAN PERKASA,1
PT ANEKA JAYA USAHA MAJU TERUS,0
PT ANEKA KABEL CIPTAGUNA,1
PT ANEKA KIMIA INTI,2
PT ANEKA NITRATE INDUSTRI,1
PT ANEKA PUTRA SANTOSA,1
PT ANEKA RAYA KONSTRUKSI MESINDO,1
PT ANEKA SAMUDERA LINTAS,1
PT ANEKA SATWITRA SARI FOOD,1
PT ANEKA TEKNOLOGI UTAMA,1
PT ANEKASPRING TELEKOMINDO,1
PT ANGGARAKSA LOKESWARA,0
PT ANGKA PETROLEUM RAYA,1
PT ANGKASA CIPTA CEMERLANG,0
PT ANGKASA INTERLAND,1
PT ANGKASA KOMUNIKASI GLOBAL UTAMA,2
PT ANGKASA NUSAGRAHA,2
PT ANGKASA PURA,2
PT ANGKASA PURA I,0
PT ANGKASA PURA I (PERSERO),1
PT ANGKASA PURA II,1
PT ANGKASA PURA SOLUSI,0
PT ANGKASA WINATA ASIA,2
PT ANGSANA JAYA ENERGI,0
PT ANHE HYDRO ENGINEERING,1
PT ANHE KONSTRUKSI INDONESIA,1
PT ANIMALE KULINER INDONESIA,1
PT ANINDITA RAHADIAN PERKASA,1
PT ANJ AGRI PAPUA,1
PT ANJASMORO MARITIME,2
PT ANOA SULAWESI REGAS,2
PT ANSAF INTI RESOURCES,1
PT ANSAFINTI RESOURCES,1
PT ANTAM RESOURCINDO,1
PT ANTANG GUNUNG MERATUS,1
PT ANTAR MAKANAN ANAK BANGSA,0
PT ANTARA TETAP JAYA,1
PT ANTAREJA MAHADA MAKMUR,2
PT ANTARMITRA SEMBADA,0
PT ANTILOPE MADJU,1
PT ANUGERAH ALAM PERSADA,2
PT ANUGERAH ANDITA SURYADI,1
PT ANUGERAH ANEKA INDUSTRI,1
PT ANUGERAH ASET DIGITAL,2
PT ANUGERAH BERSAMA LESTARI,1
PT ANUGERAH BISNIS CAKRABUANA,2
PT ANUGERAH BUMI MAHAKAM,1
PT ANUGERAH BUMIPUTRA,0
PT ANUGERAH CAKRAWALA FARMAKA,2
PT ANUGERAH COMMUNICATION,0
PT ANUGERAH COVINDO INDONESIA,1
PT ANUGERAH DOLOMIT LESTARI,1
PT ANUGERAH ENERGI KALIMANTAN,1
PT ANUGERAH ENERGITAMA,1
PT ANUGERAH GRIYA PERSADA,2
PT ANUGERAH INDOFOOD BAROKAH MAKMUR,0
PT ANUGERAH KAGUM KARYA UTAMA TBK,0
PT ANUGERAH KEBUN KALTIM,1
PT ANUGERAH KEBUN MANDIRI,1
PT ANUGERAH KIMIA INDONESIA,2
PT ANUGERAH KRIDA RETAILINDO,1
PT ANUGERAH LAHAN KALTIM,1
PT ANUGERAH LUBRINDO RAYA,0
PT ANUGERAH NUSARAYA,2
PT ANUGERAH PALM INDONESIA,1
PT ANUGERAH PANGAN LESTARI,1
PT ANUGERAH PANJI MANDIRI,0
PT ANUGERAH PERKASA SEMESTA,0
PT ANUGERAH PHARMINDO LESTARI,0
PT ANUGERAH PUPUK LESTARI,0
PT ANUGERAH PUPUK MAKMUR,1
PT ANUGERAH PUTERA SEMBILAN,2
PT ANUGERAH RODA KENCANA,2
PT ANUGERAH SAKTI KONSTRUKSI UTAMA,1
PT ANUGERAH SEJAHTERA NASIONAL,1
PT ANUGERAH SENTRA MEDIKA,2
PT ANUGERAH TEKNOLOGI MANDIRI,2
PT ANUGERAH WATTINDO,1
PT ANUGERAH WICAKSANA DIGITAL,2
PT ANUGRAH ALAM MITRA MAKMUR,1
PT ANUGRAH ARGON MEDICA,0
PT ANUGRAH BERKAT SOLUSI UTAMA,1
PT ANUGRAH BUNGO LESTARI,2
PT ANUGRAH CAKRAWALA DUNIA,1
PT ANUGRAH CIPTA SELARAS,1
PT ANUGRAH DAMAI ABADI,1
PT ANUGRAH INTI BAHAGIA,1
PT ANUGRAH INTI KARYA,1
PT ANUGRAH KARYA RAYA,1
PT ANUGRAH KIMIA ARIWIDYA,1
PT ANUGRAH MEDIA KARYATAMA,2
PT ANUGRAH MEGA SUKSES,2
PT ANUGRAH ORIGINAL BIONATURA INDONESIA,1
PT ANUGRAH PRIMA INVESTAMA,1
PT ANUGRAH SOLIDINDO PRATAMA,2
PT ANUGRAH SUKSES MINING,2
PT ANUGRAHA KARSA SOLUSI INDUSTRIA,0
PT ANUGRAHSUKSES UTAMA SEJAHTERA,1
PT ANUMANA GRAHA CANTIKA,1
PT ANZARA JANITRA NUSANTARA,1
PT APAC INTI CORPORA,1
PT APEXINDO ENERGI INVESTINDO,2
PT APIRA UTAMA,1
PT APLI STATIONERY,0
PT APLIKANUSA LINTASARTA,2
PT APLIKASI KARYA ANAK BANGSA,0
PT APLIKASI MULTIMEDIA ANAK BANGSA,0
PT APLIKASI PERDAGANGAN ANAK BANGSA,0
PT APOLLO VISINTAMA PUTRA,0
PT APP PURINUSA EKAPERSADA,1
PT APPLE INDONESIA,0
PT APPLICATION SOLUTIONS,1
PT APRATIMA SEJAHTERA,0
PT APSARA TIYASA SAMBADA,0
PT ARACORD NUSANTARA GROUP TBK,1
PT ARAFURA SURYA ALAM,2
PT ARAH ENVIRONMENTAL INDONESIA,1
PT ARAH SEJAHTERA ABADI,1
PT ARANG AGUNG GRAHA,1
PT ARARA ABADI,1
PT ARAYA AGRO LESTARI,1
PT ARCHI INDONESIA TBK,1
PT ARCHIPELAGO KHATULISTIWA PERSADA,0
PT ARCHROMA INDONESIA,1
PT ARCHYTECT TEKNOLOGI INDONESIA,0
PT ARDENDI JAYA SENTOSA,1
PT ARDISAL JASA UTAMA,2
PT ARENA AGRO ANDALAN,0
PT ARGA ARDANA INDONESIA,2
PT ARGHA GIRI PERKASA,0
PT ARGHANIAGA PANCATUNGGAL,1
PT ARGO BENI MANUNGGAL,1
PT ARGO MANUNGGAL LAND DEVELOPMENT,1
PT ARGO MANUNGGAL TRIASTA,1
PT ARGO PANDU DIGITAL,2
PT ARIAL NIAGA NUSANTARA,2
PT ARISTEK HIGHPOLYMER,0
PT ARISU INDONESIA,2
PT ARITA GLOBAL,1
PT ARITA PRIMA GEMILANG,1
PT ARITA PRIMA INDONESIA TBK,1
PT ARITA PRIMA TEKINDO,1
PT ARITASINDO PERMAISEMESTA,2
PT ARIZONA KARYA MITRA,1
PT ARJUNA HIDRO,2
PT ARJUNA UTAMA KIMIA,1
PT ARJUNA UTAMA SAWIT,1
PT ARKADIA DIGITAL MEDIA TBK,2
PT ARKADIA MEDIA NUSANTARA,2
PT ARKANANTA APTA PRATISTA,1
PT ARKHA JAYANTI PERSADA TBK,0
PT ARKHA TANTO PRIMA,0
PT ARKORA ATLANTIK,2
PT ARKORA BAKTI INDONESIA,2
PT ARKORA ENERGI BARU,2
PT ARKORA ENERGI TANGGAMUS,2
PT ARKORA GUNA NERGI,2
PT ARKORA HIDRO PASIFIK,2
PT ARKORA HIDRO TENGGARA,2
PT ARKORA HIDRONESIA,2
PT ARKORA HYDRO KALIMANTAN,2
PT ARKORA HYDRO MALILI,2
PT ARKORA HYDRO PAMULIHAN,2
PT ARKORA HYDRO SULAWESI,2
PT ARKORA HYDRO TBK,2
PT ARKORA KALIMANTAN ENERGI HIJAU,2
PT ARKORA LUWU TIMUR MANDIRI,2
PT ARKORA PADALEMBARA TERBARUKAN,2
PT ARKORA PEMBANGKITAN HIJAU/PT ARKORA SULAWESI TENGAH,2
PT ARKORA SULAWESI SELATAN,2
PT ARKORA SULAWESI TENGGARA,2
PT ARKORA TENAGA MATAHARI,2
PT ARKORA TOMONI HYDRO,2
PT ARMADA AUTO TARA,1
PT ARMADA BAHARI NUSANTARA,0
PT ARMADA BERJAYA TRANS TBK,1
PT ARMADA BUMI PRATIWI LINES,0
PT ARMADA INDONESIA MANDIRI,1
PT ARMADA MAHA KARYA,1
PT ARMADA MARITIME OFFSHORE,0
PT ARMADA ROCK KARUNIA TRANSSHIPMENT,2
PT ARMAN INVESTMENTS UTAMA,1
PT ARMANANTA EKA PUTRA,2
PT ARMINDO PERKASA,1
PT AROMA CIPTA ANUGRAHTAMA,1
PT AROMA SEJAHTERA INDONESIA,1
PT ARROW INDO UNIVERSAL,0
PT ARTA INTEGRASI TEKNOLOGI,2
PT ARTA NAJWA,1
PT ARTAJASA PEMBAYARAN ELEKTRONIS,2
PT ARTAJAYA LANGGENG SENTOSA,1
PT ARTALINDO SEMESTA NUSANTARA,0
PT ARTAV MOBILE INDONESIA,2
PT ARTHA BUMI SAKTI,1
PT ARTHA DAYA COALINDO,0
PT ARTHA GRAHA NETWORK,0
PT ARTHA INVESTAMA JAYA,1
PT ARTHA KARYA UTAMA INDONESIA,1
PT ARTHA LAUTAN MULYA,0
PT ARTHA MAHIYA INVESTAMA TBK,1
PT ARTHA MAKMUR PERSADA,1
PT ARTHA MAS INVESTAMA,2
PT ARTHA MULIA BETON,0
PT ARTHA MULIA NUSANTARA,1
PT ARTHA MULIA SEMBADA,1
PT ARTHA MULIA TRIJAYA,1
PT ARTHA PERDANA INVESTAMA,0
PT ARTHA SUKSES LANCAR,2
PT ARTHA TUNGGAL MANDIRI,1
PT ARTHA WIJAYA KAPITAL,1
PT ARTHAASIA FINANCE,0
PT ARTHAKENCANA RAYATAMA,1
PT ARTHAMAS SEJAHTERA MULIA,0
PT ARTHAMULIA INDAH,1
PT ARTHAMULIA SENTOSAJAYA,0
PT ARTHANUGRAHA MANDIRI,0
PT ARTHANUSA KARYA PERSADA,2
PT ARTHAWENASAKTI GEMILANG,2
PT ARTISAN WAHYU,2
PT ARTOCHEM INDONESIA,2
PT ARTOMORO PRIMA INTERNASIONAL,0
PT ARUNG BUANA MAJU,2
PT ARUTMIN INDONESIA,2
PT ARUTMIN INDONESIA KINTAP ENERGI,0
PT ARWANA ANUGERAH KERAMIK,0
PT ARWANA NUANSAKERAMIK,0
PT ARYA ENERGI VENTURA,2
PT ARYA KHARISMA,1
PT ARYA TAMA MANDALA,1
PT ARYADUTA HOTELS TBK,0
PT ARYADUTA INTERNATIONAL MANAGEMENT,0
PT ARYAMEDIKA TEGUH TUNGGAL,2
PT ASA REN GLOBAL NUSANTARA,1
PT ASABRI (PERSERO),2
PT ASADA MITRA PACKINDO,0
PT ASAHIMAS CHEMICAL,1
PT ASCEND BANGUN PERSADA,2
PT ASD-BAKRIE OIL PALM SEED INDONESIA,1
PT ASERRA CAPITAL,2
PT ASHINDO BARA PERSADA,2
PT ASI TAMA ENERGI,0
PT ASIA CENTRAL PRATAYA,0
PT ASIA GLOBAL MEDIA,2
PT ASIA JAYA PARAMITA,1
PT ASIA MARINE TEMAS,1
PT ASIA MEDIA PRODUCTIONS,1
PT ASIA MENTARI PROPERTI,0
PT ASIA PACIFIC INVESTAMA TBK,1
PT ASIA PACIFIC RAYON,0
PT ASIA PETROCOM SERVICES,1
PT ASIA RUBBERINDO,1
PT ASIA SAKTI WAHID,1
PT ASIA SEJAHTERA MINA TBK,0
PT ASIA SINAR INTI ABADI,1
PT ASIA TELCO NETWORKS,1
PT ASIAN AGRO AGUNG JAYA,2
PT ASIAN BULK LOGISTICS,0
PT ASIAN PERKASA INDOSTEEL,2
PT ASIAN TRAILS INDONESIA,1
PT ASIANAGRO AGUNGJAYA,2
PT ASIATECH ANUGRAH SETIA,0
PT ASIX INDONESIA CERDAS,1
PT ASL SHIPYARD INDONESIA,0
PT ASMIN BARA BRONANG,1
PT ASMIN KOALINDO TUHUP,1
PT ASPIRASI ADHYA AERON,1
PT ASPIRASI HIDUP INDONESIA TBK,1
PT ASRI GRIYA UTAMA,1
PT ASRI KARYA BINANGUN,1
PT ASRI KENCANA GEMILANG,0
PT ASSINDO PERNIAGAAN INTERNASIONAL,1
PT ASSOCIATED BRITISH BUDI,1
PT ASTA ASKARA SENTOSA,0
PT ASTA KERAMASAN ENERGI,1
PT ASTA REKAYASA UNGGUL,0
