Nama,cluster_fastrp_256
PT SEINO INDOMOBIL LOGISTICS SERVICES,1
PT SEJAHTERA ABADI SOLUSI,1
PT SEJAHTERA BAHARI ABADI,0
PT SEJAHTERA BERKAH BERDIKARI,0
PT SEJAHTERA BERSAMA MOTOR,2
PT SEJAHTERA BUANA TRADA,1
PT SEJAHTERA CIPTA PRIMAGUNA,2
PT SEJAHTERA INTI SENTOSA,1
PT SEJAHTERA INVESTAMA INDAH,1
PT SEJAHTERA KARUNIA SEMESTA,1
PT SEJAHTERA PALEMBANG FURINDO,2
PT SEJAHTERA RAYA PERKASA,1
PT SEJAHTERA SAMARINDA FURINDO,2
PT SEJAHTERA UTAMA KONSTRUKSI,1
PT SEJAHTERA WAHANA GEMILANG,2
PT SEJAHTERAH JAYA CITA,1
PT SEKALA BRAHA SEMESTA,0
PT SEKANSKEEN RICKY INDONESIA,2
PT SEKAR BUMI INDUSTRI,0
PT SEKAR FUJI FOODS,0
PT SEKAR GOLDEN HARVESTA,0
PT SEKAR GOLDEN HARVESTA INDONESIA,0
PT SEKAR KATOKICHI,0
PT SEKAR SEINAN FOOD,0
PT SEKARSENTOSA LESTARI JAYA,0
PT SEKAWAN ABADI PRIMA,2
PT SEKAWAN INDONESIA WISATA,2
PT SEKAWAN SEJATI RESOURCES,1
PT SEKTI RAHAYU INDAH,1
PT SELAMAT JAYA ENERGI,0
PT SELANCAR FORMULA SEJAHTERA,2
PT SELARAS CITRA NUSANTARA PERKASA TBK,1
PT SELARAS MEDIKA KUSUMA,2
PT SELARAS PRATAMA UTAMA,0
PT SELARAS TURBO ELEKTRONIK INDONESIA,1
PT SELASIH SAFAR,1
PT SELATANJAYA PERMAI,1
PT SELERA MITRA SENTOSA,0
PT SELIS INVESTAMA INDONESIA,2
PT SELIS RETAIL INDONESIA,2
PT SEMACOM GLOBAL MANDIRI,0
PT SEMACOM INTEGRATED TBK,0
PT SEMANGAT BAMBU RUNCING,0
PT SEMANGAT BANGUN NUSANTARA,1
PT SEMANGAT PANGERAN ABADI,1
PT SEMANGAT PANGERAN INDONUSA,1
PT SEMANGAT PANGERAN JAYAKARTA,1
PT SEMARANG HERBAL INDO PLANT,1
PT SEMAROP AGUNG,1
PT SEMBADA KARYA MEGAH,2
PT SEMBADA SARANA TRANSPORTASI,2
PT SEMBILAN RAKSA DINAMIKA,2
PT SEMBILAN SEJAHTERA,0
PT SEMEN BATURAJA TBK,1
PT SEMEN GRESIK,2
PT SEMEN GROBOGAN,1
PT SEMEN INDOGREEN SENTOSA,1
PT SEMEN INDONESIA ACEH,1
PT SEMEN INDONESIA BETON,1
PT SEMEN INDONESIA INDUSTRI BANGUNAN,1
PT SEMEN INDONESIA INDUSTRI BANGUNAN (SOLUSI BANGUN BETON),1
PT SEMEN INDONESIA INTERNATIONAL,1
PT SEMEN INDONESIA LOGISTIK,1
PT SEMEN KUPANG INDONESIA,1
PT SEMEN PADANG,1
PT SEMEN TONASA,1
PT SEMESTA AKASA JAYARAYA,0
PT SEMESTA ARJUNA GEMILANG,2
PT SEMESTA CIPTA INTERNASIONAL,1
PT SEMESTA INDO PRIMA,0
PT SEMESTA INDUSTRI PRATAMA,1
PT SEMESTA MANDIRI INDONESIA,1
PT SEMESTA MARGA RAYA,1
PT SEMESTA PERKASA CIPTA,1
PT SEMESTANUSTRA DISTRINDO,1
PT SEMOLIS GEMILANG PERSADA,2
PT SEMOLIS INTI PERSADA,2
PT SEMOLIS MAJU BERSAMA,2
PT SEMOLIS TEKNOLOGI INDONESIA,2
PT SEMPANA JAYA AGUNG,0
PT SEMPURNA MANDIRI SUKSES,0
PT SEMUT TAMA LANGGENG,1
PT SENA DWIMAKMUR,1
PT SENANG KHARISMA TEXTILE,2
PT SENANG MAIN LINCAH,1
PT SENANTIASA MAKMUR,1
PT SENGON KONDANG NUSANTARA,2
PT SENOPATI SELLULARINDO,0
PT SENTANA ADIDAYA PRATAMA,1
PT SENTOSA BERSAMA MITRA,1
PT SENTOSA BUANA RAYA,1
PT SENTOSA HARUM MERDEKA,1
PT SENTOSA INDAH SEJAHTERA,0
PT SENTOSA INDONESIA JAYA,2
PT SENTOSA KIMIA,1
PT SENTOSA LAJU MARITIME,0
PT SENTOSA LAJU SEJAHTERA,1
PT SENTOSASEGARA MULIA SHIPPING,2
PT SENTRA ANDALAN TAMARIN,0
PT SENTRA AWAN MAXIMA,2
PT SENTRA BERKAT MAJU,1
PT SENTRA BUDIDAYA BIOTEK,0
PT SENTRA FOOD INDONESIA TBK,0
PT SENTRA GAYA MAKMUR,1
PT SENTRA GRAHA KENCANA,1
PT SENTRA MAKMUR LINES,2
PT SENTRA MODAL MANDIRI,1
PT SENTRA MULTI KARYA,0
PT SENTRA SATWATAMA INDONESIA,0
PT SENTRA SEHAT SEJAHTERA,2
PT SENTRA SEJAHTERA UTAMA,2
PT SENTRA SINTETIKAJAYA,1
PT SENTRA TAMARIN SAMUDRA,0
PT SENTRA TRADA INDOSTATION,1
PT SENTRA USAHATAMA JAYA,1
PT SENTRAL AGUNG INDAH,1
PT SENTRAL ANUGRAH MULIA,1
PT SENTRAL GRAIN TERMINAL,0
PT SENTRAL GUDANG TERMINAL,0
PT SENTRAL INDAH PRIMASENTOSA,1
PT SENTRAL KEMASINDO TEGUH,0
PT SENTRAL KREASI INOVASI,1
PT SENTRAL MITRA INFORMATIKA TBK,1
PT SENTRAL MITRA LOGISTIK,1
PT SENTRAL MUTIARA ENERGY,1
PT SENTRAL SOLUSI TEKNOLOGI,1
PT SENTRALINDO TEGUH GEMILANG,1
PT SENTRALSARI PRIMASENTOSA,0
PT SENTRATAMA NIAGA INDONESIA,1
PT SENTRAYASA KARYA BILANG,0
PT SENTUL AIR NUSANTARA,1
PT SENTUL CITY PROPERTI,1
PT SENTUL GRAHA SEJAHTERA,1
PT SENTUL PP PROPERTI,1
PT SEPALAR YASA KARTIKA,2
PT SEPARI ENERGY,1
PT SEPATU BATA ONLINE,0
PT SEQUIS LIFE ASSURANCE,2
PT SERASI AUTORAYA,1
PT SERASI SHIPPING INDONESIA,2
PT SERASIH HOLDICO,1
PT SERENA INTI SEJATI,1
PT SERIBU MASA BERSAMA,1
PT SERIKAT HANTAR EKSPEDISI,1
PT SERONGGA SUMBER LESTARI,1
PT SERPONG CIPTA KREASI,1
PT SERPONG MAS TELEMATIKA,1
PT SERPONG NATURA HIJAU SENTOSA,1
PT SERUMPUN INDAH LESTARI,1
PT SERVEWELL OFFSHORE,0
PT SERVINDO JAYA UTAMA,1
PT SERVIUM GLORY AGRO,0
PT SERVO LINTAS RAYA,1
PT SETIA AGRO UTAMA,1
PT SETIA KAWAN ABADI,1
PT SETIA MITRA EDUDHARMA,1
PT SETIA MITRA INTIFAJAR,1
PT SETIA PRATAMA KONINDO,1
PT SETIA PRATAMA LESTARI PELLETIZING,1
PT SETIA PRATAMA PELLETIZING INDUSTRIES,1
PT SETIA SAPTA,1
PT SETIA UTAMA MEDIA APLIKASI,2
PT SETIA UTAMA REALTI,2
PT SETIA UTAMA SERVICES,2
PT SETIAJAYA ERA UNGGUL,2
PT SF DIGITAL COMMERCE,1
PT SF DIGITAL TERDEPAN,1
PT SHA SOLO,2
PT SHALUMINDO INVESTAMA,1
PT SHANDONG LICHUN POWER PLANT TECHNOLOGY,1
PT SHARIA MULTIFINANCE ASTRA,1
PT SHARINDO MATRATAMA,1
PT SHARP ELECTRONIC INDONESIA,0
PT SHELL INDONESIA,0
PT SHELL MANUFACTURING INDONESIA,1
PT SHIELD ON SERVICE TBK,1
PT SHIMA GLOBAL KAPITAL,1
PT SHINDO TIARA TUNGGAL,1
PT SHINHAN SEKURITAS INDONESIA,1
PT SHINTA UTAMA,2
PT SHIVA SAKTI STEEL,1
PT SHOGUN GLOBAL ADVERTISING,1
PT SHOPEE INTERNATIONAL INDONESIA,0
PT SIANTAR MEGAH JAYA,1
PT SIANTAR TOP TBK,1
PT SIAP BALI,2
PT SIBALEC,1
PT SIBALEC BANDENGAN,1
PT SIBALEC POWEL CABLE & ELECTRICAL SUPPLY,1
PT SICEPAT EKSPRES INDONESIA,2
PT SICEPAT MCASH INDONESIA,2
PT SIDO AGUNG AGRO PRIMA,0
PT SIDOAGUNG FARM,0
PT SIDOMULYO LOGISTIK,2
PT SIEGWERK INDONESIA,1
PT SIEMENS HEALTHINEERS INDONESIA,2
PT SIEMENS INDONESIA,0
PT SIERAD CORPORA,1
PT SIGMA CIPTA CARAKA,1
PT SIGMA CIPTA UTAMA,0
PT SIGMA ENERGY COMPRESSINDO TBK,1
PT SIGMA ENERGY UTAMA,1
PT SIGMA JAYA PRATAMA,1
PT SIGMA MEGA GENTA ENERGI,1
PT SIGMA MUTIARA,2
PT SIGMA NIAGA GAS,1
PT SIGMAELTRA PROPERTINDO,1
PT SIGMANTARA ALFINDO,0
PT SIGNA HUSADA,1
PT SILAU KENCANA,1
PT SILICA NUSANTARA MINERAL,1
PT SILICON VALLEY CONNECTION,0
PT SILIKON BALI INDONESIA,2
PT SILIWANGI BIMANTARA PERDANA,2
PT SILK CHAINS INDONESIA,2
PT SILKARGO INDONESIA,1
PT SILLO MARITIME PERDANA TBK,1
PT SILOAM EMERGENCY SERVICES,2
PT SILOAM GRAHA UTAMA,2
PT SILOAM INTERNATIONAL HOSPITALS TBK,2
PT SILOAM MEDIKA CEMERLANG,2
PT SILOAM PACIFIC SEJAHTERA,2
PT SILOAM RADIOLOGY INDONESIA,2
PT SILOAM SUMSEL KEMITRAAN,2
PT SILVER BIRD,1
PT SIMBA LOGISTIK,2
PT SIMPATINDO MULTI MEDIA,2
PT SIMPRUG MAHKOTA INDAH,1
PT SIMS JAYA KALTIM,2
PT SINAR ABADI CITRANUSA,2
PT SINAR ALAM DUTA PERDANA,0
PT SINAR ALAM DUTA PERDANA II,2
PT SINAR ALAM PERMAI,2
PT SINAR ARTA MULIA,1
PT SINAR BINTANG ALBAR,1
PT SINAR BINTANG MAKMUR,1
PT SINAR BINTANG MULIA,1
PT SINAR BORNEO METALINDO,1
PT SINAR BULAN PURNAMA,1
PT SINAR CEMERLANG GEMILANG,1
PT SINAR CEMERLANG JAYARAYA,1
PT SINAR DHARMA ARTHA,2
PT SINAR DIGITAL TERDEPAN,2
PT SINAR EKA SELARAS TBK,0
PT SINAR GEMILANG PERDANA MANDIRI,2
PT SINAR GEMILANG SUMBER SEJAHTERA,1
PT SINAR GRAHAMAS LESTARI,1
PT SINAR INDAHJAYA KENCANA,1
PT SINAR INDRA NUSA JAYA,2
PT SINAR INTI MAJU,1
PT SINAR JAYA INTI MULYA,1
PT SINAR KAPUAS KALBAR,1
PT SINAR KARYA DUTA ABADI,0
PT SINAR KIRANA MULIA,0
PT SINAR MAKMUR PRINTING,2
PT SINAR MAS AGRO RESOURCES AND TECHNOLOGY TBK,1
PT SINAR MAS CAKRAWALA,2
PT SINAR MAS MULTIARTHA TBK,2
PT SINAR MAS TUNGGAL,1
PT SINAR MEDIKA FARMA,0
PT SINAR MEDIKA SEJAHTERA,0
PT SINAR MEDIKA SUTERA,0
PT SINAR MENARA DELI,1
PT SINAR MITRAMULIA,0
PT SINAR NIRWANA SARI,1
PT SINAR PERDANA KURNIA ALAM,1
PT SINAR POWERINDO UTAMA,1
PT SINAR PUSPA PERSADA,1
PT SINAR RATU SENTOSA,2
PT SINAR SAKTI AGUNG,1
PT SINAR SAKTI KIMIA,2
PT SINAR SEJAHTERA MANDIRI,2
PT SINAR TENGGARONG INTI MULYA,1
PT SINAR TERANG ASIA RAYA,0
PT SINAR USAHA NUSANTARA,2
PT SINAR WIJAYA UTAMA,1
PT SINARAYA NUGRAHA AHMADARIS MEDIKA,1
PT SINARBARU WIJAYAPERKASA,0
PT SINARINDO MEGAH PERKASA,1
PT SINARMAS BIO ENERGY,1
PT SINARMAS LDA MARITIME,1
PT SINARMAS REWIRED XCELLENCE,1
PT SINARMAS SUKSES SEJAHTERA,1
PT SINARMAS TELADAN,1
PT SINARMONAS INDUSTRIES,2
PT SINARNIAGA SEJAHTERA,2
PT SINBAD KARYA PERDAGANGAN,1
PT SINCOZA JAYA INDONESIA,0
PT SINDONEWS PORTAL INDONESIA,1
PT SINEMA GRAHA CITRA,1
PT SINEMART INDONESIA,2
PT SINERGI BANGUN UTAMA,1
PT SINERGI CEPAT INDONESIA,2
PT SINERGI DIGITAL TEKNOLOGI,2
PT SINERGI GLOBAL SERVIS,2
PT SINERGI INFORMATIKA SEMEN INDONESIA,1
PT SINERGI INTERNASIONAL PERKASA,0
PT SINERGI INTI PLASTINDO TBK,2
PT SINERGI KENCANA MULIA,2
PT SINERGI LAKSANA BARA MAS,1
PT SINERGI MITRA INVESTAMA,2
PT SINERGI MITRA LESTARI,1
PT SINERGI MULTI DISTRINDO,2
PT SINERGI PRIMAJAYA INDONESIA,1
PT SINERGI SERASI PRIMA,0
PT SINERGI TEKNOLOGI MANDIRI,2
PT SINERGI TRANSFORMASI DIGITAL,1
PT SINERGI WAHANA GEMILANG,1
PT SINERGY INDOPACK MAKMUR,1
PT SINGA LAUTAN INDONESIA,1
PT SINGA PURWAKARTA JAYA,0
PT SINGALAND ASETAMA,1
PT SINGARAJA PUTRA TBK,0
PT SINKONA INDAH LESTARI,0
PT SINKONA INDONESIA LESTARI,0
PT SINO PROPERTINDO INTERNASIONAL,2
PT SINO ZONE INDUSTRY INDONESIA,2
PT SINOKOR INTERNATIONAL,2
PT SINTA PRIMA FEEDMILL,0
PT SINTESA SINERGI NUSANTARA,1
PT SIOLA SANDIMAS,2
PT SIONCHEM GLOBAL INDO,2
PT SIRIUS SURYA SENTOSA,2
PT SIRIUS TERANG CEMERLANG,2
PT SIRKULAR KARYA INDONESIA,1
PT SISINDOKOM LINTASBUANA,2
PT SISNET MITRA SEJAHTERA,2
PT SISPRO INFORMASI TEKNOLOGI,1
PT SISTECH KHARISMA,1
PT SISTEM INFORMASI APLIKASI PEMBAYARAN,1
PT SISTEMATIS BANGUN INDONESIA,2
PT SITARO MITRA ABADI,1
PT SITAU NAMONANG,2
PT SITC INDONESIA,0
PT SITEBA ENERGY,1
PT SITIAGUNG MAKMUR,1
PT SKS LISTRIK KALIMANTAN,1
PT SKYLINE BUILDING,1
PT SLJ GLOBAL TBK,1
PT SLP INTERNUSA KARAWANG,1
PT SM ENGINEERING,1
PT SMART TELECOM,2
PT SMARTRAVELINDO PERKASA,1
PT SMB GOBEL INDONESIA,1
PT SMCC UTAMA INDONESIA,1
PT SMOOETS TEKNOLOGI OUTSOURCING,0
PT SMPLUS DIGITAL INVESTAMA,1
PT SMPLUS SENTRA DATA,1
PT SMPLUS SENTRA DATA PERSADA,1
PT SMPLUS SOLUSI SEJAHTERA,1
PT SNI INTERNASIONAL,1
PT SO GOOD FOOD,0
PT SO GOOF FOOD MANUFACTURING,0
PT SOCI MAS,1
PT SODEXO MOTIVATION SOLUTIONS INDONESIA,0
PT SOECHI LINES TBK,0
PT SOEDALI SEJAHTERA,1
PT SOFTEX INDONESIA,1
PT SOFTORB TECHNOLOGY INDONESIA,1
PT SOHO GLOBAL HEALTH TBK,2
PT SOHO GLOBAL MEDIKA,2
PT SOHO INDUSTRI PHARMASI,2
PT SOLARIS INDONESIA,1
PT SOLARIS PRATAMA INDONESIA,1
PT SOLIC KREASI BARU,0
PT SOLOBHAKTI TRADING & CONTRACTOR,1
PT SOLSTICE ENERGY SERVICES,1
PT SOLTIUS INDONESIA,1
PT SOLUSI ANAK MILENIAL,2
PT SOLUSI ARTA ANAK BANGSA,0
PT SOLUSI ASRI LESTARI,1
PT SOLUSI BANGUN ANDALAS,1
PT SOLUSI BANGUN BETON,1
PT SOLUSI BANGUN INDONESIA TBK,1
PT SOLUSI BERSIH TBS,1
PT SOLUSI BINTANG CEMERLANG,0
PT SOLUSI HARI BAHAGIA,2
PT SOLUSI IDENTITAS GLOBAL NET,2
PT SOLUSI INDOMOBIL PERKASA,1
PT SOLUSI INVESTAMA NUSANTARA,0
PT SOLUSI JAYA PERKASA,0
PT SOLUSI KAMPUS INDONESIA,2
PT SOLUSI KARYA SUKSES,2
PT SOLUSI MENARA INDONESIA,1
PT SOLUSI MOBILITAS INDONESIA,1
PT SOLUSI NIAGA EKOSISTEM,1
PT SOLUSI PERIFERAL,2
PT SOLUSI RUMAH PRAKTIS,1
PT SOLUSI SINERGI DIGITAL TBK,2
PT SOMA DAYA UTAMA,0
PT SOMA JAYA INVESTAMA,0
PT SOMPO INSURANCE INDONESIA,1
PT SONY INDONESIA,0
PT SORAYA INTERCINE FILMS,1
PT SORONG SENTOSA ORION,2
PT SOS INDONESIA,1
PT SOTERIA WICAKSANA INVESTAMA,2
PT SOUTHERN CROSS TEXTILE INDUSTRY,2
PT SPALLINDO ADILONG,1
PT SPECTRUM FILM,1
PT SPECTRUM UNITEC,2
PT SPEEDWORK SOLUSI UTAMA,1
PT SPINDO ENGINEERING INDUSTRY,1
PT SPINMILL INDAH INDUSTRY,1
PT SPORTS DIRECT INDONESIA,2
PT SRC INDONESIA SEMBILAN,1
PT SREEYA SEWU INDONESIA TBK,1
PT SRI ANDAL LESTARI,2
PT SRI REJEKI ISMAN TBK,2
PT SRI SUMATERA SEJAHTERA,1
PT SRIBOGA RATURAYA,0
PT SRIHANA UTAMA,1
PT SRIKANDI DIAMOND MOTORS,1
PT SRIKANDI UTAMA MAKMUR,1
PT SRIWAHANA ADITYAKARTA,1
PT SRIWIJAYA MUBA LOGISTIK,1
PT SRIWIJAYA NUSANTARA SEJAHTERA,2
PT SRIWIJAYA TEKNIK UTAMA,1
PT STAMFORD TYRES DISTRIBUTOR INDONESIA,2
PT STANDARD TOYO POLYMER,1
PT STANDARDPEN INDUSTRIES,0
PT STAR CIPTA MUSIKINDO,1
PT STAR MEDIA NUSANTARA,1
PT STAR REACHERS INDONESIA,2
PT STAR SEMESTA SEJAHTERA,1
PT STARINDO JAYA PACKAGING,1
PT STARLINK SOLUSI,2
PT STARLINK SOLUSI INTERNASIONAL,2
PT STARMEDIA INTISARANA SEJATI,0
PT STARONE MITRA TELEKOMUNIKASI,1
PT STARTEL COMMUNICATION,0
PT STEADFAST MARINE,0
PT STEEL PIPE INDUSTRY OF INDONESIA TBK,1
PT STELLARWAY INDONESIA,0
PT STRAITS MINING SERVICES,2
PT STRATEGIC HEALTHCARE INDONESIA,1
PT STRATEGIC PARTNER SOLUTION,1
PT STRUKTUR PINTAR INDONESIA,1
PT STRUKTURINDO TIFATAMA PASIFIK,0
PT STUBE SEGARKAN INDONESIA,0
PT STUDIO KREASI BERSAMA,0
PT SUARA IRAMA INDAH,0
PT SUARA MAS ABADI,1
PT SUARA VISUAL INDONESIA,2
PT SUASA BENUA SUKSES,1
PT SUBAFOOD PANGAN JAYA,0
PT SUBANG CAKRAWALA PROPERTI,0
PT SUBANG ENERGI ABADI,2
PT SUBANG HORISON PROPERTI,0
PT SUBANG SARANA INVESTASI,1
PT SUBANG SEJAHTERA INDONESIA,1
PT SUBUR ABADI PLANTATIONS,2
PT SUBUR AGRO MAKMUR,2
PT SUBUR ARUMMAKMUR,1
PT SUBUR BUANA RAYA,1
PT SUBURSEJAHTERA AGUNGABADI,1
PT SUCOFINDO,1
PT SUCORINVEST ASSET MANAGEMENT,2
PT SUGIH AMERTA BERLABUH,1
PT SUJINDO MAKMUR CEMERLANG,1
PT SUKAJADI SAWIT MEKAR,0
PT SUKANDA DJAYA,0
PT SUKANDA DJAYA JAKARTA,1
PT SUKAPUTRA GRAHA CEMERLANG,1
PT SUKSES ARTHA JAYA,0
PT SUKSES BANGUN SINERGI,0
PT SUKSES DEWE,1
PT SUKSES DIVA MANDIRI,2
PT SUKSES DIVA MANDIRI RITEL,2
PT SUKSES GARDA MULIA,1
PT SUKSES HIJAU MANDIRI,1
PT SUKSES INDONESIA,1
PT SUKSES INTERNATIONAL ANUGERAH PRATAMA,1
PT SUKSES KARYA AGUNG,2
PT SUKSES MAKMUR JAYAPRATAMA,1
PT SUKSES MAKMUR SAMUDRA BERJAYA,0
PT SUKSES MARITIME LINE,0
PT SUKSES MEKAR SENTOSA,2
PT SUKSES OKINDO KURNIA ABADI,0
PT SUKSES OSEAN KHATULISTIWA LINE,0
PT SUKSES PERDANA PRIMA,2
PT SUKSES RIAU PERMATA,0
PT SUKSES SEJATI SEJAHTERA,2
PT SUKSES SENTOSA,1
PT SUKSES TANI NUSASUBUR,2
PT SUKSES TEKNIK INOVASI,0
PT SUKSES TUNGGAL MANDIRI,0
PT SUKU CADANG OTO SEJAHTERA,0
PT SULAWESI ANUGERAH JAYA,2
PT SULAWESI BUKIT ANUGERAH,2
PT SULAWESI HIDRO MANDIRI,2
PT SULAWESI MINING INVESTMENT,1
PT SULOTCO JAYA ABADI,0
PT SUMA ARTHA PERKASA,2
PT SUMA HEKSA SINERGI,1
PT SUMAGUD SAPTA SINAR,2
PT SUMALINDO ALAM LESTARI,1
PT SUMALINDO HUTANI JAYA,1
PT SUMANS MANDIRI SEJAHTERA,1
PT SUMATERA ANUGERAH TEKNINDO PERKASA,2
PT SUMATERA CANDI KENCANA,0
PT SUMATERA KARYA AGRO,1
PT SUMATERA KEMASINDO,0
PT SUMATERA TEKNINDO,2
PT SUMATRA AGRI SEJAHTERA,1
PT SUMATRA ENERGI LESTARI,1
PT SUMATRASARANA SEKAR SAKTI,2
PT SUMBAWA RAYA CIPTA,1
PT SUMBER AGRI ANDALAN,0
PT SUMBER ALAM ENERGI HIDRO,1
PT SUMBER ALFARIA TRIJAYA TBK,0
PT SUMBER ANEKA GAS,2
PT SUMBER API,1
PT SUMBER ARUSMULIA,2
PT SUMBER BAHAGIA SENTOSA,2
PT SUMBER BANGUN PERTIWI,1
PT SUMBER BARITO COAL,1
PT SUMBER BERLIAN MOTORS,1
PT SUMBER BIOMASSA INDONESIA,2
PT SUMBER CEMERLANG KENCANA PERMAI,1
PT SUMBER CIPTA UTAMA,1
PT SUMBER DAYA ALAM MULIA,1
PT SUMBER DAYA ENERGI,0
PT SUMBER DAYA NUSAPHALA,1
PT SUMBER DAYA SAKTI,0
PT SUMBER EKA MANDIRI,0
PT SUMBER GLOBAL ENERGY TBK,2
PT SUMBER GRAHA SEJAHTERA,2
PT SUMBER HIDRO SENTOSA,1
PT SUMBER INDAH LESTARI,0
PT SUMBER INDAH PERKASA,2
PT SUMBER JAYATAMA NUSANTARA,1
PT SUMBER KARYA SUKSES,2
PT SUMBER KASIH,0
PT SUMBER KEMAS INDONESIA,2
PT SUMBER KHARISMA PERSADA,2
PT SUMBER KITA INDAH,1
PT SUMBER KOPI PRIMA,1
PT SUMBER KURNIA ALAM,0
PT SUMBER LAWANG PUTRA,0
PT SUMBER MAHARDIKA GRAHA,2
PT SUMBER MAJU PERKASA,1
PT SUMBER MAKMUR LUMINTU,1
PT SUMBER MEGAH NUSANTARA,1
PT SUMBER MINA SAMUDERA,1
PT SUMBER MINERAL GLOBAL ABADI TBK,2
PT SUMBER MITRA JAYA,1
PT SUMBER NUGRAHA BERJAYA,2
PT SUMBER POWER NUSANTARA,2
PT SUMBER SAWIT MAKMUR,0
PT SUMBER SEGARA PRIMADAYA,1
PT SUMBER SELERA INDONESIA,1
PT SUMBER SETAMURNI,2
PT SUMBER SURYADAYA PRIMA,1
PT SUMBER TANI AGUNG,0
PT SUMBER TANI AGUNG OILS AND FATS,0
PT SUMBER TANI AGUNG RESOURCES TBK,0
PT SUMBER TATA LESTARI,1
PT SUMBER TIRTA ENERGI,1
PT SUMBER TIRTA SENTOSA,1
PT SUMBER TRIJAYA LESTARI,0
PT SUMBER URIP SEJATI,1
PT SUMBER USAHA KARYAJAYA,0
PT SUMBER UTAMA NIAGA,2
PT SUMBERDAYA ARINDO,1
PT SUMBERDAYA SEWATAMA,1
PT SUMBERDAYA SINARBARU,1
PT SUMBERMAS INTI ENERGI,2
PT SUMBERSENTOSA GUNA LESTARI,1
PT SUMBERTAMA NUSAPERTIWI,1
PT SUMI RUBBER INDONESIA,1
PT SUMIDEN SERASI WIRE PRODUCTS,1
PT SUMMARECON AGUNG TBK,1
PT SUMMARECON INVESTMENT PROPERTY,1
PT SUMMARECON PROPERTY DEVELOPMENT,1
PT SUMMERVILLE PROPERTY MANAJEMEN,1
PT SUMMIT OTO FINANCE,1
PT SUN ANTARNUSA INVESTMENT,2
PT SUN LAND INVESTAMA,2
PT SUN LIFE FINANCIAL,2
PT SUN TV NETWORK,0
PT SUNAN RUBBER,2
PT SUNGAI BERLIAN JAYA,1
PT SUNGAI BERLIAN MAHAKAM,2
PT SUNGAI BUDI,0
PT SUNGAI DANAU JAYA,2
PT SUNGAI MENANG,1
PT SUNGAI RANGIT,0
PT SUNJIN BLUE THREAD,1
PT SUNSONINDO TEXTILE INVESTAMA,1
PT SUNTER LAKESIDE HOTEL TBK,1
PT SUNTORY GARUDA BEVERAGE,0
PT SUPER CAPITAL INDONESIA,0
PT SUPER ENERGY TBK,2
PT SUPERCHEM PRIMA LESTARI,2
PT SUPERKRANE MITRA UTAMA TBK,1
PT SUPERNOVA,0
PT SUPERNOVA FLEXIBLE PACKAGING,0
PT SUPERTRADA INDONESIA,2
PT SUPERWISH PERKASA,0
PT SUPRA FERBINDO FARMA,1
PT SUPRA INVESTAMA MANDIRI,0
PT SUPRA MATRA ABADI,0
PT SUPRA PRIMATAMA NUSANTARA,0
PT SUPRA USADHATAMA,1
PT SUPRABARI MAPANINDO MINERAL,1
PT SUPRACO DEEP WATER,2
PT SUPRACO INDONESIA,2
PT SUPRACO LINES,2
PT SUPRAKREASI ERADINAMIKA,0
PT SUPREME CABLE MANUFACTURING & COMMERCE TBK,1
PT SUPREME CABLE MANUFACTURING CORP,1
PT SUPREME DECOLUXE,1
PT SUPREME POWER,1
PT SURABAYA CITRA TONGGAK,2
PT SURABAYA KENCANA ANUGRAH,2
PT SURABAYA KERAMIK,1
PT SURGIKA ALKESINDO,2
PT SURI NUSANTARA JAYA,1
PT SURI TANI PEMUKA,0
PT SUROPATI JAYA ABADI,1
PT SURPRISE INDONESIA,2
PT SURYA ABADI SEMESTA,1
PT SURYA AIR,1
PT SURYA ANUGRAH GEMPITA,2
PT SURYA BAJO PROPERTI,1
PT SURYA BARU,1
PT SURYA BIRU MURNI ACETYLENE TBK,1
PT SURYA BIRU TITILEA INVESTAMA,1
PT SURYA BORNEO INDUSTRI,2
PT SURYA BUANA LESTARIJAYA,1
PT SURYA BUANA MAKMUR,1
PT SURYA BUMIMEGAH SEJAHTERA,1
PT SURYA CAHAYA PROPERTI,1
PT SURYA CANTIK BERSINAR,0
PT SURYA CENTRA INDUSTRI,1
PT SURYA CIPTA INTI CEMERLANG,1
PT SURYA CIPTA INVESTAMA,0
PT SURYA CITRA MULTIMEDIA,2
PT SURYA CITRA PESONA,0
PT SURYA CITRA PROPERTINDO,1
PT SURYA CITRA TELEVISI,2
PT SURYA DHOHO INVESTAMA,1
PT SURYA DUTA MAS,0
PT SURYA ENERGI ABADI,1
PT SURYA ENERGI PARAHITA,1
PT SURYA FAJAR CAPITAL TBK,0
PT SURYA FAJAR CORPORA,2
PT SURYA FAJAR INDONESIA,1
PT SURYA FAJAR INVESTAMA,2
PT SURYA FAJAR SEKURITAS,2
PT SURYA FAJAR URUN DANA,2
PT SURYA GANESA AMANI,1
PT SURYA GASCHEM PERKASA,2
PT SURYA GLOBAL NUSANTARA,0
PT SURYA GRAHA PERTIWI,1
PT SURYA HUSADA INVESTMENT,2
PT SURYA INDONESIA SATU PROPERTY,1
PT SURYA INTAN SENTANA JAYA,2
PT SURYA INTERNUSA HOTELS,1
PT SURYA INTERNUSA LESTARI,1
PT SURYA INTERNUSA PROPERTI,1
PT SURYA INTERNUSA TICON,1
PT SURYA INTI SARANA,1
PT SURYA INTI SAWIT KAHURIPAN,1
