Nama,Closeness
PT ANGKASA PURA,0.18
PT PRODIA OCCUPATIONAL HEALTH INDONESIA (PT PRODIA OHI),0.18
PT PRODIA STEMCELL INDONESIA,0.18
PT SARANA USAHA SEJAHTERA INSANPALAPA,0.18
PT SARANA USAHA SEJAHTERA INSANPALAPA (TELKOMEDIKA),0.18
PT BOSTON CONSULTING INDONESIA,0.18
PT DEVOTEAM CLOUD SERVICES,0.18
PT INNOVASI DIAGNOSTIKA,0.18
PT PRODIA DIAGNOSTIC LINE,0.18
PT WEB ARCHITECT TECHNOLOGY,0.18
SPEEDMINER SDN BHD,0.18
PT PRODIA DIGITAL INDONESIA,0.18
BIO MAJESTY PTE LTD,0.18
CRONIMET FERROLEG GMBH,0.18
HONGKONG JUNREN INTERNATIONAL TRADING CO LTD,0.18
JINDAL STAINLESS LIMITED,0.18
PT BORNEO ALUMINA INDONESIA,0.18
PT INTI CAHAYA BURLIAN,0.18
PT KEJORA PRATAMA MINERAL,0.18
PT LANGIT METAL INDUSTRY,0.18
ASIA PACIFIC NICKEL PTY LTD,0.18
PT BORNEO EDO INTERNATIONAL,0.18
PT BORNEO EDO INTERNATIONAL AGRO,0.18
PT BORNEO EDO SEJAHTERA,0.18
PT CIBALIUNG SUMBERDAYA,0.18
PT CITRA TOBINDO SUKSES PERKASA,0.18
PT DWIMITRA ENGGANG KHATULISTIWA,0.18
PT EMAS ANTAM INDONESIA,0.18
PT GAG NIKEL,0.18
PT GUNUNG KENDAIK,0.18
MIND ID,0.18
PT INDONESIA COAL RESOURCES,0.18
PT INTERNATIONAL MINERAL CAPITAL,0.18
PT KAWASAN INDUSTRI ANTAM TIMUR,0.18
PT MEGA CITRA UTAMA,0.18
PT NUSA KARYA ARINDO,0.18
PT PONGKERU MINERAL UTAMA,0.18
PT BAHTERA ABADI GAS,0.18
PT NUSANTARA BARA LESTARI,0.18
PT OBSIDIAN STAINLESS STEEL,0.18
PT VIRTUE DRAGON NICKEL INDUSTRY,0.18
SINGAPORE ZHIMEI PTE LTD,0.18
BUMD PERDANA CIPTA MANDIRI,0.18
PT SINAR INTI MAJU,0.18
PT PERTAMINA DRILLING SERVICES INDONESIA,0.18
PT ASURANSI TUGU PRATAMA INDONESIA TBK,0.18
PT BHUMI JEPARA SERVICE,0.18
PT KERETA COMMUTER INDONESIA,0.18
PT DIAN PARAMITA UTAMA,0.18
PT EVOLUZIONE TYRES,0.18
PT CISARUA MOUNTAIN DAIRY TBK,0.18
PT SHARINDO MATRATAMA,0.18
AXIATA INVESTMENTS (INDONESIA) SDN BHD,0.18
PT ASIAN BULK LOGISTICS,0.18
XIAMEN ITG ENERGY CO LTD,0.18
PT MORTAR NASIONAL INDONESIA,0.18
PT BUMI NUSARAYA UTAMA,0.18
PT DELTA SYSTECH INDONESIA,0.18
PT INTIM PUTRA PERKASA,0.18
PT INTINIAGA UNGGUL NUSANTARA,0.18
PT JANTI SARANA MATERIAL BETON,0.18
PT MULTI INDO TRADING,0.18
PT NEXCO INDONESIA,0.18
PT PUTRA UTAMA,0.18
PT WIRYA KRENINDO PERKASA,0.18
KEMENTERIAN PERTAHANAN REPUBLIK INDONESIA,0.18
PT DADI DEVELOP INDONESIA,0.18
PT DHARMA SUBUR SATYA,0.18
PT ENCONA INTI INDUSTRI,0.18
PT ESTETIKA BINAGRIYA,0.18
PT GUNAKARYA NUSANTARA,0.18
PT HIJAU LESTARI RAYA FIBREBOARD,0.18
PT INDO FUDONG KONSTRUKSI,0.18
PT JGC INDONESIA,0.18
PT KAPUK NAGA INDAH,0.18
PT MODEREN MULTI GRAHA,0.18
PT PILAR TEGUH UTAMA,0.18
KOPERASI WASKITA KARYA,0.18
FURUKAWA ELECTRIC CO LTD,0.18
PT MOWILEX INDONESIA,0.18
PT SUNGAI DANAU JAYA,0.18
PT TANAH BUMBU RESOURCES,0.18
MEDIA NUSANTARA CITRA TBK,0.18
PT ANABATIC TECHNOLOGIES TBK,0.18
SHENZHEN SHENSHAN SPECIAL CORP,0.18
PT PETRO ANDALAN NUSANTARA,0.18
PT TOYOTA-ASTRA MOTOR,0.18
PT ISUZU ASTRA MOTOR INDONESIA,0.18
PT GS BATTERY,0.18
PT TASTI ANUGERAH MANDIRI,0.18
SUPERIOR CHAIN (HANGZHOU) CO LTD,0.18
PT KALTIM MULTI TRAKTOR,0.18
PT KALIANDA GOLDEN BUNKER,0.18
PT PERTAMINA TRANS KONTINENTAL,0.18
PT KURNIAMITRA DUTA SENTOSA TBK,0.18
SRIBOGA FLOUR MILL,0.18
PT BANGGA TEKNOLOGI INDONESIA,0.18
PT ASTA ASKARA SENTOSA,0.18
PT PANGAN SEJAHTERA INVESTAMA,0.18
CV TRIJAYA PERKASA,0.18
FUJI SAKURA SL,0.18
GPSL COMPANY LIMITED,0.18
HANSEN (INTERNATIONAL) LTD,0.18
INDOSTAR SL,0.18
KIM GUAN HAP KEE SDN BHD,0.18
PERISSOS VITORIA LDA,0.18
PT SUKSES RIAU PERMATA,0.18
UNITED NATIONS CHILDRENS FUND,0.18
BANGKIT CASSAVA MANDIRI,0.18
ENERFO SHANGHAI TRADING CO LTD,0.18
HIAP SENG HUAT FOOD STUFF SDN BHD,0.18
INTER WAHANA NUSANTARA,0.18
PT LANCAR SAKTI SEJAHTERA,0.18
PT PANJUNAN,0.18
PT ROYAL PACIFIC INDAH INTERNATIONAL,0.18
PT TERMINAL UTAMA MAKASSAR,0.18
PT UNIRAMA DUTA NIAGA,0.18
ROYAL PACIFIC FOOD,0.18
SEMAR KENCANA SEJATI,0.18
SRIWIJAYA PANGANINDO PRIMA LESTARI,0.18
TATA MAKMUR SEJAHTERA,0.18
WORLD FOOD PROGRAMME,0.18
BUNGASARI FLOUR MILLS,0.18
CIPTA SEJAHTERA SUKSES MAKMUR,0.18
HASSAN ALI RICE EXPORT COMPANY,0.18
KABULINCO JAYA,0.18
KARUNIA SELARAS ABADI,0.18
NP FOODS SINGAPORE PTE LTD,0.18
PT ALMINDO JAYA ABADI,0.18
PT ARENA AGRO ANDALAN,0.18
PT DYNAMIC POLY INDUSTRY,0.18
PT ESSENCE INDONESIA,0.18
PT KABULINCO JAYA,0.18
PT SURYAKEMASINDO SEJATI,0.18
SURABAYA PERDANA ROTOPACK,0.18
BERITO PANGAN MAKMUR,0.18
JAPFA COMFEED INDONESIA TBK,0.18
PT ANAGA ABYUDAYA ANANTA,0.18
PT PUTRAGAYA WAHANA,0.18
PT BERKAH HIKMAH ENERGI,0.18
PT INDONESIA PRATAMA,0.18
PT SATYAMITRA SURYA PERKASA,0.18
PT KRAKATAU DAYA LISTRIK,0.18
PT KRAKATAU TIRTA OPERASI DAN PEMELIHARAAN,0.18
PT TOUDANO MANDIRI ABADI,0.18
INDO STRAITS TBK,0.18
TATA POWER COMPANY LTD,0.18
PT SARATOGA INVESTAMA SEDAYA TBK,0.18
WATIGA TRUST LTD,0.18
PT INDAH PRAKASA SENTOSA TBK,0.18
PT GEOPRIMA SOLUSI TBK,0.18
PT BINA MAKNA INDOPRATAMA,0.18
OIL AND NATURAL GAS CORPORATION LIMITED,0.18
PT ECS INDO JAYA,0.18
PT DUTA SARANA INTERNUSA,0.18
PT DWIKARYA SEJATI UTAMA,0.18
PT ERA MITRA SELARAS,0.18
PT GEMS ENERGY INDONESIA,0.18
PT KARYA CEMERLANG PERSADA,0.18
PT KARYA MINING SOLUTIONS,0.18
PT KUANSING INTI SEJAHTERA,0.18
PT ROLIMEX KIMIA NUSAMAS,0.18
PT ROUNDHILL CAPITAL INDONESIA,0.18
PT TANJUNG BELIT BARA UTAMA,0.18
PT TRISULA KENCANA SAKTI,0.18
PT UNSOCO,0.18
PT WAHANA RIMBA LESTARI,0.18
GEMS TRADING RESOURCES PTE LTD,0.18
PT BARA HARMONIS BATANG ASAM,0.18
PT BARASENTOSA LESTARI,0.18
PT BERKAT NUSANTARA PERMAI,0.18
PT BERKAT SATRIA ABADI,0.18
ASICOAL TRADING PTE LTD,0.18
DATANG GROUP HOLDINGS LIMITED REPUBLIK RAKYAT CINA,0.18
GMR INFRASTRUCTURE LIMITED,0.18
INDO TAUSCH TRADING DMCC,0.18
JSW STEEL GLOBAL TRADE PTE LTD,0.18
KITAI RESOURCES LIMITED,0.18
PT DSSP POWER KENDARI,0.18
PT DWI GUNA LAKSANA TBK,0.18
PT HUA CHIN ALUMINUM INDONESIA,0.18
PT JSW STEEL GLOBAL TRADE,0.18
PT LONTAR PAPYRUS PULP & PAPER INDUSTRY,0.18
PT AMAN LANGGENG SENTOSA,0.18
PT ENERGI SINAR TAMBANG,0.18
PT GERAK BANGUN UTAMA,0.18
PT HUTAN RINDANG BANUA,0.18
PT OMEGA MINERBA GAN,0.18
PT PUTRA PERKASA ABADI,0.18
PT ROYAL ORIENTAL,0.18
PT ALFA GOLDLAND REALTY,0.18
PT SEKAR KATOKICHI,0.18
WICAKSANA OVERSEAS INTERNATIONAL TBK,0.18
PT TIRTA FRESINDO JAYA,0.18
PT WORLD INNOVATIVE TELECOMMUNICATION,0.18
PT MEDCO E&P INDONESIA,0.18
TEMPO SCAN PACIFIC TBK,0.18
POLYCHEM INDONESIA TBK,0.18
PT TJAHJA SAKTI MOTOR,0.18
PT KREASIJAYA ADHIKARYA,0.18
ASTRA-KLK PTE LTD,0.18
PT ALAMTRI MINERALS INDONESIA TBK,0.18
DBS VICKERS HONG KONG LIMITED,0.18
HENGTONG OPTIC ELECTRIC INTERNATIONAL CO LIMITED,0.18
AL AKHYAR CONTRACTING & MAINTENANCE COMPANY,0.18
CABLESCOM,0.18
PT ENERGY CHINA TIANJIN INDONESIA,0.18
PT MAJU BERSAMA GEMILANG,0.18
PT TWINK INDONESIA,0.18
PT WAHANA TUNGGAL PUTRA,0.18
HENGTONG GLOBAL BUSINESS CO LTD,0.18
HENGTONG INTERNATIONAL ENGINEERING CO LTD,0.18
JIANGSU HENGTONG OPTOELECTRIC,0.18
JIANGSU HENGTONG WIRE CABLE TECHNOLOGY CO LTD,0.18
JIANGSU HENGXIN TECHNOLOGY LTD,0.18
PT KARYA SUMIDEN INDONESIA,0.18
PT MITRA AZETA SUKSES PERKASA,0.18
PT UNITECH MITRANUSA,0.18
SHENZHEN OPTICHINA TECHNOLOGY LTD,0.18
CABLES DE COMUNICACIONES ZARAGOZA SL,0.18
PT BLOOM TRADING INDONESIA,0.18
PT NARI INDONESIA FOREVER,0.18
PT PENGEMBANGAN INDUSTRI LOGAM,0.18
PT ZHEJIANG TENAGA PEMBANGUNAN INDONESIA,0.18
RIAU PRIMA ENERGI,0.18
PT BANGUN PRIMA SEMESTA,0.18
PT BUANA KONSTRUKSI ELEKTRINDO,0.18
PT CIPTA KARYA TEKNIK,0.18
PT PRIMA MITRA ELEKTRINDO,0.18
PT PELAYARAN TAMARIN SAMUDRA TBK,0.18
GOLDEN EAGLE ENERGY TBK,0.18
PT DJASA UBERSAKTI TBK,0.18
ASTRA GRAPHIA TBK,0.18
ASIANA SENOPATI,0.18
MEGA DAYA PRIMA,0.18
PELITA RELIANCE INTERNATIONAL HOSPI,0.18
PT BINA PERTIWI ENERGI,0.18
PT CHINA SONANGOL MEDIA INVESTMENT,0.18
PT PERMATA BIRAMA SAKTI,0.18
PT SAMUDRA PERSADA PERDANA,0.18
PT SURYA INDONESIA SATU PROPERTY,0.18
PT SURYA RAYA CAPITAL,0.18
PT UWAY ENERGI PERDANA,0.18
GDS IDC SERVICES PTE LTD,0.18
PT ASYA MANDIRA LAND,0.18
PT ACSET PONDASI INDONUSA,0.18
PT ATMC PUMP SERVICES,0.18
PT INNOTECH SYSTEMS,0.18
PT SACINDO MACHINERY,0.18
PT NAKAGAWA SPECIAL STEEL INDONESIA,0.18
PT PRIMA KARYA MANUNGGAL,0.18
AIRPORTS AUTHORITY OF INDIA,0.18
ANA MOTOR SEVICE CO LTD,0.18
KOK SENG ELECTRONICS CO LTD,0.18
PT BANGUN DAYA UTAMA,0.18
PT BUMI MINERAL SULAWESI,0.18
PT CAHAYA METAL PERKASA,0.18
PT CIDAS SUPRA METALINDO,0.18
PT CISANGGIRI HYDRO,0.18
PT CISONO HYDRO,0.18
PT KALIRAYA SARI,0.18
PT KERINCI MERANGIN HIDRO,0.18
PT MAHKOTA SEMESTA NIKELINDO,0.18
PT MODERN WIDYA TEHNICAL,0.18
PT PERINDUSTRIAN SAWIT SYNERGI,0.18
PT PETRO HIDRO OPTIMA,0.18
PT RADIN MUTIARA INDONESIA,0.18
PT SITEBA ENERGY,0.18
PT TAISEI PULAUINTAN CONSTRUCTION INTERNATIONAL,0.18
THREE D INTEGRATED SOLUTIONS LIMITED,0.18
KOPERASI KARYAWAN PT BUKAKA TEKNIK UTAMA TBK,0.18
PT BAHAUDIN MANDIRI NASUTION,0.18
PT BANGUN MAKMUR PERDANA,0.18
PT BHANDA GHARA REKSA,0.18
PT BUKAKA KOKARINDO,0.18
PT BUMI KARSA,0.18
PT DUA PUTRA BARKAH NUSANTARA,0.18
PT GERNE INTERNASIONAL,0.18
PT ISPAT BUKIT BAJA,0.18
PT MAGNA INDONESIA,0.18
PT MOLLINDO CIPTA MANDIRI,0.18
PT PERSADA NUSANTARA STEEL,0.18
PT PUTRAJAYA SUKSES MAKMUR,0.18
PT SIGMA MEGA GENTA ENERGI,0.18
PT SINARINDO MEGAH PERKASA,0.18
PT SURYA MITRA KONSTRUKSI,0.18
PT DOOSAN HEAVY INDUSTRIES INDONESIA,0.18
PT TAKENAKA INDONESIA,0.18
PT TIGA OREGON PUTRA,0.18
THE HUMAN SCIENCES RESEARCH COUNCIL CONSORTIUM,0.18
BUKAKA INTERNATIONAL LLC,0.18
BUKAKA THREE D PRIVATE LIMITED,0.18
PT BAJA TITIAN UTAMA,0.18
PT BUKAKA ENERGI,0.18
PT BUKAKA FORGING INDUSTRIES,0.18
PT BUKAKA MANDIRI SEJAHTERA,0.18
PT BUKAKA MEGA INVESTAMA,0.18
PT BUKAKA MINYU INDUSTRIES,0.18
PT BUKAKA TEKNIK UTAMA BALIKPAPAN,0.18
PT MANDIRI ENERGI TERBARUKAN,0.18
PT PEMBANGKIT ENERGI TERBARUKAN,0.18
PT INDUSTRI KEMASAN SEMEN GRESIK,0.18
PT KAWASAN INDUSTRI GRESIK,0.18
PT SEMEN INDONESIA ACEH,0.18
PT SEMEN KUPANG INDONESIA,0.18
PT SINERGI INFORMATIKA SEMEN INDONESIA,0.18
THANG LONG CEMENT JOINT STOCK COMPANY,0.18
PT BERHASIL INDONESIA GEMILANG,0.18
PT BUMI GRESIK SUKSES,0.18
PT DUA AGUNG,0.18
PT KARYA LOGISTIK NUSANTARA,0.18
PT SUBUR BUANA RAYA,0.18
SEMEN INDONESIA COOPERATIVE,0.18
KOPERASI KELUARGA BESAR SEMEN PADANG,0.18
KOPERASI WARGA SEMEN GRESIK,0.18
PT PUPUK INDONESIA (PERSERO),0.18
PT GLOBAL DIGITAL NIAGA,0.18
PT ADAKOM INTERNATIONAL TECHNOLOGY,0.18
PT TECH DATA ADVANCED SOLUTIONS INDONESIA,0.18
PT TIKI JALUR NUGRAHA EKAKURIR,0.18
PT WALSIN LIPPO INDUSTRIES,0.18
PT ELEKTRISINDO,0.18
PT BUKIT SURYA MAS,0.18
PT KABATAMA RAYA,0.18
PT LINTAN INTICEMERLANG UTAMA,0.18
PT SETIA PRATAMA LESTARI PELLETIZING,0.18
SURYA MAKMUR,0.18
PT ERDIKHA ELIT SEKURITAS,0.18
GRUP LIPPO,0.18
PT HARMONI PANCA UTAMA,0.18
SEKAR BUMI TBK,0.18
PT ADHIMIX PRECAST INDONESIA,0.18
PT BCA FINANCE,0.18
PT TRIGUNA INTERNUSA PRATAMA,0.18
ELLIPSE PROJECT SAS,0.18
PT SUMBER DAYA ENERGI,0.18
PT HARIFF POWER SERVICES,0.18
PT SIBALEC POWEL CABLE & ELECTRICAL SUPPLY,0.18
FUJIAN FUHUI,0.18
GUANGDONG ZHONGDE CABLE,0.18
PT CAHAYA BERLIAN TEKNIK,0.18
PT CIPTA SOLUSI ELEKTRINDO,0.18
PT DJAKARTA GLOBAL SOLUSINDO,0.18
PT ERA PERDANA DINAMIKA,0.18
PT GLOBAL MANDIRI PRIMATECH,0.18
PT GLOBAL PRIMATECH,0.18
PT JATIMULYA INDONESIA,0.18
PT PRIMA ARTHA UTAMA,0.18
PT SANTOSA AJ,0.18
PT SIBALEC BANDENGAN,0.18
PT WALSIN LIPPO INDUSTRI,0.18
TAIHAN ELECTRIC,0.18
TONGDING INTERCONNECTION INFORMATION CO LTD,0.18
PT BICC CABLE,0.18
PT INTI KARYA PERSADA TEKNIK,0.18
PT KAWASAN BERKAH MANYAR SEJAHTERA,0.18
PT KEP INDONESIA,0.18
PT LSAG CABLE INDONESIA,0.18
PT MEIDEN ENGINEERING,0.18
PT MEIDEN ENGINEERING INDONESIA,0.18
PT MITRA PRATAMA REKAYASA,0.18
PT SUPREME POWER,0.18
PT TUTULAN SUKMA,0.18
PT MODA SUKMA,0.18
PT SETIA PRATAMA PELLETIZING INDUSTRIES,0.18
PT SUPREME DECOLUXE,0.18
PT DENDI ENGINEERING,0.18
PT LEN RAILWAY SYSTEMS,0.18
PT MULTI FABRINDO GEMILANG,0.18
PT SATU SATU SEMBILAN SUKSES MAKMUR,0.18
PT SCHNEIDER INDONESIA,0.18
PT SETIA SAPTA,0.18
PT ASURANSI JIWA BCA,0.18
PT ASURANSI UMUM BCA,0.18
PT BANK BCA SYARIAH,0.18
PT PAITON ENERGY,0.18
PT DENSO SALES INDONESIA,0.18
WALSIN NICKEL INDUSTRIAL INDONESIA,0.18
PT BENTOEL PRIMA,0.18
MATAHARI DEPARTMENT STORE TBK,0.18
PT BUKIT ANDALAN SUKSES,0.18
PT SILLO MARITIME PERDANA TBK,0.18
PT ALPHA BARA ENERGI,0.18
PT ALPHA ENERGI PRATAMA,0.18
PT ALPHA NUSA INFRASTRUKTUR,0.18
PT ANDALAN GROUP POWER,0.18
PT ANDALAN POWER TEKNIKATAMA,0.18
PT INDOPOWER ENERGI ABADI,0.18
PT OKSIGEN NATURAL ESA,0.18
PT PARA AMARTHA LNG,0.18
PT SUMBER POWER NUSANTARA,0.18
PT TEGAR WAHANA OLAH,0.18
YUSAN HOLDINGS PTE LTD,0.18
PT SOLUSI KARYA SUKSES,0.18
PT FERSINDO NUSA JAYA,0.18
PT TRUKINDO PERSADA SEJAHTERA,0.18
PT INDONESIA GUANG CHING NICKEL AND STAINLESS STEEL INDUSTRY,0.18
TATA INTERNATIONAL SINGAPORE PTE LTD,0.18
PT MNC PICTURES,0.18
GUANGZHOU ZHUJIANG ELECTRIC POWER CO LTD,0.18
PT DWI GUNA LAKSANA,0.18
PT LIPE METAL INDUSTRY,0.18
SHANDONG MINING MACHINERY GROUP CO LTD,0.18
SHANDONG WEIFANG MINING LTD,0.18
GLOBAL TRANSIT TRADING,0.18
PT BANGUN ARTA HUTAMA,0.18
PT INDAH KIAT PULP & PAPER (IKPP),0.18
PT KARYA HALIM SAMPOERNA,0.18
PT PELAYARAN KARTIKA SAMUDRA ADIJAYA,0.18
PT SINARMAS TELADAN,0.18
CHINA RESOURCES POWER HOLDINGS COMPANY LIMITED,0.18
CR POWER FUEL (CHINA) LIMITED,0.18
FUZHOU XINDIAN FUEL CO LTD,0.18
HMS BERGBAU AG,0.18
SEMBCORP,0.18
ZIJIN (SINGAPORE) INTERNATIONAL MINING PTE LTD,0.18
GOLDEN ENERGY AND RESOURCES LIMITED,0.18
BERLINA TBK,0.18
INDOPOLY SWAKARSA INDUSTRY TBK,0.18
BANK PERMATA TBK,0.18
PT NUSANTARA PELABUHAN HANDAL TBK,0.18
PT PEMBANGKIT JAWA-BALI,0.18
PT MOBILITAS DIGITAL INDONESIA,0.18
PT TOYOTA ASTRA FINANCIAL SERVICES,0.18
PT KOMATSU REMANUFACTURING ASIA,0.18
PT TUNAS DWIPA MATRA,0.18
ASTRA AGRO LESTARI,0.18
PERMATABANK,0.18
JARDINE MATHESON,0.18
JARDINE CYCLE CARRIAGE LIMITED,0.18
JARDINE CYCLE & CARRIAGE,0.18
PT FUJI TECHNICA INDONESIA,0.18
PT GARDA ERA SEDAYA,0.18
PT GAYA MOTOR,0.18
PT INTI PANTJA PRESS INDUSTRI,0.18
PT MATRA GRAHA SARANA,0.18
PT MENARA ASTRA,0.18
PT PULOGADUNG PAWITRA LAKSANA,0.18
PT SEDAYA PRATAMA,0.18
PT SHARIA MULTIFINANCE ASTRA,0.18
PT SWADHARMA BHAKTI SEDAYA FINANCE,0.18
PT ARYA KHARISMA,0.18
PT ASTRA AUTO TRUST,0.18
PT ASTRA AUTOPRIMA,0.18
PT ASTRA DIGITAL INTERNASIONAL,0.18
PT ASTRA HEALTHCARE INDONESIA,0.18
PT ASTRA MITRA VENTURA,0.18
PT ASTRA MULTI FINANCE,0.18
PT ASTRA MULTI TRUCKS INDONESIA,0.18
PT ASTRA NUSA PERDANA,0.18
PT ASTRA SEDAYA FINANCE,0.18
PT ASTRA TRANSPORTASI INDONESIA,0.18
PT CIPTA SEDAYA DIGITAL INDONESIA,0.18
PT FEDERAL INTERNATIONAL FINANCE,0.18
KPI OCEAN CONNECT PTE LTD,0.18
PT TRIATRA SINERGIA PRATAMA,0.18
PT WEIR MINERALS INDONESIA,0.18
BLACK SAND COMMODITIES FZ LLC,0.18
CARAVEL CARBONS LIMITED,0.18
HK GOLDEN SAND INTERNATIONAL LTD,0.18
PT BAHTERA ENERGI INDONESIA,0.18
PT EKASA YAD ENERGY,0.18
PT GEMILANG ASIA SEJAHTERA,0.18
PT LESTARI BANTEN ENERGI,0.18
PT OCEAN SKY METAL INDUSTRY,0.18
CV NOVENA TRACTOR,0.18
PT ALAT BUMI PERMAI,0.18
PT ERAINDO SARANA JAYA,0.18
PT ETAM WIRATAMA,0.18
PT GLOBAL MINING SERVICES,0.18
PT GURITA LINTAS SAMUDERA,0.18
PT KARYA TEKNIK UTAMA,0.18
PT MASABARU GUNAPERSADA,0.18
PT UNICO TRACTOR INDONESIA,0.18
PT PETRO NIAGA MANDIRI,0.18
PT KRAKATAU SARANA INFRASTRUKTUR,0.18
PT PRIMA ANDALAN UTAMA,0.18
PT EDIKA AGUNG MANDIRI,0.18
PT MANDALA KARYA PRIMA,0.18
PT MANDIRI INTIPERKASA,0.18
PT MARITIM PRIMA MANDIRI,0.18
PT GLOBAL NUSA DATA,0.18
PT WAHANA INTI NUSANTARA,0.18
PT BALI MEDIA TELEKOMUNIKASI,0.18
PT DATA ENKRIPSI INFORMASI TEKNOLOGI,0.18
PT HIPERNET INDODATA,0.18
XL AXIATA SINGAPORE PTE LTD,0.18
PT PERMA PLASINDO TBK,0.18
PT NIRVANA WASTU AMERTA,0.18
PT PELABUHAN TANJUNG PRIOK,0.18
PT INTI CAKRAWALA CITRA (ICC),0.18
PT BATURAJA DAYA INSANI,0.18
PT PASOKA SUMBER KARYA,0.18
DRAYTON PTE LTD,0.18
INDOFOOD FOOD INDUSTRIES SDN BHD,0.18
PINEHILL COMPANY LIMITED,0.18
PINEHILL INVESTMENT HOLDING LIMITED,0.18
PT INDOFOOD COMSA SUKSES MAKMUR,0.18
PT INDOFOOD PROSPERICH SUKSES MAKMUR,0.18
PT NUGRAHA INDAH CITARASA INDONESIA,0.18
PT SUKSES ARTHA JAYA,0.18
PT PUTRI DAYA USAHATAMA (PDU),0.18
SIMP,0.18
PT KAPUAS MUSI MADELYN,0.18
PT MATRA AGUNG PERSADA,0.18
PT ZAZA ANUGERAH MANDIRI,0.18
PT KERETA API LOGISTIK,0.18
PT POS LOGISTIK,0.18
VARIA USAHA LINTAS NEGARA,0.18
CV SAMUDRA PANCA JAYA,0.18
PT BATURAJA MULTI USAHA,0.18
BINTANG JAYA,0.18
PT MNC KABEL MEDIACOM,0.18
PT BALI PERKASASUKSES,0.18
PT INSANI BARAPERKASA,0.18
PT MANE INDONESIA,0.18
PT GRAMA PRAMESI SIDDHI,0.18
PT SURYA GLOBAL NUSANTARA,0.18
PT ANDRASENTRA PROPERTI SERVICES,0.18
PT JASA BOGA RAYA,0.18
PT RAPID PLAST INDONESIA,0.18
PT IDS MEDICAL SYSTEMS INDONESIA,0.18
PT ADHIMIX PCI INDONESIA,0.18
PERKUMPULAN PERHIMPUNAN SANTO BORROMEUS,0.18
PT BANGUN ESTETIKA LESTARI,0.18
PT MULTI EFEK NUSANTARA,0.18
PT TRANS PROPERTI INDONESIA,0.18
YAYASAN GEREJA BETHEL INDONESIA,0.18
YAYASAN GEREJA KEMAH TABERNAKEL,0.18
YAYASAN NAFIRI DISCIPLESHIP CHURCH,0.18
PT ANUGRAH ALAM MITRA MAKMUR,0.18
PT BARIA BULK TERMINAL,0.18
PT CITRA CIKAL MAPAN,0.18
PT HANSURYA STEEL INDONESIA,0.18
PT INTER WORLD STEEL MILLS INDONESIA,0.18
PT REKACIPTA INDONESIA RAYA,0.18
PT GEMA BAHANA UTAMA,0.18
PT IVORY FORTUNER MAS,0.18
GAJAH TUNGGAL TBK,0.18
PT OMYA INDONESIA,0.18
PT SUMBAWA RAYA CIPTA,0.18
PT DHL SUPPLY CHAIN INDONESIA,0.18
PT KARANG MAS SEJAHTERA,0.18
PT KONTEK AJA,0.18
PT POU YUEN INDONESIA,0.18
PT ROYAL PACIFIC NUSANTARA,0.18
PT SENTRA BERKAT MAJU,0.18
PT ANUGRAH CIPTA SELARAS,0.18
PT ATAD INDONESIA STEEL STRUCTURE,0.18
PT DANTOSAN PRECON PERKASA,0.18
PT KARYAMITRA TATA BERSAMA,0.18
PT MITRA SEKAWAN PRIMA,0.18
PT MULTIDAYA TEKNIK PRAKARSA,0.18
PT SINAR POWERINDO UTAMA,0.18
PT FORTUNA PARADISO OPTIMA,0.18
PT SITIAGUNG MAKMUR,0.18
PT SURYACIPTA SWADAYA,0.18
PT BUMI RAYA SAKTI,0.18
PT JASA SEMESTA UTAMA,0.18
"PT PERUSAHAAN PERKEBUNAN, PERINDUSTRIAN DAN PERDAGANGAN UMUM PASIR LUHUR",0.18
PT BANK CIMB NIAGA TBK,0.18
PT GOAUTAMA SINARBATUAH,0.18
MITSUI & CO LTD,0.18
PT MNC GS HOMESHOPPING,0.18
PT BUMI KENCANA EKA SEJAHTERA,0.18
PT CAHAYA AMANAH SENTOSA,0.18
PT CAHAYA BARA PRATAMA,0.18
PT CAHAYA NUSA PRATAMA,0.18
PT CITRA ALAM CAHAYA,0.18
PT CITRA ALAM INDAH,0.18
PT DALLIGENT SOLUSI INDONESIA,0.18
PT DAYA MAS AGRA SEJAHTERA,0.18
PT DAYA MAS CISOLOK ENERGI,0.18
PT DAYA MAS CISOLOK GEOTHERMAL,0.18
PT DAYA MAS GEOPATRA ENERGI,0.18
PT DAYA MAS GEOPATRA PANGRANGO,0.18
PT DAYA MAS NAGE ENERGI,0.18
PT DAYA MAS NAGE GEOTHERMAL,0.18
PT DAYA SENTOSA SAKTI RENEWABLES,0.18
PT DAYA SUKSES MAKMUR SELARAS,0.18
PT DAYA SURYA MAS MAKMUR,0.18
PT DIAN SEMESTA INVESTASI,0.18
PT DIAN SEMESTA SENTOSA,0.18
PT DSSA MAS INFRASTRUKTUR,0.18
PT DSSE ENERGI MAS UTAMA,0.18
PT DSSP POWER SENTOSA,0.18
PT DSSR DAYA MAS SAKTI,0.18
PT DSST DANA GEMILANG,0.18
PT DSST MAS GEMILANG,0.18
PT DSST VIDEO GEMILANG,0.18
PT DUTA ALAM EKAPRATAMA,0.18
PT DUTA ALAM JAYA,0.18
PT EKA NUSANTARA GEMILANG,0.18
PT ENERGI MAS ANUGERAH SEMESTA,0.18
PT GWS ERA MEDIKA,0.18
PT GWS MEDIKA PRIMA,0.18
