Nama,Closeness
PT HONDA PROSPECT MOTOR,0.16
PT TD AUTOMOTIVE COMPRESSOR INDONESIA,0.16
PT INDO KIDA PLATING,0.16
PT MEGA PRATAMA FERINDO,0.16
PT CAKRA BHAKTI PARA PUTRA,0.16
PT ALAM METAL MERCUNIAGA,0.16
PT CITRA CAKRALOGAM,0.16
PT SANKO STEEL INDONESIA,0.16
PT TAKIRON INDONESIA,0.16
PT SPINDO ENGINEERING INDUSTRY,0.16
PT DAYACIPTA KEMASINDO,0.16
PT SLJ GLOBAL TBK,0.16
PT GOLDEN HARVEST COCOA INDONESIA,0.16
CV KARUNIA MULTI DAYA,0.16
PT AGUNG SURYA LANGGENG MAKMUR,0.16
PT BEST TIRTA TECHNOLOGY,0.16
PT BINTANG ANUGRAH SAMUELRENO,0.16
PT LOKITA KARYA BERSAMA,0.16
LOUIS DREYFUS COMPANY ASIA PTE LTD SINGAPURA,0.16
PT PRIMA CAKRAWALA SENTOSA,0.16
CGS INTERNATIONAL SECURITIES SINGAPORE PTE LTD,0.16
PT TIRTA SURYA RAYA,0.16
TEPCO RENEWABLE POWER INCORPORATED,0.16
PT TIRTA ENERGI SENTOSA,0.16
PT PARAMATA INDAH LESTARI,0.16
PT ALAM ENERGI PRATAMA,0.16
PT BANGUN HIDRO ENERGI,0.16
PT BANGUN TIRTA LESTARI,0.16
PT CELEBES ENERGI LESTARI,0.16
PT CITRA ENERGI BORNEO,0.16
PT ENERGI ANGIN INDONESIA,0.16
PT ENERGI ANGIN MANDIRI,0.16
PT ENERGY SAKTI SENTOSA,0.16
PT KENCANA BORNEO ENERGI,0.16
PT KENCANA ENERGI MATAHARI,0.16
PT KENCANA ENERGI SEJAHTERA,0.16
PT KENCANA ENERGI SOLAR,0.16
PT MODAL KHAS INDONESIA,0.16
PT MODERN KENCANA MAKMUR,0.16
PT NAGATA DINAMIKA HIDRO MADONG,0.16
PT NUSA ENERGI LESTARI,0.16
PT NUSANTARA ENERGI SAKTI,0.16
PT PARATAMA INVESTAMA JAYA,0.16
PT PARTOGI DAYA TIRTA,0.16
PT PARTOGI TIRTA ENERGI,0.16
PT PERSADA HIDRO LESTARI,0.16
PT SUMATRA ENERGI LESTARI,0.16
PT SUMBER BANGUN PERTIWI,0.16
PT SUMBER HIDRO SENTOSA,0.16
PT SUMBER TIRTA ENERGI,0.16
PT TIARA TIRTA ENERGI,0.16
PT TIARA TIRTA SENTOSA,0.16
CV NOGO SOSTRO BAJINTEN,0.16
HANGZHOU HANGFA ELECTRICAL EQUIPMENT CO LTD,0.16
PT ANHE HYDRO ENGINEERING,0.16
PT ANHE KONSTRUKSI INDONESIA,0.16
SINOHYDRO CORPORATION LIMITED,0.16
PT BLUE BIRD TAXI,0.16
PT ARTHA MULIA TRIJAYA,0.16
PT DWI MANDIRI SUKSES,0.16
PT GLOBAL PUSAKA SOLUTION,0.16
PT GOLDEN BIRD METRO,0.16
PT HASJRAT ABADI,0.16
PT IRON BIRD,0.16
PT IRON BIRD LOGISTICS,0.16
PT IRON BIRD TRANSPORT,0.16
PT JACCS MITRA PINASTIKA MULTI FINANCE,0.16
PT ONIGROUP GLOBAL INDONESIA,0.16
PT PANCARAN ARINDO SELARAS,0.16
PT PRESTISIUS INDONESIA,0.16
PT PUSAKA BERSATU,0.16
PT PUSAKA BUANA UTAMA,0.16
PT TECHOLUTION DIGITAL INDONESIA,0.16
PT TIGA SAUDARA PUTRI,0.16
PT TRANSFORMA OTO PRIMA,0.16
PT BALAI LELANG CAREADY,0.16
PT BIG BIRD PUSAKA,0.16
PT BLUE BIRD PUSAKA,0.16
PT CENDRAWASIH PERTIWIJAYA,0.16
PT CENTRAL NAGA EUROPINDO,0.16
PT IRDAWAN MULTITRANS,0.16
PT LAYANAN PUSAKA PRIMA,0.16
PT LINTAS BUANA TAKSI,0.16
PT LOMBOK TAKSI UTAMA,0.16
PT LUHUR SATRIA SEJATI KENCANA,0.16
PT MORANTE JAYA,0.16
PT PRAJA BALI TRANSPORTASI,0.16
PT PRIMA SARIJATI AGUNG,0.16
PT PUSAKA MITRA MOBILINDO,0.16
PT PUSAKA NURI UTAMA,0.16
PT PUSAKA PRIMA TRANSPORT,0.16
PT PUSAKA SATRIA UTAMA,0.16
PT SILVER BIRD,0.16
PT TRANS ANTAR NUSABIRD,0.16
PT PURNOMO INVESTAMA,0.16
PT CHANDRA INVESTAMA,0.16
PT ENERGI INFRANUSANTARA,0.16
PT MARGA METRO NUSANTARA,0.16
PT MARGAUTAMA NUSANTARA,0.16
PT METRO TEKNO MEDIA INFRANUSANTARA,0.16
PT PORTCO INFRANUSANTARA,0.16
PT POTUM MUNDI INFRANUSANTARA,0.16
PT METRO PACIFIC TOLLWAYS INDONESIA SERVICES,0.16
KP POWER DEVELOPMENT BV,0.16
SUMI ENERGY VENTURES LLC,0.16
ALSYNITE ONE NZ LIMITED,0.16
IMPACK INTERNATIONAL PTE LTD,0.16
IMPACK ONE PTE LTD,0.16
IMPACK VIETNAM COMPANY LIMITED,0.16
IMPACKONE PTY LTD,0.16
IMPACKONE SDN BHD,0.16
MULFORD HOLDINGS PTY LTD,0.16
MULFORD PLASTICS LIMITED,0.16
MULFORD PLASTICS PTY LTD,0.16
MULFORD PLASTICS SDN BHD,0.16
OCI INTERNATIONAL SDN BHD,0.16
PT ALDERON PRATAMA INDONESIA,0.16
PT ALSYNITE INDONESIA,0.16
PT KREASI DASATAMA,0.16
PT MULFORD INDONESIA,0.16
PT OCI MATERIAL PRATAMA,0.16
PT SINAR GRAHAMAS LESTARI,0.16
PT SIRKULAR KARYA INDONESIA,0.16
PT UNIPACK PLASINDO,0.16
PT HARIMAS TUNGGAL PERKASA,0.16
PT TUNGGAL JAYA INVESTAMA,0.16
CV DUTA KARYA BARU,0.16
CV ERA JAYA PERKASA,0.16
CV SENANG SETUJU JAKARTA,0.16
MULFORD PLASTICS (NZ) LTD,0.16
PT ABADI ROOF,0.16
PT BERDIKARI TUNGGAL PERKASA,0.16
PT DWIMITRA GRIYA SENTANI,0.16
PT INDAH CUP SUKSES MAKMUR,0.16
PT INOVASI ALCO PANEL,0.16
PT JANKAMADI GRIYASARANA,0.16
PT METALINDO PRATAMA INDONESIA,0.16
PT SUJINDO MAKMUR CEMERLANG,0.16
PT VINDER WYNART INDONESIA,0.16
STRATCO PTY LTD,0.16
ALLNEX NEW ZEALAND LTD,0.16
ALLNEX RESINS AUSTRALIA PTY LTD,0.16
COVESTRO (HONG KONG) LIMITED,0.16
EGR AUTOMOTIVE,0.16
HANWA CO LTD,0.16
JIANGSU METCOPLUS INDUSTRY INTERNATIONAL CO LTD,0.16
OMNI-PLUS SYSTEM PTE LTD,0.16
PT ASTARI NIAGARA INTERNASIONAL,0.16
PT KHARISMA KARYA PERTIWI,0.16
PT MITRA UTAMA SINERGI TANGGUH,0.16
PT SENTOSA KIMIA,0.16
SABIC ASIA PACIFIC PTE LTD,0.16
ZHANGJIAGANG FEITENG NEW COMPOSITE MATERIALS CO LTD,0.16
PT ABADI ADIMULIA,0.16
PT SELARAS CITRA NUSANTARA PERKASA TBK,0.16
PT BERKAH ALAM LESTARI ENERGI,0.16
PT BORNEO HYDRO ELECTRIC,0.16
PT CAHAYA ABADI LESTARI ENERGI,0.16
PT ENERGI ALAM SENTOSA,0.16
PT INDAH ALAM LESTARI ENERGI,0.16
PT KARYA ABADI LESTARI ENERGI,0.16
PT KARYA ALAM LESTARI ENERGI,0.16
PT MEUTIA HIDRO PERKASA,0.16
PT MUSI HYDRO ELECTRIC,0.16
PT MYI ENERGI LESTARI,0.16
PT MYI HIDRO POWER,0.16
PT SUMBER ALAM ENERGI HIDRO,0.16
PT TERREGRA HYDRO POWER,0.16
PT TEUNOM HIDRO POWER,0.16
CARBON RESILIENCE PTE LTD,0.16
PT DWI MUTIARA SEJAHTERA,0.16
PT SINERGI BANGUN UTAMA,0.16
PT TERREGRA ASIA EQUITY,0.16
PT MATAHARI GRAHA FANTASI,0.16
PT SAHABAT KOTA WISATA,0.16
PT HOME CENTER INDONESIA,0.16
PT KAWAN LAMA INOVASI,0.16
PT HOME CENTER INDONESIA RETAIL,0.16
PT ANUMANA GRAHA CANTIKA,0.16
PT CITRA BUMI AGUNG,0.16
PT DEPOTEKNIK DUTA PERKAKAS,0.16
PT GRAHA SATWA PARAMITA,0.16
PT HALMAHERA PERSADA LYGEND,0.16
PT HERBALIFE INDONESIA,0.16
PT JAYA DIGITAL PROPERTI,0.16
PT KARUNIA PERMAI SENTOSA,0.16
PT KAWAN LAMA SOLUSI,0.16
PT KRISBOW INDONESIA,0.16
PT KURNIA BOGA NARAYAN,0.16
PT LIE LING INDONESIA,0.16
PT SENANG MAIN LINCAH,0.16
YAYASAN BUDDHA TZU CHI INDONESIA,0.16
PT DAN SEBAGAINYA INDONESIA,0.16
PT KRISNA ASPIRASI SEJAHTERA,0.16
PT OMNI DIGITAMA INTERNUSA,0.16
PT TOYS GAMES INDONESIA,0.16
PT UDINDA WAHANATAMA,0.16
PT BRASALI INDUSTRI PRATAMA,0.16
PT PENTAKENCANA PAKARPERDANA,0.16
PT BAHTERA LISTRINDO JAYA,0.16
BINA PURI POWER SDN BHD,0.16
PHILLIP SECURITIES PTE LTD,0.16
SURYA CITRA MEDIA TBK,0.16
PT HARTADINATA ABADI TBK,0.16
PT DANA BRATA LUHUR TBK,0.16
CALIPSO INVESTMENT PTE LTD,0.16
GAIN & WIN PTE LTD,0.16
HERALD RESOURCES PTY LTD,0.16
INTERNATIONAL MINERALS COMPANY LLC,0.16
LEMINGTON INVESTMENTS PTE LTD,0.16
PT ANDALAN ANUGERAH SEKARBUMI,0.16
PT BUMI SUMBERDAYA SEMESTA,0.16
PT DAIRI PRIMA MINERAL,0.16
PT GORONTALO MINERALS,0.16
PT LINGE MINERAL RESOURCES,0.16
PT MULTI CAPITAL,0.16
PT SARKEA PRIMA MINERALS,0.16
PT SUMA HEKSA SINERGI,0.16
SGQ SINGAPORE PROJECTS HOLDING COMPANY PTE LTD,0.16
EMIRATES TARIAN GLOBAL VENTURES SPC,0.16
PT ADIJAYA KARYA MAKMUR,0.16
PT BAHTERA RATU,0.16
PT BERUA JAYA SEJAHTERA UTAMA,0.16
PT CAHAYA SUKSES TEHNIK UTAMA,0.16
PT DELTA MUTIARA AMARTA,0.16
PT GEOSERVICES,0.16
PT GROWTH ASIA,0.16
PT MUBARAK BERKARYA ABADI,0.16
PT NAMSUMA LUBAN ABADI,0.16
PT PETRAMAS HARJA SEJAHTERA,0.16
PT PROSIS CHEMINDO NUSANTARA PRIMA,0.16
BELLRIDGE HOLDINGS LIMITED,0.16
PT ELANG MURNI ABADI SEMPURNA,0.16
PT GARUDA INTERNASIONAL MULTI TRADE,0.16
PT BANK GANESHA TBK,0.16
PT SUMBER INDAH LESTARI,0.16
PT SUMBER TRIJAYA LESTARI,0.16
PT ALFINDO LF MAKMUR,0.16
PT YAMAZAKI INDONESIA,0.16
PT GRIYAINSANI CAKRASADAYA,0.16
PT INTISUMBER HASIL SEMPURNA GLOBAL,0.16
PT KEBAYORAN PHARMA,0.16
PT REKAMILENIUMINDO SELARAS,0.16
PT ALPEN AGUNG RAYA,0.16
PT BAKTI GEMILANG ANAK SEJAHTERA,0.16
PT BINA HUSADA GEMILANG,0.16
PT BINA ILMA HUSADA,0.16
PT CITRA MANDIRI PRIMA,0.16
PT DHARMA BHAKTI INSANI,0.16
PT EKAMITA ARAHTEGAR,0.16
PT GROOVY,0.16
PT KARTIKA PARAMA MEDIKA,0.16
PT KARUNIA BUNDA SETIA,0.16
PT KARYASUKSES MANDIRI,0.16
PT KASIH ABDI DHARMA,0.16
PT KINARYA LOKA BUANA,0.16
PT MITRA BRAYAN INDONESIA,0.16
PT PONDOK KARYA MEDIKA,0.16
PT PRATIWI MEDIKA UTAMA,0.16
PT PROTEINDO KARYASEHAT,0.16
PT RAGAMSEHAT MULTIFITA,0.16
PT RESTU PURNA BHAKTI HUSADA,0.16
PT RUMAH KASIH INDONESIA,0.16
PT SEHAT DIGITAL NUSANTARA,0.16
PT SUMBER KASIH,0.16
PT JHONLIN AGRO RAYA TBK,0.16
PT INTRACO PENTA WAHANA,0.16
PT JASNITA TELEKOMINDO TBK,0.16
PT BANK CHINA CONSTRUCTION BANK INDONESIA TBK,0.16
PT ARGO MANUNGGAL LAND DEVELOPMENT,0.16
PT METSO OUTOTEC INDONESIA,0.16
BEIJING FUHAIHUA IMPORT EXPORT CORP LTD,0.16
AZMET TECHNOLOGY PROJECTS,0.16
CITIC HEAVY INDUSTRIES CO LTD,0.16
GREAT AIMS RESOURCES SDN BHD,0.16
ORICA SINGAPORE PTE LTD,0.16
PT ANUGRAH SOLIDINDO PRATAMA,0.16
PT INDRAMAS ENVIRO KARYA,0.16
PT MARTON TEKINDO ABADI,0.16
PT OMEGA DRILLING SERVICES,0.16
PT TRUBA JAGA CITA,0.16
SHANGHAI SHIBANG MACHINERY CO LTD,0.16
SHENYANG FLORREA CHEMICALS CO LTD,0.16
UNID GLOBAL CORPORATION,0.16
TRANSAMINE FAR EAST LIMITED,0.16
J & P RESOURCES GOLD OHQ SDN BHD,0.16
J RESOURCES GOLD LTD,0.16
J RESOURCES NETHERLAND BV,0.16
PT ARAFURA SURYA ALAM,0.16
PT J RESOURCES BOLAANG MONGONDOW,0.16
PT J RESOURCES MINING SERVICES INDONESIA,0.16
PT J RESOURCES NUSANTARA,0.16
PT MULIA BUMI PERSADA,0.16
PT MULIA BUMI SERUYUNG,0.16
PT SAGO PRIMA PRATAMA,0.16
PT SULAWESI ANUGERAH JAYA,0.16
PT SULAWESI BUKIT ANUGERAH,0.16
SPECIFIC RESOURCES SDN BHD,0.16
PT INDOTRANS SEJAHTERA,0.16
PT MITRABARA ADIPERDANA TBK,0.16
PT AMBANG BARITO NUSAPERSADA,0.16
PT BHUMI RANTAU ENERGI,0.16
PT BIMA MARITIMINDO,0.16
PT BUMI PERSADA PERMAI,0.16
PT GLOBAL BARA UNGGUL,0.16
PT HASNUR JAYA INTERNATIONAL,0.16
PT MANGGALA DUTA MAKMUR,0.16
PT MARITIME POWER,0.16
PT NUR JAYA SAMUDRA,0.16
PT PANDORA MULTI ARTHA,0.16
PT PERMATA LINTAS ABADI,0.16
PT RIZKY ARMADA TRANSPORTASI,0.16
PT WATAMA PRIMA,0.16
PT BARITO PUTERA DOCKING,0.16
PT BARUNA POWER LINE,0.16
PT BORNEO SAMUDRA PERKASA,0.16
PT HASNUR CIPTA KARYA,0.16
PT LUMENA MANDIRI NUSANTARA,0.16
PT PULAU SEROJA JAYA,0.16
PT SAGA MAS ASIA,0.16
PT SARANA REJEKI LINES,0.16
PT NUR INTERNASIONAL SAMUDRA,0.16
NUR INTERNASIONAL SAMUDRA,0.16
PT BARITO JAYA SARANA,0.16
PT HASNUR MITRA SARANA,0.16
PT HASNUR MULTI SINERGI,0.16
PT HASNUR RESOURCES TERMINAL,0.16
PT LG ELECTRONICS INDONESIA,0.16
PT PANASONIC GOBEL INDONESIA,0.16
PT ALLO BANK INDONESIA TBK,0.16
PT SUKSES MEKAR SENTOSA,0.16
PT TUMBUH SELARAS GUNAJAYA,0.16
PT TUMBUH TEKNOLOGI MAJU,0.16
PT VISI JAYA INDONESIA,0.16
PT WAHANA ABADI SENTOSA MAKMUR PERKASA,0.16
SIERRA RANGER PTE LTD,0.16
SMART SARI INC,0.16
BUKA AUSTRALIA PTY LTD,0.16
BUKA KOREA CO LTD,0.16
BUKALAPAK PTE LTD,0.16
CELLAR TECHNOLOGY VENTURE PTE LTD,0.16
GAME MULTI REALMS PTE LTD,0.16
MIDAS LABS TECHNOLOGY LTD,0.16
MOCA MINISTRY OF COLLECTION OF AWESOME COMPANIES PTE LTD,0.16
MOFA ALPHA LTD,0.16
MOON MEDIA PTE LTD,0.16
PT ANUGERAH BISNIS CAKRABUANA,0.16
PT AYO TECHNO IDEA,0.16
PT BELAJAR TUMBUH BERBAGI,0.16
PT BERKAT VALAS INDONESIA,0.16
PT BINA NUSA INDONESIA,0.16
PT BINA UNGGUL KENCANA,0.16
PT BUKA BANGUNAN INDONESIA,0.16
PT BUKA INVESTASI BERSAMA,0.16
PT BUKA INVESTASI DIGITAL,0.16
PT BUKA INVESTASI NUSANTARA,0.16
PT BUKA MITRA PROPERTI,0.16
PT CITRA KREASI MAJU,0.16
PT DUNIA KREASI MAJU,0.16
PT FIVE JACK,0.16
PT GAME MULTI REALMS,0.16
PT GAYA KASUAL INDONESIA,0.16
PT GERAKAN DIGITALISASI INDONESIA,0.16
PT GLOBAL DIGITAL INDOKREASI,0.16
PT KARYA KREASI MAJU,0.16
PT KOKATTO TEKNOLOGI GLOBAL,0.16
PT KOLABORASI SUKSES BERKARYA,0.16
PT MAJU KARYA BANGSA,0.16
PT MITRA UNTUNG SENTOSA,0.16
PT MULTI SOLUSI FINANSIAL,0.16
PT NUSANTARA FINANCE CAKRAWALA,0.16
PT ONSTOCK SOLUSI INDONESIA,0.16
PT REE DERMA INTERNATIONAL,0.16
PT SOLUSI HARI BAHAGIA,0.16
PERUSAHAAN UMUM DAERAH ANEKA USAHA LAMONGAN JAYA,0.16
PT AL ARES INDONESIA,0.16
PT ALLO FRESH INDONESIA,0.16
PT BABABOS BANGKIT BERSAMA,0.16
PT GLOBAL JET EXPRESS,0.16
PT HARMONI INSAN BERSAMA,0.16
PT INDONESIA ENTERTAINMEN PRODUKSI,0.16
PT LIPUTAN ENAM DOT COM,0.16
PT MULTIGUNA INFOTAMA,0.16
PT PROWELL ENERGI INDONESIA,0.16
PT SAKALAGUNA SEMESTA,0.16
PT SATRIA PUTRA PERSADA,0.16
PT SINAR DIGITAL TERDEPAN,0.16
PT TINATA SUKSES MANDIRI,0.16
RECOMMERCE SINGAPORE PTE LTD,0.16
CV HEMDEN CORP,0.16
ENSIGN INFOSECURITY (ASIA PACIFIC) PTE LTD,0.16
FRESNEL PERDANA MANDIRI,0.16
IPRICE GROUP SDN BHD,0.16
LINKEDIN SINGAPORE,0.16
PT AYOPOP TEKNOLOGI INDONESIA,0.16
PT DUTA DAYA DIGITAL,0.16
PT ESTHA YUDHA EKATAMA,0.16
PT FORMASI AGUNG SELARAS,0.16
PT GOOGLE CLOUD INDONESIA,0.16
PT GOOGLE INDONESIA,0.16
PT HANGZHOU PENGJUNDA TECHNOLOGY CO LTD,0.16
PT KRAYON KONSULTAN INDO,0.16
PT MITRA GLOBAL MEDIAPRATAMA,0.16
PT RECOMMERCE INTERNASIONAL INDONESIA,0.16
PT SINEMART INDONESIA,0.16
PT JEMBAYAN MUARABARA,0.16
PT GROWTH JAVA INDUSTRY,0.16
PT MUTIARA TRANS SUMATERA,0.16
PT SAMUDERA NUSA PERKASA,0.16
PT KUKAR MANDIRI SHIPYARD,0.16
PT OIL SHIPPING TRANS INDONESIA,0.16
PELITA LOGISTIC PTE LTD,0.16
PT PELITA GLOBAL LOGISTIK,0.16
PT PELITA SAMUDERA SREEYA,0.16
PT PUSAKA LAUTAN BERLIAN,0.16
CONVIVIAL NAVIGATION CO PTE LTD,0.16
PT INDOPRIMA MARINE,0.16
KENDILO PTE LTD,0.16
PT BIO PERMAI,0.16
PT MITRA PINASTHIKA MUSTIKA TBK,0.16
PT CAKRAWALA ANDALAS TELEVISI,0.16
PT CAKRAWALA ANDALAS TELEVISI BALI DAN MATARAM,0.16
PT CAKRAWALA ANDALAS TELEVISI BANDUNG DAN BENGKULU,0.16
PT CAKRAWALA ANDALAS TELEVISI BANJARMASIN DAN PADANG,0.16
PT CAKRAWALA ANDALAS TELEVISI LAMPUNG DAN KENDARI,0.16
PT CAKRAWALA ANDALAS TELEVISI MAKASSAR DAN PALU,0.16
PT CAKRAWALA ANDALAS TELEVISI MANADO DAN GORONTALO,0.16
PT CAKRAWALA ANDALAS TELEVISI MEDAN DAN BATAM,0.16
PT CAKRAWALA ANDALAS TELEVISI PALEMBANG DAN BANGKA BELITUNG,0.16
PT CAKRAWALA ANDALAS TELEVISI PEKANBARU DAN PAPUA,0.16
PT CAKRAWALA ANDALAS TELEVISI SEMARANG DAN PALANGKARAYA,0.16
PT CAKRAWALA ANDALAS TELEVISI SURABAYA DAN SAMARINDA,0.16
PT CAKRAWALA ANDALAS TELEVISI YOGYAKARTA DAN AMBON,0.16
PANIN SEKURITAS TBK,0.16
GO-JEK SINGAPORE PTE LTD,0.16
GOPRODUCTS ENGINEERING INDIA LIMITED LIABILITY PARTNERSHIP,0.16
GOTO INTERNATIONAL FINANCE LIMITED,0.16
PT ANTAR MAKANAN ANAK BANGSA,0.16
PT APLIKASI MULTIMEDIA ANAK BANGSA,0.16
PT APLIKASI PERDAGANGAN ANAK BANGSA,0.16
PT DOMPET KARYA ANAK BANGSA,0.16
PT GO-JEK INDONESIA,0.16
PT GOTO SOLUSI NIAGA,0.16
PT JAYA DATA SEMESTA,0.16
PT LINTAS PROMOSI GLOBAL,0.16
PT PRADIPA DARPA BANGSA,0.16
PT REKAN ANAK BANGSA,0.16
PT SEMANGAT BAMBU RUNCING,0.16
PT SOLUSI ARTA ANAK BANGSA,0.16
VELOX TECHNOLOGY SOUTH-EAST ASIA,0.16
PT SAHAM ANAK BANGSA,0.16
TAOBAO CHINA HOLDING LIMITED,0.16
SVF GT SUBCO SINGAPORE PTE LTD,0.16
PT OWEN STRATEGIK MEDIA,0.16
PT NAPAK TILAS SENI,0.16
PT PERINTIS DINAMIKA SEKATAMA,0.16
PT PETRO ENERGY,0.16
PT TIRA CIPTA LOGISTIK,0.16
PT TIRA CIPTA TRANSPORTASI,0.16
PT DWIMUKTI MITRA WISATA,0.16
PT TANJUNG KAROSO PERMAI,0.16
KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN REPUBLIK INDONESIA,0.16
MG BEDBANK,0.16
NEW BALI TOUR & TRAVEL,0.16
PT GLOBAL SYSTECH MEDIKA,0.16
RUMAH SAKIT PELNI,0.16
BOOKINGCOM BV,0.16
CV JASA BOGA NIAGA,0.16
CV MAJU BERSAMA MEAT SHOP,0.16
CV SANTI JAYA LESTARI,0.16
JENG RINCE KITCHEN,0.16
MAKMUR STAND BUAH,0.16
MALEO PASTRY,0.16
PASTRY THE MALEO,0.16
PRATAMA LAUNDRY & DRY CLEANING,0.16
PT CIKARANG PRIMATEX,0.16
PT PASKOMNAS NIAGA UTAMA,0.16
PT RUMAH DUTA PANGAN,0.16
PT SAHIH MITRA SINERGI,0.16
PT SARI TIRTA INDONESIA,0.16
PT SEIGA PLUS ENERGY,0.16
PT YUZA GRAHA GEMILANG RAYA,0.16
SARI ALAM SUPPLIER,0.16
PT NUTRI BOGA SUKSES,0.16
PT MIMI BOGA SUKSES,0.16
PT SANTINO,0.16
PT KAVINDO,0.16
DANA PENSIUN KARYAWAN PANIN BANK,0.16
ALFAMART RETAIL ASIA PTE LTD,0.16
PT GLOBAL LOYALTY INDONESIA,0.16
PT SIGMANTARA ALFINDO,0.16
PT TANGERANG MATRA REAL ESTATE,0.16
PT OMNI INOVASI INDONESIA TBK,0.16
PT RADIO MERPATI DHARMAWANGSA,0.16
CENTRAL PROTEINA PRIMA TBK,0.16
PT KIRANA MEGATARA TBK,0.16
PT CENTRAL PANGANPERTIWI,0.16
PEMBANGUNAN JAYA ANCOL TBK,0.16
PT PERMATA FOOD INDONESIA,0.16
PT CJ CHEILJEDANG FEED KALIMANTAN,0.16
PT CJ FEED AND CARE INDONESIA,0.16
PT FKS CORPORINDO INDONESIA,0.16
PT CATURKARTIKA PERDANA,0.16
PT CARGILL INDONESIA,0.16
PT HAIDA AGRICULTURE INDONESIA,0.16
PT MABAR FEED INDONESIA,0.16
PT MAKASSAR TENE,0.16
PT PANEN MAS SURYA ABADI,0.16
PT PUTRA TARO PALOMA,0.16
PT SABAS DIAN BERSINAR,0.16
PT SABAS INDONESIA,0.16
PT SIDO AGUNG AGRO PRIMA,0.16
PT SIDOAGUNG FARM,0.16
PT SINTA PRIMA FEEDMILL,0.16
PT SUBAFOOD PANGAN JAYA,0.16
ARCHER DANIELS MIDLAND COMPANY,0.16
BLUE GRASS FARMS AMERIKA SERIKAT,0.16
CJ INTERNATIONAL ASIA PTE LTD,0.16
CONSOLIDATED GRAIN AND BARGE CO,0.16
DG GLOBAL INC,0.16
ENERFO PTE LTD,0.16
FKS FOOD & AGRI PTE LTD,0.16
HAWKEYE GOLD LLC,0.16
PRAIRIE CREEK GRAIN CO INC,0.16
PT BERILL JAYA SEJAHTERA,0.16
PT FKS MANAGEMENT SERVICE,0.16
QUADRA COMMODITIES SA,0.16
THE ANDERSONS INC,0.16
THE DELONG CO INC,0.16
THE SCOULAR COMPANY,0.16
VITERRA USA GRAIN LLC,0.16
PT FKS MART NUSANTARA,0.16
PT FKS NIKMAT NUSANTARA,0.16
PT FKS PANGAN SEGAR,0.16
PT FKS RAGI NUSANTARA,0.16
PT FKS SOLUSI LOGISTIK,0.16
PT PADI RAYA SEJAHTERA,0.16
PT PBM WIN SURABAYA,0.16
PT PERUSAHAAN BONGKAR MUAT WAHANA INTRADERMAGA NIAGA,0.16
PT PERUSAHAAN BONGKAR MUAT WAHANA INTRADERMAGA NIAGA MAKASSAR,0.16
PT PERUSAHAAN BONGKAR MUAT WAHANA INTRADERMAGA NIAGA MEDAN,0.16
PT PERUSAHAAN BONGKAR MUAT WAHANA INTRADERMAGA NIAGA TAPIN,0.16
PT SENTRAL GRAIN TERMINAL,0.16
PT SENTRAL GUDANG TERMINAL,0.16
PT TERMINAL BANGSA MANDIRI,0.16
PT WAHANA GLOBAL LOGISTIK,0.16
PT RAMAYANA MAKMURSENTOSA,0.16
PT TELEFAST INVESTAMA INDONESIA,0.16
PT EMIRINDO DINAMIKA PRATAMA,0.16
PT EMITAMA INTI SURYA,0.16
PT DIGI BINTANG SINERGI,0.16
PT BHASKARA MITRA MANUNGGAL,0.16
PT PARKIT FILM,0.16
PT REDCANDLE,0.16
PT SORAYA INTERCINE FILMS,0.16
PT SPECTRUM FILM,0.16
CV CIPTA KREASI UTAMA,0.16
PT MAXIMA FINANCINDO,0.16
PT OPTIMA DAYA KAPITAL,0.16
PT ANUGRAH SUKSES MINING,0.16
PT ARUNG BUANA MAJU,0.16
PT BERKAH DAYA MANDIRI,0.16
PT CONCH CEMENT INDONESIA,0.16
PT DHARMALANCAR SEJAHTERA,0.16
PT QUADRA SAMUDRA PERKASA,0.16
PT QUATTUOR ISLA ASSOCIATED,0.16
PT SEA TRANSHIPMENT SERVICES,0.16
QUATTUOR ISLA ASSOCIATES PTE LTD,0.16
WORLD SOURCE BULK LIMITED,0.16
COCKETT MARINE OIL AUSTRALIA PTY LTD,0.16
INTEGR 8 FUELS ASIA PTE LTD,0.16
PT ARDISAL JASA UTAMA,0.16
PT BERKAT MARITIME INDONESIA,0.16
PT CITRA BAHARI SHIPYARD,0.16
PT GAMATARA TRANS OCEAN SHIPYARD,0.16
PT KHATULISTIWA ENERGI PRATAMA,0.16
PT MERATUS ADVANCE MARITIM,0.16
PT PELAYARAN MANA LAGI,0.16
PT SHA SOLO,0.16
PT TANJUNG HARAPAN SELATAN,0.16
PT TRI CITRA SEJAHTERA,0.16
STRAITS BUNKERING PTE LTD,0.16
PT SARI NUSANTARA GEMILANG,0.16
PT KARYA PERMATA INSANI,0.16
PT BAHARI MARITIM ENERGI,0.16
PT ENERGI LAUTAN KENCANA,0.16
PT ENERGY GEMILANG KENCANA,0.16
PT KANZ GEMILANG UTAMA,0.16
PT KARYA SAMUDERA INSANI,0.16
PT SENTRA MAKMUR LINES,0.16
PT TRANSPORTASI LAUTAN ENERGI,0.16
PT SATYA MULIA GEMA GEMILANG,0.16
PT MEGALESTARI EPACK SENTOSARAYA TBK,0.16
SUMITOMO METAL MINING CO LTD,0.16
