Nama,cluster_fastrp_128
PT HOME TESTER INDONESIA,1
PT HON CHUAN INDONESIA,1
PT HONDA PROSPECT MOTOR,1
PT HONGKONG LAND CONSULTANCY AND MANAGEMENT,2
PT HONGXIN ALGAE INTERNATIONAL,0
PT HONORIS CORPORINDO PRATAMA,2
PT HORAS INSANI ABADI,0
PT HORIZON CONSTRACTION INDONESIA,1
PT HORMEL GARUDAFOOD,1
PT HORMEL GARUDAFOOD JAYA,1
PT HOTEL CANDI BARU,2
PT HOTEL CIKINI REALTY,2
PT HOTEL FITRA INTERNATIONAL TBK,2
PT HOTEL INVESTAMA REALTY,2
PT HOTEL MARBELLA PENGEMBANG INTERNASIONAL,1
PT HOWDEN INSURANCE BROKERS INDONESIA,0
PT HUA CHIN ALUMINUM INDONESIA,1
PT HUA HONG ELECTRICAL INDONESIA,1
PT HUADI NICKEL ALLOY INDONESIA,2
PT HUADIAN BUKIT ASAM POWER,1
PT HUAFEI NICKEL COBALT,2
PT HUAKE NICKEL INDONESIA,0
PT HUAWEI TECH INVESTMENT,1
PT HUAYUE NICKEL COBALT,2
PT HUDAYA MAJU MANDIRI,1
PT HULAA TRAVEL INDONESIA,2
PT HUMA INDAH MEKAR,1
PT HUMAN RESOURCES PROVIDER,1
PT HUME SAKTI INDONESIA,2
PT HUMOLCO LNG INDONESIA,1
PT HUMPUSS,2
PT HUMPUSS MARITIM INTERNASIONAL,1
PT HUMPUSS TRANSPORTASI CURAH,1
PT HUMPUSS TRANSPORTASI KIMIA,1
PT HUSIN INVESTAMA,1
PT HUTAMA KARYA (PERSERO),1
PT HUTAMA KARYA INFRASTRUKTUR,1
PT HUTAMA MARGA WASKITA,1
PT HUTAN KETAPANG INDUSTRI,2
PT HUTAN RINDANG BANUA,1
PT HUTCHISON 3 INDONESIA,2
PT HYDRA SULAWESI,1
PT HYDRAXLE PERKASA,2
PT HYPER DIGITAL ENGINEERING NUSANTARA,2
PT HYUNDAI INFRACORE ASIA,1
PT IBERCHEM INDONESIA FRAGRANCES,1
PT IBM INDONESIA,1
PT IBP HYDRO POWER,2
PT ICHIKO AGRO LESTARI,2
PT ICI INDONESIA,2
PT ICI PAINTS INDONESIA,2
PT IDE UNTUK INDONESIA,1
PT IDEA ASIA INVESTAMA,0
PT IDEA HOSPITALITY MANAGEMENT,0
PT IDEA INDONESIA AKADEMI TBK,0
PT IDEXPRESS LOGISTIK INDONESIA,2
PT IDMARCO PERKASA INDONESIA,0
PT IDS MEDICAL SYSTEMS INDONESIA,0
PT IDT TRANS AGENCY,1
PT IEG OILFIELD INDONESIA,1
PT IFISHDECO TBK,2
PT IFORTE ENERGI NUSANTARA,2
PT IFORTE GLOBAL INTERNET,2
PT IFORTE PAYMENT INFRASTRUCTURE,2
PT IFORTE SOLUSI INFOTEK,2
PT IGELCORP ASIA KAPITAL,0
PT IGELCORP NUSANTARA KAPITAL,0
PT IHI POWER SERVICE INDONESIA,0
PT IKAGRIYA DARMAPERSADA,2
PT IKATAMA,1
PT ILECTRA MOTOR GROUP,1
PT ILUVA GRAVURE INDUSTRY,1
PT IMAGO GLOBAL RETAIL,1
PT IMAGO MULIA PERSADA TBK,1
PT IMC PELITA LOGISTIK TBK,2
PT IMCD INDONESIA,1
PT IMECON ANUGERAH PERKASA,1
PT IMG BINA TRADA,1
PT IMG CASH MANAGEMENT,1
PT IMG SEJAHTERA LANGGENG,1
PT IMPACK PRATAMA INDUSTRI TBK,2
PT INALUM,1
PT INASENTRA UNISATYA,0
PT INBARAT SUPRA NIAGA,1
PT INBISCO NIAGATAMA SEMESTA,1
PT INCHCAPE INDOMOBIL DISTRIBUTION INDONESIA,1
PT INDADI JUVER,0
PT INDAH AGUNG MANDIRI,2
PT INDAH ALAM LESTARI ENERGI,1
PT INDAH CUP SUKSES MAKMUR,2
PT INDAH JAYA INVESTAMA,1
PT INDAH JAYA TEXTILE INDUSTRY,1
PT INDAH KARYA (PERSERO),1
PT INDAH KEMILAU ABADI,1
PT INDAH KIAT KARAWANG,1
PT INDAH KIAT PULP & PAPER (IKPP),1
PT INDAH KREASI SENTOSA,1
PT INDAH NUSA INDONESIA,0
PT INDAH PERKASA ABADI,1
PT INDAH PERMAI SAWITA,1
PT INDAH PRAKASA SENTOSA TBK,2
PT INDAH SEHAT CEMERLANG,0
PT INDAL INVESTINDO,1
PT INDAL REIWA AUTO,1
PT INDAL SERVIS SENTRA,1
PT INDAL STEEL PIPE,1
PT INDALEX,1
PT INDESSO AROMA,2
PT INDEXIM COALINDO,2
PT INDI KRAN HYDRAULIKS,1
PT INDIKA ADIDAYA MANDIRI,2
PT INDIKA BIONEER DIAGNOSTIKA,1
PT INDIKA BIONEER GROUP,1
PT INDIKA DIGITAL TEKNOLOGI,1
PT INDIKA EMPAT MITRA SURYA,1
PT INDIKA ENERGI TRADING,1
PT INDIKA ENERGY INFRASTRUCTURE,1
PT INDIKA INDONESIA RESOURCES,1
PT INDIKA INFRASTRUKTUR INVESTINDO,1
PT INDIKA INTI CORPINDO,1
PT INDIKA INTI INVESTINDO,1
PT INDIKA LOGISTIC & SUPPORT SERVICES,1
PT INDIKA MEDIKA NUSANTARA,1
PT INDIKA MINERAL INVESTINDO,1
PT INDIKA MULTI ENERGI INTERNASIONAL,1
PT INDIKA MULTI NIAGA,1
PT INDIKA MULTI PROPERTI,1
PT INDIKA TENAGA BARU,1
PT INDO AGRO INTERNATIONAL,1
PT INDO ALAM RAYA,1
PT INDO AUTO CARE,1
PT INDO BARA PRATAMA,2
PT INDO EXIM INTERNATIONA,1
PT INDO FORMOSA TRADING,0
PT INDO FUDONG KONSTRUKSI,1
PT INDO GLOBAL CENTRALINDO,0
PT INDO GLOBAL TRAKTOR,1
PT INDO INDAH,1
PT INDO JAVA RUBBER PLANTING CO,1
PT INDO KELAPA PERKASA,1
PT INDO KIDA PLATING,1
PT INDO KOMODITI KORPORA TBK,1
PT INDO KREASI PRATAMA,0
PT INDO LOG ADVISORY,0
PT INDO LOG ONE,0
PT INDO MITRA PRATAMA,1
PT INDO OIL PERKASA TBK,1
PT INDO PRATAMA TELEGLOBAL,2
PT INDO PROSPERITY INTERNATIONAL,1
PT INDO RETREADING AND TIRE SERVICES,1
PT INDO SEMESTA LUHUR,0
PT INDO SUKSES SENTRA USAHA,1
PT INDO TRADA SUGIRON,1
PT INDO TRAKTOR UTAMA,1
PT INDO-RAMA SYNTHETICS TBK,0
PT INDOAGRI INTI PLANTATION,1
PT INDOBAHTERA ERA SEJAHTERA,0
PT INDOBAJA PRIMA MURNI,0
PT INDOBUANA AUTORAYA,1
PT INDOCARGOMAS PERSADA,1
PT INDOCHEMICAL CITRA KIMIA,1
PT INDOFARMA GLOBAL MEDIKA,0
PT INDOFASHION CIPTAKREASI BUSANA,0
PT INDOFICA,1
PT INDOFOOD COMSA SUKSES MAKMUR,0
PT INDOFOOD FORTUNA MAKMUR,0
PT INDOFOOD PROSPERICH SUKSES MAKMUR,0
PT INDOFOOD TSUKISHIMA SUKSES MAKMUR,0
PT INDOGOLD MAKMUR SEJAHTERA,0
PT INDOGOURMET SARANA CEMERLANG,1
PT INDOGRAHA NUSASARANA,1
PT INDOGRAVURE,1
PT INDOGUNA UTAMA,1
PT INDOINSURANCE BROKER UTAMA,1
PT INDOINTERNET TBK,2
PT INDOJAPAN STEEL CENTRE,1
PT INDOJAYA AGRINUSA,1
PT INDOJAYA TATALESTARI,1
PT INDOJOY FORTUNA,1
PT INDOKARLO PERKASA,1
PT INDOKARYA INTERNUSA,1
PT INDOLAB DIAGNOSTIK UTAMA,0
PT INDOLAKTO,1
PT INDOLIFE INVESTAMA PERKASA,0
PT INDOLIFE PENSIONTAMA,0
PT INDOMARCO ADI PRIMA,0
PT INDOMARCO PRISMATAMA,0
PT INDOMARCO PRISMATAMA (IPT),0
PT INDOMATSUMOTO PRESS & DIES INDUSTRIES,1
PT INDOMEDIA OUTDOOR,1
PT INDOMINCO MANDIRI,2
PT INDOMINING,2
PT INDOMITRA PRIMA SEJATI,1
PT INDOMIX PERKASA,1
PT INDOMOBIL BINTAN CORPORA,1
PT INDOMOBIL BUSSAN PENSKE,1
PT INDOMOBIL BUSSAN TRUCKING,0
PT INDOMOBIL CAHAYA PRIMA,1
PT INDOMOBIL EDUKASI UTAMA,1
PT INDOMOBIL EKSPRES TRUK,1
PT INDOMOBIL EMOTOR INTERNASIONAL,1
PT INDOMOBIL ENERGI BARU,1
PT INDOMOBIL ENERGI LESTARI,1
PT INDOMOBIL FINANCE INDONESIA,1
PT INDOMOBIL GLOBAL TRANSPORTASI,1
PT INDOMOBIL JASA LINTAS RAYA,1
PT INDOMOBIL MANUFACTURING INDONESIA,1
PT INDOMOBIL MULTI JASA TBK,1
PT INDOMOBIL MULTI TRADA,1
PT INDOMOBIL MULTI TRADA NASIONAL,1
PT INDOMOBIL NATIONAL DISTRIBUTOR,1
PT INDOMOBIL PRIMA ENERGI,1
PT INDOMOBIL PRIMA NIAGA,1
PT INDOMOBIL PRIMA NIAGA MEDAN,0
PT INDOMOBIL SOMPO JAPAN,1
PT INDOMOBIL SUKSES ENERGI,1
PT INDOMOBIL SUMBER BARU,1
PT INDOMOBIL TRADA NASIONAL,1
PT INDOMOBIL VKTR TRANSPORTASI,1
PT INDOMOBIL WAHANA TRADA,1
PT INDOMULTI JAYA STEEL,1
PT INDOMURAYAMA PRESS & DIES INDUSTRIES,1
PT INDONESIA AIRASIA,2
PT INDONESIA ASAHAN ALUMINIUM,1
PT INDONESIA CHEMICAL ALUMINA,1
PT INDONESIA COAL RESOURCES,1
PT INDONESIA COMNETS PLUS,1
PT INDONESIA ENTERTAINMEN GRUP,1
PT INDONESIA ENTERTAINMEN PRODUKSI,1
PT INDONESIA FIBREBOARD INDUSTRY TBK,2
PT INDONESIA GEMILANG MAHASENTOSA,1
PT INDONESIA GUANG CHING NICKEL AND STAINLESS STEEL INDUSTRY,1
PT INDONESIA KENDARAAN TERMINAL TBK,1
PT INDONESIA LOGAM PRATAMA,0
PT INDONESIA MEDIA TELEVISI,0
PT INDONESIA MULTI COLOUR PRINTING,1
PT INDONESIA NANYA INDAH PLASTICS,1
PT INDONESIA ORISINIL TEKNOLOGI,1
PT INDONESIA PELLETING,1
PT INDONESIA PONDASI RAYA TBK,1
PT INDONESIA PRATAMA,2
PT INDONESIA PRIMA SPRING,0
PT INDONESIA RUIPU NICKEL AND CHROME ALLOY,2
PT INDONESIA TSINGSHAN STAINLESS STEEL,1
PT INDONESIA VODA STEEL,1
PT INDONESIAN ACID INDUSTRY,1
PT INDONESIAN PARADISE ISLAND,1
PT INDONESIAN TOOLING TECHNOLOGY,1
PT INDONUSA TELEMEDIA,2
PT INDOPALMA AGRO PERSADA,1
PT INDOPAY MERCHANT SERVICES,1
PT INDOPLAS MAKMUR LESTARI,1
PT INDOPOWER ENERGI ABADI,1
PT INDOPRIMA GEMILANG,0
PT INDOPRIMA GEMILANG ENGINEERING,0
PT INDOPRIMA INVESTAMA,0
PT INDOPRIMA MARINE,2
PT INDORAMA POLYCHEM INDONESIA,1
PT INDORAMA TRADE AND DEVELOPMENT SERVICES,0
PT INDORITEL MAKMUR INTERNASIONAL TBK,2
PT INDORITEL PERSADA NUSANTARA,2
PT INDOSALUYU PRIMAJAYA,0
PT INDOSAN BERKAT BERSAMA,1
PT INDOSARI NIAGA NUSANTARA,0
PT INDOSAT TBK,2
PT INDOSEIKI METALUTAMA,1
PT INDOSENA PERKASA REFINERIES,1
PT INDOSENTOSA TRADA,1
PT INDOSERENA DWIMAKMUR,1
PT INDOSIAR VISUAL MANDIRI,1
PT INDOSURYA MENARA BERSAMA,1
PT INDOSURYO WAHYUPAHALA,1
PT INDOTAMA MAJU SEJAHTERA,1
PT INDOTAN LOMBOK BANGKIT BARAT,2
PT INDOTEK DRILING SOLUSI,1
PT INDOTRANS SEJAHTERA,1
PT INDOTRUCK UTAMA,0
PT INDOVEST CENTRAL,1
PT INDOVISI SUKSES MANDIRI,1
PT INDOYONGTEX JAYA,1
PT INDRA ANGKOLA ENERGY,1
PT INDRABAKTI MUSTIKA,2
PT INDRAMAS ENVIRO KARYA,0
PT INDUSTRI BATERAI NUSANTARA,1
PT INDUSTRI JAMU DAN FARMASI SIDO MUNCUL TBK,2
PT INDUSTRI KEMASAN SEMEN GRESIK,1
PT INDUSTRI TATA UDARA INDONESIA AIRCONCO,1
PT INDY PROPERTI INDONESIA,1
PT INEOS AROMATICS INDONESIA,1
PT INERSIA DAYA KAVITASI,1
PT INEWS DIGITAL INDONESIA,1
PT INFEI METAL INDUSTRY,1
PT INFERCO,1
PT INFINISIA SUMBER SEMESTA,1
PT INFINITI WAHANA,2
PT INFINITY DISTRO,1
PT INFOKOM ELEKTRINDO,1
PT INFOMEDIA NUSANTARA,2
PT INFRA SOLUSI INDONESIA,0
PT INFRACOM TECHNOLOGY,1
PT INFRAFORCE EQUIPMENT,1
PT INFRASTRUKTUR BISNIS SEJAHTERA,2
PT INFRASTRUKTUR CAKRAWALA TELEKOMUNIKASI,1
PT INFRASTRUKTUR INDONESIA,2
PT INFRASTRUKTUR TELEKOMUNIKASI INDONESIA,2
PT INFRATEK MAKMUR BERSAMA,0
PT INGRAM MICRO INDONESIA,1
PT INIGO GLOBAL CAPITAL,1
PT INKOTE INDONESIA,1
PT INLIFE,1
PT INNOTECH SYSTEMS,2
PT INNOVASI DIAGNOSTIKA,0
PT INNOVATE MAS INDONESIA,1
PT INNOVATE MAS UTAMA,1
PT INOCYCLE TECHNOLOGY GROUP TBK,1
PT INOVA DUAPULUH DUAPULUH,1
PT INOVASI ALCO PANEL,2
PT INOVASI LINTAS MEDIA,2
PT INOVASI PERMATA OXYGEN,1
PT INOVASI RITEL INDONESIA,0
PT INOVASI TELEMEDIA INDONESIA,1
PT INSANI BARAPERKASA,2
PT INSPIRA GLOBAL KARYA,2
PT INSPIRASI BISNIS NUSANTARA,1
PT INTA DAYA PERKASA,1
PT INTA RESOURCES,1
PT INTA SARANA INFRASTRUKTUR,1
PT INTA TRADING,1
PT INTAN ALAM PERTIWI,2
PT INTAN BARU PRANA TBK,1
PT INTAN INVESTAMA INTERNASIONAL,2
PT INTAN KENKOMAYO INDONESIA,1
PT INTAN PARIWARA,0
PT INTAN PERSADA,0
PT INTAN SIAK LESTARI,1
PT INTARAN SURYA AGRI,1
PT INTEGRA ARCHIPELAGO MEDIA,1
PT INTEGRA INDO LESTARI,1
PT INTEGRA INDOCABINET TBK,1
PT INTEGRA KREASITAMA SOLUSINDO,2
PT INTEGRAL PERTAMA PERSADA,1
PT INTEGRIYA DEKORINDO,1
PT INTER JAYA CORPORA,0
PT INTER KAYU MANDIRI,1
PT INTER NUSA KEMINDO,1
PT INTER PARIWARA GLOBAL,1
PT INTER WORLD STEEL MILLS INDONESIA,1
PT INTERA INDONESIA,1
PT INTERBAT,0
PT INTERFLEX SEJAHTERA PERDANA,1
PT INTERKAYU NUSANTARA,2
PT INTERKRAFT,1
PT INTERLOCK KARYA BERJAYA,1
PT INTERMEDIA CAPITAL TBK,1
PT INTERNASIONAL ASIA PASIFIK SINERGI,0
PT INTERNASIONAL ASIA PRIMA SUKSES,0
PT INTERNASIONAL MULTI JAYA LOGAM,0
PT INTERNASIONAL MULTI JAYA TEKINDO,0
PT INTERNASIONAL PRIMA COAL,1
PT INTERNASIONAL PRIMA NIAGA,1
PT INTERNATIONAL MINERAL CAPITAL,1
PT INTERNATIONAL PACKAGING MANUFACTURING,1
PT INTERNET OMEGA TEKNOLOGI,1
PT INTERNUX,2
PT INTERPORT MANDIRI ABADI,1
PT INTERPORT MANDIRI UTAMA,1
PT INTERPORT PATIMBAN AGUNG,1
PT INTERPORT PRABA PRASARANA,1
PT INTERRA INDO RESOURCES,1
PT INTERSATRIA BUDI KARYA PRATAMA,1
PT INTERTREND UTAMA,2
PT INTERUNION INDONESIA,1
PT INTI ABADI KEMASINDO,0
PT INTI ALGORITMA PERDANA,1
PT INTI ANUGERAH PRATAMA,0
PT INTI BANGUN BUANA LESTARI,1
PT INTI BANGUN SARANA,0
PT INTI BANGUNAN SARANA,0
PT INTI BINA UTAMA,1
PT INTI CAHAYA BURLIAN,1
PT INTI CAKRAWALA CITRA (ICC),0
PT INTI DAYA BARU AGRO,2
PT INTI DUFREE PROMOSINDO,1
PT INTI DUTA ENERGI,2
PT INTI ENERGI LINE,1
PT INTI FIKASA SEKURITAS,1
PT INTI GANDA PERDANA,1
PT INTI GEMILANG BANGUN PERKASA,2
PT INTI GRIA PALAMARTA,1
PT INTI GRIA PERDANA,1
PT INTI GRIA PERKASA,1
PT INTI GRIA PERSADA,1
PT INTI GRIA PERWIRA,1
PT INTI GRIA PRAMUDYA,1
PT INTI INDOSAWIT SUBUR,2
PT INTI KARYA PERSADA TEKNIK,1
PT INTI MAKMUR MEDITAMA,1
PT INTI MURNI KENCANA,2
PT INTI NUSA DAMAI,0
PT INTI PANTJA PRESS INDUSTRI,1
PT INTI PERMATA SEJATI,2
PT INTI PRATAMA MEDIKA,1
PT INTI PRATAMA PERMAI,1
PT INTI PRIMA,2
PT INTI SARANA PAPAN,1
PT INTIBENUA PERKASATAMA,1
PT INTIKEMAS PUTRA MAKMUR,1
PT INTIKENCANA PRANAJATI,1
PT INTIKOM BERLIAN MUSTIKA,2
PT INTILAND ALFA RENDITA,1
PT INTILAND ESPERTO,1
PT INTILAND GRANDE,1
PT INTILAND SEJAHTERA,1
PT INTIM PUTRA PERKASA,1
PT INTIMEGAH BESTARI PERTIWI,1
PT INTINIAGA SUKSES ABADI,1
PT INTINIAGA UNGGUL NUSANTARA,1
PT INTINUSA TEKNIK SEJAHTERA,0
PT INTIPELANGI DRUMINDO,1
PT INTIPUTERA BUMITIRTA,2
PT INTIRODA MAKMUR,1
PT INTIRUB,0
PT INTISARANA EKARAYA,1
PT INTISEL PRODAKTIFAKOM,1
PT INTISUMBER BAJASAKTI,2
PT INTISUMBER HASIL SEMPURNA GLOBAL,0
PT INTRACO PENTA PRIMA SERVIS,1
PT INTRACO PENTA WAHANA,0
PT INVESTASI JAYA CEMERLANG,1
PT INVESTASI SUKSES BERSAMA,1
PT IOG INDONESIA SEJAHTERA,0
PT IONA LAUT LOGISTIK,2
PT IPC TERMINAL PETIKEMAS,0
PT IRAMA INVESTAMA,0
PT IRC GAJAH TUNGGAL MANUFACTURING INDONESIA,1
PT IRDAWAN MULTITRANS,0
PT IROHA SIDAT INDONESIA,1
PT IRON BIRD,0
PT IRON BIRD LOGISTICS,0
PT IRON BIRD TRANSPORT,0
PT IRON MOUNTAIN INDONESIA,1
PT ISMAC,1
PT ISMAYA GROUP SEJAHTERA,0
PT ISPAT BUKIT BAJA,1
PT ISPAT INDO,1
PT ISS FACILITY SERVICES,0
PT ISS INDONESIA,0
PT ISTA INDONESIA,1
PT ISTAKA KARYA (PERSERO),1
PT ISTANA KOHINOOR,2
PT ISTANA KUTA RATU PRESTIGE,1
PT ISUZU ASTRA MOTOR INDONESIA,1
PT ISUZU ASTRA MOTOR INDONESIA (DH PT PANTJA MOTOR),1
PT ITAMA RANORAYA TBK,2
PT ITAMATRA NUSANTARA,1
PT ITM BATUBARA UTAMA,2
PT ITM BHINNEKA POWER,2
PT ITM ENERGI UTAMA,2
PT ITM INDONESIA,2
PT IVATAMA TEKNOLOGI,1
PT IVO MAS TUNGGAL,2
PT IVORY FORTUNER MAS,1
PT IWACO JAYA ABADI,1
PT J RESOURCES BOLAANG MONGONDOW,0
PT J RESOURCES MINING SERVICES INDONESIA,0
PT J RESOURCES NUSANTARA,0
PT JABABEKA CREED RESIDENCE,1
PT JABABEKA INFRASTRUKTUR,1
PT JABABEKA INTERNATIONAL B.V,1
PT JABABEKA KEIHAN RESIDENCE,1
PT JABABEKA LONGLIFE CITY,1
PT JABABEKA MITRAFAMILI RESIDEN,1
PT JABABEKA MOROTAI,1
PT JABABEKA PLAZA INDONESIA,1
PT JABABEKA PP PROPERTI,1
PT JACCS MITRA PINASTIKA MULTI FINANCE,0
PT JADDI PASTRISINDO GEMILANG,2
PT JADE MARITIME,0
PT JAF ASIA INVESTMENT,2
PT JAG KARYA LOGISTIK,2
PT JAGA CITRA INTI,1
PT JAGAD UTAMA LESTARI,2
PT JAGAT RAYA IMAJINASI,2
PT JAGONYA AYAM INDONESIA,1
PT JAGONYA MUSIK DAN SPORT INDONESIA,1
PT JAKAMITRA INDONESIA,1
PT JAKARANA TAMA,1
PT JAKARTA AVIATION TRAINING CENTER,1
PT JAKARTA DINAMIKA SENTOSA,1
PT JAKARTA FILM STUDIO,2
PT JAKARTA INTERNASIONAL PROPERTY,1
PT JAKARTA INTERNATIONAL HOTELS MANAGEMENT,1
PT JAKARTA INTERNATIONAL PROPERTY MANAGEMENT,1
PT JAKARTA KUSUMA NUSANTARA,1
PT JAKARTA PANCA BAHARI,1
PT JAKARTA PRISMA VISINDO,1
PT JAKARTA PROPERTINDO,1
PT JAKARTA RIVER CITY,1
PT JAKARTA TANK TERMINAL,2
PT JAKARTA THAMRIN PERSADA,1
PT JAKE SARANA,1
PT JAKPON MITRA SELARAS,1
PT JAKSON NIAGATAMA,1
PT JALAN TERANG SAMUDRA,1
PT JALANTOL LINGKARLUAR JAKARTA,1
PT JALINANKASIH SESAMA,2
PT JAMAGGO NUSANTARA LESTARI,1
PT JAMBI SUMBER BARA UTAMA,0
PT JAN DARMADI INVESTINDO,2
PT JANGKAR VISINDO ABADI,1
PT JANGKAR VISINDO BERLIAN,1
PT JANISIA LNVESTAMA,0
PT JANKAMADI GRIYASARANA,2
PT JANTI SARANA MATERIAL BETON,1
PT JAPFA INDOLAND,1
PT JARINGAN INTERKONEKSI BATAM ABADI,1
PT JARINGAN INTERKONEKSI KARIMUN ABADI,1
PT JARINGAN KOMUNIKASI LINTAS DATA,2
PT JARINGAN KOMUNIKASI SEMESTA,1
PT JAS AERO ENGINEERING SERVICES,1
PT JASA ANGKASA SEMESTA,1
PT JASA ARMADA INDONESIA TBK,1
PT JASA BOGA RAYA,2
PT JASA DIGITAL NUSANTARA,0
PT JASA KENCANA UTAMA,1
PT JASA LOGISTIK UTAMA,1
PT JASA MARGA TBK,1
PT JASA PERTAMBANGAN PERKASA,1
PT JASA POETRA PERKASA,2
PT JASA PUTERA PERKASA,2
PT JASA RICKY ABADI,2
PT JASA SELARAS GEMILANG,1
PT JASA SELARAS UTAMA,1
PT JASA SEMESTA UTAMA,1
PT JASAMARGA AKSES PATIMBAN,1
PT JASAMARGA BALI TOL,1
PT JASAMARGA BALIKPAPAN SAMARINDA,1
PT JASAMARGA JAPEK SELATAN,1
PT JASAMARGA JOGJA BAWEN,1
PT JASAMARGA JOGJA SOLO,1
PT JASAMARGA KUALANAMU TOL,1
PT JASAMARGA KUNCIRAN CENGKARENG,1
PT JASAMARGA MANADO BITUNG,1
PT JASAMARGA PROBOLINGGO BANYUWANGI,1
PT JASAMARGA RELATED BUSINESS,1
PT JASAMARGA TOLLROAD MAINTENANCE,1
PT JASAMARGA TOLLROAD OPERATOR,1
PT JASAMARGA TRANSJAWA TOL,1
PT JASATAMA MANDIRI SUKSES,1
PT JASMINE SENTOSA NUGRAHA,1
PT JASNITA TELEKOMINDO TBK,1
PT JAST INFOTEK GRUP,1
PT JASUINDO HID SECURITY,2
PT JASUINDO INFORMATIKA PRATAMA,2
PT JASUINDO MULTI INVESTAMA,2
PT JATENG INDUSTRI INTILAND,1
PT JATI PIRANTI TRAVELINDO PRATAMA,2
PT JATIM GAPURA TERMINAL ENERGI,1
PT JATIM JAYA PERKASA,1
PT JATIM TAMAN STEEL,1
PT JATIM TAMAN STEEL MANUFACTURING,0
PT JATIMULYA INDONESIA,1
PT JATRA MANDIRI INDONESIA,1
PT JAVA EGG SPECIALITIES,2
PT JAVA INVESTAMA PROPERTI,1
PT JAVA RETAILINDO,2
PT JAVABICA ANEKA RESOURCES,1
PT JAVAS DARPA PARAMA,1
PT JAVASARI MITRA PRIMA,0
PT JAWA SATU POWER,1
PT JAYA AGRINDO,1
PT JAYA ANCOL,1
PT JAYA ANCOL PRATAMA TOL,1
PT JAYA BERDIKARI CIPTA,1
PT JAYA BERDIKARI TEKNOLOGI INFORMATIKA,1
PT JAYA BETON INDONESIA,1
PT JAYA BUMI CAKRAWALA,1
PT JAYA BUMI PASER,1
PT JAYA CITRA HOTEL,1
PT JAYA DAIDO CONCRETE,1
PT JAYA DATA SEMESTA,0
PT JAYA DIGITAL PROPERTI,2
PT JAYA DISTRIBUSI RITEL,1
PT JAYA ENGINEERING TECHNOLOGY,2
PT JAYA GARDENPOLIS,1
PT JAYA INDAH SENTOSA,2
PT JAYA KAPITAL INDONESIA,1
PT JAYA KONSTRUKSI PRATAMA TOL,1
PT JAYA LETRIS PROPERTI,1
PT JAYA MAKMUR EKA LESTARI,1
PT JAYA MANDIRI SUKSES,1
PT JAYA MITRA SARANA,1
PT JAYA PERKASA AUTO INDONESIA,1
PT JAYA PRIMA AGUNG,1
PT JAYA PROPERTI FATMAWATI,1
PT JAYA PROPERTI HOTEL,1
PT JAYA PROPERTI SIMATUPANG,1
PT JAYA PUTRA PANIPAHAN,2
PT JAYA RAYA UTAMA,1
PT JAYA SARANA PRATAMA,1
PT JAYA SELAMAT ABADIRAYA,0
PT JAYA SELARAS GEMILANG,1
PT JAYA SELARAS UTAMA,1
PT JAYA SUKSES MAKMUR SENTOSA TBK,0
PT JAYA SWARASA AGUNG TBK,1
PT JAYA TEKNIK INDONESIA,1
PT JAYA TRADE INDONESIA,1
PT JAYA TRISHINDO TBK,1
PT JAYA UTAMA RAMOS,1
PT JAYA WIRA MANGGALA,2
PT JAYA YASUDA INDONESIA,1
PT JAYAANTRA ARTHA MANDIRI,2
PT JAYAKARTA INVESTINDO,1
PT JAYAMAS MAKMUR CEMERLANG,1
PT JAYAPURA PERKASA RAYA,1
PT JAYATAMA SELARAS,1
PT JCO DONUT & COFFEE,0
PT JDSPORTS FASHION DISTRIBUSI,1
PT JDSPORTS FASHION INDONESIA,1
PT JEJARING MITRA PERSADA,2
PT JEJARING OPTIK BINTARO JAYA,1
PT JELAJAH DATA SEMESTA,2
PT JEMBAYAN MUARABARA,1
PT JEMBO ENERGINDO,1
PT JENINDO PRAKARSA,1
PT JEWELRY DESIGN SERVICES,1
PT JGC INDONESIA,1
PT JHONLIN AGRO RAYA TBK,1
PT JHONLIN BARATAMA,1
PT JHONLIN GROUP,1
PT JHONLIN MARINE TRANS,1
PT JIANGMEN ELECTRONIC INDONESIA,1
PT JIMBARAN HIJAU,1
PT JIMBARAN HIJAU INVESTA,1
PT JIMBARAN HILLTOWN,1
PT JINGDONG INDONESIA PERTAMA,0
PT JINGGA UNGGUL LOHJINAWI,0
PT JINSHENG MINING,1
PT JKS REALTY,1
PT JLM AUTO INDONESIA,1
PT JM MUTU UTAMA,0
PT JOGJA DUTA CAHAYA LESTARI,0
PT JOGJASOLO MARGA MAKMUR,1
PT JOHNSON & JOHNSON INDONESIA,0
PT JOLIN SAPTA MEDIKA,1
PT JOLIN SAPTA MEDIKA BEKASI,1
PT JONO GAS PEJAGALAN,2
PT JORONG BARUTAMA GRESTON,2
PT JOTUN INDONESIA,1
PT JSI SINERGI MAS,1
PT JSW STEEL GLOBAL TRADE,1
PT JTRUST INVESTMENT INDONESIA,1
PT JUARA BIKE,1
PT JUARA INDONESIA,1
PT JUARA LOGISTIK INDONESIA,1
PT JUI SHIN INDONESIA,1
PT JULOI COAL,1
PT JUST CREATIVE LINE,1
PT JUST JAIT INDONESIA,0
PT K AND L CAPITAL,1
PT KABATAMA RAYA,1
PT KABULINCO JAYA,0
PT KADAKA ADHI LOGISTIK,0
PT KAGUM MAHA KARYA JAYA,2
PT KAHATEX,1
