Nama,Betweenness
AMRULLAH,0.0
PT GLOBAL MANDIRI PRIMATECH,0.0
FELIX EFFENDI,0.0
PT LSAG CABLE INDONESIA,0.0
MASAYUKI INAGI,0.0
PT MEIDEN ENGINEERING INDONESIA,0.0
CUNG SETIABUDI,0.0
PT MITRA PRATAMA REKAYASA,0.0
MUTIAWATI DARMADJA,0.0
HADINATA WIDJAJA,0.0
DEDY SUSANTO,0.0
CHANDRA GUNAWAN,0.0
PT KARYA CAKRA MANDIRI,0.0
CHU PENGCHENG,0.0
CHEN YAO,0.0
YANG KUN,0.0
MAO CHUNMING,0.0
RUSLI DJUHANA,0.0
NATHAN OCTAVIAN WANGSADIRDJA,0.0
ADRIANUS EKA PUTRA,0.0
LO KHIE PONG,0.0
SIHOL SIAGIAN,0.0
CUNCUN MULIAWAN,0.0
FENDY WIJAYA,0.0
SANDRA SUNANTO,0.0
ONG DENY,0.0
RAY ANTONIO GUNARA,0.0
PT BATUBARA DUARIBU ABADI,0.0
PT BINTANG LAJU SAMUDRA,0.0
PT CIPTA PESONA ARMADA,0.0
PT SAMUDRA CAHAYA PRIMA,0.0
PT TAMBANG DAMAI,0.0
FERRY SUDJONO,0.0
PT INTAN BARU PRANA TBK,0.0
FG WINARNO,0.0
ADI PRANOTO LEMAN,0.0
PT INDOMARCO ADI PRIMA,0.0
SUAIMI SURIADY,0.0
MARK JULIAN WAKEFORD,0.0
SULIANTO PRATAMA,0.0
TIO EDDY HARIYANTO,0.0
IN SHE,0.0
CHANDRA ARIF SANTOSO,0.0
ANASTASIA SULISTYAWATI,0.0
EKO DESRIYANTO,0.0
PT IDEA INDONESIA AKADEMI TBK,0.0
PT REKAGUNATEK PERSADA,0.0
PT REKACIPTA INDONESIA RAYA,0.0
HANAH TANDEAN,0.0
FEBYAN,0.0
PT WAHANA LESTARI MAKMUR SUKSES,0.0
LEMAN SUTI,0.0
IWAN LUISON,0.0
MUHAMMAD ISHAQ,0.0
AGUS PRASETYONO,0.0
LINA SUTI,0.0
ROESMANHADI,0.0
HONGISISILIA,0.0
AKHMAD SYAKHROZA,0.0
JOHAN ROSE,0.0
PT ERA MANDIRI CEMERLANG TBK,0.0
SULIM HERMAN LIMBONO,0.0
SATOSHI NISHIKAWA,0.0
DEWAN KOMISARIS,0.0
DIREKSI,0.0
PT INDAH CUP SUKSES MAKMUR,0.0
PT HARIMAS TUNGGAL PERKASA,0.0
PT TUNGGAL JAYA INVESTAMA,0.0
LINDAWATI,0.0
JANTO SALIM,0.0
DAVID HERMAN LIASDANU,0.0
SUGIARTO ROMELI,0.0
LISAN,0.0
WIRA YUWANA,0.0
PHILLIP TJIPTO,0.0
LAKSONO TRISNANTORO,0.0
DIDI AGUS MINTADI,0.0
TEDDY WIBISANA,0.0
YELIANDRIANI,0.0
ANDI PRAZOS,0.0
ALIM PRAKASA,0.0
HARTO,0.0
PT INDO KOMODITI KORPORA TBK,0.0
TAMZIL TANMIZI,0.0
TAZRAN TANMIZI,0.0
ROBERT TANMIZI,0.0
ZAINAP TANMIZI,0.0
ANNIE TANMIZI,0.0
MICHELLE TANMIZI,0.0
DIANDRA TANMIZI,0.0
ABU ASHAR,0.0
BUDIAWANSYAH,0.0
BENNY S SANTOSO,0.0
CHRISTOPHER H YOUNG,0.0
JOSEPH HON PONG NG,0.0
JOHN WILLIAM RYAN,0.0
HANS KARTIKAHADI,0.0
SULAIMAN ARIF ARIANTO,0.0
TAN SUZI INDRIANI,0.0
TAN ELLY,0.0
NEVIN SOEMEDI,0.0
LESLIE SOEMEDI,0.0
IBRAHIM SOEMEDI,0.0
HERMAN SOEMEDI,0.0
KO SUGIARTO,0.0
PT HUTAMA MARGA WASKITA,0.0
GLENN ARINGGA NIRWAN,0.0
PT BALIKPAPAN READY MIX PILE,0.0
TEGUH PRIYO GUTOMO,0.0
PT DIAN PREVITA,0.0
ANDI KURNIAWAN SYAH ALIM,0.0
PT MAHAMERU BAJA INDONESIA,0.0
LIU XIN,0.0
PT PHOENIX RESOURCES INTERNATIONAL,0.0
KAZUYOSHI MARUOKA,0.0
PT SMCC UTAMA INDONESIA,0.0
LIM SEUNG JAE,0.0
PT HEIN GLOBAL UTAMA,0.0
YADI JAYA RUCHANDI,0.0
PT NINDYA KARYA (PERSERO),0.0
HANDI GUNAWAN ALITIRTO,0.0
PT GRAHA KABELINDO,0.0
DING LIGUO,0.0
PT DEXIN STEEL INDONESIA,0.0
TOYOFUMI KASHI,0.0
PT AEON INDONESIA,0.0
SISWANTO BASUKI,0.0
PT AKUR PRATAMA (YOGYA GROUP),0.0
AHADIAT WARGANA,0.0
PT HAHA BANDUNG SEJAHTERA,0.0
PT MITRA PERINTIS MERDEKA,0.0
PT ANUGRAH MEGA SUKSES,0.0
TJHAI LINA ANDRIANA,0.0
CV LINA GARMINDO SUKSES,0.0
GUNAHUI WIDARTO,0.0
CV MULTI KREASI SUKSES ABADI,0.0
CHIA OI PENG,0.0
PT LEVI STRAUSS INDONESIA,0.0
LILY TAMIN,0.0
PT LUCKY PRINT ABADI,0.0
GUNARDI GUNAWIDJAJA,0.0
PT MEDIA SUKA CITA,0.0
YOSHIHISA OKAYAMA,0.0
PT NISSHINBO INDONESIA,0.0
MARIA JOSE VALDES VAZQUEZ,0.0
PT PUMA CAT INDONESIA,0.0
FREDDY TEDJASASMITA,0.0
PT BANGUN OLAHSARANA SUKSES,0.0
PT BARA ENERGI LESTARI,0.0
PRANANDA SURYA PALOH,0.0
INDAH PUSPITASARI,0.0
NAJWA SHIHAB,0.0
BUDI MARDIONO,0.0
ALYSHA CHANDRA SAID,0.0
DENNIS PUTRA SOEMARNO,0.0
PT MUTIARA TRANS SUMATERA,0.0
ONGKI PURNOMO SUMARNOMBA,0.0
SANDI SUWITO SUSILO,0.0
HIROYUKI TSUBAI,0.0
LINAWATI NJONO,0.0
NJOO ALBERT SETIAWAN,0.0
INDRAWATI,0.0
DINI SUPRIHATINI,0.0
ERWIN SUDARMIN,0.0
FERDINAN HARYANTO,0.0
PT LIE LING INDONESIA,0.0
RUDIANA SIP,0.0
ANDRI BUDIMAN,0.0
WIRA,0.0
INDRA SASTRAWIJAYA,0.0
YUHAINI JUFIANI,0.0
FATHUL MUIN,0.0
DEWI KUSUMA AYU,0.0
PT CHINA SONANGOL MEDIA INVESTMENT,0.0
MATTHEW TIRTA PRALADA,0.0
LEONEL GOZALI,0.0
HENDRIX PERMANA,0.0
HANDOKO LIEM,0.0
WIDYA ADI TJAHJONO,0.0
JAP SANANTHA KRISNA,0.0
BILLY PERKASA,0.0
MUHAMMAD HAMID,0.0
JASON,0.0
JASON MANURUNG,0.0
HENDRO LAKSONO,0.0
PT MEGAKARYA MAKMUR SENTOSA,0.0
YOSUA IRAWAN LAU,0.0
PT PROPERTI BALI BENOA,0.0
HARRY BUDI PRASETYA,0.0
JOSEF ARIES DEWANTORO,0.0
RIYADI,0.0
PT TRANSPORTASI JAKARTA,0.0
YENNY LILIAN SUTANTO,0.0
OEN DJOEN IEN,0.0
PT SARANAGRIYA LESTARI KERAMIK,0.0
CHRISTINE TANOJO,0.0
ADITYA,0.0
THOMAS SUSENO,0.0
LILIK SUJIEANTO,0.0
JENNIVINE YUWONO,0.0
DELNOFA MAHMUD,0.0
PT GEMA PERSADA INDOTEKNIK,0.0
RANDY KURNIAWAN LIE,0.0
PT SUMBER MAJU PERKASA,0.0
ADELINE SETIONO,0.0
PT NUANSA MITRA LOGISTIK,0.0
RANDY EFFENDI,0.0
PT SITC INDONESIA,0.0
KEMAS MUHAMAD ARDIAN,0.0
ASEP DADANG,0.0
SIONG HUI,0.0
SINGGIH NUROHO,0.0
EKA SAPANCA,0.0
CHANDRASEKARAN VAIDHIESWARAN,0.0
PT MITRA SETIA TANAH BUMBU,0.0
MARCOS TJIN,0.0
FAN REDDY CONDROWIJOYO,0.0
CV BUANA RAYA DUTA,0.0
CITRA RADHA PERDANA,0.0
JAHJA SOETOYO,0.0
PT GESIT ALUMAS,0.0
MINAH SARSI,0.0
SARAH SAHIDAH,0.0
NI HUA,0.0
INSYINUR HENDARTO TJOKROSETIO,0.0
NAOTAKA KIDA,0.0
PT SEKAR FUJI FOODS,0.0
MUHAMMAD SALMAN,0.0
FEDERAL LOGISTIK SISTEM,0.0
SULIANTO ENTONG,0.0
PT TIMAS SUPLINDO,0.0
ARMAN TANTINUS,0.0
PT MEGA KARYA SAKTI,0.0
RICKY SEPTEANTO,0.0
PT BLESSINDO PRIMA SARANA,0.0
PT DIESEL UTAMA INDONESIA,0.0
PT DIESEL SERVIS SINERGI,0.0
FEBRI CIUPUTRA,0.0
JACKSON CHOEWANDY,0.0
GO ABIDIN CHANDRA,0.0
JULIUS KURNIAWAN,0.0
WILLY KURNIAWAN,0.0
MICKY INDRA,0.0
CV WASTRA NUSANTARA,0.0
GWENDOLYN TJANDRA,0.0
GONG ZIBO,0.0
PT SUMBER DAYA ENERGI,0.0
SYAFRI YUZAL,0.0
HASTONO BAYU TRISNANTO,0.0
FATMAWATI,0.0
JASINTA JUNIANTI BUDIMAN,0.0
JONATHAN TJITRA SUTOMO,0.0
KOHAR SUTOMO,0.0
LILYANTI TJITRA,0.0
MULYANTO,0.0
WINARDI,0.0
RIKO DANAR PRASTYONO,0.0
PT RUMAH DUTA PANGAN,0.0
BUDI PURNOMO HADISURJO,0.0
IVONNE HADISURJO,0.0
EDWARD SUBRATA H KUSUMA,0.0
YANSEN,0.0
RAHMAT SUTOYO,0.0
KOPERASI MEDIA SEJAHTERA BERSAMA,0.0
MUHAMMAD ZAENURI,0.0
PT BORNEO LANGGENG SEJAHTERA,0.0
ALFIAN RIVAI,0.0
PT BORNEO MITRA BERSAMA SEJATI,0.0
RUHONO,0.0
PT MULTI USAHA ABADI,0.0
KAYATA ABADI,0.0
HENDRA SUJANTO,0.0
HALIMAN,0.0
KOPERASI SELUAI JAYA ABADI,0.0
ARIPIN DJUNID SINANG,0.0
KOPERASI SUMBER AIR JAYA,0.0
JOKO MARYANTO,0.0
PT BORNEO SAWIT GEMILANG,0.0
ERRY AKBAR PANGGABEAN,0.0
PT PELAYARAN SENGGORA,0.0
JEMMY ADRIYANOR,0.0
PT PESONA CITRA PROPERTINDO,0.0
HAERUDDIN TAHIR,0.0
PT SAWIT MANDIRI LESTARI,0.0
PALACHETA SUBIES SUBIANTO,0.0
PT SEPALAR YASA KARTIKA,0.0
INDRA SUTANTO,0.0
PT GEMA LESTARI INDONESIA,0.0
IBNU KHADAFI SAYUTI,0.0
PT ANUGERAH PUTERA SEMBILAN,0.0
R DUDY MUCHTAR SHARIF,0.0
NANDANG SUSANTO,0.0
ANDREA YURIZA,0.0
PT CITRA PERDANA MUDA,0.0
LIA KATRINA,0.0
PT KATRINA LUXINDO,0.0
ROBERTUS JULIARTO GUNAWAN,0.0
PT INDESSO AROMA,0.0
ERWIN LESMANA,0.0
SAKTI NUGROHO HOEDOYO,0.0
PT PILAR DAYA SINERGI,0.0
PT ESTETIKA BINAGRIYA,0.0
PT BELAPUTERA INTILAND,0.0
PT SUNGAI RANGIT,0.0
PT MANGOLE TIMBER PRODUCERS,0.0
PT USAHA AGRO INDONESIA,0.0
PT PERTIWI AGRO SEJAHTERA,0.0
JOSEF MULIAWAN KANGDRA,0.0
SAMUEL TIRTASAPUTRA,0.0
PT SAKA UNITI INDONESIA,0.0
PT LDC INDONESIA,0.0
PT LDC EAST INDONESIA,0.0
GEDION HAMID,0.0
SIGUAN TUNALDI,0.0
PT HARAPAN HIBRIDA KALBAR,0.0
FENDY SULISTIO,0.0
PT PETROFINDO NIAGA SUKSES,0.0
EKO WIDODO,0.0
PT CIPTAJAYA SEJAHTERA ABADI,0.0
MUHAMMAD FITNO,0.0
MUZZAMIL BIN MAKMUD,0.0
LEE ALIMIN,0.0
ALI SUSANTO,0.0
SUWANDI TANDRIN,0.0
ROBBIN TANDRIN,0.0
DARWIN TAMDRIN,0.0
ROY RACHMAT LEMBONG,0.0
PT ANTARMITRA SEMBADA,0.0
YE GUOFU,0.0
PT MINISO LIFESTYLE TRADING INDONESIA,0.0
TZE YANG TSE,0.0
PT XIAOMI COMMUNICATIONS INDONESIA,0.0
SUGIANTO JIO,0.0
WIMMY ARNANDO,0.0
ALEXSANDRA SUTIKNO,0.0
LAUW SWAN HIE SAMUEL,0.0
PT CIPTA ASET DIGITAL,0.0
STANLEY SUTANTO,0.0
TANG BO,0.0
PT YIHUA INDOCHINA TRADING,0.0
DIDIK PRANOTO,0.0
PT CHANDRA PERSADA,0.0
HANLY ARIES BUDIANA,0.0
PT RAJAWALI ARIES KREASINDO,0.0
ISMANTO,0.0
PT TIGA JAYA ANDALAN,0.0
JONY CHAYADI,0.0
YANPING HU,0.0
SOEKIANDI KIAN HEN ALI,0.0
PT TATARASA PRIMATAMA,0.0
KARIM,0.0
KELVIN SURYANTO,0.0
PT ANDERSON UNEDO,0.0
MARTONO ANGGUSTI,0.0
RINTO,0.0
GANI,0.0
PT KARYABADI SAMASEJATI,0.0
HANS LEONARDO,0.0
PT GREEN PRODUCT INTERNATIONAL,0.0
TAKESHI ARAKAWA,0.0
ACHMAD FADHIEL,0.0
ZULKHAIRI,0.0
HARI ANANTHANARAYANAN,0.0
ALBERT AMANTA,0.0
JUMARYANI,0.0
FIRMANNUDIN,0.0
PT LAUTAN BERKAH AMANAH,0.0
JOCELYNE S TJANDRA,0.0
ERIC WIHARDJO,0.0
PT KADAKA ADHI LOGISTIK,0.0
PARVEEN KATHURIA,0.0
PT SYNGENTA INDONESIA,0.0
ALEXANDER GRENZ,0.0
PT ASURANSI ALLIANZ LIFE INDONESIA,0.0
WISNU SETIADI,0.0
YUKINORI TAKADA,0.0
CAI QIANG,0.0
PT PRUDENTIAL LIFE ASSURANCE,0.0
ALEXANDER FADJAR KURNIAWAN,0.0
PT ADVANCE MEDICARE CORPORA,0.0
FERDINAND ADITYA BUDHIHARTANTO,0.0
STEVEN GIOVANNI,0.0
PT MEGA INTI MAKMUR MEDIKA,0.0
ALFRED ING FAHRINGER,0.0
PT SIEMENS HEALTHINEERS INDONESIA,0.0
HANDY GUNAWAN,0.0
PT SURGIKA ALKESINDO,0.0
EDY ARDIANYSAH,0.0
PT TRANS LAYANAN HALMAHERA,0.0
PT GLOBAL METAL TRADING,0.0
IWAN LOEKANTORO LAKSMONO,0.0
PT KALENG RAYA INDONESIA,0.0
ARIEF PRIJATNA,0.0
SIM LING HUANG AIDI,0.0
PT KONTEK AJA,0.0
SURYA ADIL WIJAYA,0.0
PT SENTRA BERKAT MAJU,0.0
MAYYUSRA ALAMSARI JOHAN,0.0
PT ATAD INDONESIA STEEL STRUCTURE,0.0
HO TJAJ JIN,0.0
CHRISTIANTO HALIM,0.0
RENALDUS IWAN SUMARTA,0.0
PT FORTUNA PARADISO OPTIMA,0.0
SETIAWAN ICHLAS,0.0
PT CAKRA BUMI ENERGI,0.0
ELIEZER NUGROHO TJANDRAKUSUMA,0.0
LIONEL DUMAIS PANTOW,0.0
JOEDIJANTO,0.0
SONJA TJAHJA,0.0
FREDDY SASONGKO,0.0
HALIM SASONGKO,0.0
DELICIA DJUANDA PUTRI,0.0
VICTOR SASONGKO,0.0
YOON CHUNG SUNG,0.0
TJHIE SUGIANTO,0.0
JASIN AGUSTINA,0.0
PT BAGUS INDAH LESTARI,0.0
LIHIN RUSTAFA,0.0
DEDE MINATAJAYA,0.0
LU FRANSISCA LUKE IE TJIE,0.0
BAMBANG,0.0
CASSANDRA KIARA RAMLI,0.0
XU CHANGJUAN,0.0
PT INDONESIA VODA STEEL,0.0
ABDUL HAFIT,0.0
PT DAYA RADAR HAURA,0.0
CHUA HEOK WEE,0.0
MUAR BAN LEE,0.0
INDRA SANDJOJO,0.0
SURYONO LIMPUTRA,0.0
ARIEF ADINOTO,0.0
FRANCISCA SETIAWAN,0.0
SONNI SUBARNAS,0.0
ALEXANDER ADRIAN HITIPEUW,0.0
DEVIN AMADEUS,0.0
FIDEL LAURENS,0.0
RAUF KAHRUDIN,0.0
MARGONO,0.0
SAHIR,0.0
TEDDY TEDDY TEH,0.0
HADY JONO,0.0
ANTONIUS FERRY BASTIAN,0.0
BUDIARTO KARIM,0.0
PT GO RENTAL,0.0
KARL ANTON JOHANNES DEPPEN,0.0
MOHAMAD OKI RAMADHANA,0.0
PT MANDIRI UTAMA FINANCE,0.0
CHRISTIANSEN MEGUMI KANTA,0.0
YOHAN SABUR,0.0
GIONALAWATY SUWANDI,0.0
SILVY SABUR,0.0
TEDDY SABUR,0.0
UNTUNG RAHARDJO GUNAWAN,0.0
PT SUKSES TUNGGAL MANDIRI,0.0
ABDUL ROHIM,0.0
INDO TEKNIK DIESEL,0.0
LIU WEI TING,0.0
HENDRI TADJUNI,0.0
JOHN RIADY,0.0
JOHAN ANTHONY,0.0
ADRIAN SUHERMAN,0.0
DEWI VICTORIA RIADY,0.0
GRACE DEWI RIADY,0.0
FAADHIL IRSHAD NASUTION,0.0
BINGAR EGIDIUS SITUMORANG,0.0
JODI ANDREA SURYOKUSUMO,0.0
SUSANTO DJAJA,0.0
BEN ARISTARCHUS WIDYATMODJO,0.0
MIRA TAYYIBA,0.0
THEODORUS ARDI HARTOKO,0.0
IAN SIGIT KURNIAWAN,0.0
HASTINING BAGYO ASTUTI,0.0
AGUS WINARNO,0.0
HENDRA PURNAMA,0.0
GUNAWAN SUSANTO,0.0
FADLI TRI HARTONO,0.0
FAISAL AMIR MASDUKI,0.0
RATU ISYANA BAGOES OKA,0.0
FANDI WIJAYA,0.0
MAGNUS JAYA,0.0
NANDA WIDYA,0.0
ANHAR SUDRADJAT,0.0
OLIVIA SURODJO,0.0
WAHYU SULISTIO,0.0
PT ENERGI UNGGUL PERSADA,0.0
PT SWADAYA INDOPALMA,0.0
PT GAMA GROUP,0.0
PT SUMATERA ANUGERAH TEKNINDO PERKASA,0.0
CLEMENT ZICHRI ANG,0.0
PT KARYA PALMALINDO ANUGERAH,0.0
SHARON HANMY ANGEL,0.0
NAWI,0.0
LEE KANG HYEOB,0.0
HERMAN R SOETISNA,0.0
OH DONGGYU,0.0
MYUNG CHANG YONG,0.0
YOO ROBERT YONG WOOK,0.0
SUKARDI RINAKIT,0.0
PT SEA BRIDGE SHIPPING,0.0
KOO KWANGRIM,0.0
ANDRE SUKENDRA ATMADJA,0.0
RICKY AFRIANTO GUNADI,0.0
PT TIRTA FRESINDO JAYA,0.0
PT CIPTA SELERA SEMESTA,0.0
PT DELLIFOOD SENTOSA CORPINDO,0.0
PT INBISCO NIAGATAMA SEMESTA,0.0
PT NUTRINDO BOGARASA,0.0
HENDRIK POLISAR,0.0
JOHNNY PESIK,0.0
BENNY SOETRISNO,0.0
IVAN PESIK,0.0
KRISTINA BAY MACA,0.0
EDUARD HALOMOAN,0.0
FREDDY SANTOSO,0.0
RUDDY TJANAKA,0.0
HERMAN THIO,0.0
RONI PERMADI KUSUMAH,0.0
TANDIJONO JIKO,0.0
YAMIN DHARMAWAN,0.0
SUDUNG SITUMORANG,0.0
JETRINALDI,0.0
AKIHIKO HIRATA,0.0
HERMAN ARIFIN,0.0
IRVAN MUHSON JAUHARI,0.0
KOICHIRO ANZAI,0.0
KENGO MOGI,0.0
RIEFKY YUSWANDI,0.0
PRAMUKTI SURJAUDAJA,0.0
PARWATI SURJAUDAJA,0.0
HARTATI,0.0
MARTIN WIDJAJA,0.0
ANDRAE KRISHNAWAN W,0.0
JOHANNES HUSIN,0.0
KA JIT,0.0
LILI S BUDIANA,0.0
UJANG SUPARMAN,0.0
PRIM GALAWIRA ATMAJA,0.0
EDY KURNIAWAN,0.0
HAN GALAPUTRA ATMAJA,0.0
HADIWINARTO CHRISTANTO,0.0
EDDY PURWANA WIKANTA,0.0
DAVID SURYADHI,0.0
PT SITIAGUNG MAKMUR,0.0
PT SURYACIPTA SWADAYA,0.0
BAMBANG SUSILO,0.0
ISMU PRASETYO,0.0
HARDIANTO DARJOTO,0.0
HILMAN RISAN,0.0
MUSTAJAB,0.0
NURMA HANDAYANI,0.0
RENDY RONALDY BIMANTARA,0.0
NINING PUDJAWATI,0.0
ERLYZZA NURRZAHRA,0.0
ABDUL HARIS,0.0
LOUIS JINARA,0.0
NURBANI ERMIN,0.0
LIE HENDY LIANTO,0.0
PT RUKUN MITRA SEJATI,0.0
BOYKE LUKMAN,0.0
FRESNEL PERDANA MANDIRI,0.0
BUDY SANTOSO,0.0
ARI KUNCORO,0.0
HARLINA HARDINI,0.0
REUBEN SURYAMEGA,0.0
PT KALIRAYA SARI,0.0
RABINDRA WISATRYA,0.0
PT RADIN MUTIARA INDONESIA,0.0
BAHAUDIN NASUTION,0.0
PT BAHAUDIN MANDIRI NASUTION,0.0
SAMSUL BAHRI,0.0
PT BANGUN MAKMUR PERDANA,0.0
DANTY I PURNAMASARI,0.0
INDRA RUKMANA,0.0
INDRA SURYA WINATA,0.0
TUBAGUS CHAERI WARDANA,0.0
MUHAMMAD RASYID,0.0
MOHAMMAD ICHSAN,0.0
NURHADIJONO,0.0
RUBY WIDJAJA,0.0
PT MAGNA INDONESIA,0.0
INDRA NUGRAHA KUSNAN,0.0
SAHIDATUN NIKMAH,0.0
ALIYAH SIANNE SALIM,0.0
PT ENERGY TRANSPORTER INDONESIA,0.0
RAHMIONO,0.0
PT INDOPALMA AGRO PERSADA,0.0
RUSLI ALI,0.0
SURYONO HIDAYAT,0.0
PT INTIKOM BERLIAN MUSTIKA,0.0
HENDRI KASNAWI SIARIL,0.0
PT MODULE INTRACS YASATAMA,0.0
HATMANTAKA WIDAGDO,0.0
ISKANDAR ZULKARNAEN,0.0
ADI SAPUTRA KUSMA,0.0
PT SUPRA PRIMATAMA NUSANTARA,0.0
JAKOBUS BUDISUDJIONO KOESWANDI,0.0
VICTOR ANDRIANTO WIBAWA,0.0
ROMMY HARTONO THEOS,0.0
JEMMY HARTONO THEOS,0.0
AGUSTINUS BAMBANG PUDJIANTO,0.0
PT INTISEL PRODAKTIFAKOM,0.0
ICAH SUHENDI,0.0
ADING SUHENDI PERMANA,0.0
EUIS KOMALASARI,0.0
DEWI SULASTRI,0.0
RENI ANGGRAENI,0.0
SUPRIH PRIYO PRASETYO,0.0
PT BOJONG INDAH MANDIRI,0.0
BOBY ARISANTO,0.0
PT SATU RUMAH MANDIRI,0.0
NELSON HENDRIK SIMAMORA,0.0
LAURENSIA D SIHOTANG,0.0
NEVY CHRISTINA SIHOTANG,0.0
PAUL SIMMON CONNOLLY,0.0
PT AMCOR FLEXIBLES INDONESIA,0.0
WILLIAM JAMES SUPARNO,0.0
MARIA SUPARNO,0.0
GLEN BUDIAWAN,0.0
PT GLOBAL PRINTPACK INDONESIA,0.0
JONATHAN TJUGIARTO,0.0
PT ILUVA GRAVURE INDUSTRY,0.0
WANG REUY HWA,0.0
PT INDONESIA NANYA INDAH PLASTICS,0.0
UTAMA HALIM,0.0
PT INTIKEMAS PUTRA MAKMUR,0.0
BUDI KUSUMA,0.0
PT MITRA MULTI PACKAGING,0.0
BURHAN,0.0
EDDY HAKIM SO,0.0
UDIN SARAGIH,0.0
AMY DELIA,0.0
TSAI CHIUFENG,0.0
TSAI MENGHUA,0.0
LUSIANA SWANDAYANI,0.0
KHOO SONG KOON,0.0
PT SURYA MULTI INDOPACK,0.0
RAHARDJO DHARMA,0.0
PT WEDIARAYA PRIMA,0.0
WENDY TJOENG,0.0
GANDA,0.0
FERYANTO,0.0
SETIAWAN ANG,0.0
REYNER SETIAWAN,0.0
YUZON ERMAN,0.0
PT POS LOGISTIK INDONESIA,0.0
LIYANTONO,0.0
PT PELAYARAN MARINDO PACIFIC,0.0
EMMANUEL MARIE ROBERT DUR,0.0
PT SINARMAS LDA MARITIME,0.0
ADEN,0.0
MINA,0.0
ANDRI FITRI YANTO,0.0
DIANTO,0.0
SUSI YANTI,0.0
HENGKY WANTO GURNING,0.0
PT GLOBAL TRANS NUSA,0.0
WAN WENG KIT JULIAN,0.0
PT IEG OILFIELD INDONESIA,0.0
ILMANDRI,0.0
RINO SYAMSURI,0.0
AGUSTINUS PRAYITNO,0.0
ASTINI BERNAWATI OUDANG,0.0
DIAH PIKATAN ORISSA PUTRI HAPRANI,0.0
SEONG HOON PARK,0.0
DEBORA WAHJUTIRTO TANOYO,0.0
TAMUNAN,0.0
PT VICTORIA ALIFE INDONESIA,0.0
PT VICTORIA SEKURITAS INDONESIA TBK,0.0
PT BANK VICTORIA SYARIAH,0.0
ZAENAL ABIDIN,0.0
GUNAWAN TENGGARAHARDJA,0.0
SIA LENG HO,0.0
ACHMAD FRISCANTONO,0.0
RUSLI,0.0
LEMBING,0.0
YEOH LEAN KHAI,0.0
CHOONG KAM LOONG,0.0
HENDERI DJUNAIDI,0.0
ALASTAIR GORDON CHRISTOPHER MCLEOD,0.0
LIM CHAI HOCK,0.0
MERLIN,0.0
ULINA FITRIANI,0.0
JENNY QUANTERO,0.0
PT TIWA ABADI,0.0
PT WAHANA BARATAMA MINING,0.0
PT FAJAR SAKTI PRIMA,0.0
PT NIRMALA MATRANUSA,0.0
ELAINE LOW,0.0
RUSSELL JOHN NEIL,0.0
ALEXANDER ERY WIBOWO,0.0
OLIVER KHAW KAR HENG,0.0
LOW YI NGO,0.0
LUCIANA SUTANTO,0.0
ANTHONY SOEHARTONO,0.0
PT MARISSI IDOLA SUMBER SEJAHTERA,0.0
HERMAWAN SUTANTIO,0.0
JUSTIANI HADIPRANOTO,0.0
HENDRO HADIPRANOTO,0.0
ADJI ANDJONO PURWO,0.0
HASIM SUTIONO,0.0
ANDRI WIJONO SUTIONO,0.0
SURYA ASEANTO PUTRA,0.0
NINIEK RAHARDJA,0.0
WILLY CHANDRY,0.0
OKTAVIANUS,0.0
SURONO SUBEKTI,0.0
CAHAYA AERO SERVICES TBK,0.0
SUDARNO KHOU,0.0
ANANG PRATIKNO,0.0
REN YI NEWTON DJATMIKO,0.0
HARRIS KRISTANTO GOZALI,0.0
IRAWAN MARIO NOH PALILINGAN,0.0
PETER DJATMIKO,0.0
TEUKU ZULFIKAR,0.0
SUKARNEN,0.0
CHAI KHYE YEIEN,0.0
BAMBANG ADI PRASTYO,0.0
ERWIN RICHARD ANDERSEN,0.0
R NURWULAN KUSUMAWATI,0.0
ADE ARIFIN,0.0
PT CHITOSE C-ENGINEERING INDONESIA,0.0
V ROY SUNARJA,0.0
KAZUHIKO AMINAKA,0.0
PT PANCARAN SAMUDERA TRANSPORT,0.0
PT KARUNIA PERMAI SENTOSA,0.0
PT HALMAHERA PERSADA LYGEND,0.0
PT HASTA PANCA MANDIRI UTAMA,0.0
ELFI DARLIS,0.0
JOSE FRANCIS BERCES ACANTILADO,0.0
RIO TINTO SIRAIT,0.0
JAMES FREDERICK KWEE,0.0
YULI DWI KUSMADI,0.0
BAMBANG SUMANTO,0.0
PUTRI SELARAS,0.0
RAJA SAPTA ERVIAN,0.0
PT KOBIN KERAMIK INDUSTRI,0.0
MELISA PATRICIA,0.0
NIO EKO SUSILO,0.0
LUKAS SETIO WONGSO WONG,0.0
FIRDAUF ACHMAD DHEWATA,0.0
TOTO SUCARTONO,0.0
TJIA HWIE TJIN,0.0
SANTOSO JIEMY,0.0
RADEN ACHMAD SADIKIN,0.0
LUH GEDE MEGA PUTRI TJATERA,0.0
AHMAD AL FAROUK BIN AHMAD KAMAL,0.0
SABAM HUTAJULU,0.0
JULIANTO SIDARTO,0.0
REZA VIRYAWAN,0.0
PAMUNGKAS BAYU TRIPRASETYO,0.0
AXEL SUTANTIO,0.0
AQILA RAHMANI,0.0
MUHAMMAD HARRIFAR SYAFAR,0.0
HASBY MUHAMMAD ZAMRI,0.0
ITUNG PRASAJA,0.0
FATHUL ANWAR,0.0
ANAK AGUNG GEDE SUMADI,0.0
