Nama,indegree,outdegree,betweenness,closeness,pagerank,cluster_sna
PT ANUGERAH KRIDA RETAILINDO,1.0,0.0,0.0,0.17,0.17,1
PT ANUGERAH LAHAN KALTIM,1.0,0.0,0.0,0.14,0.17,1
PT ANUGERAH LUBRINDO RAYA,1.0,0.0,0.0,0.16,0.16,1
PT ANUGERAH NUSARAYA,1.0,0.0,0.0,0.13,0.18,1
PT ANUGERAH PALM INDONESIA,1.0,0.0,0.0,0.15,0.16,1
PT ANUGERAH PANGAN LESTARI,1.0,0.0,0.0,0.16,0.16,1
PT ANUGERAH PANJI MANDIRI,1.0,0.0,0.0,0.15,0.17,1
PT ANUGERAH PERKASA SEMESTA,0.0,2.0,4603.41,0.17,0.15,1
PT ANUGERAH PHARMINDO LESTARI,11.0,0.0,379809.25,0.21,0.34,2
PT ANUGERAH PUPUK LESTARI,2.0,0.0,4175.6,0.16,0.17,1
PT ANUGERAH PUPUK MAKMUR,1.0,0.0,0.0,0.15,0.16,1
PT ANUGERAH PUTERA SEMBILAN,1.0,0.0,0.0,0.17,0.16,1
PT ANUGERAH RODA KENCANA,1.0,0.0,0.0,0.14,0.16,1
PT ANUGERAH SAKTI KONSTRUKSI UTAMA,2.0,0.0,26605.77,0.19,0.17,1
PT ANUGERAH SEJAHTERA NASIONAL,1.0,0.0,0.0,0.12,0.18,1
PT ANUGERAH SENTRA MEDIKA,1.0,0.0,0.0,0.14,0.15,1
PT ANUGERAH TEKNOLOGI MANDIRI,2.0,0.0,0.0,0.18,0.16,1
PT ANUGERAH WATTINDO,1.0,0.0,0.0,0.16,0.16,1
PT ANUGERAH WICAKSANA DIGITAL,5.0,0.0,88017.68,0.2,0.18,1
PT ANUGRAH ALAM MITRA MAKMUR,1.0,0.0,0.0,0.18,0.15,1
PT ANUGRAH ARGON MEDICA,8.0,0.0,180492.57,0.2,0.27,2
PT ANUGRAH BERKAT SOLUSI UTAMA,1.0,0.0,0.0,0.18,0.16,1
PT ANUGRAH BUNGO LESTARI,1.0,0.0,0.0,0.14,0.16,1
PT ANUGRAH CAKRAWALA DUNIA,0.0,1.0,0.0,0.16,0.15,1
PT ANUGRAH CIPTA SELARAS,2.0,0.0,0.0,0.18,0.17,1
PT ANUGRAH DAMAI ABADI,1.0,0.0,0.0,0.51,0.16,0
PT ANUGRAH INTI BAHAGIA,1.0,0.0,0.0,0.17,0.17,1
PT ANUGRAH INTI KARYA,3.0,0.0,27239.13,0.19,0.19,1
PT ANUGRAH KARYA RAYA,1.0,0.0,0.0,0.17,0.17,1
PT ANUGRAH KIMIA ARIWIDYA,1.0,0.0,0.0,0.15,0.17,1
PT ANUGRAH MEDIA KARYATAMA,1.0,0.0,0.0,0.17,0.16,1
PT ANUGRAH MEGA SUKSES,1.0,0.0,0.0,0.14,0.16,1
PT ANUGRAH ORIGINAL BIONATURA INDONESIA,1.0,0.0,0.0,0.14,0.17,1
PT ANUGRAH PRIMA INVESTAMA,0.0,1.0,0.0,0.6,0.15,0
PT ANUGRAH SOLIDINDO PRATAMA,1.0,0.0,0.0,0.16,0.15,1
PT ANUGRAH SUKSES MINING,1.0,0.0,0.0,0.16,0.16,1
PT ANUGRAHA KARSA SOLUSI INDUSTRIA,1.0,0.0,0.0,0.15,0.16,1
PT ANUGRAHSUKSES UTAMA SEJAHTERA,1.0,0.0,0.0,0.17,0.17,1
PT ANUMANA GRAHA CANTIKA,1.0,0.0,0.0,0.16,0.16,1
PT ANZARA JANITRA NUSANTARA,1.0,0.0,0.0,0.19,0.15,1
PT APAC INTI CORPORA,1.0,0.0,0.0,0.17,0.34,1
PT APEXINDO ENERGI INVESTINDO,1.0,0.0,0.0,0.15,0.23,1
PT APIRA UTAMA,1.0,0.0,0.0,0.15,0.16,1
PT APLI STATIONERY,1.0,0.0,0.0,0.15,0.16,1
PT APLIKANUSA LINTASARTA,1.0,0.0,0.0,0.19,0.21,1
PT APLIKASI KARYA ANAK BANGSA,1.0,0.0,0.0,0.17,0.16,1
PT APLIKASI MULTIMEDIA ANAK BANGSA,1.0,0.0,0.0,0.16,0.19,1
PT APLIKASI PERDAGANGAN ANAK BANGSA,1.0,0.0,0.0,0.16,0.19,1
PT APOLLO VISINTAMA PUTRA,0.0,1.0,0.0,0.67,0.15,0
PT APP PURINUSA EKAPERSADA,0.0,3.0,14991.74,0.19,0.15,1
PT APPLE INDONESIA,1.0,0.0,0.0,0.16,0.15,1
PT APPLICATION SOLUTIONS,1.0,0.0,0.0,0.16,0.17,1
PT APRATIMA SEJAHTERA,0.0,1.0,0.0,0.13,0.15,1
PT APSARA TIYASA SAMBADA,1.0,0.0,0.0,0.15,0.16,1
PT ARACORD NUSANTARA GROUP TBK,1.0,0.0,0.0,1.0,0.28,0
PT ARAFURA SURYA ALAM,1.0,0.0,0.0,0.16,0.15,1
PT ARAH ENVIRONMENTAL INDONESIA,1.0,0.0,0.0,0.17,0.17,1
PT ARAH SEJAHTERA ABADI,2.0,0.0,9060.36,0.15,0.19,1
PT ARANG AGUNG GRAHA,1.0,0.0,0.0,0.11,0.17,1
PT ARARA ABADI,2.0,1.0,87548.9,0.19,0.17,1
PT ARAYA AGRO LESTARI,0.0,1.0,0.0,0.16,0.15,1
PT ARCHI INDONESIA TBK,3.0,19.0,201479.71,0.17,0.44,2
PT ARCHIPELAGO KHATULISTIWA PERSADA,1.0,0.0,0.0,0.15,0.15,1
PT ARCHROMA INDONESIA,2.0,0.0,14144.1,0.17,0.17,1
PT ARCHYTECT TEKNOLOGI INDONESIA,1.0,0.0,0.0,0.13,0.2,1
PT ARDENDI JAYA SENTOSA,1.0,0.0,0.0,0.17,0.15,1
PT ARDISAL JASA UTAMA,1.0,0.0,0.0,0.16,0.16,1
PT ARENA AGRO ANDALAN,1.0,0.0,0.0,0.18,0.16,1
PT ARGA ARDANA INDONESIA,2.0,0.0,61264.03,0.21,0.18,1
PT ARGHA GIRI PERKASA,1.0,0.0,0.0,0.18,0.16,1
PT ARGHANIAGA PANCATUNGGAL,2.0,0.0,952.06,0.17,0.2,1
PT ARGO BENI MANUNGGAL,1.0,0.0,0.0,0.14,0.21,1
PT ARGO MANUNGGAL LAND DEVELOPMENT,0.0,3.0,60613.02,0.16,0.15,1
PT ARGO MANUNGGAL TRIASTA,1.0,1.0,0.0,0.14,0.21,1
PT ARGO PANDU DIGITAL,1.0,0.0,0.0,0.18,0.16,1
PT ARIAL NIAGA NUSANTARA,1.0,0.0,0.0,0.12,0.16,1
PT ARISTEK HIGHPOLYMER,1.0,0.0,0.0,0.15,0.17,1
PT ARISU INDONESIA,1.0,0.0,0.0,0.18,0.16,1
PT ARITA GLOBAL,0.0,1.0,0.0,0.15,0.15,1
PT ARITA PRIMA GEMILANG,1.0,0.0,0.0,0.15,0.16,1
PT ARITA PRIMA INDONESIA TBK,3.0,25.0,237084.0,0.17,0.42,2
PT ARITA PRIMA TEKINDO,1.0,0.0,0.0,0.15,0.16,1
PT ARITASINDO PERMAISEMESTA,1.0,0.0,0.0,0.14,0.15,1
PT ARIZONA KARYA MITRA,1.0,0.0,0.0,0.14,0.16,1
PT ARJUNA HIDRO,1.0,0.0,0.0,0.14,0.17,1
PT ARJUNA UTAMA KIMIA,1.0,0.0,0.0,0.17,0.17,1
PT ARJUNA UTAMA SAWIT,1.0,0.0,0.0,0.16,0.16,1
PT ARKADIA DIGITAL MEDIA TBK,1.0,19.0,347845.11,0.2,0.28,1
PT ARKADIA MEDIA NUSANTARA,1.0,0.0,0.0,0.17,0.16,1
PT ARKANANTA APTA PRATISTA,1.0,0.0,0.0,0.17,0.16,1
PT ARKHA JAYANTI PERSADA TBK,2.0,3.0,30603.77,0.19,0.4,1
PT ARKHA TANTO PRIMA,0.0,1.0,0.0,0.16,0.15,1
PT ARKORA ATLANTIK,1.0,0.0,0.0,0.14,0.17,1
PT ARKORA BAKTI INDONESIA,0.0,1.0,0.0,0.14,0.15,1
PT ARKORA ENERGI BARU,1.0,0.0,0.0,0.14,0.17,1
PT ARKORA ENERGI TANGGAMUS,1.0,0.0,0.0,0.14,0.17,1
PT ARKORA GUNA NERGI,1.0,0.0,0.0,0.14,0.17,1
PT ARKORA HIDRO PASIFIK,1.0,0.0,0.0,0.14,0.17,1
PT ARKORA HIDRO TENGGARA,1.0,0.0,0.0,0.14,0.17,1
PT ARKORA HIDRONESIA,1.0,0.0,0.0,0.14,0.17,1
PT ARKORA HYDRO KALIMANTAN,1.0,0.0,0.0,0.14,0.17,1
PT ARKORA HYDRO MALILI,1.0,0.0,0.0,0.14,0.17,1
PT ARKORA HYDRO PAMULIHAN,1.0,0.0,0.0,0.14,0.17,1
PT ARKORA HYDRO SULAWESI,1.0,0.0,0.0,0.14,0.17,1
PT ARKORA HYDRO TBK,3.0,27.0,286404.0,0.16,0.54,2
PT ARKORA KALIMANTAN ENERGI HIJAU,1.0,0.0,0.0,0.14,0.17,1
PT ARKORA LUWU TIMUR MANDIRI,1.0,0.0,0.0,0.14,0.17,1
PT ARKORA PADALEMBARA TERBARUKAN,1.0,0.0,0.0,0.14,0.17,1
PT ARKORA PEMBANGKITAN HIJAU/PT ARKORA SULAWESI TENGAH,1.0,0.0,0.0,0.14,0.17,1
PT ARKORA SULAWESI SELATAN,1.0,0.0,0.0,0.14,0.17,1
PT ARKORA SULAWESI TENGGARA,1.0,0.0,0.0,0.14,0.17,1
PT ARKORA TENAGA MATAHARI,1.0,0.0,0.0,0.14,0.17,1
PT ARKORA TOMONI HYDRO,1.0,0.0,0.0,0.14,0.17,1
PT ARMADA AUTO TARA,2.0,0.0,25806.7,0.16,0.18,1
PT ARMADA BAHARI NUSANTARA,1.0,0.0,0.0,0.17,0.17,1
PT ARMADA BERJAYA TRANS TBK,2.0,30.0,508418.99,0.21,0.16,2
PT ARMADA BUMI PRATIWI LINES,1.0,0.0,0.0,0.16,0.16,1
PT ARMADA INDONESIA MANDIRI,1.0,0.0,0.0,0.14,0.16,1
PT ARMADA MAHA KARYA,1.0,0.0,0.0,0.14,0.18,1
PT ARMADA MARITIME OFFSHORE,1.0,0.0,0.0,0.16,0.16,1
PT ARMADA ROCK KARUNIA TRANSSHIPMENT,1.0,0.0,0.0,0.17,0.17,1
PT ARMAN INVESTMENTS UTAMA,0.0,1.0,0.0,0.18,0.15,1
PT ARMANANTA EKA PUTRA,1.0,0.0,0.0,0.17,0.16,1
PT ARMINDO PERKASA,2.0,0.0,0.0,0.17,0.16,1
PT AROMA CIPTA ANUGRAHTAMA,1.0,0.0,0.0,0.18,0.16,1
PT AROMA SEJAHTERA INDONESIA,1.0,0.0,0.0,0.18,0.16,1
PT ARROW INDO UNIVERSAL,1.0,0.0,0.0,0.12,0.16,1
PT ARTA INTEGRASI TEKNOLOGI,1.0,0.0,0.0,0.19,0.21,1
PT ARTA NAJWA,1.0,0.0,0.0,0.16,0.16,1
PT ARTAJASA PEMBAYARAN ELEKTRONIS,1.0,0.0,0.0,0.19,0.21,1
PT ARTAJAYA LANGGENG SENTOSA,1.0,0.0,0.0,0.17,0.16,1
PT ARTALINDO SEMESTA NUSANTARA,0.0,1.0,0.0,0.13,0.15,1
PT ARTAV MOBILE INDONESIA,1.0,1.0,0.0,0.16,0.17,1
PT ARTHA BUMI SAKTI,1.0,0.0,0.0,0.17,0.19,1
PT ARTHA DAYA COALINDO,3.0,0.0,81419.6,0.19,0.19,1
PT ARTHA GRAHA NETWORK,0.0,2.0,2009.2,0.16,0.15,1
PT ARTHA INVESTAMA JAYA,0.0,1.0,0.0,0.16,0.15,1
PT ARTHA KARYA UTAMA INDONESIA,1.0,0.0,0.0,0.17,0.16,1
PT ARTHA LAUTAN MULYA,1.0,0.0,0.0,0.16,0.16,1
PT ARTHA MAHIYA INVESTAMA TBK,2.0,4.0,227027.5,0.14,0.32,1
PT ARTHA MAKMUR PERSADA,1.0,0.0,0.0,0.15,0.16,1
PT ARTHA MAS INVESTAMA,1.0,0.0,0.0,0.13,0.17,1
PT ARTHA MULIA BETON,1.0,0.0,0.0,0.53,0.18,0
PT ARTHA MULIA NUSANTARA,1.0,0.0,0.0,0.15,0.16,1
PT ARTHA MULIA SEMBADA,2.0,0.0,0.0,0.17,0.16,1
PT ARTHA MULIA TRIJAYA,1.0,0.0,0.0,0.16,0.16,1
PT ARTHA PERDANA INVESTAMA,0.0,1.0,0.0,0.15,0.15,1
PT ARTHA SUKSES LANCAR,2.0,0.0,9890.0,0.17,0.29,1
PT ARTHA TUNGGAL MANDIRI,1.0,0.0,0.0,0.19,0.15,1
PT ARTHA WIJAYA KAPITAL,0.0,1.0,0.0,0.17,0.15,1
PT ARTHAASIA FINANCE,1.0,0.0,0.0,0.16,0.16,1
PT ARTHAKENCANA RAYATAMA,0.0,1.0,0.0,0.17,0.15,1
PT ARTHAMAS SEJAHTERA MULIA,1.0,0.0,0.0,0.16,0.16,1
PT ARTHAMULIA INDAH,1.0,0.0,0.0,0.13,0.16,1
PT ARTHAMULIA SENTOSAJAYA,0.0,1.0,0.0,0.15,0.15,1
PT ARTHANUGRAHA MANDIRI,1.0,0.0,0.0,0.18,0.16,1
PT ARTHANUSA KARYA PERSADA,2.0,0.0,0.0,0.18,0.17,1
PT ARTHAWENASAKTI GEMILANG,2.0,0.0,30653.8,0.17,0.19,1
PT ARTISAN WAHYU,1.0,0.0,0.0,0.13,0.2,1
PT ARTOCHEM INDONESIA,1.0,0.0,0.0,0.14,0.15,1
PT ARTOMORO PRIMA INTERNASIONAL,1.0,0.0,0.0,0.17,0.16,1
PT ARUNG BUANA MAJU,1.0,0.0,0.0,0.16,0.16,1
PT ARUTMIN INDONESIA,6.0,0.0,69015.21,0.19,0.27,1
PT ARUTMIN INDONESIA KINTAP ENERGI,0.0,1.0,0.0,0.14,0.15,1
PT ARWANA ANUGERAH KERAMIK,1.0,0.0,0.0,0.12,0.16,1
PT ARWANA NUANSAKERAMIK,1.0,0.0,0.0,0.12,0.16,1
PT ARYA ENERGI VENTURA,1.0,0.0,0.0,0.17,0.17,1
PT ARYA KHARISMA,1.0,0.0,0.0,0.18,0.16,1
PT ARYA TAMA MANDALA,1.0,0.0,0.0,0.18,0.16,1
PT ARYADUTA HOTELS TBK,1.0,0.0,0.0,0.17,0.17,1
PT ARYADUTA INTERNATIONAL MANAGEMENT,1.0,0.0,0.0,0.17,0.17,1
PT ARYAMEDIKA TEGUH TUNGGAL,1.0,0.0,0.0,0.14,0.15,1
PT ASA REN GLOBAL NUSANTARA,1.0,0.0,0.0,0.17,0.16,1
PT ASABRI (PERSERO),0.0,10.0,864624.24,0.2,0.15,1
PT ASADA MITRA PACKINDO,1.0,0.0,0.0,0.12,0.16,1
PT ASAHIMAS CHEMICAL,3.0,0.0,144061.72,0.17,0.19,1
PT ASCEND BANGUN PERSADA,0.0,1.0,0.0,0.17,0.15,1
PT ASD-BAKRIE OIL PALM SEED INDONESIA,1.0,0.0,0.0,0.15,0.16,1
PT ASERRA CAPITAL,0.0,1.0,0.0,0.15,0.15,1
PT ASHINDO BARA PERSADA,1.0,0.0,0.0,0.15,0.18,1
PT ASI TAMA ENERGI,1.0,0.0,0.0,0.12,0.16,1
PT ASIA CENTRAL PRATAYA,1.0,0.0,0.0,0.17,0.17,1
PT ASIA GLOBAL MEDIA,1.0,1.0,62.76,0.14,0.18,1
PT ASIA JAYA PARAMITA,0.0,1.0,0.0,0.51,0.15,0
PT ASIA MARINE TEMAS,1.0,0.0,0.0,0.13,0.16,1
PT ASIA MEDIA PRODUCTIONS,2.0,0.0,0.0,0.16,0.16,1
PT ASIA MENTARI PROPERTI,1.0,0.0,0.0,0.53,0.18,0
PT ASIA PACIFIC INVESTAMA TBK,5.0,3.0,69209.0,0.21,0.66,2
PT ASIA PACIFIC RAYON,1.0,0.0,0.0,0.14,0.17,1
PT ASIA PETROCOM SERVICES,1.0,0.0,0.0,0.14,0.16,1
PT ASIA RUBBERINDO,1.0,0.0,0.0,0.16,0.16,1
PT ASIA SAKTI WAHID,1.0,0.0,0.0,0.16,0.16,1
PT ASIA SEJAHTERA MINA TBK,3.0,13.0,138368.0,0.1,0.46,2
PT ASIA SINAR INTI ABADI,1.0,0.0,0.0,0.15,0.16,1
PT ASIA TELCO NETWORKS,1.0,0.0,0.0,0.17,0.16,1
PT ASIAN AGRO AGUNG JAYA,1.0,0.0,0.0,0.12,0.16,1
PT ASIAN BULK LOGISTICS,3.0,0.0,37628.71,0.18,0.21,1
PT ASIAN PERKASA INDOSTEEL,0.0,1.0,0.0,0.53,0.15,0
PT ASIAN TRAILS INDONESIA,1.0,0.0,0.0,0.15,0.18,1
PT ASIANAGRO AGUNGJAYA,1.0,0.0,0.0,0.12,0.16,1
PT ASIATECH ANUGRAH SETIA,1.0,0.0,0.0,0.15,0.16,1
PT ASIX INDONESIA CERDAS,1.0,0.0,0.0,0.18,0.15,1
PT ASL SHIPYARD INDONESIA,1.0,0.0,0.0,0.16,0.16,1
PT ASMIN BARA BRONANG,2.0,0.0,1736.74,0.18,0.17,1
PT ASMIN KOALINDO TUHUP,2.0,0.0,16095.35,0.19,0.17,1
PT ASPIRASI ADHYA AERON,1.0,0.0,0.0,0.15,0.16,1
PT ASPIRASI HIDUP INDONESIA TBK,2.0,41.0,791686.92,0.2,0.26,2
PT ASRI GRIYA UTAMA,1.0,0.0,0.0,0.19,0.15,1
PT ASRI KARYA BINANGUN,1.0,0.0,0.0,0.16,0.18,1
PT ASRI KENCANA GEMILANG,1.0,0.0,0.0,0.15,0.16,1
PT ASSINDO PERNIAGAAN INTERNASIONAL,1.0,0.0,0.0,0.16,0.16,1
PT ASSOCIATED BRITISH BUDI,1.0,0.0,0.0,0.12,0.22,1
PT ASTA ASKARA SENTOSA,0.0,1.0,0.0,0.18,0.15,1
PT ASTA KERAMASAN ENERGI,1.0,0.0,0.0,0.16,0.16,1
PT ASTA REKAYASA UNGGUL,2.0,0.0,21876.8,0.17,0.16,1
PT ASTARI NIAGARA INTERNASIONAL,1.0,0.0,0.0,0.16,0.16,1
PT ASTEC ASIA ADIPERKASA,2.0,0.0,0.0,0.14,0.15,1
PT ASTER POLYCHEM,1.0,0.0,0.0,0.17,0.2,1
PT ASTI INDOGRAPH,1.0,0.0,0.0,0.15,0.16,1
PT ASTRA AUTO TRUST,1.0,0.0,0.0,0.18,0.16,1
PT ASTRA AUTOPRIMA,1.0,0.0,0.0,0.18,0.16,1
PT ASTRA DAIDO STEEL INDONESIA,1.0,0.0,0.0,0.17,0.15,1
PT ASTRA DAIHATSU MOTOR,6.0,0.0,146140.65,0.21,0.19,1
PT ASTRA DIGITAL INTERNASIONAL,1.0,0.0,0.0,0.18,0.16,1
PT ASTRA GRAPHIA INFORMATION TECHNOLOGY,2.0,0.0,1479.57,0.19,0.23,1
PT ASTRA HEALTHCARE INDONESIA,1.0,0.0,0.0,0.18,0.16,1
PT ASTRA HONDA MOTOR,8.0,0.0,487980.9,0.23,0.23,2
PT ASTRA JUOKU INDONESIA,2.0,0.0,16240.97,0.21,0.16,1
PT ASTRA KOMPONEN INDONESIA,1.0,0.0,0.0,0.17,0.15,1
PT ASTRA MITRA VENTURA,1.0,0.0,0.0,0.18,0.16,1
PT ASTRA MULTI FINANCE,1.0,0.0,0.0,0.18,0.16,1
PT ASTRA MULTI TRUCKS INDONESIA,1.0,0.0,0.0,0.18,0.16,1
PT ASTRA NUSA PERDANA,1.0,0.0,0.0,0.18,0.16,1
PT ASTRA SEDAYA FINANCE,1.0,0.0,0.0,0.18,0.16,1
PT ASTRA TOL NUSANTARA,3.0,0.0,6293.57,0.2,0.17,1
PT ASTRA TRANSPORTASI INDONESIA,1.0,0.0,0.0,0.18,0.16,1
PT ASTRA VISTEON INDONESIA,2.0,0.0,16240.97,0.21,0.16,1
PT ASTRAGRAPHIA XPRINS INDONESIA,1.0,0.0,0.0,0.15,0.22,1
PT ASTRAZENECA INDONESIA,1.0,0.0,0.0,0.19,0.16,1
PT ASTRIDO JAYA MOBILINDO,1.0,0.0,0.0,0.19,0.15,1
PT ASTRIDO PRIMA MOBILINDO,2.0,0.0,20188.43,0.19,0.16,1
PT ASTRINDO NUSANTARA INFRASTRUKTUR TBK,1.0,2.0,565357.66,0.19,0.17,1
PT ASTRINDO TRAVEL SERVICES,1.0,0.0,0.0,0.17,0.16,1
PT ASURANSI ALLIANZ LIFE INDONESIA,1.0,0.0,0.0,0.17,0.16,1
PT ASURANSI ASTRA BUANA,4.0,0.0,109425.84,0.2,0.17,1
PT ASURANSI BRI LIFE (BRI LIFE,1.0,0.0,0.0,0.18,0.18,1
PT ASURANSI CENTRAL ASIA,0.0,2.0,2609.43,0.19,0.15,1
PT ASURANSI INTRA ASIA,0.0,1.0,0.0,0.17,0.15,1
PT ASURANSI JASARAHARJA PUTERA,1.0,0.0,0.0,0.17,0.16,1
PT ASURANSI JIWA BCA,2.0,0.0,0.0,0.18,0.18,1
PT ASURANSI JIWA IFG,0.0,3.0,16475.3,0.19,0.15,1
PT ASURANSI JIWA INHEALTH INDONESIA,3.0,0.0,8991.24,0.2,0.18,1
PT ASURANSI JIWA KRESNA,0.0,3.0,16015.38,0.19,0.15,1
PT ASURANSI JIWA MANULIFE INDONESIA,1.0,0.0,0.0,0.17,0.17,1
PT ASURANSI JIWA NASIONAL,1.0,0.0,0.0,0.54,0.26,0
PT ASURANSI JIWA STARINVESTAMA,0.0,1.0,0.0,0.16,0.15,1
PT ASURANSI MAXIMUS GRAHA PERSADA TBK,6.0,0.0,21725.74,0.16,0.57,2
PT ASURANSI MITRA PELINDUNG MUSTIKA,1.0,0.0,0.0,0.14,0.18,1
PT ASURANSI PERISAI LISTRIK NASIONAL,1.0,0.0,0.0,0.17,0.16,1
PT ASURANSI PURNA ARTANUGRAHA,3.0,0.0,19779.0,0.17,0.41,1
PT ASURANSI TUGU PRATAMA INDONESIA TBK,2.0,0.0,0.0,0.18,0.18,1
PT ASURANSI UMUM BCA,2.0,0.0,0.0,0.18,0.18,1
PT ASUS TECHNOLOGY INDONESIA JAKARTA,2.0,0.0,0.0,0.13,0.33,1
PT ASWATAMA SAMUDERA NUSANTARA,2.0,0.0,0.0,0.14,0.17,1
PT ASYA MANDIRA LAND,1.0,0.0,0.0,0.18,0.16,1
PT ATABA GROUP INDONESIA,1.0,0.0,0.0,0.16,0.16,1
PT ATAD INDONESIA STEEL STRUCTURE,2.0,0.0,0.0,0.18,0.17,1
PT ATELIERS MECANIQUES D INDONESIE TBK,2.0,38.0,364351.83,0.17,0.29,2
PT ATLANTIS TRANS LOGISTIK,1.0,0.0,0.0,0.14,0.21,1
PT ATMAJA MAKMUR GEMILANG,0.0,1.0,0.0,0.67,0.15,0
PT ATMC PUMP SERVICES,1.0,0.0,0.0,0.18,0.16,1
PT ATOM MEDIA INDONESIA,1.0,0.0,0.0,0.15,0.16,1
PT ATRI DISTRIBUSINDO,3.0,0.0,46491.25,0.19,0.23,1
PT AULIA DANARDANA,2.0,0.0,12152.2,0.17,0.19,1
PT AULIA JAYA UTAMA,1.0,0.0,0.0,0.16,0.18,1
PT AUSTINDO AUFWIND NEW ENERGY,1.0,0.0,0.0,0.12,0.17,1
PT AUSTINDO NUSANTARA JAYA AGRI,1.0,0.0,0.0,0.12,0.17,1
PT AUSTINDO NUSANTARA JAYA AGRI SIAIS,1.0,0.0,0.0,0.12,0.17,1
PT AUSTINDO NUSANTARA JAYA BOGA,1.0,0.0,0.0,0.12,0.17,1
PT AUSTINDO NUSANTARA JAYA TBK,1.0,12.0,102602.57,0.13,0.28,1
PT AUTHENTIK MANDIRI BATAM,1.0,0.0,0.0,0.16,0.16,1
PT AUTO 2000,1.0,0.0,0.0,0.19,0.15,1
PT AUTO GLASS INDONESIA,2.0,0.0,0.0,0.52,0.19,0
PT AUTOPARTS INDOMOBIL INDONESIA,1.0,0.0,0.0,0.19,0.15,1
PT AUTOPEDIA SUKSES LESTARI TBK,1.0,0.0,0.0,0.15,0.17,1
PT AUTOPLASTIK INDONESIA,1.0,0.0,0.0,0.17,0.15,1
PT AUTUM PRIMA INDONESIA,0.0,2.0,5740.08,0.16,0.15,1
PT AVESTA CONTINENTAL PACK,2.0,0.0,2473.32,0.17,0.19,1
PT AVIA AVIAN INDUSTRI PIPA,2.0,0.0,12822.42,0.18,0.21,1
PT AVIA AVIAN TBK,5.0,10.0,551187.79,0.21,0.54,2
PT AVIA JAYA INDAH,1.0,0.0,0.0,0.11,0.17,1
PT AVIA NUSANTARA KHATULISTIWA,1.0,1.0,0.0,0.15,0.17,1
PT AWAN INTEGRASI SANDIDATA,1.0,0.0,0.0,0.17,0.16,1
PT AXA MANDIRI FINANCIAL SERVICES,2.0,0.0,0.0,0.19,0.19,1
PT AXENTEC FIBER INDONESIA,1.0,0.0,0.0,0.17,0.17,1
PT AXIA KONSULTAMA TRUSTINDO,1.0,0.0,0.0,0.16,0.18,1
PT AXIATA DIGITAL LAB INDONESIA,1.0,0.0,0.0,0.17,0.17,1
PT AYANA HOTEL INDONESIA,1.0,0.0,0.0,0.17,0.18,1
PT AYANA PROPERTI INTERNASIONAL,1.0,0.0,0.0,0.17,0.18,1
PT AYO TECHNO IDEA,1.0,0.0,0.0,0.16,0.15,1
PT AYOPOP TEKNOLOGI INDONESIA,1.0,0.0,0.0,0.16,0.15,1
PT AZEC INDONESIA MANAGEMENT SERVICES,1.0,0.0,0.0,0.16,0.15,1
PT AZUREUS SIMULATOR ASIA,1.0,0.0,0.0,0.12,0.16,1
PT B BRAUN MEDICAL INDONESIA,1.0,0.0,0.0,0.16,0.15,1
PT BAASITHU BOGA SERVICES,1.0,0.0,0.0,0.16,0.16,1
PT BABABOS BANGKIT BERSAMA,1.0,0.0,0.0,0.16,0.15,1
PT BABUSSALAM BUANA MITRA,1.0,0.0,0.0,0.14,0.18,1
PT BACH MULTI GLOBAL,3.0,0.0,34416.95,0.18,0.18,1
PT BACH MULTI INFRASTRUKTUR,3.0,0.0,34416.95,0.18,0.18,1
PT BADJATEX,1.0,0.0,0.0,0.31,0.16,1
PT BAGONG DEKAKA MAKMUR,1.0,0.0,0.0,0.19,0.15,1
PT BAGUS INDAH LESTARI,1.0,0.0,0.0,0.15,0.15,1
PT BAHAGIA MAKMUKSEJATI,1.0,0.0,0.0,0.51,0.16,0
PT BAHAGIA SUKSES LESTARI,1.0,0.0,0.0,0.13,0.17,1
PT BAHANA INDONOR,1.0,0.0,0.0,0.18,0.16,1
PT BAHANA SUKMASEJAHTERA,1.0,0.0,0.0,0.17,0.17,1
PT BAHANA UTAMA LINE,1.0,0.0,0.0,0.17,0.17,1
PT BAHARI EKA NUSANTARA,3.0,1.0,30552.78,0.17,0.3,1
PT BAHARI ISTANA ALKAUSAR,0.0,1.0,0.0,0.14,0.15,1
PT BAHARI KARYA MAKMUR,2.0,0.0,3862.0,0.19,0.17,1
PT BAHARI LAJU ANUGERAH,3.0,0.0,42874.52,0.18,0.42,1
PT BAHARI MARITIM ENERGI,1.0,0.0,0.0,0.16,0.16,1
PT BAHAUDIN MANDIRI NASUTION,1.0,0.0,0.0,0.18,0.15,1
PT BAHTERA ABADI GAS,2.0,0.0,19518.06,0.18,0.16,1
PT BAHTERA ABADI GASINDO,1.0,0.0,0.0,0.17,0.16,1
PT BAHTERA ADI JAYA,1.0,0.0,0.0,0.16,0.16,1
PT BAHTERA ANDALAN GAS,1.0,0.0,0.0,0.17,0.16,1
PT BAHTERA BINTANG NUSANTARA,0.0,1.0,0.0,0.17,0.15,1
PT BAHTERA DWI PUTERA MANDIRI,1.0,0.0,0.0,0.17,0.17,1
PT BAHTERA ENERGI INDONESIA,1.0,0.0,0.0,0.18,0.16,1
PT BAHTERA ENERGI SAMUDRA TUAH,2.0,0.0,0.0,0.17,0.19,1
