Nama,Jabatan,Afiliasi,KodeEmiten,NamaEmiten
ANDREW C BECKHAM,DIRECTOR,False,BUMI,BUMI RESOURCES TBK
RA SRI DHARMAYANTI,DIRECTOR,False,BUMI,BUMI RESOURCES TBK
ASHOK MITRA,DIRECTOR,False,BUMI,BUMI RESOURCES TBK
MARINGAN M IDO HOTNA HUTABARAT,DIRECTOR,False,BUMI,BUMI RESOURCES TBK
YINGBIN IAN HE,DIRECTOR,False,BUMI,BUMI RESOURCES TBK
RIO SUPIN,DIRECTOR,False,BUMI,BUMI RESOURCES TBK
HIMAWAN SETIADI,DIRECTOR,False,BUMI,BUMI RESOURCES TBK
SATRIO,PRESIDENT DIRECTOR,False,BUVA,PT BUKIT ULUWATU VILLA TBK
HENDRY UTOMO,DIRECTOR,False,BUVA,PT BUKIT ULUWATU VILLA TBK
CINDY BUDIJONO,DIRECTOR,False,BUVA,PT BUKIT ULUWATU VILLA TBK
ACHMAD FRISCANTONO,PRESIDENT DIRECTOR,False,BVIC,BANK VICTORIA INTERNATIONAL TBK
RUSLI,VICE PRESIDENT,False,BVIC,BANK VICTORIA INTERNATIONAL TBK
DEBORA WAHJUTIRTO TANOYO,DIRECTOR,False,BVIC,BANK VICTORIA INTERNATIONAL TBK
LEMBING,DIRECTOR,False,BVIC,BANK VICTORIA INTERNATIONAL TBK
TAMUNAN,DIRECTOR,False,BVIC,BANK VICTORIA INTERNATIONAL TBK
HENDERI DJUNAIDI,PRESIDENT DIRECTOR,False,BWPT,EAGLE HIGH PLANTATIONS TBK
ANDREW HARYONO,DIRECTOR,False,BWPT,EAGLE HIGH PLANTATIONS TBK
YEOH LEAN KHAI,DIRECTOR,False,BWPT,EAGLE HIGH PLANTATIONS TBK
CHOONG KAM LOONG,DIRECTOR,False,BWPT,EAGLE HIGH PLANTATIONS TBK
LOW TUCK KWONG,PRESIDENT DIRECTOR,False,BYAN,BAYAN RESOURCES TBK
JENNY QUANTERO,DIRECTOR,False,BYAN,BAYAN RESOURCES TBK
LIM CHAI HOCK,DIRECTOR,False,BYAN,BAYAN RESOURCES TBK
LOW YI NGO,DIRECTOR,False,BYAN,BAYAN RESOURCES TBK
RUSSELL JOHN NEIL,DIRECTOR,False,BYAN,BAYAN RESOURCES TBK
ALASTAIR GORDON CHRISTOPHER MCLEOD,DIRECTOR,False,BYAN,BAYAN RESOURCES TBK
ALEXANDER ERY WIBOWO,DIRECTOR,False,BYAN,BAYAN RESOURCES TBK
OLIVER KHAW KAR HENG,DIRECTOR,False,BYAN,BAYAN RESOURCES TBK
MERLIN,DIRECTOR,False,BYAN,BAYAN RESOURCES TBK
ULINA FITRIANI,DIRECTOR,False,BYAN,BAYAN RESOURCES TBK
SIYOUNG PARK,DIRECTOR,False,BYAN,BAYAN RESOURCES TBK
JOHAN SILITONGA,PRESIDENT DIRECTOR,False,CAKK,PT CAHAYAPUTRA ASA KERAMIK TBK
HERMAWAN SUTANTIO,DIRECTOR,False,CAKK,PT CAHAYAPUTRA ASA KERAMIK TBK
SAMUDERA PRAWIRAWIDJAJA,PRESIDENT DIRECTOR,False,CAMP,PT CAMPINA ICE CREAM INDUSTRY TBK
ARIF HARMOKO RAYADI,DIRECTOR,False,CAMP,PT CAMPINA ICE CREAM INDUSTRY TBK
HANS JENSEN,DIRECTOR,False,CAMP,PT CAMPINA ICE CREAM INDUSTRY TBK
HENDRO HADIPRANOTO,DIRECTOR,False,CAMP,PT CAMPINA ICE CREAM INDUSTRY TBK
ADJI ANDJONO PURWO,DIRECTOR,False,CAMP,PT CAMPINA ICE CREAM INDUSTRY TBK
HENRY KEMBAREN,PRESIDENT DIRECTOR,False,CARE,PT METRO HEALTHCARE INDONESIA TBK
DEDI TEDJAKUSNADI MARS,DIRECTOR,False,CARE,PT METRO HEALTHCARE INDONESIA TBK
MALIANA HERUTAMA MALKAN,PRESIDENT DIRECTOR,False,CASA,PT CAPITAL FINANCIAL INDONESIA TBK
MUHAMAD AIDIL FATHANY,DIRECTOR,False,CASA,PT CAPITAL FINANCIAL INDONESIA TBK
WILLY CHANDRY,PRESIDENT DIRECTOR,False,CASH,PT CASHLEZ WORLDWIDE INDONESIA TBK
OKTAVIANUS,DIRECTOR,False,CASH,PT CASHLEZ WORLDWIDE INDONESIA TBK
ANDYA DANISWARA,PRESIDENT DIRECTOR,False,CASS,CAHAYA AERO SERVICES TBK
SUTJI RELOWATI RAHARDJO,DIRECTOR,False,CASS,CAHAYA AERO SERVICES TBK
SUNARSIH,DIRECTOR,False,CASS,CAHAYA AERO SERVICES TBK
PETER DJATMIKO,PRESIDENT DIRECTOR,False,CCSI,PT COMMUNICATION CABLE SYSTEMS INDONESIA TBK
ANANG PRATIKNO,DIRECTOR,False,CCSI,PT COMMUNICATION CABLE SYSTEMS INDONESIA TBK
REN YI NEWTON DJATMIKO,DIRECTOR,False,CCSI,PT COMMUNICATION CABLE SYSTEMS INDONESIA TBK
HARRIS KRISTANTO GOZALI,DIRECTOR,False,CCSI,PT COMMUNICATION CABLE SYSTEMS INDONESIA TBK
TEUKU ZULFIKAR,DIRECTOR,False,CCSI,PT COMMUNICATION CABLE SYSTEMS INDONESIA TBK
IRAWAN MARIO NOH PALILINGAN,DIRECTOR,False,CCSI,PT COMMUNICATION CABLE SYSTEMS INDONESIA TBK
SUKARNEN,VICE PRESIDENT,False,CCSI,PT COMMUNICATION CABLE SYSTEMS INDONESIA TBK
ERWIN RICHARD ANDERSEN,DIRECTOR,False,CCSI,PT COMMUNICATION CABLE SYSTEMS INDONESIA TBK
ERRY TJUATJA,PRESIDENT DIRECTOR,False,CEKA,PT WILMAR CAHAYA INDONESIA TBK
TONNY MUKSIM,DIRECTOR,False,CEKA,PT WILMAR CAHAYA INDONESIA TBK
TEH KENNY SURYADI,DIRECTOR,False,CEKA,PT WILMAR CAHAYA INDONESIA TBK
YAN RAYMOND JAFRI,PRESIDENT DIRECTOR,False,CENT,PT CENTRATAMA TELEKOMUNIKASI INDONESIA TBK
JAMES JOHN BURNS,DIRECTOR,False,CENT,PT CENTRATAMA TELEKOMUNIKASI INDONESIA TBK
JACOPO RIGAMONTI,DIRECTOR,False,CENT,PT CENTRATAMA TELEKOMUNIKASI INDONESIA TBK
CABA PINTER,DIRECTOR,False,CENT,PT CENTRATAMA TELEKOMUNIKASI INDONESIA TBK
HARJANTO TJITOHARDJOJO,PRESIDENT DIRECTOR,False,CFIN,CLIPAN FINANCE INDONESIA TBK
JAHJA ANWAR,DIRECTOR,False,CFIN,CLIPAN FINANCE INDONESIA TBK
LIE ROELLY MAKALIS,DIRECTOR,False,CFIN,CLIPAN FINANCE INDONESIA TBK
KAZUHIKO AMINAKA,PRESIDENT DIRECTOR,False,CINT,PT CHITOSE INTERNASIONAL TBK
SUSANTO,DIRECTOR,False,CINT,PT CHITOSE INTERNASIONAL TBK
R NURWULAN KUSUMAWATI,DIRECTOR,False,CINT,PT CHITOSE INTERNASIONAL TBK
ADE ARIFIN,DIRECTOR,False,CINT,PT CHITOSE INTERNASIONAL TBK
HARRY KESUMA TANOTO,PRESIDENT DIRECTOR,False,CITA,CITA MINERAL INVESTINDO TBK
FERRY KADI,DIRECTOR,False,CITA,CITA MINERAL INVESTINDO TBK
ROBBY IRFAN RAFIANTO,DIRECTOR,False,CITA,CITA MINERAL INVESTINDO TBK
YUSAK LUMBA PARDEDE,DIRECTOR,False,CITA,CITA MINERAL INVESTINDO TBK
ELFI DARLIS,PRESIDENT DIRECTOR,False,CITY,PT NATURA CITY DEVELOPMENTS TBK
JOSE FRANCIS BERCES ACANTILADO,DIRECTOR,False,CITY,PT NATURA CITY DEVELOPMENTS TBK
RIO TINTO SIRAIT,DIRECTOR,False,CITY,PT NATURA CITY DEVELOPMENTS TBK
NANY ADRIANI,PRESIDENT DIRECTOR,False,CLAY,PT CITRA PUTRA REALTY TBK
H CHAIRUL UMAIYA,DIRECTOR,False,CLAY,PT CITRA PUTRA REALTY TBK
MELISA PATRICIA,PRESIDENT DIRECTOR,False,CLEO,PT SARIGUNA PRIMATIRTA TBK
NIO EKO SUSILO,DIRECTOR,False,CLEO,PT SARIGUNA PRIMATIRTA TBK
LUKAS SETIO WONGSO WONG,DIRECTOR,False,CLEO,PT SARIGUNA PRIMATIRTA TBK
TOTO SUCARTONO,DIRECTOR,False,CLEO,PT SARIGUNA PRIMATIRTA TBK
FIRDAUF ACHMAD DHEWATA,DIRECTOR,False,CLEO,PT SARIGUNA PRIMATIRTA TBK
SANTOSO JIEMY,PRESIDENT DIRECTOR,False,CLPI,COLORPAK INDONESIA TBK
ANTONI GUNAWAN,DIRECTOR,False,CLPI,COLORPAK INDONESIA TBK
HERLINA HATORANGAN,DIRECTOR,False,CLPI,COLORPAK INDONESIA TBK
ARIEF BUDHY HARDONO,PRESIDENT DIRECTOR,False,CMNP,CITRA MARGA NUSAPHALA PERSADA TBK
HASYIM,DIRECTOR,False,CMNP,CITRA MARGA NUSAPHALA PERSADA TBK
DJOKO SAPTO M MULYO,DIRECTOR,False,CMNP,CITRA MARGA NUSAPHALA PERSADA TBK
LIU CHANG I TONY LIU,PRESIDENT DIRECTOR,False,CMNT,PT CEMINDO GEMILANG TBK
VINCE ERLINGTON INDIGO,VICE PRESIDEN DIRECTOR,False,CMNT,PT CEMINDO GEMILANG TBK
AMEESH ANAND,DIRECTOR,False,CMNT,PT CEMINDO GEMILANG TBK
SURINDRO KALBU ADI,DIRECTOR,False,CMNT,PT CEMINDO GEMILANG TBK
RADEN ACHMAD SADIKIN,PRESIDENT DIRECTOR,False,CMPP,PT AIRASIA INDONESIA TBK
LUH GEDE MEGA PUTRI TJATERA,DIRECTOR,False,CMPP,PT AIRASIA INDONESIA TBK
FARELL GRANDISURI SUTANTIO,PRESIDENT DIRECTOR,False,CMRY,PT CISARUA MOUNTAIN DAIRY TBK
AXEL SUTANTIO,DIRECTOR,False,CMRY,PT CISARUA MOUNTAIN DAIRY TBK
BHARAT SHAH JOSHI,DIRECTOR,False,CMRY,PT CISARUA MOUNTAIN DAIRY TBK
ARJOSO WISANTO,DIRECTOR,False,CMRY,PT CISARUA MOUNTAIN DAIRY TBK
MARTUA PARNINGOTAN SIHALOHO,DIRECTOR,False,CMRY,PT CISARUA MOUNTAIN DAIRY TBK
PAMUNGKAS BAYU TRIPRASETYO,DIRECTOR,False,CMRY,PT CISARUA MOUNTAIN DAIRY TBK
ROBIN WIRAWAN,PRESIDENT DIRECTOR,False,CNKO,EXPLOITASI ENERGI INDONESIA TBK
SUDARWANTA,VICE PRESIDEN DIRECTOR,False,CNKO,EXPLOITASI ENERGI INDONESIA TBK
ERRY INDRIYANA,DIRECTOR,False,CNKO,EXPLOITASI ENERGI INDONESIA TBK
SUGIANTO SOENARIO,PRESIDENT DIRECTOR,False,COCO,PT WAHANA INTERFOOD NUSANTARA TBK
IRMA SUNTITA,DIRECTOR,False,COCO,PT WAHANA INTERFOOD NUSANTARA TBK
TRIYANTO SULISTYONO,DIRECTOR,False,COCO,PT WAHANA INTERFOOD NUSANTARA TBK
TJIU THOMAS EFFENDY,PRESIDENT DIRECTOR,False,CPIN,CHAROEN POKPHAND INDONESIA TBK
PERAPHON PRAYOORAVONG,VICE PRESIDEN DIRECTOR,False,CPIN,CHAROEN POKPHAND INDONESIA TBK
ONG MEI SIAN,DIRECTOR,False,CPIN,CHAROEN POKPHAND INDONESIA TBK
JEMMY,DIRECTOR,False,CPIN,CHAROEN POKPHAND INDONESIA TBK
EDDY DHARMAWAN MANSJOER,DIRECTOR,False,CPIN,CHAROEN POKPHAND INDONESIA TBK
FERDIANSYAH GUNAWAN TJOE,DIRECTOR,False,CPIN,CHAROEN POKPHAND INDONESIA TBK
HENDRI LAIMAN,PRESIDENT DIRECTOR,False,CPRO,CENTRAL PROTEINA PRIMA TBK
PAULIUS JUTA,VICE PRESIDENT,False,CPRO,CENTRAL PROTEINA PRIMA TBK
ARMAN ZAKARIA DIAH,DIRECTOR,False,CPRO,CENTRAL PROTEINA PRIMA TBK
FREDY ROBIN SUMENDAP,DIRECTOR,False,CPRO,CENTRAL PROTEINA PRIMA TBK
INDRA SAKTI,VICE PRESIDENT,False,CPRO,CENTRAL PROTEINA PRIMA TBK
JIMMY JOENG,DIRECTOR,False,CPRO,CENTRAL PROTEINA PRIMA TBK
HENDI YANTO EFENDY,DIRECTOR,False,CPRO,CENTRAL PROTEINA PRIMA TBK
BUDYANTO TOTONG,PRESIDENT DIRECTOR,False,CSAP,CATUR SENTOSA ADIPRANA TBK
ANTONIUS TAN,DIRECTOR,False,CSAP,CATUR SENTOSA ADIPRANA TBK
WARIT JINTANAWAN,DIRECTOR,False,CSAP,CATUR SENTOSA ADIPRANA TBK
ANDY TOTONG,DIRECTOR,False,CSAP,CATUR SENTOSA ADIPRANA TBK
SURJATI TANRIL,DIRECTOR,False,CSAP,CATUR SENTOSA ADIPRANA TBK
YOHANES SUMARNO,DIRECTOR,False,CSIS,PT CAHAYASAKTI INVESTINDO SUKSES TBK
TJOEA AUBINTORO,PRESIDENT DIRECTOR,False,CSIS,PT CAHAYASAKTI INVESTINDO SUKSES TBK
GITA SAPTA ADI,PRESIDENT DIRECTOR,False,CSRA,PT CISADANE SAWIT RAYA TBK
SEMAN SENDJAJA,DIRECTOR,False,CSRA,PT CISADANE SAWIT RAYA TBK
VIVERY JERRY DENNY WALUKOW,DIRECTOR,False,CSRA,PT CISADANE SAWIT RAYA TBK
ERWIN KURNIAWAN,DIRECTOR,False,CSRA,PT CISADANE SAWIT RAYA TBK
XAVIER CLAUDE BERTIN,PRESIDENT DIRECTOR,False,CTBN,CITRA TUBINDO TBK
SAIFUL MIZRA BIN KASSIM,DIRECTOR,False,CTBN,CITRA TUBINDO TBK
SUSI YULIANTI,DIRECTOR,False,CTBN,CITRA TUBINDO TBK
CANDRA CIPUTRA,PRESIDENT DIRECTOR,False,CTRA,CIPUTRA DEVELOPMENT TBK
BUDIARSA SASTRAWINATA,DIRECTOR,False,CTRA,CIPUTRA DEVELOPMENT TBK
HARUN HAJADI,DIRECTOR,False,CTRA,CIPUTRA DEVELOPMENT TBK
CAKRA CIPUTRA,DIRECTOR,False,CTRA,CIPUTRA DEVELOPMENT TBK
AGUSSURJA WIDJAJA,DIRECTOR,False,CTRA,CIPUTRA DEVELOPMENT TBK
ARTADINATA DJANGKAR,DIRECTOR,False,CTRA,CIPUTRA DEVELOPMENT TBK
MI MEIKO HANDOYO L,DIRECTOR,False,CTRA,CIPUTRA DEVELOPMENT TBK
NANIK J SANTOSO,DIRECTOR,False,CTRA,CIPUTRA DEVELOPMENT TBK
SUTOTO YAKOBUS,DIRECTOR,False,CTRA,CIPUTRA DEVELOPMENT TBK
TULUS SANTOSO,DIRECTOR,False,CTRA,CIPUTRA DEVELOPMENT TBK
VENTJE CHANDRAPUTRA SUARDANA,PRESIDENT DIRECTOR,False,DART,DUTA ANGGADA REALTY TBK
RANDY ANGKOSUBROTO,DIRECTOR,False,DART,DUTA ANGGADA REALTY TBK
WIDYANTO TAUFIQ,DIRECTOR,False,DART,DUTA ANGGADA REALTY TBK
LILIS MULYAWATI,PRESIDENT DIRECTOR,False,DAYA,PT DUTA INTIDAYA TBK
ERWANTHO SIREGAR,DIRECTOR,False,DAYA,PT DUTA INTIDAYA TBK
OTTO TOTO SUGIRI,PRESIDENT DIRECTOR,False,DCII,PT DCI INDONESIA TBK
EVELYN,DIRECTOR,False,DCII,PT DCI INDONESIA TBK
INDRI KOESINDRIJASTOETI HIDAYAT,DIRECTOR,False,DCII,PT DCI INDONESIA TBK
KAMBIYANTO KETTIN,PRESIDENT DIRECTOR,False,DEPO,PT CATURKARDA DEPO BANGUNAN TBK
JOHNNY LIYANTO,DIRECTOR,False,DEPO,PT CATURKARDA DEPO BANGUNAN TBK
CAROLINE AGUSTINA KETTIN,DIRECTOR,False,DEPO,PT CATURKARDA DEPO BANGUNAN TBK
AMANDA GRACE KETTIN,DIRECTOR,False,DEPO,PT CATURKARDA DEPO BANGUNAN TBK
PATHAMA SIRIKUL,DIRECTOR,False,DEPO,PT CATURKARDA DEPO BANGUNAN TBK
HENRYANTO KOMALA,VICE PRESIDENT,False,DEPO,PT CATURKARDA DEPO BANGUNAN TBK
TEGUH BOENTORO,PRESIDENT DIRECTOR,False,DEWA,DARMA HENWA TBK
AHMAD HILYADI,DIRECTOR,False,DEWA,DARMA HENWA TBK
FREDIA YUZIRWAN,DIRECTOR,False,DEWA,DARMA HENWA TBK
MAHMUD SAMURI,DIRECTOR,False,DEWA,DARMA HENWA TBK
MUKSON ARIF ROSYIDI,DIRECTOR,False,DEWA,DARMA HENWA TBK
FARUK FAUZI,DIRECTOR,False,DEWA,DARMA HENWA TBK
ANNY TJANDRA,DIRECTOR,False,DEWA,DARMA HENWA TBK
BILLY DAHLAN,PRESIDENT DIRECTOR,False,DFAM,PT DAFAM PROPERTY INDONESIA TBK
WIJAYA DAHLAN,DIRECTOR,False,DFAM,PT DAFAM PROPERTY INDONESIA TBK
DJOKO PRABOWO,PRESIDENT DIRECTOR,False,DGIK,NUSA KONSTRUKSI ENJINIRING TBK
ARVIN JAHJA TJAHJANA,DIRECTOR,False,DGIK,NUSA KONSTRUKSI ENJINIRING TBK
RIZALDI LIMPAS,DIRECTOR,False,DGIK,NUSA KONSTRUKSI ENJINIRING TBK
RIJANTO ONGGO WAHONO,DIRECTOR,False,DGIK,NUSA KONSTRUKSI ENJINIRING TBK
SUSILO BUDI UTOMO,DIRECTOR,False,DGIK,NUSA KONSTRUKSI ENJINIRING TBK
FERGUS RICHARD,PRESIDENT DIRECTOR,False,DGNS,PT DIAGNOS LABORATORIUM UTAMA TBK
MESHA RIZAL SINI,DIRECTOR,False,DGNS,PT DIAGNOS LABORATORIUM UTAMA TBK
RITO ALAM RIZAL SINI,DIRECTOR,False,DGNS,PT DIAGNOS LABORATORIUM UTAMA TBK
ANTONY SUBAGIA,DIRECTOR,False,DGNS,PT DIAGNOS LABORATORIUM UTAMA TBK
SUWARJONO,PRESIDENT DIRECTOR,False,DIGI,PT ARKADIA DIGITAL MEDIA TBK
POPI PUSPITASARI,DIRECTOR,False,DIGI,PT ARKADIA DIGITAL MEDIA TBK
ARCHIED NOTO PRADONO,PRESIDENT DIRECTOR,False,DILD,INTILAND DEVELOPMENT TBK
UTAMA GONDOKUSUMO,VICE PRESIDENT,False,DILD,INTILAND DEVELOPMENT TBK
NOVITA ANGGRIANI B,DIRECTOR,False,DILD,INTILAND DEVELOPMENT TBK
SIMON JOSEPH WIRAWAN,DIRECTOR,False,DILD,INTILAND DEVELOPMENT TBK
RAYMOND LOHO,PRESIDENT DIRECTOR,False,DIVA,PT DISTRIBUSI VOUCHER NUSANTARA TBK
TATI RAMAWATI,DIRECTOR,False,DIVA,PT DISTRIBUSI VOUCHER NUSANTARA TBK
STANLEY TJIANDRA,DIRECTOR,False,DIVA,PT DISTRIBUSI VOUCHER NUSANTARA TBK
KIKI HAMIDJAJA,PRESIDENT DIRECTOR,False,DKFT,CENTRAL OMEGA RESOURCES TBK
FENI SILVIANI BUDIMAN,DIRECTOR,False,DKFT,CENTRAL OMEGA RESOURCES TBK
ANDI JAYA,DIRECTOR,False,DKFT,CENTRAL OMEGA RESOURCES TBK
WEBSTER ANDRES GONZALES,PRESIDENT DIRECTOR,False,DLTA,DELTA DJAKARTA TBK
MA JOE DE CASTRO PERUCHO,DIRECTOR,False,DLTA,DELTA DJAKARTA TBK
BRIAN RAYMUND RESPICIO,DIRECTOR,False,DLTA,DELTA DJAKARTA TBK
RONNY TITIHERUW,DIRECTOR,False,DLTA,DELTA DJAKARTA TBK
JOSEMAR BARRETTO CLIMACO,DIRECTOR,False,DLTA,DELTA DJAKARTA TBK
HONGKY JEFFRY NANTUNG,PRESIDENT DIRECTOR,False,DMAS,PT PURADELTA LESTARI TBK
ATSUSHI UEHARA,VICE PRESIDEN DIRECTOR,False,DMAS,PT PURADELTA LESTARI TBK
MONIK WILLIAM,DIRECTOR,False,DMAS,PT PURADELTA LESTARI TBK
TONDY SUWANTO,DIRECTOR,False,DMAS,PT PURADELTA LESTARI TBK
BUDIASTO KUSUMA,PRESIDENT DIRECTOR,False,DMMX,PT DIGITAL MEDIATAMA MAXIMA TBK
SUPARDI TAN,DIRECTOR,False,DMMX,PT DIGITAL MEDIATAMA MAXIMA TBK
ABRAHAM THEOFILUS,DIRECTOR,False,DMMX,PT DIGITAL MEDIATAMA MAXIMA TBK
PHILIP MIN LIH CHEN,PRESIDENT DIRECTOR,False,DMND,PT DIAMOND FOOD INDONESIA TBK
WIDIANTO JUWONO,DIRECTOR,False,DMND,PT DIAMOND FOOD INDONESIA TBK
TROY PARWATA,DIRECTOR,False,DMND,PT DIAMOND FOOD INDONESIA TBK
KANG BONG JOO,PRESIDENT DIRECTOR,False,DNAR,PT BANK OKE INDONESIA TBK
HENDRA LIE,VICE PRESIDEN DIRECTOR,False,DNAR,PT BANK OKE INDONESIA TBK
VINCENTIA M DJUNIWATI WIJAYA,DIRECTOR,False,DNAR,PT BANK OKE INDONESIA TBK
EFDINAL ALAMSYAH,DIRECTOR,False,DNAR,PT BANK OKE INDONESIA TBK
JONG HA LEE,DIRECTOR,False,DNAR,PT BANK OKE INDONESIA TBK
HALIMAN KUSTEDJO,PRESIDENT DIRECTOR,False,DNET,PT INDORITEL MAKMUR INTERNASIONAL TBK
CHRISTIAN RAHARDI,DIRECTOR,False,DNET,PT INDORITEL MAKMUR INTERNASIONAL TBK
KIKI YANTO GUNAWAN,DIRECTOR,False,DNET,PT INDORITEL MAKMUR INTERNASIONAL TBK
HARJONO WREKSOREMBOKO,DIRECTOR,False,DNET,PT INDORITEL MAKMUR INTERNASIONAL TBK
RONALD SUTARDJA,PRESIDENT DIRECTOR,False,DOID,PT BUMA INTERNASIONAL GRUP TBK
IWAN FUAD SALIM,DIRECTOR,False,DOID,PT BUMA INTERNASIONAL GRUP TBK
DIAN PARAMITA,DIRECTOR,False,DOID,PT BUMA INTERNASIONAL GRUP TBK
IRIANTO SANTOSO,PRESIDENT DIRECTOR,False,DRMA,PT DHARMA POLIMETAL TBK
YOSAPHAT PANUTURI SIMANJUNTAK,DIRECTOR,False,DRMA,PT DHARMA POLIMETAL TBK
DARMAWAN WIDJAJA,DIRECTOR,False,DRMA,PT DHARMA POLIMETAL TBK
IMMANUEL ADI PAKARYANTO,DIRECTOR,False,DRMA,PT DHARMA POLIMETAL TBK
EWIJAYA,PRESIDENT DIRECTOR,False,DSFI,DHARMA SAMUDERA FISHING IND TBK
CYNTHIA HANDYOKO,DIRECTOR,False,DSFI,DHARMA SAMUDERA FISHING IND TBK
CALVIN NICHOLAS SULISTYO,DIRECTOR,False,DSFI,DHARMA SAMUDERA FISHING IND TBK
ARIYO ALI SAPUTRO,DIRECTOR,False,DSFI,DHARMA SAMUDERA FISHING IND TBK
ANDRIANTO OETOMO,PRESIDENT DIRECTOR,False,DSNG,PT DHARMA SATYA NUSANTARA TBK
EFENDI SULISETYO,DIRECTOR,False,DSNG,PT DHARMA SATYA NUSANTARA TBK
TIMOTHEUS ARIFIN C,DIRECTOR,False,DSNG,PT DHARMA SATYA NUSANTARA TBK
LUCY SYCILIA,DIRECTOR,False,DSNG,PT DHARMA SATYA NUSANTARA TBK
JENTI,DIRECTOR,False,DSNG,PT DHARMA SATYA NUSANTARA TBK
ALBERTUS HENDRAWAN,DIRECTOR,False,DSNG,PT DHARMA SATYA NUSANTARA TBK
ARIANTO OETOMO,DIRECTOR,False,DSNG,PT DHARMA SATYA NUSANTARA TBK
MUHAMMAD HAMDANI,DIRECTOR,False,DSNG,PT DHARMA SATYA NUSANTARA TBK
LAY KRISNAN CAHYA,PRESIDENT DIRECTOR,False,DSSA,DIAN SWASTATIKA SENTOSA TBK
LOKITA PRASETYA,VICE PRESIDEN DIRECTOR,False,DSSA,DIAN SWASTATIKA SENTOSA TBK
HERMAWAN TARJONO,DIRECTOR,False,DSSA,DIAN SWASTATIKA SENTOSA TBK
DANIEL CAHYA,DIRECTOR,False,DSSA,DIAN SWASTATIKA SENTOSA TBK
ALEX SUTANTO,DIRECTOR,False,DSSA,DIAN SWASTATIKA SENTOSA TBK
DAVID FERNANDO AUDY,DIRECTOR,False,DSSA,DIAN SWASTATIKA SENTOSA TBK
MONA ANGELIQUE SUSANTO,DIRECTOR,False,DSSA,DIAN SWASTATIKA SENTOSA TBK
TIMOTIUS MAX SULAIMAN,DIRECTOR,False,DSSA,DIAN SWASTATIKA SENTOSA TBK
TEKY MAILOA,PRESIDENT DIRECTOR,False,DUTI,DUTA PERTIWI TBK
LIE JANI HARJANTO,VICE PRESIDENT,False,DUTI,DUTA PERTIWI TBK
HONGKY JEFFRY NANTUNG,DIRECTOR,False,DUTI,DUTA PERTIWI TBK
HANDOKO WIBOWO,DIRECTOR,False,DUTI,DUTA PERTIWI TBK
IAN MARTIN WIBAWA KLOER,PRESIDENT DIRECTOR,False,DVLA,DARYA-VARIA LABORATORIA TBK
YUSTINA ENDANG SETYOWATI,DIRECTOR,False,DVLA,DARYA-VARIA LABORATORIA TBK
CELSO PAZ LIM,DIRECTOR,False,DVLA,DARYA-VARIA LABORATORIA TBK
DENNIS TEE CO,DIRECTOR,False,DVLA,DARYA-VARIA LABORATORIA TBK
ALEXANDER S PANLILIO,DIRECTOR,False,DVLA,DARYA-VARIA LABORATORIA TBK
JOSE LUIS H NARVAEZ,DIRECTOR,False,DVLA,DARYA-VARIA LABORATORIA TBK
DASWAR MARPAUNG,PRESIDENT DIRECTOR,False,DYAN,PT DYANDRA MEDIA INTERNATIONAL TBK
ERY ERLANGGA,DIRECTOR,False,DYAN,PT DYANDRA MEDIA INTERNATIONAL TBK
RIYANTHI HANDAYANI,DIRECTOR,False,DYAN,PT DYANDRA MEDIA INTERNATIONAL TBK
KHALID BIN OMAR ABDAT,PRESIDENT DIRECTOR,False,EAST,PT EASTPARC HOTEL TBK
HELMI KHALID ABDAT,DIRECTOR,False,EAST,PT EASTPARC HOTEL TBK
MUHAMMAD ANIS,DIRECTOR,False,EAST,PT EASTPARC HOTEL TBK
WAHYUDI EKO SUTORO,DIRECTOR,False,EAST,PT EASTPARC HOTEL TBK
LYVIA MARIANA,PRESIDENT DIRECTOR,False,ECII,PT ELECTRONIC CITY INDONESIA TBK
WIRADI,DIRECTOR,False,ECII,PT ELECTRONIC CITY INDONESIA TBK
FA TRI AGUS WINARKO,DIRECTOR,False,ECII,PT ELECTRONIC CITY INDONESIA TBK
LENNY SUSILAWATY JAMADI,DIRECTOR,False,ECII,PT ELECTRONIC CITY INDONESIA TBK
MICHAEL ISKANDAR,DIRECTOR,False,ECII,PT ELECTRONIC CITY INDONESIA TBK
WIDI SATYA CHITRA,DIRECTOR,False,ECII,PT ELECTRONIC CITY INDONESIA TBK
ANDREW JOSEPH RIGOLI,PRESIDENT DIRECTOR,False,EDGE,PT INDOINTERNET TBK
DONAULY ELENA SITUMORANG,DIRECTOR,False,EDGE,PT INDOINTERNET TBK
HORATIO VAI KEI CHAN,DIRECTOR,False,EDGE,PT INDOINTERNET TBK
AGUS ARIYANTO,DIRECTOR,False,EDGE,PT INDOINTERNET TBK
YUDIE HARYANTO,DIRECTOR,False,EDGE,PT INDOINTERNET TBK
JUDI WIDJAJA LEONARDI,PRESIDENT DIRECTOR,False,EKAD,EKADHARMA INTERNATIONAL TBK
LIE PHING,DIRECTOR,False,EKAD,EKADHARMA INTERNATIONAL TBK
LITTA INDRIYA ARIESCA,PRESIDENT DIRECTOR,False,ELSA,ELNUSA TBK
ANDRI HARIBOWO,DIRECTOR,False,ELSA,ELNUSA TBK
NELWIN ALDRIANSYAH,DIRECTOR,False,ELSA,ELNUSA TBK
