kodeEmiten,NamaEmiten,field,year,contextRef,id,name
AALI,ASTRA AGRO LESTARI TBK,idx-cor:CounterpartyName,2022,CurrentYearDuration_Rank5CounterpartyMember_ThirdPartyMember,IX02_1363_04290_00_0001,ARVEE INTERNATIONAL PTE LTD
AALI,ASTRA AGRO LESTARI TBK,idx-cor:CounterpartyName,2022,CurrentYearDuration_Rank3CounterpartyMember_ThirdPartyMember,IX02_1363_04286_00_0001,MEWAH MARKETING PTE LTD
AALI,ASTRA AGRO LESTARI TBK,idx-cor:CounterpartyName,2022,CurrentYearDuration_Rank2CounterpartyMember_ThirdPartyMember,IX02_1363_04284_00_0001,MMTC TRANSNATIONAL PTE LTD
AALI,ASTRA AGRO LESTARI TBK,idx-cor:CounterpartyName,2022,CurrentYearDuration_Rank1CounterpartyMember_RelatedPartyMember,IX02_1363_04281_00_0001,PT KREASIJAYA ADHIKARYA
AALI,ASTRA AGRO LESTARI TBK,idx-cor:CounterpartyName,2022,CurrentYearDuration_Rank6CounterpartyMember_ThirdPartyMember,IX02_1363_04292_00_0001,PT SARI DUMAI SEJATI
AALI,ASTRA AGRO LESTARI TBK,idx-cor:CounterpartyName,2022,CurrentYearDuration_Rank2CounterpartyMember_RelatedPartyMember,IX02_1363_04283_00_0001,PT TJAHJA SAKTI MOTOR
AALI,ASTRA AGRO LESTARI TBK,idx-cor:CounterpartyName,2022,CurrentYearDuration_Rank4CounterpartyMember_ThirdPartyMember,IX02_1363_04288_00_0001,TRUMP ASIA PACIFIC CORP LTD
AALI,ASTRA AGRO LESTARI TBK,idx-cor:CounterpartyName,2022,CurrentYearDuration_Rank1CounterpartyMember_ThirdPartyMember,IX02_1363_04282_00_0001,WILMAR TRADING PTE LTD
AALI,ASTRA AGRO LESTARI TBK,idx-cor:CounterpartyNameTradePayable,2022,CurrentYearDuration_Rank2CounterpartyMember_RelatedPartyMember_1,IX02_1446_20418_00_0001,ASTRA INTERNATIONAL TBK
AALI,ASTRA AGRO LESTARI TBK,idx-cor:CounterpartyNameTradePayable,2022,CurrentYearDuration_Rank6CounterpartyMember_RelatedPartyMember_1,IX02_1446_20458_00_0001,PT ASURANSI ASTRA BUANA
AALI,ASTRA AGRO LESTARI TBK,idx-cor:CounterpartyNameTradePayable,2022,CurrentYearDuration_Rank3CounterpartyMember_RelatedPartyMember_1,IX02_1446_20428_00_0001,PT BINA PERTIWI
AALI,ASTRA AGRO LESTARI TBK,idx-cor:CounterpartyNameTradePayable,2022,CurrentYearDuration_Rank7CounterpartyMember_RelatedPartyMember_1,IX02_1446_20468_00_0001,PT SERASI AUTORAYA
AALI,ASTRA AGRO LESTARI TBK,idx-cor:CounterpartyNameTradePayable,2022,CurrentYearDuration_Rank8CounterpartyMember_RelatedPartyMember_1,IX02_1446_20478_00_0001,PT SERASI SHIPPING INDONESIA
AALI,ASTRA AGRO LESTARI TBK,idx-cor:CounterpartyNameTradePayable,2022,CurrentYearDuration_Rank5CounterpartyMember_RelatedPartyMember_1,IX02_1446_20448_00_0001,PT SWADAYA HARAPAN NUSANTARA
AALI,ASTRA AGRO LESTARI TBK,idx-cor:CounterpartyNameTradePayable,2022,CurrentYearDuration_Rank4CounterpartyMember_RelatedPartyMember_1,IX02_1446_20438_00_0001,PT TRAKTOR NUSANTARA
AALI,ASTRA AGRO LESTARI TBK,idx-cor:CounterpartyNameTradePayable,2022,CurrentYearDuration_Rank9CounterpartyMember_RelatedPartyMember_1,IX02_1446_20488_00_0001,PT UNITED TRACTORS PANDU ENGINEERING
AALI,ASTRA AGRO LESTARI TBK,idx-cor:CounterpartyNameTradePayable,2022,CurrentYearDuration_Rank1CounterpartyMember_RelatedPartyMember_1,IX02_1446_20408_00_0001,UNITED TRACTORS TBK
AALI,ASTRA AGRO LESTARI TBK,idx-cor:PartyName,2022,CurrentYearDuration_RelatedParty1Member,IX02_1373_00306_00_0001,ASTRA-KLK PTE LTD
AALI,ASTRA AGRO LESTARI TBK,idx-cor:PartyName,2022,CurrentYearDuration_RelatedParty2Member,IX02_1373_00307_00_0001,PT KREASIJAYA ADHIKARYA
AALI,ASTRA AGRO LESTARI TBK,idx-cor:PartyName,2022,CurrentYearDuration_RelatedParty3Member,IX02_1373_00308_00_0001,PT TJAHJA SAKTI MOTOR
ABMM,ABM INVESTAMA TBK,idx-cor:CounterpartyName,2022,CurrentYearDuration_Rank5CounterpartyMember_ThirdPartyMember,IX02_1363_04290_00_0001,AGARWAL COAL CORPORATION PVT LTD
ABMM,ABM INVESTAMA TBK,idx-cor:CounterpartyName,2023,CurrentYearDuration_1620300_Rank6CounterpartyMember_ThirdPartyMember,IXF1620300E02_1368_00055_00_0001,CHINA BAI GUI INTERNATIONAL TRADE LTD
ABMM,ABM INVESTAMA TBK,idx-cor:CounterpartyName,2022,CurrentYearDuration_Rank8CounterpartyMember_ThirdPartyMember,IX02_1363_04296_00_0001,PAN ASIA TRADELINK PTE LTD
ABMM,ABM INVESTAMA TBK,idx-cor:CounterpartyName,2023,CurrentYearDuration_1620300_Rank5CounterpartyMember_ThirdPartyMember,IXF1620300E02_1368_00053_00_0001,PT AMMAN MINERAL NUSA TENGGARA
ABMM,ABM INVESTAMA TBK,idx-cor:CounterpartyName,2023,CurrentYearDuration_1620300_Rank7CounterpartyMember_ThirdPartyMember,IXF1620300E02_1368_00057_00_0001,PT BANGUN OLAHSARANA SUKSES
ABMM,ABM INVESTAMA TBK,idx-cor:CounterpartyName,2024,CurrentYearDuration_1620300_Rank6CounterpartyMember_RelatedPartyMember,IXF1620300E02_1368_00054_00_0001,PT BARA ENERGI LESTARI
ABMM,ABM INVESTAMA TBK,idx-cor:CounterpartyName,2023,CurrentYearDuration_1620300_Rank3CounterpartyMember_ThirdPartyMember,IXF1620300E02_1368_00049_00_0001,PT BERKAT MURAH REJEKI
ABMM,ABM INVESTAMA TBK,idx-cor:CounterpartyName,2023,CurrentYearDuration_1620300_Rank10CounterpartyMember_ThirdPartyMember,IXF1620300E02_1368_00043_00_0001,PT BERKAT NUSANTARA INDAH
ABMM,ABM INVESTAMA TBK,idx-cor:CounterpartyName,2023,CurrentYearDuration_1620300_Rank1CounterpartyMember_ThirdPartyMember,IXF1620300E02_1368_00045_00_0001,PT BINUANG MITRA BERSAMA BLOK DUA
ABMM,ABM INVESTAMA TBK,idx-cor:CounterpartyName,2024,CurrentYearDuration_1620300_Rank1CounterpartyMember_RelatedPartyMember,IXF1620300E02_1368_00044_00_0001,PT BORNEO INDOBARA
ABMM,ABM INVESTAMA TBK,idx-cor:CounterpartyName,2024,CurrentYearDuration_1620300_Rank10CounterpartyMember_RelatedPartyMember,IXF1620300E02_1368_00042_00_0001,PT BUNGO BARA MAKMUR
ABMM,ABM INVESTAMA TBK,idx-cor:CounterpartyName,2024,CurrentYearDuration_1620300_Rank9CounterpartyMember_RelatedPartyMember,IXF1620300E02_1368_00060_00_0001,PT BUNGO BARA UTAMA
ABMM,ABM INVESTAMA TBK,idx-cor:CounterpartyName,2024,CurrentYearDuration_1620300_Rank8CounterpartyMember_RelatedPartyMember,IXF1620300E02_1368_00058_00_0001,PT CHAKRA JAWARA
ABMM,ABM INVESTAMA TBK,idx-cor:CounterpartyName,2023,CurrentYearDuration_1620300_Rank10CounterpartyMember_RelatedPartyMember,IXF1620300E02_1368_00042_00_0001,PT CHITRA PARATAMA
ABMM,ABM INVESTAMA TBK,idx-cor:CounterpartyName,2023,CurrentYearDuration_1620300_Rank4CounterpartyMember_ThirdPartyMember,IXF1620300E02_1368_00051_00_0001,PT DIZAMATRA POWERINDO
ABMM,ABM INVESTAMA TBK,idx-cor:CounterpartyName,2022,CurrentYearDuration_Rank8CounterpartyMember_RelatedPartyMember,IX02_1363_04295_00_0001,PT ENERGI ALAMRAYA SEMESTA
ABMM,ABM INVESTAMA TBK,idx-cor:CounterpartyName,2023,CurrentYearDuration_1620300_Rank2CounterpartyMember_ThirdPartyMember,IXF1620300E02_1368_00047_00_0001,PT ENERGI BATUBARA LESTARI
ABMM,ABM INVESTAMA TBK,idx-cor:CounterpartyName,2022,CurrentYearDuration_Rank9CounterpartyMember_ThirdPartyMember,IX02_1363_04298_00_0001,PT FREEPORT INDONESIA
ABMM,ABM INVESTAMA TBK,idx-cor:CounterpartyName,2022,CurrentYearDuration_Rank2CounterpartyMember_ThirdPartyMember,IX02_1363_04284_00_0001,PT INTI MURNI KENCANA
ABMM,ABM INVESTAMA TBK,idx-cor:CounterpartyName,2022,CurrentYearDuration_Rank10CounterpartyMember_ThirdPartyMember,IX02_1363_04280_00_0001,PT KALTIM PRIMA COAL
ABMM,ABM INVESTAMA TBK,idx-cor:CounterpartyName,2024,CurrentYearDuration_1620300_Rank4CounterpartyMember_RelatedPartyMember,IXF1620300E02_1368_00050_00_0001,PT KUANSING INTI MAKMUR
ABMM,ABM INVESTAMA TBK,idx-cor:CounterpartyName,2024,CurrentYearDuration_1620300_Rank3CounterpartyMember_RelatedPartyMember,IXF1620300E02_1368_00048_00_0001,PT MIFA BERSAUDARA
ABMM,ABM INVESTAMA TBK,idx-cor:CounterpartyName,2024,CurrentYearDuration_1620300_Rank2CounterpartyMember_RelatedPartyMember,IXF1620300E02_1368_00046_00_0001,PT MULTI HARAPAN UTAMA
ABMM,ABM INVESTAMA TBK,idx-cor:CounterpartyName,2023,CurrentYearDuration_1620300_Rank9CounterpartyMember_ThirdPartyMember,IXF1620300E02_1368_00061_00_0001,PT MUTIARA TANJUNG LESTARI
ABMM,ABM INVESTAMA TBK,idx-cor:CounterpartyName,2024,CurrentYearDuration_1620300_Rank7CounterpartyMember_RelatedPartyMember,IXF1620300E02_1368_00056_00_0001,PT SUMBERDAYA SEWATAMA
ABMM,ABM INVESTAMA TBK,idx-cor:CounterpartyName,2024,CurrentYearDuration_1620300_Rank5CounterpartyMember_RelatedPartyMember,IXF1620300E02_1368_00052_00_0001,PT TRAKINDO UTAMA
ABMM,ABM INVESTAMA TBK,idx-cor:CounterpartyName,2023,CurrentYearDuration_1620300_Rank8CounterpartyMember_ThirdPartyMember,IXF1620300E02_1368_00059_00_0001,PT TRI SAPTA SEJAHTERA
ABMM,ABM INVESTAMA TBK,idx-cor:CounterpartyName,2022,CurrentYearDuration_Rank9CounterpartyMember_RelatedPartyMember,IX02_1363_04297_00_0001,VEGA ORIENT LINE PTE LTD
ABMM,ABM INVESTAMA TBK,idx-cor:CounterpartyNameTradePayable,2024,CurrentYearDuration_1640300_Rank6CounterpartyMember_RelatedPartyMember,IXF1640300E02_1451_00052_00_0001,HALCON PRIMO LOGISTICS PTE LTD
ABMM,ABM INVESTAMA TBK,idx-cor:CounterpartyNameTradePayable,2023,PriorEndYearDuration_1640300_Rank2CounterpartyMember_ThirdPartyMember,IXF1640300E02_1451_00089_00_0001,PT AKR CORPORINDO TBK
ABMM,ABM INVESTAMA TBK,idx-cor:CounterpartyNameTradePayable,2023,CurrentYearDuration_1640300_Rank9CounterpartyMember_ThirdPartyMember,IXF1640300E02_1451_00059_00_0001,PT ANDAKARA NIAGA BUMI
ABMM,ABM INVESTAMA TBK,idx-cor:CounterpartyNameTradePayable,2023,CurrentYearDuration_1640300_Rank4CounterpartyMember_ThirdPartyMember,IXF1640300E02_1451_00049_00_0001,PT BAGONG DEKAKA MAKMUR
ABMM,ABM INVESTAMA TBK,idx-cor:CounterpartyNameTradePayable,2024,CurrentYearDuration_1640300_Rank4CounterpartyMember_RelatedPartyMember,IXF1640300E02_1451_00048_00_0001,PT CHAKRA JAWARA
ABMM,ABM INVESTAMA TBK,idx-cor:CounterpartyNameTradePayable,2024,CurrentYearDuration_1640300_Rank10CounterpartyMember_RelatedPartyMember,IXF1640300E02_1451_00040_00_0001,PT CHANDRA SAKTI UTAMA LEASING
ABMM,ABM INVESTAMA TBK,idx-cor:CounterpartyNameTradePayable,2024,CurrentYearDuration_1640300_Rank2CounterpartyMember_RelatedPartyMember,IXF1640300E02_1451_00044_00_0001,PT CHITRA PARATAMA
ABMM,ABM INVESTAMA TBK,idx-cor:CounterpartyNameTradePayable,2023,CurrentYearDuration_1640300_Rank8CounterpartyMember_ThirdPartyMember,IXF1640300E02_1451_00057_00_0001,PT DAHANA (PERSERO)
ABMM,ABM INVESTAMA TBK,idx-cor:CounterpartyNameTradePayable,2023,CurrentYearDuration_1640300_Rank6CounterpartyMember_ThirdPartyMember,IXF1640300E02_1451_00053_00_0001,PT HANWHA MINING SERVICES INDONESIA
ABMM,ABM INVESTAMA TBK,idx-cor:CounterpartyNameTradePayable,2023,PriorEndYearDuration_1640300_Rank5CounterpartyMember_ThirdPartyMember,IXF1640300E02_1451_00095_00_0001,PT HEXINDO ADIPERKASA TBK
ABMM,ABM INVESTAMA TBK,idx-cor:CounterpartyNameTradePayable,2023,CurrentYearDuration_1640300_Rank4CounterpartyMember_RelatedPartyMember,IXF1640300E02_1451_00048_00_0001,PT KARYA KHARISMA MANDIRI
ABMM,ABM INVESTAMA TBK,idx-cor:CounterpartyNameTradePayable,2024,CurrentYearDuration_1640300_Rank5CounterpartyMember_RelatedPartyMember,IXF1640300E02_1451_00050_00_0001,PT MITRA SOLUSI TELEMATIKA
ABMM,ABM INVESTAMA TBK,idx-cor:CounterpartyNameTradePayable,2024,CurrentYearDuration_1640300_Rank9CounterpartyMember_RelatedPartyMember,IXF1640300E02_1451_00058_00_0001,PT NAGATA BISMA SHAKTI
ABMM,ABM INVESTAMA TBK,idx-cor:CounterpartyNameTradePayable,2022,CurrentYearDuration_Rank10CounterpartyMember_ThirdPartyMember_1,IX02_1446_20403_00_0001,PT PERTAMINA LUBRICANTS
ABMM,ABM INVESTAMA TBK,idx-cor:CounterpartyNameTradePayable,2023,CurrentYearDuration_1640300_Rank1CounterpartyMember_ThirdPartyMember,IXF1640300E02_1451_00043_00_0001,PT PERTAMINA PATRA NIAGA
ABMM,ABM INVESTAMA TBK,idx-cor:CounterpartyNameTradePayable,2023,CurrentYearDuration_1640300_Rank3CounterpartyMember_ThirdPartyMember,IXF1640300E02_1451_00047_00_0001,PT SEFAS PELINDOTAMA
ABMM,ABM INVESTAMA TBK,idx-cor:CounterpartyNameTradePayable,2024,CurrentYearDuration_1640300_Rank7CounterpartyMember_RelatedPartyMember,IXF1640300E02_1451_00054_00_0001,PT SUMBERDAYA SEWATAMA
ABMM,ABM INVESTAMA TBK,idx-cor:CounterpartyNameTradePayable,2024,CurrentYearDuration_1640300_Rank8CounterpartyMember_RelatedPartyMember,IXF1640300E02_1451_00056_00_0001,PT TIARA MARGA TRAKINDO
ABMM,ABM INVESTAMA TBK,idx-cor:CounterpartyNameTradePayable,2023,CurrentYearDuration_1640300_Rank10CounterpartyMember_ThirdPartyMember,IXF1640300E02_1451_00041_00_0001,PT TIRTA NUSA BUANA
ABMM,ABM INVESTAMA TBK,idx-cor:CounterpartyNameTradePayable,2024,CurrentYearDuration_1640300_Rank1CounterpartyMember_RelatedPartyMember,IXF1640300E02_1451_00042_00_0001,PT TRAKINDO UTAMA
ABMM,ABM INVESTAMA TBK,idx-cor:CounterpartyNameTradePayable,2022,CurrentYearDuration_Rank10CounterpartyMember_RelatedPartyMember_1,IX02_1446_20398_00_0001,PT TRI SWARDANA UTAMA
ABMM,ABM INVESTAMA TBK,idx-cor:CounterpartyNameTradePayable,2024,CurrentYearDuration_1640300_Rank3CounterpartyMember_RelatedPartyMember,IXF1640300E02_1451_00046_00_0001,PT WARGI SANTOSA
ABMM,ABM INVESTAMA TBK,idx-cor:CounterpartyNameTradePayable,2023,PriorEndYearDuration_1640300_Rank7CounterpartyMember_ThirdPartyMember,IXF1640300E02_1451_00099_00_0001,UNITED TRACTORS TBK
ABMM,ABM INVESTAMA TBK,idx-cor:PartyName,2022,CurrentYearDuration_ThirdParty1Member,IX02_1373_00348_00_0001,MULIA GREEN RESOURCES PTE LTD
ABMM,ABM INVESTAMA TBK,idx-cor:PartyName,2024,CurrentYearDuration_1616000_RelatedParty8Member,IXF1616000E02_1378_00019_00_0001,PT BARA ENERGI LESTARI
ABMM,ABM INVESTAMA TBK,idx-cor:PartyName,2024,CurrentYearDuration_1619000_Party1Member,IXF1619000E02_1378_00010_00_0001,PT BINUANG MITRA BERSAMA BLOK DUA
ABMM,ABM INVESTAMA TBK,idx-cor:PartyName,2024,CurrentYearDuration_1616000_RelatedParty1Member,IXF1616000E02_1378_00012_00_0001,PT BORNEO INDOBARA
ABMM,ABM INVESTAMA TBK,idx-cor:PartyName,2024,CurrentYearDuration_1616000_RelatedParty6Member,IXF1616000E02_1378_00017_00_0001,PT BUNGO BARA MAKMUR
ABMM,ABM INVESTAMA TBK,idx-cor:PartyName,2024,CurrentYearDuration_1616000_RelatedParty5Member,IXF1616000E02_1378_00016_00_0001,PT BUNGO BARA UTAMA
ABMM,ABM INVESTAMA TBK,idx-cor:PartyName,2024,CurrentYearDuration_1616000_RelatedParty7Member,IXF1616000E02_1378_00018_00_0001,PT CHAKRA JAWARA
ABMM,ABM INVESTAMA TBK,idx-cor:PartyName,2023,CurrentYearDuration_1616000_RelatedParty9Member,IXF1616000E02_1378_00020_00_0001,PT CHITRA PARATAMA
ABMM,ABM INVESTAMA TBK,idx-cor:PartyName,2024,CurrentYearDuration_1616000_RelatedParty9Member,IXF1616000E02_1378_00020_00_0001,PT KUANSING INTI MAKMUR
ABMM,ABM INVESTAMA TBK,idx-cor:PartyName,2024,CurrentYearDuration_1616000_RelatedParty4Member,IXF1616000E02_1378_00015_00_0001,PT MIFA BERSAUDARA
ABMM,ABM INVESTAMA TBK,idx-cor:PartyName,2024,CurrentYearDuration_1616000_RelatedParty2Member,IXF1616000E02_1378_00013_00_0001,PT MULTI HARAPAN UTAMA
ABMM,ABM INVESTAMA TBK,idx-cor:PartyName,2024,CurrentYearDuration_1616000_RelatedParty10Member,IXF1616000E02_1378_00011_00_0001,PT SUMBERDAYA SEWATAMA
ABMM,ABM INVESTAMA TBK,idx-cor:PartyName,2024,CurrentYearDuration_1616000_RelatedParty3Member,IXF1616000E02_1378_00014_00_0001,PT TRAKINDO UTAMA
ABMM,ABM INVESTAMA TBK,idx-cor:PartyName,2023,PriorYearDuration_1616000_RelatedParty10Member,IXF1616000E02_1378_00035_00_0001,VEGA ORIENT LINE PTE LTD
ACES,PT ASPIRASI HIDUP INDONESIA TBK,idx-cor:PartyName,2024,CurrentYearDuration_1616000_ThirdParty4Member,IXF1616000E02_1378_00026_00_0001,HM SAMPOERNA TBK
ACES,PT ASPIRASI HIDUP INDONESIA TBK,idx-cor:PartyName,2024,CurrentYearDuration_1616000_ThirdParty7Member,IXF1616000E02_1378_00029_00_0001,PT AEON INDONESIA
ACES,PT ASPIRASI HIDUP INDONESIA TBK,idx-cor:PartyName,2022,PriorYearDuration_1616000_ThirdParty5Member,IXF1616000E02_1378_00051_00_0001,PT ANDIARTA MUZIZAT
ACES,PT ASPIRASI HIDUP INDONESIA TBK,idx-cor:PartyName,2024,CurrentYearDuration_1616000_RelatedParty10Member,IXF1616000E02_1378_00011_00_0001,PT ANUMANA GRAHA CANTIKA
ACES,PT ASPIRASI HIDUP INDONESIA TBK,idx-cor:PartyName,2024,CurrentYearDuration_1616000_ThirdParty8Member,IXF1616000E02_1378_00030_00_0001,PT BANK TABUNGAN NEGARA (PERSERO) TBK
ACES,PT ASPIRASI HIDUP INDONESIA TBK,idx-cor:PartyName,2024,CurrentYearDuration_1616000_RelatedParty8Member,IXF1616000E02_1378_00019_00_0001,PT CITRA BUMI AGUNG
ACES,PT ASPIRASI HIDUP INDONESIA TBK,idx-cor:PartyName,2024,CurrentYearDuration_1616000_RelatedParty9Member,IXF1616000E02_1378_00020_00_0001,PT DEPOTEKNIK DUTA PERKAKAS
ACES,PT ASPIRASI HIDUP INDONESIA TBK,idx-cor:PartyName,2023,CurrentYearDuration_1616000_RelatedParty6Member,IXF1616000E02_1378_00017_00_0001,PT FOODS BEVERAGES INDONESIA
ACES,PT ASPIRASI HIDUP INDONESIA TBK,idx-cor:PartyName,2023,CurrentYearDuration_1616000_ThirdParty9Member,IXF1616000E02_1378_00031_00_0001,PT FRISIAN FLAG INDONESIA
ACES,PT ASPIRASI HIDUP INDONESIA TBK,idx-cor:PartyName,2024,CurrentYearDuration_1616000_ThirdParty2Member,IXF1616000E02_1378_00024_00_0001,PT FUNWORLD PRIMA
ACES,PT ASPIRASI HIDUP INDONESIA TBK,idx-cor:PartyName,2023,CurrentYearDuration_1616000_ThirdParty7Member,IXF1616000E02_1378_00029_00_0001,PT GLOBAL DIGITAL NIAGA
ACES,PT ASPIRASI HIDUP INDONESIA TBK,idx-cor:PartyName,2023,CurrentYearDuration_1616000_RelatedParty8Member,IXF1616000E02_1378_00019_00_0001,PT GRAHA MAKMUR LESTARI
ACES,PT ASPIRASI HIDUP INDONESIA TBK,idx-cor:PartyName,2023,CurrentYearDuration_1616000_RelatedParty7Member,IXF1616000E02_1378_00018_00_0001,PT GRAHA SATWA PARAMITA
ACES,PT ASPIRASI HIDUP INDONESIA TBK,idx-cor:PartyName,2023,CurrentYearDuration_1616000_ThirdParty4Member,IXF1616000E02_1378_00026_00_0001,PT HALMAHERA PERSADA LYGEND
ACES,PT ASPIRASI HIDUP INDONESIA TBK,idx-cor:PartyName,2024,CurrentYearDuration_1616000_ThirdParty10Member,IXF1616000E02_1378_00022_00_0001,PT HERBALIFE INDONESIA
ACES,PT ASPIRASI HIDUP INDONESIA TBK,idx-cor:PartyName,2024,CurrentYearDuration_1616000_RelatedParty5Member,IXF1616000E02_1378_00016_00_0001,PT HOME CENTER INDONESIA
ACES,PT ASPIRASI HIDUP INDONESIA TBK,idx-cor:PartyName,2024,CurrentYearDuration_1616000_RelatedParty1Member,IXF1616000E02_1378_00012_00_0001,PT HOME CENTER INDONESIA RETAIL
ACES,PT ASPIRASI HIDUP INDONESIA TBK,idx-cor:PartyName,2024,CurrentYearDuration_1616000_ThirdParty5Member,IXF1616000E02_1378_00027_00_0001,PT JAYA DIGITAL PROPERTI
ACES,PT ASPIRASI HIDUP INDONESIA TBK,idx-cor:PartyName,2023,CurrentYearDuration_1616000_ThirdParty8Member,IXF1616000E02_1378_00030_00_0001,PT KARUNIA PERMAI SENTOSA
ACES,PT ASPIRASI HIDUP INDONESIA TBK,idx-cor:PartyName,2022,PriorYearDuration_1616000_RelatedParty10Member,IXF1616000E02_1378_00035_00_0001,PT KAWAN LAMA INOVASI
ACES,PT ASPIRASI HIDUP INDONESIA TBK,idx-cor:PartyName,2024,CurrentYearDuration_1616000_RelatedParty7Member,IXF1616000E02_1378_00018_00_0001,PT KAWAN LAMA SEJAHTERA
ACES,PT ASPIRASI HIDUP INDONESIA TBK,idx-cor:PartyName,2024,CurrentYearDuration_1616000_RelatedParty4Member,IXF1616000E02_1378_00015_00_0001,PT KAWAN LAMA SOLUSI
ACES,PT ASPIRASI HIDUP INDONESIA TBK,idx-cor:PartyName,2024,CurrentYearDuration_1616000_RelatedParty3Member,IXF1616000E02_1378_00014_00_0001,PT KRISBOW INDONESIA
ACES,PT ASPIRASI HIDUP INDONESIA TBK,idx-cor:PartyName,2022,PriorYearDuration_1616000_ThirdParty3Member,IXF1616000E02_1378_00049_00_0001,PT KURNIA BOGA NARAYAN
ACES,PT ASPIRASI HIDUP INDONESIA TBK,idx-cor:PartyName,2023,CurrentYearDuration_1616000_ThirdParty6Member,IXF1616000E02_1378_00028_00_0001,PT LIE LING INDONESIA
ACES,PT ASPIRASI HIDUP INDONESIA TBK,idx-cor:PartyName,2022,PriorYearDuration_1616000_ThirdParty9Member,IXF1616000E02_1378_00055_00_0001,PT LION SUPER INDO
ACES,PT ASPIRASI HIDUP INDONESIA TBK,idx-cor:PartyName,2022,PriorYearDuration_1616000_ThirdParty4Member,IXF1616000E02_1378_00050_00_0001,PT MANDIRI BANGUN MAKMUR
ACES,PT ASPIRASI HIDUP INDONESIA TBK,idx-cor:PartyName,2023,CurrentYearDuration_1616000_ThirdParty10Member,IXF1616000E02_1378_00022_00_0001,PT MATAHARI GRAHA FANTASI
ACES,PT ASPIRASI HIDUP INDONESIA TBK,idx-cor:PartyName,2024,CurrentYearDuration_1616000_ThirdParty3Member,IXF1616000E02_1378_00025_00_0001,PT MINISO LIFESTYLE TRADING INDONESIA
ACES,PT ASPIRASI HIDUP INDONESIA TBK,idx-cor:PartyName,2022,PriorYearDuration_1616000_RelatedParty8Member,IXF1616000E02_1378_00043_00_0001,PT SAHABAT KOTA WISATA
ACES,PT ASPIRASI HIDUP INDONESIA TBK,idx-cor:PartyName,2024,CurrentYearDuration_1616000_RelatedParty2Member,IXF1616000E02_1378_00013_00_0001,PT SENANG MAIN LINCAH
ACES,PT ASPIRASI HIDUP INDONESIA TBK,idx-cor:PartyName,2024,CurrentYearDuration_1616000_ThirdParty1Member,IXF1616000E02_1378_00023_00_0001,PT SHOPEE INTERNATIONAL INDONESIA
ACES,PT ASPIRASI HIDUP INDONESIA TBK,idx-cor:PartyName,2022,PriorYearDuration_1616000_ThirdParty8Member,IXF1616000E02_1378_00054_00_0001,PT SICEPAT EKSPRES INDONESIA
ACES,PT ASPIRASI HIDUP INDONESIA TBK,idx-cor:PartyName,2024,CurrentYearDuration_1616000_RelatedParty6Member,IXF1616000E02_1378_00017_00_0001,PT TIGA DUA DELAPAN
ACES,PT ASPIRASI HIDUP INDONESIA TBK,idx-cor:PartyName,2024,CurrentYearDuration_1616000_ThirdParty6Member,IXF1616000E02_1378_00028_00_0001,PT TOKOPEDIA
ACES,PT ASPIRASI HIDUP INDONESIA TBK,idx-cor:PartyName,2022,CurrentYearDuration_ThirdParty7Member,IX02_1373_00354_00_0001,YAYASAN BUDDHA TZU CHI INDONESIA
ACST,PT ACSET INDONUSA TBK,idx-cor:CounterpartyName,2023,CurrentYearDuration_1620300_Rank8CounterpartyMember_ThirdPartyMember,IXF1620300E02_1368_00059_00_0001,ASIANA SENOPATI
ACST,PT ACSET INDONUSA TBK,idx-cor:CounterpartyName,2023,CurrentYearDuration_1620300_Rank7CounterpartyMember_ThirdPartyMember,IXF1620300E02_1368_00057_00_0001,MEGA DAYA PRIMA
ACST,PT ACSET INDONUSA TBK,idx-cor:CounterpartyName,2023,CurrentYearDuration_1620300_Rank9CounterpartyMember_ThirdPartyMember,IXF1620300E02_1368_00061_00_0001,PELITA RELIANCE INTERNATIONAL HOSPI
ACST,PT ACSET INDONUSA TBK,idx-cor:CounterpartyName,2023,CurrentYearDuration_1620300_Rank6CounterpartyMember_ThirdPartyMember,IXF1620300E02_1368_00055_00_0001,PT ADHI KARYA (PERSERO) TBK
ACST,PT ACSET INDONUSA TBK,idx-cor:CounterpartyName,2023,CurrentYearDuration_1620300_Rank2CounterpartyMember_ThirdPartyMember,IXF1620300E02_1368_00047_00_0001,PT ALFA GOLDLAND REALTY
ACST,PT ACSET INDONUSA TBK,idx-cor:CounterpartyName,2023,CurrentYearDuration_1620300_Rank10CounterpartyMember_ThirdPartyMember,IXF1620300E02_1368_00043_00_0001,PT AMMAN MINERAL NUSA TENGGARA
ACST,PT ACSET INDONUSA TBK,idx-cor:CounterpartyName,2023,CurrentYearDuration_1620300_Rank9CounterpartyMember_RelatedPartyMember,IXF1620300E02_1368_00060_00_0001,PT ASTRA DAIHATSU MOTOR
ACST,PT ACSET INDONUSA TBK,idx-cor:CounterpartyName,2023,CurrentYearDuration_1620300_Rank7CounterpartyMember_RelatedPartyMember,IXF1620300E02_1368_00056_00_0001,PT ASTRA HONDA MOTOR
ACST,PT ACSET INDONUSA TBK,idx-cor:CounterpartyName,2023,CurrentYearDuration_1620300_Rank4CounterpartyMember_RelatedPartyMember,IXF1620300E02_1368_00050_00_0001,PT ASTRA TOL NUSANTARA
