Nama,Jabatan,Independen,KodeEmiten,NamaEmiten
SABAM HUTAJULU,COMMISSIONER,True,EDGE,PT INDOINTERNET TBK
EMIL BACHTIAR,PRESIDENT COMMISIONER,True,EKAD,EKADHARMA INTERNATIONAL TBK
RUDY KURNIAWAN LEONARDI,COMMISSIONER,False,EKAD,EKADHARMA INTERNATIONAL TBK
PURWADI ARIANTO,PRESIDENT COMMISIONER,False,ELSA,ELNUSA TBK
VITRI CAHYANINGSIH MALLARANGENG,COMMISSIONER,False,ELSA,ELNUSA TBK
ABDUL HAKIM,COMMISSIONER,True,ELSA,ELNUSA TBK
FARAZANDI FIDINANSYAH,COMMISSIONER,True,ELSA,ELNUSA TBK
BAMBANG IRAWAN HENDRADI,PRESIDENT COMMISIONER,False,ELTY,BAKRIELAND DEVELOPMENT TBK
ARMANSYAH YAMIN,COMMISSIONER,False,ELTY,BAKRIELAND DEVELOPMENT TBK
KANAKA PURADIREDJA,COMMISSIONER,True,ELTY,BAKRIELAND DEVELOPMENT TBK
BARBARA ANGELA BARAK RIMBA,PRESIDENT COMMISIONER,False,EMDE,MEGAPOLITAN DEVELOPMENTS TBK
JENNIFER BARAK RIMBA,COMMISSIONER,False,EMDE,MEGAPOLITAN DEVELOPMENTS TBK
HONGISISILIA,COMMISSIONER,True,EMDE,MEGAPOLITAN DEVELOPMENTS TBK
ANTON BACHRUL ALAM,COMMISSIONER,True,EMDE,MEGAPOLITAN DEVELOPMENTS TBK
EDDY K SARIAATMADJA,PRESIDENT COMMISIONER,False,EMTK,ELANG MAHKOTA TEKNOLOGI TBK
SUSANTO SUWARTO,COMMISSIONER,False,EMTK,ELANG MAHKOTA TEKNOLOGI TBK
STAN MARINGKA,COMMISSIONER,True,EMTK,ELANG MAHKOTA TEKNOLOGI TBK
MARIANNA SUTADI,COMMISSIONER,True,EMTK,ELANG MAHKOTA TEKNOLOGI TBK
CHRISTIAN SUGIARTO,PRESIDENT COMMISIONER,False,ENAK,PT CHAMP RESTO INDONESIA TBK
AGUSTINA SUPRIYANI KARDONO,COMMISSIONER,True,ENAK,PT CHAMP RESTO INDONESIA TBK
SJARIFUL HAQ,COMMISSIONER,False,ENAK,PT CHAMP RESTO INDONESIA TBK
M NOOR RACHMAN SOEJOETI,COMMISSIONER,True,ENAK,PT CHAMP RESTO INDONESIA TBK
BAMBANG ISMAWAN,COMMISSIONER,True,ENAK,PT CHAMP RESTO INDONESIA TBK
SUYITNO PATMOSUKISMO,COMMISSIONER,False,ENRG,ENERGI MEGA PERSADA TBK
RUDIANTO RIMBONO,COMMISSIONER,False,ENRG,ENERGI MEGA PERSADA TBK
RIZAL MALLARANGENG,COMMISSIONER,False,ENRG,ENERGI MEGA PERSADA TBK
SYAMSU ALAM,COMMISSIONER,True,ENRG,ENERGI MEGA PERSADA TBK
GITA RUSMIDA SJAHRIR,COMMISSIONER,True,ENRG,ENERGI MEGA PERSADA TBK
UTARYO SUWANTO,PRESIDENT COMMISIONER,False,ENRG,ENERGI MEGA PERSADA TBK
MULIANDY NASUTION,PRESIDENT COMMISIONER,True,ENVY,PT ENVY TECHNOLOGIES INDONESIA TBK
VOON SZE LIN,COMMISSIONER,False,ENVY,PT ENVY TECHNOLOGIES INDONESIA TBK
WAN KAMARUL ZAMAN BIN WAN YAACOB,COMMISSIONER,True,ENVY,PT ENVY TECHNOLOGIES INDONESIA TBK
SUNGKANA,COMMISSIONER,True,ENVY,PT ENVY TECHNOLOGIES INDONESIA TBK
GRACE ERNAWAN,PRESIDENT COMMISIONER,False,ENZO,PT MORENZO ABADI PERKASA TBK
EVI MARINI,COMMISSIONER,True,ENZO,PT MORENZO ABADI PERKASA TBK
ALEX BUDIARJO,PRESIDENT COMMISIONER,False,EPAC,PT MEGALESTARI EPACK SENTOSARAYA TBK
BONG KIOEN THIAN,COMMISSIONER,True,EPAC,PT MEGALESTARI EPACK SENTOSARAYA TBK
RONNY HADIANA,PRESIDENT COMMISIONER,False,EPMT,ENSEVAL PUTERA MEGATRADING TBK
SANADI BOENJAMIN,COMMISSIONER,False,EPMT,ENSEVAL PUTERA MEGATRADING TBK
ARIANTI ANAYA,COMMISSIONER,True,EPMT,ENSEVAL PUTERA MEGATRADING TBK
PRE AGUSTA SUSWANTORO,COMMISSIONER,True,EPMT,ENSEVAL PUTERA MEGATRADING TBK
ANGELIQUE ARYANTO,COMMISSIONER,False,EPMT,ENSEVAL PUTERA MEGATRADING TBK
ALEXANDER HALIM KUSUMA,PRESIDENT COMMISIONER,False,ERAA,ERAJAYA SWASEMBADA TBK
RICHARD HALIM KUSUMA,COMMISSIONER,False,ERAA,ERAJAYA SWASEMBADA TBK
LIM BING TJAY,COMMISSIONER,True,ERAA,ERAJAYA SWASEMBADA TBK
I GUSTI PUTU SURYAWIRAWAN,COMMISSIONER,True,ERAA,ERAJAYA SWASEMBADA TBK
ANDREAS HARUN DJUMADI,COMMISSIONER,False,ERAA,ERAJAYA SWASEMBADA TBK
RICHARD M HARJANI,COMMISSIONER,False,ERAA,ERAJAYA SWASEMBADA TBK
MANIWANEN,PRESIDENT COMMISIONER,False,ERTX,ERATEX DJAJA TBK
SASIVANEN,COMMISSIONER,False,ERTX,ERATEX DJAJA TBK
TONNY POERNOMO,COMMISSIONER,True,ERTX,ERATEX DJAJA TBK
MARISSA JEANNE MAREN BARAGAR,COMMISSIONER,False,ERTX,ERATEX DJAJA TBK
AHMAD DAHLAN,COMMISSIONER,True,ERTX,ERATEX DJAJA TBK
SANDRA KUSUMADEWI,KOMISARIS UTAMA,False,ESIP,PT SINERGI INTI PLASTINDO TBK
CHRISTOPHER BEN FARMER,KOMISARIS,True,ESIP,PT SINERGI INTI PLASTINDO TBK
HAMID AWALUDDIN,PRESIDENT COMMISIONER,True,ESSA,ESSA INDUSTRIES INDONESIA TBK
RAHUL PURI,COMMISSIONER,False,ESSA,ESSA INDUSTRIES INDONESIA TBK
IDA BAGUS RAHMADI SUPANCANA,COMMISSIONER,True,ESSA,ESSA INDUSTRIES INDONESIA TBK
ARIF RACHMAT,COMMISSIONER,False,ESSA,ESSA INDUSTRIES INDONESIA TBK
CHANDER VINOD LAROYA,VICE PRESIDENT COMMISIONER,False,ESSA,ESSA INDUSTRIES INDONESIA TBK
BHAVNA LAROYA,COMMISSIONER,False,ESSA,ESSA INDUSTRIES INDONESIA TBK
JOGA ARJANTO ADHIMULJONO,PRESIDENT COMMISIONER,False,ESTA,PT ESTA MULTI USAHA TBK
ALKIE SAMUEL SUTANDRA,COMMISSIONER,True,ESTA,PT ESTA MULTI USAHA TBK
EMMY RANOEWIDJOJO,PRESIDENT COMMISIONER,False,ESTI,EVER SHINE TEXTILE INDUSTRY TBK
ARYANTO AGUS MULYO,COMMISSIONER,True,ESTI,EVER SHINE TEXTILE INDUSTRY TBK
WIRAWAN,COMMISSIONER,True,ESTI,EVER SHINE TEXTILE INDUSTRY TBK
M ARSJAD RASJID PM,PRESIDENT COMMISIONER,False,EXCL,PT XLSMART TELECOM SEJAHTERA TBK
VIVEK SOOD,COMMISSIONER,False,EXCL,PT XLSMART TELECOM SEJAHTERA TBK
LAY KRISNAN CAHYA,COMMISSIONER,False,EXCL,PT XLSMART TELECOM SEJAHTERA TBK
NIK RIZAL KAMIL BIN NIK IBRAHIM KAMIL,COMMISSIONER,False,EXCL,PT XLSMART TELECOM SEJAHTERA TBK
SEAN QUEK CHIN HAUR,COMMISSIONER,False,EXCL,PT XLSMART TELECOM SEJAHTERA TBK
DAVID ROBERT DEAN,COMMISSIONER,False,EXCL,PT XLSMART TELECOM SEJAHTERA TBK
RETNO LESTARI PRIANSARI MARSUDI,COMMISSIONER,True,EXCL,PT XLSMART TELECOM SEJAHTERA TBK
ROBERT PAKPAHAN,COMMISSIONER,True,EXCL,PT XLSMART TELECOM SEJAHTERA TBK
WILLEM LUCAS TIMMERMANS,COMMISSIONER,True,EXCL,PT XLSMART TELECOM SEJAHTERA TBK
DONNY,PRESIDENT COMMISIONER,False,FAPA,PT FAP AGRI TBK
MUHAMAD SALIM,COMMISSIONER,True,FAPA,PT FAP AGRI TBK
ANTHONI SALIM,PRESIDENT COMMISIONER,False,FAST,PT FAST FOOD INDONESIA TBK
NONI ROSALIA GELAEL BARKI,VICE PRESIDENT COMMISIONER,False,FAST,PT FAST FOOD INDONESIA TBK
ELISABETH GELAEL,COMMISSIONER,False,FAST,PT FAST FOOD INDONESIA TBK
BENNY SETIAWAN SANTOSO,COMMISSIONER,False,FAST,PT FAST FOOD INDONESIA TBK
ACHMAD BAIQUNI,COMMISSIONER,True,FAST,PT FAST FOOD INDONESIA TBK
GUNAWAN SOLAIMAN,COMMISSIONER,True,FAST,PT FAST FOOD INDONESIA TBK
ROONGROTE RANGSIYOPASH,PRESIDENT COMMISIONER,False,FASW,FAJAR SURYA WISESA TBK
CHOLANAT YANARANOP,COMMISSIONER,False,FASW,FAJAR SURYA WISESA TBK
VIBUL TUANGSITTHISOMBAT,COMMISSIONER,False,FASW,FAJAR SURYA WISESA TBK
WICHAN JITPUKDEE,COMMISSIONER,False,FASW,FAJAR SURYA WISESA TBK
VILIA SULISTYO,COMMISSIONER,False,FASW,FAJAR SURYA WISESA TBK
LIM CHONG THIAN,COMMISSIONER,True,FASW,FAJAR SURYA WISESA TBK
SUDARMANTO,COMMISSIONER,True,FASW,FAJAR SURYA WISESA TBK
TONY TJANDRA,COMMISSIONER,True,FASW,FAJAR SURYA WISESA TBK
ROY TEGUH,COMMISSIONER,False,FASW,FAJAR SURYA WISESA TBK
SHANIA MANOJ PUNJABI,PRESIDENT COMMISIONER,False,FILM,PT MD ENTERTAINMENT TBK
SANJEVA ADVANI,COMMISSIONER,False,FILM,PT MD ENTERTAINMENT TBK
DIAN ADHITAMA,COMMISSIONER,True,FILM,PT MD ENTERTAINMENT TBK
FARHAN RIO GUNAWAN,COMMISSIONER,False,FISH,FKS MULTI AGRO TBK
HERWAN NG,COMMISSIONER,True,FISH,FKS MULTI AGRO TBK
MARSETIO,COMMISSIONER,True,FISH,FKS MULTI AGRO TBK
KUSNARTO,COMMISSIONER,False,FISH,FKS MULTI AGRO TBK
V SUHARTONO SURATMAN,PRESIDENT COMMISIONER,False,FISH,FKS MULTI AGRO TBK
IDA HAERANI,COMMISSIONER,True,FITT,PT HOTEL FITRA INTERNATIONAL TBK
SITI RAHAYU,PRESIDENT COMMISIONER,False,FITT,PT HOTEL FITRA INTERNATIONAL TBK
THERESIA INDRA WIRAWAN,PRESIDENT COMMISIONER,False,FLMC,PT FALMACO NONWOVEN INDUSTRI TBK
MICHELLE EVANGELINE HANAFI,COMMISSIONER,False,FLMC,PT FALMACO NONWOVEN INDUSTRI TBK
SARI RAHMAWATI,COMMISSIONER,True,FLMC,PT FALMACO NONWOVEN INDUSTRI TBK
TEDDY GUNAWAN,PRESIDENT COMMISIONER,False,FMII,FORTUNE MATE INDONESIA TBK
LISAJANA,COMMISSIONER,True,FMII,FORTUNE MATE INDONESIA TBK
HARIJANTO,COMMISSIONER,False,FMII,FORTUNE MATE INDONESIA TBK
RHEZA REYNALD RIADY SUSANTO,COMMISSIONER,False,FOOD,PT SENTRA FOOD INDONESIA TBK
IWAN GOGO BONARDO PARSAULIAN PANJAITAN,COMMISSIONER,False,FOOD,PT SENTRA FOOD INDONESIA TBK
ANDREAS SUGIHARDJO TJENDANA,COMMISSIONER,True,FOOD,PT SENTRA FOOD INDONESIA TBK
CARL LENNART DILLNER,PRESIDENT COMMISIONER,False,FORU,FORTUNE INDONESIA TBK
TOTO SETYOADI MURDIONO,COMMISSIONER,True,FORU,FORTUNE INDONESIA TBK
JANG SEON PYO,PRESIDENT COMMISIONER,False,FPNI,PT LOTTE CHEMICAL TITAN TBK
HENDANG TANUSDJAJA,COMMISSIONER,True,FPNI,PT LOTTE CHEMICAL TITAN TBK
ANTON SANTOSO,PRESIDENT COMMISIONER,False,FUJI,PT FUJI FINANCE INDONESIA TBK
FREDDY SANTOSO,COMMISSIONER,False,FUJI,PT FUJI FINANCE INDONESIA TBK
ANASTASIA CHRISTINAWATI JAYA SAPUTRA,COMMISSIONER,True,FUJI,PT FUJI FINANCE INDONESIA TBK
JO DENIE,PRESIDENT COMMISIONER,False,GDST,GUNAWAN DIANJAYA STEEL TBK
HENDAR WIRAWAN,COMMISSIONER,True,GDST,GUNAWAN DIANJAYA STEEL TBK
BUDIMAN HUSIN,COMMISSIONER,False,GDYR,GOODYEAR INDONESIA TBK
HERWAN NG,COMMISSIONER,True,GDYR,GOODYEAR INDONESIA TBK
KRISTIAN DAVID HOEH,PRESIDENT COMMISIONER,False,GDYR,GOODYEAR INDONESIA TBK
DEDY ROCHIMAT,PRESIDENT COMMISIONER,False,GEMA,GEMA GRAHASARANA TBK
PULUNG PERANGINANGIN,COMMISSIONER,False,GEMA,GEMA GRAHASARANA TBK
AGUSTINUS PURNA IRAWAN,COMMISSIONER,False,GEMA,GEMA GRAHASARANA TBK
BAMBANG PERMANTORO,COMMISSIONER,True,GEMA,GEMA GRAHASARANA TBK
EKO SUHARTANTO,COMMISSIONER,True,GEMA,GEMA GRAHASARANA TBK
LOKITA PRASETYA,PRESIDENT COMMISIONER,False,GEMS,GOLDEN ENERGY MINES TBK
ACHMAD ANANDA DJAJANEGARA,VICE PRESIDENT COMMISIONER,False,GEMS,GOLDEN ENERGY MINES TBK
ALEX SUTANTO,COMMISSIONER,False,GEMS,GOLDEN ENERGY MINES TBK
FERIWAN SINATRA,COMMISSIONER,False,GEMS,GOLDEN ENERGY MINES TBK
BAMBANG SETIAWAN,COMMISSIONER,True,GEMS,GOLDEN ENERGY MINES TBK
KETUT SANJAYA,COMMISSIONER,True,GEMS,GOLDEN ENERGY MINES TBK
JUNI SETIAWATI WONOWIDJOJO,PRESIDENT COMMISIONER,False,GGRM,GUDANG GARAM TBK
FRANK WILLEM VAN GELDER,COMMISSIONER,True,GGRM,GUDANG GARAM TBK
GOTAMA HENGDRATSONATA,COMMISSIONER,True,GGRM,GUDANG GARAM TBK
HANLIM SUPRIANTO,COMMISSIONER,True,GGRM,GUDANG GARAM TBK
WILLIAM TANIWAN,PRESIDENT COMMISIONER,False,GGRP,PT GUNUNG RAJA PAKSI TBK
MILIAN,COMMISSIONER,False,GGRP,PT GUNUNG RAJA PAKSI TBK
SIUMIN LIE,COMMISSIONER,False,GGRP,PT GUNUNG RAJA PAKSI TBK
EDWARD HASAN,COMMISSIONER,False,GGRP,PT GUNUNG RAJA PAKSI TBK
DIKDIK SUGIHARTO,COMMISSIONER,True,GGRP,PT GUNUNG RAJA PAKSI TBK
SAHAT TAMBA,COMMISSIONER,True,GGRP,PT GUNUNG RAJA PAKSI TBK
KUMARI AK,PRESIDENT COMMISIONER,False,GHON,PT GIHON TELEKOMUNIKASI INDONESIA TBK
FELIX ARIODAMAR,COMMISSIONER,False,GHON,PT GIHON TELEKOMUNIKASI INDONESIA TBK
ARIA KANAKA,COMMISSIONER,True,GHON,PT GIHON TELEKOMUNIKASI INDONESIA TBK
FADJAR PRASETYO,PRESIDENT COMMISIONER,True,GIAA,GARUDA INDONESIA (PERSERO) TBK
CHAIRAL TANJUNG,COMMISSIONER,False,GIAA,GARUDA INDONESIA (PERSERO) TBK
GLENNY KAIRUPAN,COMMISSIONER,False,GIAA,GARUDA INDONESIA (PERSERO) TBK
MAWARDI YAHYA,COMMISSIONER,True,GIAA,GARUDA INDONESIA (PERSERO) TBK
SUTANTO,PRESIDENT COMMISIONER,False,GJTL,GAJAH TUNGGAL TBK
TAN ENK EE,VICE PRESIDENT COMMISIONER,False,GJTL,GAJAH TUNGGAL TBK
GAUTAMA HARTARTO,COMMISSIONER,False,GJTL,GAJAH TUNGGAL TBK
JULIANI GOZALI,COMMISSIONER,False,GJTL,GAJAH TUNGGAL TBK
SUNARIA TADJUDDIN,COMMISSIONER,True,GJTL,GAJAH TUNGGAL TBK
SUDRAJAT,COMMISSIONER,True,GJTL,GAJAH TUNGGAL TBK
EVY SOENARJO,PRESIDENT COMMISIONER,False,GLOB,PT GLOBE KITA TERANG TBK
TEMI EFENDI,COMMISSIONER,True,GLOB,PT GLOBE KITA TERANG TBK
OKI WIDJAJA,PRESIDENT COMMISIONER,False,GLVA,PT GALVA TECHNOLOGIES TBK
TJIOE JOHAN SUGITA,COMMISSIONER,False,GLVA,PT GALVA TECHNOLOGIES TBK
EDY KUNTARDJO,COMMISSIONER,True,GLVA,PT GALVA TECHNOLOGIES TBK
OKI YANUAR,PRESIDENT COMMISIONER,False,GMFI,PT GARUDA MAINTENANCE FACILITY AERO ASIA TBK
DEAN ARSLAN,COMMISSIONER,True,GMFI,PT GARUDA MAINTENANCE FACILITY AERO ASIA TBK
GIRING GANESHA DJUMARYO,COMMISSIONER,False,GMFI,PT GARUDA MAINTENANCE FACILITY AERO ASIA TBK
HINCA IKARA PUTRA PANDJAITAN XIII,COMMISSIONER,True,GMTD,GOWA MAKASSAR TOURISM DEVELOPMENT TBK
THEO L SAMBUAGA,COMMISSIONER,False,GMTD,GOWA MAKASSAR TOURISM DEVELOPMENT TBK
H ANDI RIDWAN DJABIR,COMMISSIONER,False,GMTD,GOWA MAKASSAR TOURISM DEVELOPMENT TBK
MUHAMMAD FIRDA,COMMISSIONER,False,GMTD,GOWA MAKASSAR TOURISM DEVELOPMENT TBK
PRIMUS DORIMULU,COMMISSIONER,True,GMTD,GOWA MAKASSAR TOURISM DEVELOPMENT TBK
HARIPUDDIN,COMMISSIONER,False,GMTD,GOWA MAKASSAR TOURISM DEVELOPMENT TBK
INDRA YUWANA SKOM MS,COMMISSIONER,True,GMTD,GOWA MAKASSAR TOURISM DEVELOPMENT TBK
IRAWAN YUSUF,PRESIDENT COMMISIONER,True,GMTD,GOWA MAKASSAR TOURISM DEVELOPMENT TBK
HELMY YUSMAN SANTOSO,PRESIDENT COMMISIONER,False,GOLD,PT VISI TELEKOMUNIKASI INFRASTRUKTUR TBK
THEIGNATIUS AGUS SALIM,COMMISSIONER,True,GOLD,PT VISI TELEKOMUNIKASI INFRASTRUKTUR TBK
SUDHAMEK AGOENG WASPODO SOENJOTO,PRESIDENT COMMISIONER,False,GOOD,PT GARUDAFOOD PUTRA PUTRI JAYA TBK
HARTONO ATMADJA,COMMISSIONER,False,GOOD,PT GARUDAFOOD PUTRA PUTRI JAYA TBK
EMERITUS DORODJATUN KUNTJOROJAKTI,COMMISSIONER,True,GOOD,PT GARUDAFOOD PUTRA PUTRI JAYA TBK
PANGAYOMAN ADI SOENJOTO,COMMISSIONER,False,GOOD,PT GARUDAFOOD PUTRA PUTRI JAYA TBK
SOEHARTO SUNJOTO,COMMISSIONER,False,GOOD,PT GARUDAFOOD PUTRA PUTRI JAYA TBK
FITRA DEWATA TERAMIHARDJA,COMMISSIONER,True,GOOD,PT GARUDAFOOD PUTRA PUTRI JAYA TBK
SWEN NEUFELDT,COMMISSIONER,False,GOOD,PT GARUDAFOOD PUTRA PUTRI JAYA TBK
HAIJIANG GU,COMMISSIONER,False,GOOD,PT GARUDAFOOD PUTRA PUTRI JAYA TBK
ANDI CHANDRA,COMMISSIONER,True,GOOD,PT GARUDAFOOD PUTRA PUTRI JAYA TBK
DIRK VAN DEN BERGHE,COMMISSIONER,True,GOTO,PT GOTO GOJEK TOKOPEDIA TBK
WISHNUTAMA KUSUBANDIO,COMMISSIONER,False,GOTO,PT GOTO GOJEK TOKOPEDIA TBK
AGUS DW MARTOWARDOJO,PRESIDENT COMMISIONER,False,GOTO,PT GOTO GOJEK TOKOPEDIA TBK
WINATO KARTONO,COMMISSIONER,False,GOTO,PT GOTO GOJEK TOKOPEDIA TBK
MARJORIE TIU LAO,COMMISSIONER,True,GOTO,PT GOTO GOJEK TOKOPEDIA TBK
JOHN A PRASETIO,COMMISSIONER,True,GOTO,PT GOTO GOJEK TOKOPEDIA TBK
PABLO MALAY,COMMISSIONER,False,GOTO,PT GOTO GOJEK TOKOPEDIA TBK
RUDY MARGONO,PRESIDENT COMMISIONER,False,GPRA,PERDANA GAPURA PRIMA TBK
HERYANI MARGONO,COMMISSIONER,False,GPRA,PERDANA GAPURA PRIMA TBK
NUGROHO SULISTYO,COMMISSIONER,True,GPRA,PERDANA GAPURA PRIMA TBK
AXEL TOBIAS JOEL,PRESIDENT COMMISIONER,False,GPSO,PT GEOPRIMA SOLUSI TBK
PRISCILLA VIKANANDA MARGAKA,COMMISSIONER,False,GPSO,PT GEOPRIMA SOLUSI TBK
SIDIK PERMANA RAMADAN,COMMISSIONER,True,GPSO,PT GEOPRIMA SOLUSI TBK
SUJITNO SISWOWIDAGDO,PRESIDENT COMMISIONER,False,GSMF,EQUITY DEVELOPMENT INVESTMENT TBK
KAMARDY ARIEF,COMMISSIONER,True,GSMF,EQUITY DEVELOPMENT INVESTMENT TBK
MUHAMAD ZULKIFLI ABUSUKI,COMMISSIONER,False,GSMF,EQUITY DEVELOPMENT INVESTMENT TBK
MARCELLO THEODORE TAUFIK,COMMISSIONER,False,GSMF,EQUITY DEVELOPMENT INVESTMENT TBK
SEAN GUSTAV STANDISH HUGHES,COMMISSIONER,False,GSMF,EQUITY DEVELOPMENT INVESTMENT TBK
SAINI SUNIL KUMAR,PRESIDENT COMMISIONER,False,GTBO,GARDA TUJUH BUANA TBK
SANDEEP KAUR DO AMIR JIT SINGH,COMMISSIONER,True,GTBO,GARDA TUJUH BUANA TBK
SETIAWAN T WIDJOJO,PRESIDENT COMMISIONER,False,GTSI,PT GTS INTERNASIONAL TBK
SUHARNO,COMMISSIONER,True,GTSI,PT GTS INTERNASIONAL TBK
ANG ANDRI PRIBADI,PRESIDENT COMMISIONER,False,GWSA,PT GREENWOOD SEJAHTERA TBK
ARIE KUSUMASTUTI MARIA,COMMISSIONER,True,GWSA,PT GREENWOOD SEJAHTERA TBK
TJANDRA MINDHARTA GOZALI,PRESIDENT COMMISIONER,False,GZCO,GOZCO PLANTATIONS TBK
HARIJANTO,COMMISSIONER,False,GZCO,GOZCO PLANTATIONS TBK
JAZID,COMMISSIONER,True,GZCO,GOZCO PLANTATIONS TBK
ISMAYATI SOLIHAT,PRESIDENT COMMISIONER,False,HADE,PT HIMALAYA ENERGI PERKASA TBK
BASA SIDABUTAR,COMMISSIONER,True,HADE,PT HIMALAYA ENERGI PERKASA TBK
ZAINAL HADI HAS HB,PRESIDENT COMMISIONER,False,HAIS,PT HASNUR INTERNASIONAL SHIPPING TBK
NUR PRASETYO,COMMISSIONER,True,HAIS,PT HASNUR INTERNASIONAL SHIPPING TBK
IWANHO,COMMISSIONER,False,HAIS,PT HASNUR INTERNASIONAL SHIPPING TBK
RAHARDJA ALIMHAMZAH,COMMISSIONER,True,HDFA,RADANA BHASKARA FINANCE TBK
CHAN KIAT,COMMISSIONER,False,HDFA,RADANA BHASKARA FINANCE TBK
GOTTFRIED TAMPUBOLON,PRESIDENT COMMISIONER,True,HDFA,RADANA BHASKARA FINANCE TBK
EDWIN HOSAN,PRESIDENT COMMISIONER,False,HDIT,PT HENSEL DAVEST INDONESIA TBK
NOVIANA LEONARD,COMMISSIONER,True,HDIT,PT HENSEL DAVEST INDONESIA TBK
HUSEN SUTAKARIA,PRESIDENT COMMISIONER,False,HEAL,PT MEDIKALOKA HERMINA TBK
DARWIN CYRIL NOERHADI,COMMISSIONER,False,HEAL,PT MEDIKALOKA HERMINA TBK
ALEXANDER STEVEN RUSLI,COMMISSIONER,True,HEAL,PT MEDIKALOKA HERMINA TBK
HERIDADI,COMMISSIONER,True,HEAL,PT MEDIKALOKA HERMINA TBK
AMIT VARMA,COMMISSIONER,True,HEAL,PT MEDIKALOKA HERMINA TBK
MEIJANI WIBOWO,COMMISSIONER,False,HEAL,PT MEDIKALOKA HERMINA TBK
GIDION HASAN,COMMISSIONER,False,HEAL,PT MEDIKALOKA HERMINA TBK
GOUW ERENE GOETAMA,PRESIDENT COMMISIONER,False,HELI,PT JAYA TRISHINDO TBK
ANDRE FRANKLIN SAHELANGI,COMMISSIONER,True,HELI,PT JAYA TRISHINDO TBK
DARWIN FERNANDES M,PRESIDENT COMMISIONER,False,HITS,HUMPUSS INTERMODA TRANSPORTASI TBK
AGUS RIYANTO,COMMISSIONER,True,HITS,HUMPUSS INTERMODA TRANSPORTASI TBK
PAUL NORMAN JANELLE,PRESIDENT COMMISIONER,False,HMSP,HM SAMPOERNA TBK
MINDAUGAS TRUMPAITIS,VICE PRESIDENT COMMISIONER,False,HMSP,HM SAMPOERNA TBK
JUSTIN GUY MAYALL,COMMISSIONER,True,HMSP,HM SAMPOERNA TBK
LUTHFI MARDIANSYAH,COMMISSIONER,True,HMSP,HM SAMPOERNA TBK
JONATHAN JOCHANAN,PRESIDENT COMMISIONER,True,HOKI,PT BUYUNG POETRA SEMBADA TBK
ELLY TJANDRA,COMMISSIONER,False,HOKI,PT BUYUNG POETRA SEMBADA TBK
SUKARTA,COMMISSIONER,False,HOKI,PT BUYUNG POETRA SEMBADA TBK
TAN PING,PRESIDENT COMMISIONER,False,HOMI,PT GRAND HOUSE MULIA TBK
HIZKIA WEHANTOUW,COMMISSIONER,True,HOMI,PT GRAND HOUSE MULIA TBK
LO KHIE PONG,PRESIDENT COMMISIONER,False,HOPE,PT HARAPAN DUTA PERTIWI TBK
SIHOL SIAGIAN,COMMISSIONER,True,HOPE,PT HARAPAN DUTA PERTIWI TBK
HERRY WIJAYA,PRESIDENT COMMISIONER,False,HRME,PT MENTENG HERITAGE REALTY TBK
ALIP,COMMISSIONER,True,HRME,PT MENTENG HERITAGE REALTY TBK
FERRIYADY HARTADINATA,PRESIDENT COMMISIONER,False,HRTA,PT HARTADINATA ABADI TBK
FENDY WIJAYA,COMMISSIONER,False,HRTA,PT HARTADINATA ABADI TBK
SUPRIHADI USMAN,COMMISSIONER,True,HRTA,PT HARTADINATA ABADI TBK
LAWRENCE BARKI,PRESIDENT COMMISIONER,False,HRUM,HARUM ENERGY TBK
YUN MULYANA,COMMISSIONER,False,HRUM,HARUM ENERGY TBK
STEVEN SCOTT BARKI,COMMISSIONER,False,HRUM,HARUM ENERGY TBK
DODY HASRIL,COMMISSIONER,True,HRUM,HARUM ENERGY TBK
ASTRIA WIZAYANTI,COMMISSIONER,True,HRUM,HARUM ENERGY TBK
HAMIDIN,PRESIDENT COMMISIONER,True,IATA,PT MNC ENERGY INVESTMENTS TBK
HARTONO TANOESOEDIBJO,COMMISSIONER,False,IATA,PT MNC ENERGY INVESTMENTS TBK
SANTI PARAMITA,COMMISSIONER,False,IATA,PT MNC ENERGY INVESTMENTS TBK
AMIN MANSUR,COMMISSIONER,False,IATA,PT MNC ENERGY INVESTMENTS TBK
KH SAID AQIL SIROJ,PRESIDENT COMMISIONER,False,IBFN,PT INTAN BARU PRANA TBK
ALEXANDER REYZA,COMMISSIONER,True,IBFN,PT INTAN BARU PRANA TBK
ADAM GIFARI,PRESIDENT COMMISIONER,False,IBST,INTI BANGUN SEJAHTERA TBK
RINALDY SANTOSA,COMMISSIONER,True,IBST,INTI BANGUN SEJAHTERA TBK
HARYO DEWANTO,COMMISSIONER,False,IBST,INTI BANGUN SEJAHTERA TBK
FRANCISCUS WELIRANG,PRESIDENT COMMISIONER,False,ICBP,INDOFOOD CBP SUKSES MAKMUR TBK
PAULUS MOLEONOTO,COMMISSIONER,False,ICBP,INDOFOOD CBP SUKSES MAKMUR TBK
ALAMSYAH,COMMISSIONER,False,ICBP,INDOFOOD CBP SUKSES MAKMUR TBK
FLORENTINUS GREGORIUS WINARNO,COMMISSIONER,True,ICBP,INDOFOOD CBP SUKSES MAKMUR TBK
ADI PRANOTO LEMAN,COMMISSIONER,True,ICBP,INDOFOOD CBP SUKSES MAKMUR TBK
